,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
0,1999-12-31,4.79,11.18,2726.4591822874218,0.18864,1.388737179558237e-07,1.81
1,2000-01-31,4.78,-8.41,9897.520993452888,0.1667,2.2451112926293878e-07,-11.64
2,2000-02-29,5.07,-13.36,4903.637545019122,0.15788,-1.249340594248475e-08,-17.65
3,2000-03-31,5.05,4.71,12636.37720812857,0.16409,-3.3945446251829107e-07,3.93
4,2000-04-30,5.06,-17.96,4461.818922970058,0.15532,1.2117656527165218e-06,-10.3
5,2000-05-31,5.12,1.68,3165.0681683461767,0.13051,-6.180388690263265e-07,-15.97
6,2000-06-30,5.16,12.61,4074.4243454332077,0.17316,-3.1357227351391216e-07,34.27
7,2000-07-31,5.13,-14.44,3825.7024897914935,0.16373,-2.6117265198347406e-07,-2.09
8,2000-08-31,5.12,-3.14,6642.382147277228,0.18447,-8.049969263176277e-07,12.65
9,2000-09-30,5.09,-17.36,2415.733607822954,0.15977,-4.429827399279423e-06,-15.68
10,2000-10-31,5.37,-16.2,2407.549114646445,0.12981,1.0854784095329126e-06,-18.75
11,2000-11-30,5.32,-0.81,2075.86912308505,0.11419,-5.012435901668539e-08,-15.28
12,2000-12-31,6.08,-4.36,1504.881130662673,0.12229,-9.14650152719136e-09,-2.78
13,2001-01-31,5.27,23.09,3258.3459968602824,0.12853,-3.622527819474079e-09,5.1
14,2001-02-28,5.06,-7.49,8335.98610107536,0.13229,-1.77135774188498e-06,6.21
15,2001-03-31,4.96,-9.68,6134.192131862601,0.1363,-2.516760714726182e-07,3.02
16,2001-04-30,5.01,11.19,13298.897669589294,0.14353,3.5711751914883654e-08,5.31
17,2001-05-31,5.01,5.02,6669.953097208259,0.152,-5.909148209922036e-06,5.91
18,2001-06-30,4.99,-7.17,10210.12925295858,0.14179,-3.222594513124448e-06,-4.7
19,2001-07-31,4.77,-8.5,2771.649872505056,0.12041,-3.776654969862671e-09,-15.49
20,2001-08-31,4.54,0.66,3282.084843268708,0.12041,-1.6116518729069778e-06,0.0
21,2001-09-30,4.0,-17.28,3366.7894847972975,0.10247,-1.3775378854276058e-05,-19.43
22,2001-10-31,4.02,12.78,7639.498840782876,0.10459,-1.559498449376573e-05,2.08
23,2001-11-30,4.04,20.45,4322.975722424678,0.11277,-4.8571464653088024e-09,9.63
24,2001-12-31,4.01,10.41,6011.257932752179,0.1224,2.180697810651361e-09,10.41
25,2002-01-31,3.98,6.92,4441.389156239974,0.12971,-1.078826194885027e-08,5.94
26,2002-02-28,4.01,10.36,7076.40366109234,0.1332,-2.488705100782424e-09,2.91
27,2002-03-31,4.0,8.98,9047.250800640513,0.14349,-8.334058811641089e-07,7.72
28,2002-04-30,4.04,-4.87,3586.3488036653657,0.12946,2.7037901561421916e-08,-9.79
29,2002-05-31,4.28,-5.25,1596.1733638998226,0.13021,4.0648278453025063e-07,0.58
30,2002-06-30,4.26,-12.73,2518.7280362038205,0.12867,-3.676004806640228e-07,-0.19
31,2002-07-31,4.27,-3.77,1596.84751522641,0.12315,1.210830935361633e-07,-2.73
32,2002-08-31,4.28,1.76,820.9844564451749,0.11351,-2.5875677176685795e-07,-8.18
33,2002-09-30,4.28,-12.08,719.9507878908386,0.10844,2.830856334041047e-07,-4.46
34,2002-10-31,4.28,2.13,2109.227541433548,0.11722,-5.346064702056136e-08,8.08
35,2002-11-30,4.28,8.38,2052.1263701517705,0.10611,4.783775370930604e-06,2.14
36,2002-12-31,4.52,-13.23,908.0623752750346,0.10264,6.607766201335196e-06,-3.26
37,2003-01-31,4.34,-5.82,615.24358837927,0.10391,2.2238635799714726e-07,1.2
38,2003-02-28,4.27,-3.15,1093.7137168819236,0.11228,-1.3629092417965524e-06,8.33
39,2003-03-31,4.27,-6.59,2022.2111387773768,0.10959,1.0015592374723876e-06,-2.42
40,2003-04-30,4.26,12.34,1086.4579372283,0.1209,-7.994529822913969e-09,6.99
41,2003-05-31,4.01,5.34,2362.789091680815,0.13548,-6.5350646590378235e-06,12.04
42,2003-06-30,4.1,6.13,1688.4486917416189,0.12833,0.0,-5.28
43,2003-07-31,3.75,7.08,870.1532023452536,0.11128,-5.096788480846549e-07,-4.23
44,2003-08-31,3.72,5.24,2753.4467517889716,0.10389,-5.044890651528009e-06,-6.81
45,2003-09-30,3.77,-8.24,367.23837006816257,0.10023,-1.1751170393040284e-05,-3.55
46,2003-10-31,3.84,13.28,327.6465673444735,0.10056,-1.3574186700927988e-05,0.33
47,2003-11-30,3.78,3.06,764.3543260156948,0.10056,-4.200913479376536e-06,0.0
48,2003-12-31,3.97,1.54,1902.5951629375174,0.10947,-1.3709774302259627e-07,8.89
49,2004-01-31,3.78,5.4,544.35900679316,0.10625,-3.8250392616373714e-08,-2.96
50,2004-02-29,3.78,2.57,1662.0723263506063,0.11886,5.439470763375327e-08,11.53
51,2004-03-31,3.74,0.05,484.2362221112221,0.12042,-1.5238398889706814e-07,1.32
52,2004-04-30,3.76,-3.09,897.4091454086906,0.12068,-1.1517746428519599e-08,4.65
53,2004-05-31,3.77,-7.35,4809.643451666602,0.13473,-8.138037036837771e-07,11.67
54,2004-06-30,3.78,-2.2,2318.4399700037497,0.1287,9.55656466670753e-09,-4.79
55,2004-07-31,3.77,-6.46,291.5484403366892,0.11403,0.0,-9.9
56,2004-08-31,3.52,8.0,3018.3273642215977,0.11424,-4.096340969372601e-09,0.19
57,2004-09-30,3.55,4.67,1912.7246941958788,0.12392,-1.581280905076396e-08,8.88
58,2004-10-31,3.53,0.61,1158.3769254232118,0.14017,2.8768686127600055e-05,13.12
59,2004-11-30,3.26,5.01,33749.25133326078,0.18431,-1.5394084450190462e-06,31.5
60,2004-12-31,3.29,1.63,7254.099625804521,0.16257,-9.979159407195539e-08,-11.8
61,2005-01-31,3.26,5.04,6007.193508879363,0.203,2.7176912909900928e-06,27.03
62,2005-02-28,3.28,8.09,7238.481296879962,0.21057,-5.757984436688272e-09,19.19
63,2005-03-31,3.26,-4.64,4630.273769676135,0.23538,6.178803773287785e-07,11.79
64,2005-04-30,3.29,-5.28,3761.8932654375653,0.23216,1.0782430870763553e-05,-4.44
65,2005-05-31,3.29,6.17,3474.713208673165,0.24621,2.6824689990228045e-05,6.05
66,2005-06-30,3.3,3.68,1883.1814948617637,0.26887,1.4009499555854656e-05,7.33
67,2005-07-31,3.27,11.61,12218.967252890681,0.33257,2.495863635709292e-06,25.71
68,2005-08-31,3.25,-2.25,5196.984612722038,0.30991,1.3430562427627654e-05,-6.82
69,2005-09-30,3.28,12.46,3430.6751442580303,0.28074,-2.0581433005710994e-05,-11.86
70,2005-10-31,3.51,-5.53,6316.487960143924,0.2505,-1.722909681559674e-05,-10.77
71,2005-11-30,3.5,11.5,4148.797578334412,0.29911,5.893739522029877e-07,18.38
72,2005-12-31,3.76,8.39,5888.318775750441,0.30884,1.0741417419398638e-05,7.52
73,2006-01-31,3.76,1.81,5288.389587295696,0.29945,-6.049750558829174e-07,-4.55
74,2006-02-28,3.99,-1.77,15868.032206092688,0.34988,2.8972607828787256e-06,13.93
75,2006-03-31,3.97,-0.7,9289.903406100015,0.3159,1.3337103871832235e-06,-9.72
76,2006-04-30,3.97,6.56,7746.166844341199,0.30054,-3.545937296210795e-06,2.24
77,2006-05-31,3.96,-7.11,3243.953531283857,0.28518,7.048073867634057e-06,-5.11
78,2006-06-30,4.21,-2.08,2600.4751142565133,0.23144,-1.1221050276463627e-05,-18.85
79,2006-07-31,4.22,0.63,3206.3402598588814,0.22813,-9.019675023423469e-06,-1.42
80,2006-08-31,4.49,4.11,3870.064258604895,0.27312,4.646982468394646e-06,19.71
81,2006-09-30,4.48,1.87,52632.66266761749,0.5221,-1.8003969913602823e-05,119.35
82,2006-10-31,4.48,-0.68,25991.431422394595,0.43655,-4.370196843196096e-06,-16.39
83,2006-11-30,4.49,4.59,14508.634733382725,0.52758,-4.34013340733908e-06,19.65
84,2006-12-31,4.6,1.63,10096.64854324183,0.57257,5.437748239949586e-06,8.98
