,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,50896.08233267203,11.22408,-3.457899274173404e-07,18.21,478850.0
1,2000-01-31,4.78,-8.41,30483.29840893744,65.38103,-6.4970411037180895e-06,-22.96,416137.0
2,2000-02-29,5.07,-13.36,38143.67598582412,75.89343,4.045735958048455e-06,14.73,436234.0
3,2000-03-31,5.05,4.71,43278.775885867646,73.58544,2.8421596362508782e-06,-3.04,520168.0
4,2000-04-30,5.06,-17.96,17625.270974210467,61.53483,-9.929231983333287e-06,-25.0,401946.0
5,2000-05-31,5.12,1.68,29590.17423019946,49.17693,-6.931263115146109e-06,-20.08,302416.0
6,2000-06-30,5.16,12.61,61962.850543758286,62.30416,-4.075860730057992e-06,37.29,291122.0
7,2000-07-31,5.13,-14.44,38596.365659636955,46.04876,-1.2684780940375064e-07,-26.09,328226.0
8,2000-08-31,5.12,-3.14,14761.127535139294,38.56195,-1.3577266902714496e-05,-16.26,257333.0
9,2000-09-30,5.09,-17.36,24520.39363195637,31.89576,-1.1933007370599081e-05,-19.74,198020.0
10,2000-10-31,5.37,-16.2,27739.755854280025,21.74239,-4.738589537823411e-06,-31.83,165221.0
11,2000-11-30,5.32,-0.81,32010.807310240365,15.7425,-1.1398201525328622e-05,-32.3,136001.0
