,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,13596.18599181436,1.44803,5.511791948671535e-07,-22.11,53997.0
1,2000-01-31,4.78,-8.41,22555.48852407474,1.47151,9.905154727101985e-06,1.62,44528.0
2,2000-02-29,5.07,-13.36,17944.925973139085,1.69068,-6.094221076089541e-06,10.77,43930.0
3,2000-03-31,5.05,4.71,35294.73832284608,1.2954,-7.025236544153265e-07,-23.38,49584.0
4,2000-04-30,5.06,-17.96,9689.62908875357,0.93333,-1.0859275093720995e-05,-25.17,37114.0
5,2000-05-31,5.12,1.68,6954.057807933896,0.77465,-1.1136107310051422e-06,-17.0,29771.0
6,2000-06-30,5.16,12.61,9484.557919867137,0.73029,-1.931182518540468e-06,-0.47,28902.0
7,2000-07-31,5.13,-14.44,18702.077343039127,0.6808,-2.2354328142758825e-06,-6.78,28574.0
8,2000-08-31,5.12,-3.14,13157.955179767294,0.71152,-1.3828974730217544e-07,4.51,26729.0
9,2000-09-30,5.09,-17.36,28962.269127352727,0.64497,-4.479561617199578e-06,-16.0,24546.0
10,2000-10-31,5.37,-16.2,13768.184398111021,0.56136,6.476262794201533e-07,-12.96,22446.0
11,2000-11-30,5.32,-0.81,17784.400064311634,0.56307,-7.525886260282976e-08,-1.79,21769.0
12,2000-12-31,6.08,-4.36,6540.010648100748,0.48117,-6.902129030536579e-07,-18.02,19534.0
13,2001-01-31,5.27,23.09,13593.027024436991,0.59037,-1.417428395283674e-06,22.7,20870.0
14,2001-02-28,5.06,-7.49,31448.07228403975,0.66374,4.659838476128966e-07,15.43,23546.0
15,2001-03-31,4.96,-9.68,10324.223816482883,0.5699,-2.8453208132408936e-07,-14.14,22581.0
16,2001-04-30,5.01,11.19,4508.27960199005,0.6913,2.7588818891763766e-08,-2.69,20100.0
17,2001-05-31,5.01,5.02,8897.51723039104,0.7934,-7.46289700056774e-07,14.77,21967.0
18,2001-06-30,4.99,-7.17,28960.88221325101,0.82744,-2.689532613760362e-07,2.37,25266.0
19,2001-07-31,4.77,-8.5,10979.767839068825,0.7615,9.224315843808207e-06,-7.97,23712.0
20,2001-08-31,4.54,0.66,20848.172914346982,0.84658,8.29793695430882e-07,11.17,24249.0
21,2001-09-30,4.0,-17.28,26288.900772715162,0.52752,-5.558255873653878e-06,-38.61,18765.0
22,2001-10-31,4.02,12.78,17263.445778487636,0.61898,3.1902772090887107e-10,17.34,18157.0
23,2001-11-30,4.04,20.45,9551.645569620254,0.72746,0.0,17.93,28045.0
24,2001-12-31,4.01,10.41,32724.00093243274,0.84871,-5.244843391981155e-07,21.28,43971.0
25,2002-01-31,3.98,6.92,35540.59436926483,1.2683,2.374594102438862e-09,27.82,56014.0
26,2002-02-28,4.01,10.36,71933.63989644799,1.73085,1.928939041193577e-08,35.15,69144.0
27,2002-03-31,4.0,8.98,60355.78847622428,2.39733,-7.006110522717662e-07,38.51,92973.0
28,2002-04-30,4.04,-4.87,55240.85824397662,1.89001,-1.6705051306304306e-06,-21.16,114429.0
29,2002-05-31,4.28,-5.25,18872.79208607714,1.43243,-1.8731911735755284e-07,-24.21,85040.0
30,2002-06-30,4.26,-12.73,13276.857304071511,1.31306,-8.077254249604695e-10,-21.43,67346.0
31,2002-07-31,4.27,-3.77,14148.610840024707,1.29317,-7.468215341768306e-08,-1.52,64760.0
32,2002-08-31,4.28,1.76,7339.237536357606,1.26084,-6.621710110934171e-10,-4.34,58791.0
33,2002-09-30,4.28,-12.08,4787.398299339493,0.87786,1.9440925786353536e-07,-30.37,51627.0
34,2002-10-31,4.28,2.13,9764.688909649005,1.12406,-1.735345438758668e-07,28.05,44958.0
35,2002-11-30,4.28,8.38,10301.773013846607,1.19369,-9.98655424861863e-10,11.11,50915.0
36,2002-12-31,4.52,-13.23,6927.884411248142,0.89278,8.797479789483698e-10,-25.21,51813.0
37,2003-01-31,4.34,-5.82,3138.6286161595535,0.77364,-1.893349769353508e-08,-5.29,44073.0
38,2003-02-28,4.27,-3.15,2764.6294777986986,0.8146,-1.7242039487227435e-09,3.77,41957.0
39,2003-03-31,4.27,-6.59,2086.795924740417,0.73723,0.0,-9.5,38427.0
40,2003-04-30,4.26,12.34,5192.647551441762,0.86238,1.2184057044390468e-09,11.47,43107.0
41,2003-05-31,4.01,5.34,4451.007320066626,0.90106,4.146451989747161e-08,4.49,45628.0
42,2003-06-30,4.1,6.13,10669.022418674525,0.96933,1.190819372048803e-06,7.58,51921.0
43,2003-07-31,3.75,7.08,3169.379490987089,0.91472,-2.1237880069833225e-07,-5.63,48486.0
44,2003-08-31,3.72,5.24,2535.5814684110865,0.92837,2.2917922640397247e-06,0.0,46472.0
45,2003-09-30,3.77,-8.24,2257.2825344026246,0.8146,6.3788999080323915e-06,-12.25,43892.0
46,2003-10-31,3.84,13.28,1706.8232570806101,0.76682,3.988859912037661e-07,-5.87,40392.0
47,2003-11-30,3.78,3.06,12422.273368395889,0.87148,-7.257174836164058e-07,11.34,41830.0
48,2003-12-31,3.97,1.54,4119.397853566537,0.85101,3.96371500257927e-06,-2.35,44539.0
49,2004-01-31,3.78,5.4,2323.300355478695,0.71363,3.994005752057499e-06,-7.22,41634.0
50,2004-02-29,3.78,2.57,6288.535161258506,0.7198,-3.1438473080022247e-06,-1.41,40556.0
51,2004-03-31,3.74,0.05,2047.8245983604477,0.70746,-3.2561556467637177e-07,-1.71,39401.0
52,2004-04-30,3.76,-3.09,6101.7289278819135,0.71363,2.0728810975777044e-06,2.06,40919.0
53,2004-05-31,3.77,-7.35,4320.346538328959,0.66633,-9.829664321485778e-07,-6.63,37713.0
54,2004-06-30,3.78,-2.2,1332.5696499558303,0.66427,-1.2826258595340025e-05,-3.29,36224.0
55,2004-07-31,3.77,-6.46,20297.283393599224,0.63342,2.4776575687753538e-09,-4.64,37058.0
56,2004-08-31,3.52,8.0,4917.222265408107,0.64576,3.248983285728671e-07,1.95,36020.0
57,2004-09-30,3.55,4.67,2432.177833820016,0.66427,4.690993471763942e-06,1.57,37670.0
58,2004-10-31,3.53,0.61,9706.884514132644,0.74242,1.0500170230135505e-05,13.17,43304.0
59,2004-11-30,3.26,5.01,1958.513367281986,0.8144,9.657452217006286e-06,9.7,43988.0
60,2004-12-31,3.29,1.63,1429.4718809718809,0.77532,6.848507130339801e-06,-4.8,43956.0
