,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
123,2010-03-31,2.0,6.34,9673.1902691176,0.84482,5.813238659287511e-06,7.28,753128.0
124,2010-04-30,2.0,2.87,10432.622892191332,0.91035,2.017441138906264e-06,8.7,759438.0
125,2010-05-31,2.0,-5.97,14168.7158169693,0.97954,8.303589469570825e-06,7.6,876312.0
126,2010-06-30,2.03,3.04,9661.630389191627,1.1343,1.2567629472529003e-05,16.45,940308.0
127,2010-07-31,2.28,3.8,7660.672939831909,1.1507,1.3414878571725394e-06,1.44,1053482.0
128,2010-08-31,2.28,-1.06,5820.331047449321,1.30181,1.5470490944188795e-05,13.13,1122250.0
129,2010-09-30,2.27,7.12,9289.915739895881,1.38921,-2.5214715288191253e-07,8.23,1280072.0
130,2010-10-31,2.26,0.29,17280.880601931738,1.38619,6.1390658807187686e-06,2.19,1262801.0
131,2010-11-30,2.51,2.74,6056.824186672364,1.20903,-2.089295857719226e-06,-12.78,1568095.0
132,2010-12-31,2.51,8.63,7311.914746284923,1.43487,3.923822213653613e-06,18.68,1548824.0
133,2011-01-31,2.75,0.71,11843.578658870072,1.04104,-6.830853366182726e-06,-5.43,1707754.0
134,2011-02-28,2.76,-6.14,11164.893634012606,1.17098,1.3603208140522773e-05,10.42,1775624.0
135,2011-03-31,2.99,8.78,9983.284593014092,1.0963,-7.464101099144463e-06,-6.38,1713106.0
136,2011-04-30,3.02,5.9,12931.464782752226,1.29794,8.266528721838707e-06,24.68,1884162.0
137,2011-05-31,3.03,-2.63,11976.998484344615,1.516,1.3934049193287704e-05,16.8,2113937.0
138,2011-06-30,3.28,-2.68,11104.18382687659,1.53841,5.812577738968725e-06,1.48,2548240.0
139,2011-07-31,3.27,0.91,10718.578857974737,1.75498,-5.576441043248192e-06,12.44,2888465.0
140,2011-08-31,3.27,-12.61,14856.004128352084,1.69524,5.141805819703555e-06,-3.4,2639552.0
141,2011-09-30,3.28,-4.85,32965.62396140926,0.94097,-8.302584568008277e-06,-42.47,2003797.0
142,2011-10-31,3.26,8.45,12850.318503930015,1.0724,6.376313782535642e-06,13.97,1745159.0
143,2011-11-30,3.27,-3.48,19244.95844272789,0.88869,2.136299377891037e-06,-19.05,1632470.0
144,2011-12-31,3.29,-1.82,6771.563306964265,0.94545,1.0344296723447775e-05,4.28,1532983.0
145,2012-01-31,3.27,7.9,5258.157507626729,1.05752,1.9991464003510787e-05,13.59,1675030.0
146,2012-02-29,3.26,3.98,6095.145178597998,1.06782,7.757429899408278e-06,3.13,1902009.0
147,2012-03-31,3.24,-0.21,4475.013905943699,1.10165,-7.927224394550559e-07,3.17,1824184.0
148,2012-04-30,3.26,-0.84,4299.688786614963,0.92074,-5.792239571115614e-06,-16.42,1721086.0
149,2012-05-31,3.27,-7.68,3582.8369287454316,0.95604,7.692258726747702e-06,3.83,1608346.0
150,2012-06-30,3.26,-0.15,3972.746018691049,1.03252,3.237610570523184e-07,7.18,1662079.0
151,2012-07-31,3.02,2.12,2536.2240515689414,0.98251,-1.805438263431776e-06,-4.84,1674186.0
152,2012-08-31,3.01,0.19,2977.443143624074,0.94427,9.78103438204438e-06,-3.89,1693205.0
153,2012-09-30,3.01,3.93,6399.48548937723,0.90897,-9.957101498953515e-06,-6.79,1540182.0
154,2012-10-31,2.75,-4.69,4189.6620021112085,0.81631,-1.1454163834438776e-06,-10.19,1447512.0
155,2012-11-30,2.77,1.63,3663.0031170677885,0.86779,3.877224503863044e-06,9.26,1383993.0
156,2012-12-31,2.77,4.85,2275.568849937531,0.93692,2.1517815515389293e-05,8.89,1523952.0
157,2013-01-31,2.76,-2.22,2080.2664633068193,0.8774,4.409791271737433e-06,-3.3,1572254.0
