,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,1725,2280,2024,1725,40800,13414,1725,1875,1797,1725,-26.28,-37.95,-44.53,-11.54,12.01,209100,0.0501,0.05,0.0504,0.0492,4.79,-26.28
1,2000-01-31,1830,2070,1854,1700,40800,12281,1700,1875,1826,1755,6.09,-31.72,-45.05,-1.61,20.39,218236,0.0515,0.0577,0.0513,0.0501,4.78,6.09
2,2000-02-29,1550,1870,1573,1370,40800,11341,1370,1600,1498,1370,-17.11,-31.26,-46.74,11.51,24.0,421616,0.0516,0.0496,0.0522,0.0522,5.07,-17.11
3,2000-03-31,1400,1835,1584,1380,40800,10285,1370,1510,1457,1380,-9.68,-18.84,-45.74,-8.5,0.72,183586,0.0502,0.0558,0.0542,0.0523,5.05,-9.68
4,2000-04-30,1115,1400,1186,1010,40800,9138,1010,1180,1121,1090,-26.16,-40.37,-58.4,2.76,-45.61,567628,0.0509,0.0532,0.0543,0.0521,5.06,-26.16
5,2000-05-31,1250,1385,1176,1075,40800,6987,1010,1250,1170,1105,12.11,-19.35,-45.41,4.17,-57.19,818802,0.0552,0.067,0.0517,0.0585,5.12,12.11
6,2000-06-30,1330,1425,1275,1155,40800,4534,1010,1395,1266,1190,17.7,-3.62,-22.9,15.15,-58.82,762324,0.0548,0.0513,0.0531,0.0566,5.16,17.7
7,2000-07-31,1075,1440,1233,1050,3310,1922,1010,1110,1091,1075,-19.17,-3.59,-41.26,2.38,-67.72,125954,0.0528,0.0402,0.052,0.0534,5.13,-19.17
8,2000-08-31,1155,1280,1186,1090,3310,1765,1010,1230,1195,1155,7.44,-7.6,-25.48,-5.33,-58.15,355838,0.0501,0.041,0.051,0.0426,5.12,7.44
9,2000-09-30,1050,1185,1093,980,3090,1621,980,1075,1058,1040,-12.86,-24.73,-29.29,5.0,-60.38,214926,0.0487,0.0369,0.0504,0.0396,5.09,-12.86
10,2000-10-31,840,1130,1006,840,3090,1497,840,980,928,840,-20.0,-21.86,-24.66,-15.15,-68.66,171976,0.0476,0.0262,0.0489,0.0408,5.37,-20.0
11,2000-11-30,690,920,794,690,2280,1328,690,750,724,690,-22.91,-41.77,-38.94,-5.48,-69.87,362864,0.0399,0.0229,0.0482,0.0371,5.32,-22.91
12,2000-12-31,590,735,665,555,2070,1227,555,675,601,555,-20.27,-45.12,-50.42,-12.59,-67.76,640268,0.0402,0.0484,0.0481,0.041,6.08,-20.27
13,2001-01-31,735,735,676,590,1870,1128,555,735,694,660,24.58,-12.5,-31.63,9.7,-59.84,751518,0.0416,0.0472,0.0474,0.0436,5.27,24.58
14,2001-02-28,725,800,723,680,1835,1057,555,800,761,725,9.85,-1.36,-39.58,-7.05,-54.69,1186680,0.04,0.031,0.0461,0.0428,5.06,9.85
15,2001-03-31,660,730,695,655,1440,979,555,720,691,655,-8.97,11.86,-37.14,-7.69,-52.17,388912,0.0394,0.0315,0.0442,0.0372,4.96,-8.97
16,2001-04-30,625,660,625,600,1440,934,555,640,630,625,-5.3,-11.35,-30.17,-1.57,-43.95,204552,0.0362,0.0211,0.042,0.0279,5.01,-5.3
17,2001-05-31,940,940,722,630,1440,894,555,940,867,765,50.4,29.66,36.23,23.68,-24.8,2865442,0.0376,0.0357,0.0392,0.0315,5.01,50.4
18,2001-06-30,860,1250,980,760,1440,870,555,870,820,760,-3.37,31.3,45.76,3.61,-38.35,1757538,0.0466,0.086,0.0438,0.0547,4.99,-3.37
19,2001-07-31,695,845,735,655,1280,827,555,710,689,665,-19.19,11.2,-5.44,4.51,-35.35,629624,0.045,0.0326,0.0432,0.0576,4.77,-19.19
20,2001-08-31,640,750,690,640,1250,783,555,670,657,640,-7.91,-31.91,-11.72,-3.76,-44.59,333330,0.0443,0.0228,0.042,0.0477,4.54,-7.91
21,2001-09-30,475,640,531,405,1250,741,405,475,468,460,-28.03,-45.4,-34.03,1.06,-54.33,433074,0.0506,0.0687,0.0449,0.0453,4.0,-28.03
22,2001-10-31,520,545,519,475,1250,698,405,545,533,520,9.47,-25.18,-16.8,-1.89,-38.1,382428,0.0514,0.0265,0.0439,0.0443,4.02,9.47
23,2001-11-30,565,615,574,525,1250,677,405,615,582,560,7.62,-14.39,-39.89,-5.83,-18.12,437996,0.045,0.0302,0.0438,0.0456,4.04,7.62
24,2001-12-31,540,590,554,510,1250,669,405,540,522,510,-3.57,13.68,-37.93,5.88,-8.47,191224,0.0371,0.0207,0.0419,0.0249,4.01,-3.57
25,2002-01-31,670,740,641,530,1250,665,405,740,692,670,24.07,28.85,-3.6,-5.63,-8.84,1167048,0.0435,0.0651,0.0436,0.0429,3.98,24.07
26,2002-02-28,640,700,647,605,1250,659,405,670,644,630,-13.51,14.29,-3.03,-5.88,-11.72,697900,0.0461,0.0463,0.0447,0.0469,4.01,-13.51
