,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,16209.231162224445,1.57016,-5.603599281143245e-07,-18.53,45998
1,2000-01-31,4.78,-8.41,13936.848358492558,1.17654,-1.8158662657053933e-06,-13.0,37892
2,2000-02-29,5.07,-13.36,30536.100415689372,2.08606,2.796492506413076e-06,74.79,43061
3,2000-03-31,5.05,4.71,37683.12635589667,1.55501,-3.198480692424077e-07,-25.45,54853
4,2000-04-30,5.06,-17.96,27111.460711364678,1.48729,2.0209892280763172e-07,-5.38,50129
5,2000-05-31,5.12,1.68,36440.08136598221,1.34027,-3.96552977107765e-07,-9.89,45535
6,2000-06-30,5.16,12.61,35458.794088479975,1.20011,1.490840689133895e-08,-8.97,36302
7,2000-07-31,5.13,-14.44,17229.649833281084,1.04796,2.114804735999801e-06,-12.68,35089
8,2000-08-31,5.12,-3.14,8176.888582062673,1.04796,5.460794725000439e-06,0.0,33316
9,2000-09-30,5.09,-17.36,5444.64368406631,0.94509,2.4792816248290512e-06,-12.93,29196
10,2000-10-31,5.37,-16.2,12498.974796946351,0.87566,1.0108078522283413e-05,-7.33,28687
11,2000-11-30,5.32,-0.81,5277.357278601292,0.83151,2.659887951769897e-06,-4.28,26310
12,2000-12-31,6.08,-4.36,6336.419127368885,0.83837,6.631798828194994e-07,-0.4,24959
13,2001-01-31,5.27,23.09,10027.347172252092,0.7414,-2.2527610884483508e-06,-2.42,24737
14,2001-02-28,5.06,-7.49,19869.737412040657,0.83617,2.5572145019413067e-06,16.92,25580
15,2001-03-31,4.96,-9.68,36777.013680276425,0.80238,-1.4792875839014524e-06,-4.03,28362
16,2001-04-30,5.01,11.19,10054.335854407942,0.75344,4.7161611470832265e-06,-6.11,25386
17,2001-05-31,5.01,5.02,12796.099791801278,0.86995,5.997126563871856e-06,15.45,27858
18,2001-06-30,4.99,-7.17,21920.327941502328,0.86685,3.7621027156281835e-06,-3.41,31591
19,2001-07-31,4.77,-8.5,6489.322536231884,0.78102,-2.673340863974581e-06,-9.89,27600
20,2001-08-31,4.54,0.66,7937.35498489426,0.78723,5.599168954392838e-06,0.78,27804
21,2001-09-30,4.0,-17.28,6007.015362258668,0.67227,-9.89397456637874e-06,-24.31,24085
22,2001-10-31,4.02,12.78,12315.345406201717,0.84859,3.845386547453459e-06,26.2,27831
23,2001-11-30,4.04,20.45,9216.97512437811,1.00161,1.0742355541299188e-05,19.34,30954
24,2001-12-31,4.01,10.41,8122.142327306444,0.91578,1.8910737075723583e-05,-5.08,34512
25,2002-01-31,3.98,6.92,8533.847352520273,0.85573,-4.076813570508371e-06,8.7,31445
26,2002-02-28,4.01,10.36,17320.781310742987,0.94287,-6.913634131652253e-07,15.48,34469
27,2002-03-31,4.0,8.98,32393.810995840926,1.22466,8.919169298370518e-06,29.89,42798
28,2002-04-30,4.04,-4.87,15142.196488294314,0.92184,3.373697270518586e-07,-24.73,43056
29,2002-05-31,4.28,-5.25,4370.391349151826,0.87943,1.518890514428156e-06,-4.57,37846
30,2002-06-30,4.26,-12.73,3782.780558259286,0.7372,-2.6917366042608133e-05,-17.04,31849
31,2002-07-31,4.27,-3.77,3602.394909578031,0.77159,2.1054330110071517e-06,4.64,29860
32,2002-08-31,4.28,1.76,2476.7677009512863,0.819,3.9553639819888855e-05,7.24,31326
33,2002-09-30,4.28,-12.08,1401.117234632317,0.72552,7.25935325423377e-06,-11.41,30665
34,2002-10-31,4.28,2.13,3544.3794332145594,0.75456,1.8129003555014318e-06,3.99,30029
35,2002-11-30,4.28,8.38,1551.931488801054,0.80331,1.3918851679778605e-05,5.17,30360
36,2002-12-31,4.52,-13.23,3891.8332678068277,0.68345,-8.471631799381196e-06,-14.92,30522
37,2003-01-31,4.34,-5.82,1553.45048272741,0.55206,2.1733673141624995e-06,-9.83,26516
38,2003-02-28,4.27,-3.15,529.422823731447,0.55654,1.3503918549862187e-05,0.85,24457
39,2003-03-31,4.27,-6.59,1299.299620193744,0.53531,2.705762061071239e-06,-3.81,23433
40,2003-04-30,4.26,12.34,1801.722580132029,0.56851,-1.6629302154721134e-05,4.78,25146
41,2003-05-31,4.01,5.34,6451.532052459498,0.6663,-1.8356916770676807e-05,17.22,27221
42,2003-06-30,4.1,6.13,3978.041337324678,0.70069,-1.2626494609035965e-05,5.13,29731
43,2003-07-31,3.75,7.08,2420.4231993156545,0.66749,-1.6024175640438497e-05,-4.71,29225
44,2003-08-31,3.72,5.24,4492.804734299517,0.77605,5.360154074806332e-06,18.77,31050
45,2003-09-30,3.77,-8.24,2065.782011768002,0.66032,2.1499198053341012e-05,-14.89,32121
46,2003-10-31,3.84,13.28,1392.2056197816314,0.75482,3.648355331125546e-05,14.29,31140
47,2003-11-30,3.78,3.06,3800.148415904742,0.74525,1.1118688276467471e-06,0.32,32921
48,2003-12-31,3.97,1.54,8330.908764870539,0.7937,-2.5527937851250393e-05,6.49,34296
49,2004-01-31,3.78,5.4,6229.307406672525,0.68546,8.336983612893872e-06,1.04,35279
50,2004-02-29,3.78,2.57,1627.9333487418023,0.63511,3.6415888596752125e-05,-8.7,34613
51,2004-03-31,3.74,0.05,1911.3640729464203,0.6047,-2.8279325780266423e-05,-4.76,31859
52,2004-04-30,3.76,-3.09,2601.651839320662,0.55844,-2.1505253506355913e-05,-8.13,30147
53,2004-05-31,3.77,-7.35,2288.11482284374,0.5362,1.0276133799823432e-05,-3.97,28139
54,2004-06-30,3.78,-2.2,1056.5108053594583,0.54438,2.020221554631226e-05,0.19,27764
55,2004-07-31,3.77,-6.46,873.7875294637596,0.52623,7.83597349440774e-06,-3.33,27152
56,2004-08-31,3.52,8.0,2129.0090776293823,0.6047,2.2615417657034858e-05,14.94,28752
57,2004-09-30,3.55,4.67,1265.9050584403142,0.60572,2.6753571827551495e-06,1.86,31314
58,2004-10-31,3.53,0.61,1470.5111111111112,0.64303,1.7858883825180618e-05,6.16,32265
59,2004-11-30,3.26,5.01,4602.869341096659,0.76597,2.447332882313491e-05,19.12,37441
60,2004-12-31,3.29,1.63,10899.75245167374,0.89657,4.739343025032415e-06,17.03,42420
61,2005-01-31,3.26,5.04,4011.3607887637563,0.77405,8.45785962370137e-06,8.7,46706
62,2005-02-28,3.28,8.09,7214.370418383293,0.92224,1.447219773242569e-06,22.91,56312
63,2005-03-31,3.26,-4.64,3802.946825517021,0.88124,2.5979143723706015e-05,-4.43,59427
64,2005-04-30,3.29,-5.28,1386.520892695963,0.85647,2.787883321192215e-05,-4.55,56503
65,2005-05-31,3.29,6.17,795.9676824999078,0.85119,1.4029868695398026e-05,-0.62,54274
66,2005-06-30,3.3,3.68,9143.693780575477,0.96832,8.760971875144394e-06,15.71,57031
67,2005-07-31,3.27,11.61,3968.9860608439076,1.01501,9.287956400930567e-07,6.18,68799
68,2005-08-31,3.25,-2.25,4077.668863624592,1.14291,-7.20320762715531e-06,12.6,77228
69,2005-09-30,3.28,12.46,14384.380854068268,1.54282,2.2467408885960477e-05,43.67,102685
70,2005-10-31,3.51,-5.53,3726.192431369195,1.58342,1.228851220102499e-05,2.63,116930
71,2005-11-30,3.5,11.5,19204.26591095329,2.26348,1.414902228041722e-07,45.18,146440
72,2005-12-31,3.76,8.39,8548.260877105091,2.13153,-1.8004111492891976e-07,-7.08,155694
73,2006-01-31,3.76,1.81,4134.110477490864,1.75453,1.0296063887993479e-05,-8.57,149406
74,2006-02-28,3.99,-1.77,1942.9834581063344,1.70153,1.591668834658344e-05,-4.51,136381
75,2006-03-31,3.97,-0.7,1902.5266835698249,1.55898,-1.7893666520414056e-05,-8.38,130942
76,2006-04-30,3.97,6.56,1192.009923808416,1.68143,-6.128681974870227e-06,11.25,137548
77,2006-05-31,3.96,-7.11,2419.352998121659,1.67046,-1.9115860037283878e-05,-0.65,138420
78,2006-06-30,4.21,-2.08,1518.000234757283,1.76733,-4.434193094868682e-06,5.8,136311
79,2006-07-31,4.22,0.63,739.4123281873065,1.63391,2.591227226585457e-05,-7.55,134667
80,2006-08-31,4.49,4.11,990.298202347799,1.53704,-2.7560881492632975e-06,-5.93,131783
81,2006-09-30,4.48,1.87,2216.0919338832723,1.57177,-5.229358384297851e-06,1.42,128984
82,2006-10-31,4.48,-0.68,1415.4034762325155,1.37987,-1.6410886926368878e-06,-12.21,123467
83,2006-11-30,4.49,4.59,2968.2350815458785,1.37073,-2.1669357773760164e-05,2.04,115947
84,2006-12-31,4.6,1.63,2512.80766238097,1.21904,-4.6072308579671e-05,-9.86,107956
85,2007-01-31,4.61,-5.07,1208.5837415501671,0.99836,1.2680693000083998e-05,-11.54,97783
86,2007-02-28,4.55,4.1,1970.5163852578069,0.9882,-1.2814382551898408e-05,-6.56,88128
87,2007-03-31,4.63,2.4,5687.809356260302,0.93913,-4.232842055600495e-05,-4.97,85547
88,2007-04-30,4.88,5.84,12328.753620742396,1.10834,-7.63842041080587e-07,18.02,94801
