,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,25.48,25.48
1,2000-01-31,4.78,-15.17,-15.17
2,2000-02-29,5.07,-16.42,-16.42
3,2000-03-31,5.05,-11.79,-11.79
4,2000-04-30,5.06,25.75,25.75
5,2000-05-31,5.12,15.87,15.87
6,2000-06-30,5.16,40.0,40.0
7,2000-07-31,5.13,-2.24,-2.24
8,2000-08-31,5.12,-0.84,-0.84
9,2000-09-30,5.09,-7.32,-7.32
10,2000-10-31,5.37,13.24,13.24
11,2000-11-30,5.32,-24.75,-24.75
12,2000-12-31,6.08,-5.14,-5.14
13,2001-01-31,5.27,5.83,5.83
14,2001-02-28,5.06,14.99,14.99
15,2001-03-31,4.96,-1.12,-1.12
16,2001-04-30,5.01,1.59,1.59
17,2001-05-31,5.01,11.86,11.86
18,2001-06-30,4.99,-11.4,-11.4
19,2001-07-31,4.77,-3.19,-3.19
20,2001-08-31,4.54,7.88,7.88
21,2001-09-30,4.0,-3.23,-3.23
22,2001-10-31,4.02,1.08,1.08
23,2001-11-30,4.04,8.88,8.88
24,2001-12-31,4.01,0.94,0.94
25,2002-01-31,3.98,20.63,20.63
26,2002-02-28,4.01,22.67,22.67
27,2002-03-31,4.0,3.16,3.16
28,2002-04-30,4.04,-11.04,-11.04
29,2002-05-31,4.28,10.48,10.48
30,2002-06-30,4.26,-11.67,-11.67
31,2002-07-31,4.27,-4.99,-4.99
32,2002-08-31,4.28,-5.73,-5.73
33,2002-09-30,4.28,-12.59,-12.59
34,2002-10-31,4.28,-10.17,-10.17
35,2002-11-30,4.28,11.01,11.01
36,2002-12-31,4.52,-17.48,-17.48
37,2003-01-31,4.34,15.07,15.07
38,2003-02-28,4.27,-9.04,-9.04
39,2003-03-31,4.27,9.94,9.94
40,2003-04-30,4.26,4.45,4.45
41,2003-05-31,4.01,9.84,9.84
42,2003-06-30,4.1,-4.33,-4.33
43,2003-07-31,3.75,16.07,16.07
44,2003-08-31,3.72,-7.08,-7.08
45,2003-09-30,3.77,4.63,4.63
46,2003-10-31,3.84,28.57,28.57
47,2003-11-30,3.78,-1.63,-1.63
48,2003-12-31,3.97,3.43,3.43
49,2004-01-31,3.78,4.35,4.35
50,2004-02-29,3.78,2.27,2.27
51,2004-03-31,3.74,-7.67,-7.67
52,2004-04-30,3.76,3.61,3.61
53,2004-05-31,3.77,-11.86,-11.86
54,2004-06-30,3.78,8.75,8.75
55,2004-07-31,3.77,-4.27,-4.27
56,2004-08-31,3.52,0.64,0.64
57,2004-09-30,3.55,8.46,8.46
58,2004-10-31,3.53,-3.9,-3.9
59,2004-11-30,3.26,4.18,4.18
60,2004-12-31,3.29,0.83,0.83
61,2005-01-31,3.26,0.94,0.94
62,2005-02-28,3.28,3.81,3.81
63,2005-03-31,3.26,12.39,12.39
64,2005-04-30,3.29,-2.13,-2.13
65,2005-05-31,3.29,0.76,0.76
66,2005-06-30,3.3,-3.98,-3.98
67,2005-07-31,3.27,17.61,17.61
68,2005-08-31,3.25,-0.47,-0.47
69,2005-09-30,3.28,22.27,22.27
70,2005-10-31,3.51,-2.33,-2.33
71,2005-11-30,3.5,20.32,20.32
72,2005-12-31,3.76,-4.0,-4.0
73,2006-01-31,3.76,-14.24,-14.24
74,2006-02-28,3.99,12.8,12.8
75,2006-03-31,3.97,-1.77,-1.77
76,2006-04-30,3.97,-5.34,-5.34
77,2006-05-31,3.96,-17.34,-17.34
78,2006-06-30,4.21,-7.41,-7.41
79,2006-07-31,4.22,19.6,19.6
80,2006-08-31,4.49,-3.96,-3.96
81,2006-09-30,4.48,15.27,15.27
82,2006-10-31,4.48,-4.27,-4.27
83,2006-11-30,4.49,2.22,2.22
84,2006-12-31,4.6,1.27,1.27
85,2007-01-31,4.61,-1.26,-1.26
86,2007-02-28,4.55,-14.71,-14.71
87,2007-03-31,4.63,10.84,10.84
88,2007-04-30,4.88,16.89,16.89
89,2007-05-31,4.56,-7.22,-7.22
90,2007-06-30,4.52,-1.64,-1.64
91,2007-07-31,4.76,1.25,1.25
92,2007-08-31,4.98,0.82,0.82
93,2007-09-30,4.98,7.11,7.11
94,2007-10-31,5.02,4.69,4.69
95,2007-11-30,5.02,0.75,0.75
96,2007-12-31,5.02,7.95,7.95
97,2008-01-31,4.96,-12.98,-12.98
98,2008-02-29,4.94,-5.98,-5.98
99,2008-03-31,4.98,-5.51,-5.51
100,2008-04-30,4.95,6.28,6.28
101,2008-05-31,5.04,-2.11,-2.11
102,2008-06-30,5.01,1.29,1.29
103,2008-07-31,5.03,-27.71,-27.71
104,2008-08-31,5.25,-44.98,-44.98
105,2008-09-30,5.22,-17.8,-17.8
106,2008-10-31,4.14,-21.48,-21.48
107,2008-11-30,3.99,-5.54,-5.54
108,2008-12-31,3.02,-8.38,-8.38
