,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
0,1999-12-31,4.79,11.18,3542.137080460568,24.68238,1.052863323975353e-06,1.05
1,2000-01-31,4.78,-8.41,4094.193056369625,11.77828,-3.087622460038925e-05,-24.09
2,2000-02-29,5.07,-13.36,6380.405864602982,8.08119,-1.578199353313665e-05,-29.7
3,2000-03-31,5.05,4.71,4797.6697226453,6.99021,-5.641021381657234e-06,-13.5
4,2000-04-30,5.06,-17.96,7035.262280129541,6.80842,-7.451651901750182e-06,-12.69
5,2000-05-31,5.12,1.68,15410.287942292598,7.65701,-8.659727292719647e-06,12.46
6,2000-06-30,5.16,12.61,60734.10362187146,11.5157,-2.4501722666782327e-06,51.6
7,2000-07-31,5.13,-14.44,78580.98293819383,9.09136,1.1534652668245625e-07,-21.05
8,2000-08-31,5.12,-3.14,29729.64574892065,8.10139,-3.0013987709311234e-07,-10.89
9,2000-09-30,5.09,-17.36,35538.816127192906,6.60643,-3.686176739778208e-06,-24.31
10,2000-10-31,5.37,-16.2,40080.41569238489,5.49526,4.535217286101232e-07,-16.82
11,2000-11-30,5.32,-0.81,40288.814776479005,4.64668,3.0991179472236346e-07,-10.85
12,2000-12-31,6.08,-4.36,35361.801054513,3.49511,-1.392231403950386e-06,-17.62
179,2014-11-30,1.99,4.27,7161.124335439426,0.40154,-2.2098067985208416e-05,-30.52
180,2014-12-31,2.03,-3.8,3565.6160530250413,0.37527,-1.271849518122918e-05,-6.54
181,2015-01-31,2.0,2.39,3158.357063509916,0.30947,-1.4156609015571432e-05,-12.0
182,2015-02-28,1.99,-0.29,2870.485521123206,0.33338,-4.40686184987872e-06,6.4
183,2015-03-31,1.74,2.31,3812.8339247844915,0.32987,-6.096501883903876e-06,-1.05
184,2015-04-30,1.74,3.55,7758.926917891416,0.37804,8.829175723754897e-07,15.47
185,2015-05-31,1.74,-2.85,3162.314491824343,0.36925,1.399884009946724e-07,-2.78
186,2015-06-30,1.5,-3.12,3432.284029067105,0.34464,-6.727571323633326e-06,-6.67
187,2015-07-31,1.5,-3.16,3816.5855287356194,0.33549,-1.4814461667372723e-05,-2.65
188,2015-08-31,1.52,-4.71,2719.7265792408666,0.32072,-2.144815134847433e-06,-4.4
189,2015-09-30,1.49,1.68,2025.968481084725,0.33022,-5.04134335682334e-07,3.76
190,2015-10-31,1.5,5.37,2551.9380711520926,0.34886,9.79829173935098e-06,5.64
191,2015-11-30,1.5,-2.07,1978.4698101291704,0.33373,-6.81589150229443e-07,-4.33
192,2015-12-31,1.52,-1.58,2377.096510056353,0.31017,-1.7948770454112782e-05,-7.06
193,2016-01-31,1.5,-3.78,1974.1153860104475,0.29132,7.629909102132848e-06,-1.12
194,2016-02-29,1.52,1.09,2190.574421019815,0.28834,8.799878227169471e-06,-1.02
195,2016-03-31,1.53,4.79,2385.7254989648504,0.31317,1.4978782902475013e-05,8.61
196,2016-04-30,1.5,-0.13,3355.0736419439754,0.3476,2.447356298833623e-05,10.41
197,2016-05-31,1.48,-0.64,2669.9774289456773,0.32939,2.290230964797322e-06,-5.24
198,2016-06-30,1.23,1.0,2552.6673427617925,0.31515,-2.954409518432456e-06,-4.8
199,2016-07-31,1.24,3.78,2772.7353174267255,0.33435,-7.715238625286961e-06,6.32
200,2016-08-31,1.25,2.14,2142.767579367047,0.35091,8.041876379035446e-06,4.95
201,2016-09-30,1.26,0.0,2645.4180295301035,0.37739,6.098911678892208e-06,7.04
202,2016-10-31,1.24,-0.61,2564.9180285575308,0.4138,1.3622701095657301e-05,9.65
203,2016-11-30,1.23,-0.88,2439.2601779784686,0.39725,-4.749174582660178e-06,-3.61
