,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
47,2003-11-30,3.78,3.06,26899.51637811707,1.12848,4.707898927143185e-06,-9.85
48,2003-12-31,3.97,1.54,12632.721130585773,0.97739,-6.4610989721576734e-06,-13.39
49,2004-01-31,3.78,5.4,11242.930690238098,0.80527,2.069459409999682e-06,-4.73
50,2004-02-29,3.78,2.57,8255.513002623917,0.80794,1.0725383465173e-05,0.0
51,2004-03-31,3.74,0.05,10220.445435662987,0.79725,5.35489710971829e-06,-1.32
52,2004-04-30,3.76,-3.09,6112.962719907655,0.66663,-1.016186203266402e-05,-18.3
53,2004-05-31,3.77,-7.35,4664.502576945412,0.63729,3.3434199379364363e-06,-4.4
54,2004-06-30,3.78,-2.2,2936.392713790544,0.64527,-1.2062825784204777e-05,-0.41
55,2004-07-31,3.77,-6.46,1910.114465215439,0.58396,-1.1884471885561542e-05,-9.5
56,2004-08-31,3.52,8.0,1645.1621385121853,0.5946,-5.498919067797423e-06,1.83
57,2004-09-30,3.55,4.67,3792.5417333038695,0.60795,-1.1782436478522718e-05,1.79
58,2004-10-31,3.53,0.61,18252.070367142573,0.89061,9.942924551216965e-06,47.79
59,2004-11-30,3.26,5.01,15541.424083515023,0.85326,3.5459636186278847e-06,-4.19
60,2004-12-31,3.29,1.63,9406.224574811127,0.89591,8.737770194425802e-06,5.0
61,2005-01-31,3.26,5.04,12621.519467461176,1.15188,1.9009754665327957e-05,22.62
62,2005-02-28,3.28,8.09,19750.285321834683,1.28608,9.721656259360523e-06,17.35
63,2005-03-31,3.26,-4.64,12961.282969917846,1.30568,4.1368563335583845e-06,1.52
64,2005-04-30,3.29,-5.28,6130.671008964517,1.14631,-4.360392358924724e-06,-10.48
65,2005-05-31,3.29,6.17,5541.276400082219,1.18264,5.661195163624432e-06,3.17
66,2005-06-30,3.3,3.68,8018.319897604328,1.36996,1.1165574166285907e-05,15.84
67,2005-07-31,3.27,11.61,7411.043144674437,1.2106,-8.578978916913577e-06,-3.78
68,2005-08-31,3.25,-2.25,10452.843875794662,1.07639,2.114641759329971e-06,-11.09
69,2005-09-30,3.28,12.46,6870.129964853245,1.42511,1.780476701703308e-05,32.74
70,2005-10-31,3.51,-5.53,7474.711067409199,1.10977,-1.7801983248561154e-05,-22.13
71,2005-11-30,3.5,11.5,9127.209218396305,1.18253,-4.086897920335343e-06,5.41
72,2005-12-31,3.76,8.39,4417.549772923456,1.10671,-3.628445669114429e-06,-1.62
73,2006-01-31,3.76,1.81,6555.068423002543,0.82057,4.4683778328861255e-06,-7.95
74,2006-02-28,3.99,-1.77,4713.670902108881,0.85232,-4.146386701216093e-06,5.44
75,2006-03-31,3.97,-0.7,5028.648181370133,0.92805,1.2078560719520811e-05,8.88
76,2006-04-30,3.97,6.56,9644.379757964914,1.03549,-7.3819269429586805e-06,23.98
77,2006-05-31,3.96,-7.11,14258.53620874549,1.08436,-3.4232661742154133e-07,4.72
78,2006-06-30,4.21,-2.08,3799.889658204382,0.99644,-4.5794640156679214e-06,-8.11
79,2006-07-31,4.22,0.63,9365.611101810797,1.18204,1.5989607661004708e-05,18.63
80,2006-08-31,4.49,4.11,6011.000568470969,1.29927,2.620200117580305e-06,9.92
81,2006-09-30,4.48,1.87,9062.219942783253,1.23088,-1.312289789732964e-05,-5.62
82,2006-10-31,4.48,-0.68,7314.936855180399,1.47991,2.0002494010207357e-05,20.23
83,2006-11-30,4.49,4.59,7866.217771318519,1.49528,-6.153441777073403e-06,4.66
84,2006-12-31,4.6,1.63,9733.40585910262,1.59768,3.1899483426508546e-06,17.29
85,2007-01-31,4.61,-5.07,4820.344450018581,1.14671,7.512684262248901e-07,-2.88
86,2007-02-28,4.55,4.1,10706.704856465103,1.43054,5.299138911463688e-06,25.17
87,2007-03-31,4.63,2.4,7523.448714646509,1.60463,-2.149660505874138e-06,12.17
88,2007-04-30,4.88,5.84,14716.24017417815,2.05499,-1.0901393189143502e-05,28.07
89,2007-05-31,4.56,9.02,20851.846561627906,3.38716,2.482622205085132e-07,64.83
90,2007-06-30,4.52,4.36,16366.779564278433,3.33795,-8.691622978084045e-06,5.63
91,2007-07-31,4.76,10.4,16810.482509858208,3.89049,-7.105435016408164e-06,16.55
92,2007-08-31,4.98,-2.47,21026.96654918219,4.42032,-2.4945148596119853e-06,13.62
93,2007-09-30,4.98,6.38,15663.376159652644,4.26138,-1.6686126614166308e-05,-8.16
94,2007-10-31,5.02,5.35,24737.16346494007,5.46484,4.498202628183027e-06,28.24
95,2007-11-30,5.02,-7.11,27801.41498418762,4.61711,-5.552648498120482e-06,-16.44
96,2007-12-31,5.02,3.61,18205.436568756875,3.78453,-9.526506362805317e-06,-8.59
97,2008-01-31,4.96,-13.88,22764.191346401247,1.27071,-9.877345259579394e-06,-39.3
98,2008-02-29,4.94,4.37,21778.717219664955,1.60776,-1.8881577908530822e-06,15.32
99,2008-03-31,4.98,0.37,15228.936596546471,1.53868,-1.1263954809413964e-05,-4.3
100,2008-04-30,4.95,7.97,16588.33113340892,1.50309,-3.524070344546156e-06,-1.37
101,2008-05-31,5.04,1.05,23741.37726586577,1.69987,3.412022845332426e-06,13.09
102,2008-06-30,5.01,-10.08,17723.236801995845,1.26653,-9.020308456597744e-06,-25.49
103,2008-07-31,5.03,-4.4,12571.993299563786,1.2142,-5.241937863721101e-06,-4.13
104,2008-08-31,5.25,-5.47,13740.385179917335,0.77876,-9.553748605771282e-06,-37.16
105,2008-09-30,5.22,-1.24,25890.962321286162,0.93996,-1.6646426946500404e-06,20.7
