,Date,riskfree,MA1M,actualreturn
116,2009-08-31,1.99,-6.83,-6.83
117,2009-09-30,2.0,-8.52,-8.52
118,2009-10-31,2.01,4.86,4.86
119,2009-11-30,2.01,15.19,15.19
120,2009-12-31,2.01,30.73,30.73
121,2010-01-31,2.0,-15.71,-15.71
122,2010-02-28,2.01,-6.21,-6.21
123,2010-03-31,2.0,-5.67,-5.67
124,2010-04-30,2.0,5.12,5.12
125,2010-05-31,2.0,-2.22,-2.22
126,2010-06-30,2.03,-8.79,-8.79
127,2010-07-31,2.28,7.83,7.83
128,2010-08-31,2.28,7.26,7.26
129,2010-09-30,2.27,2.5,2.5
130,2010-10-31,2.26,14.94,14.94
131,2010-11-30,2.51,-5.45,-5.45
132,2010-12-31,2.51,1.44,1.44
133,2011-01-31,2.75,18.96,18.96
134,2011-02-28,2.76,-6.25,-6.25
135,2011-03-31,2.99,-13.33,-13.33
136,2011-04-30,3.02,6.64,6.64
137,2011-05-31,3.03,24.0,24.0
138,2011-06-30,3.28,17.76,17.76
139,2011-07-31,3.27,31.77,31.77
140,2011-08-31,3.27,-8.38,-8.38
141,2011-09-30,3.28,10.92,10.92
142,2011-10-31,3.26,29.29,29.29
143,2011-11-30,3.27,13.44,13.44
144,2011-12-31,3.29,-3.31,-3.31
145,2012-01-31,3.27,-4.32,-4.32
146,2012-02-29,3.26,-3.95,-3.95
147,2012-03-31,3.24,-11.11,-11.11
148,2012-04-30,3.26,13.89,13.89
149,2012-05-31,3.27,21.95,21.95
150,2012-06-30,3.26,9.97,9.97
151,2012-07-31,3.02,-9.38,-9.38
152,2012-08-31,3.01,20.88,20.88
153,2012-09-30,3.01,14.13,14.13
154,2012-10-31,2.75,-8.03,-8.03
155,2012-11-30,2.77,3.11,3.11
156,2012-12-31,2.77,-2.37,-2.37
157,2013-01-31,2.76,14.85,14.85
158,2013-02-28,2.76,0.4,0.4
159,2013-03-31,2.75,12.8,12.8
160,2013-04-30,2.78,4.02,4.02
161,2013-05-31,2.5,-4.55,-4.55
162,2013-06-30,2.5,-4.74,-4.74
163,2013-07-31,2.53,-11.22,-11.22
164,2013-08-31,2.51,-10.82,-10.82
165,2013-09-30,2.5,3.77,3.77
166,2013-10-31,2.52,13.43,13.43
167,2013-11-30,2.5,4.84,4.84
168,2013-12-31,2.52,8.97,8.97
169,2014-01-31,2.51,-1.41,-1.41
170,2014-02-28,2.49,-4.58,-4.58
171,2014-03-31,2.49,8.5,8.5
172,2014-04-30,2.5,9.21,9.21
173,2014-05-31,2.49,7.48,7.48
174,2014-06-30,2.49,0.44,0.44
175,2014-07-31,2.49,-5.39,-5.39
176,2014-08-31,2.24,31.63,31.63
177,2014-09-30,2.24,7.95,7.95
178,2014-10-31,1.97,4.58,4.58
179,2014-11-30,1.99,-20.87,-20.87
180,2014-12-31,2.03,-2.93,-2.93
181,2015-01-31,2.0,6.42,6.42
182,2015-02-28,1.99,-5.61,-5.61
183,2015-03-31,1.74,7.92,7.92
184,2015-04-30,1.74,23.92,23.92
185,2015-05-31,1.74,-10.5,-10.5
186,2015-06-30,1.5,-8.93,-8.93
187,2015-07-31,1.5,5.81,5.81
188,2015-08-31,1.52,5.15,5.15
189,2015-09-30,1.49,-3.2,-3.2
190,2015-10-31,1.5,-20.83,-20.83
191,2015-11-30,1.5,-6.89,-6.89
192,2015-12-31,1.52,-5.61,-5.61
193,2016-01-31,1.5,18.74,18.74
194,2016-02-29,1.52,-0.39,-0.39
195,2016-03-31,1.53,-5.31,-5.31
196,2016-04-30,1.5,-6.64,-6.64
197,2016-05-31,1.48,-8.21,-8.21
198,2016-06-30,1.23,-1.19,-1.19
199,2016-07-31,1.24,-14.06,-14.06
200,2016-08-31,1.25,-5.64,-5.64
201,2016-09-30,1.26,9.45,9.45
202,2016-10-31,1.24,-13.23,-13.23
203,2016-11-30,1.23,-14.71,-14.71
204,2016-12-31,1.27,9.86,9.86
205,2017-01-31,1.25,-12.89,-12.89
206,2017-02-28,1.26,22.52,22.52
207,2017-03-31,1.27,3.74,3.74
208,2017-04-30,1.21,3.67,3.67
209,2017-05-31,1.26,8.55,8.55
210,2017-06-30,1.29,-6.7,-6.7
211,2017-07-31,1.24,-3.81,-3.81
212,2017-08-31,1.27,3.05,3.05
213,2017-09-30,1.27,-4.68,-4.68
214,2017-10-31,1.26,5.52,5.52
215,2017-11-30,1.53,-8.46,-8.46
216,2017-12-31,1.58,-6.53,-6.53
217,2018-01-31,1.54,1.27,1.27
218,2018-02-28,1.51,-10.41,-10.41
219,2018-03-31,1.54,-4.1,-4.1
220,2018-04-30,1.51,6.6,6.6
221,2018-05-31,1.55,6.52,6.52
222,2018-06-30,1.57,6.01,6.01
223,2018-07-31,1.52,-9.85,-9.85
224,2018-08-31,1.55,14.74,14.74
225,2018-09-30,1.65,14.16,14.16
226,2018-10-31,1.57,-9.49,-9.49
227,2018-11-30,1.76,15.23,15.23
228,2018-12-31,1.89,-1.16,-1.16
229,2019-01-31,1.81,-9.52,-9.52
230,2019-02-28,1.8,-0.28,-0.28
231,2019-03-31,1.81,-7.12,-7.12
232,2019-04-30,1.79,13.34,13.34
233,2019-05-31,1.79,4.47,4.47
234,2019-06-30,1.83,-6.98,-6.98
235,2019-07-31,1.56,-9.79,-9.79
236,2019-08-31,1.54,2.77,2.77
237,2019-09-30,1.58,1.42,1.42
238,2019-10-31,1.29,-2.66,-2.66
