,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,1.69,1.69
1,2000-01-31,4.78,39.67,39.67
2,2000-02-29,5.07,26.92,26.92
3,2000-03-31,5.05,-7.27,-7.27
4,2000-04-30,5.06,-18.18,-18.18
5,2000-05-31,5.12,-3.33,-3.33
6,2000-06-30,5.16,-0.6,-0.6
7,2000-07-31,5.13,-18.31,-18.31
8,2000-08-31,5.12,4.72,4.72
9,2000-09-30,5.09,-3.27,-3.27
10,2000-10-31,5.37,-13.51,-13.51
11,2000-11-30,5.32,-13.31,-13.31
12,2000-12-31,6.08,-19.61,-19.61
13,2001-01-31,5.27,47.23,47.23
14,2001-02-28,5.06,-17.87,-17.87
15,2001-03-31,4.96,-17.76,-17.76
16,2001-04-30,5.01,-2.53,-2.53
17,2001-05-31,5.01,2.79,2.79
18,2001-06-30,4.99,-5.04,-5.04
19,2001-07-31,4.77,-18.78,-18.78
20,2001-08-31,4.54,-11.81,-11.81
21,2001-09-30,4.0,-39.06,-39.06
22,2001-10-31,4.02,15.87,15.87
23,2001-11-30,4.04,23.3,23.3
24,2001-12-31,4.01,2.21,2.21
25,2002-01-31,3.98,30.07,30.07
26,2002-02-28,4.01,-3.68,-3.68
27,2002-03-31,4.0,-0.55,-0.55
28,2002-04-30,4.04,-25.93,-25.93
29,2002-05-31,4.28,8.9,8.9
30,2002-06-30,4.26,-35.66,-35.66
31,2002-07-31,4.27,2.92,2.92
32,2002-08-31,4.28,1.17,1.17
33,2002-09-30,4.28,-15.55,-15.55
34,2002-10-31,4.28,3.64,3.64
35,2002-11-30,4.28,108.58,108.58
36,2002-12-31,4.52,-48.35,-48.35
37,2003-01-31,4.34,-7.77,-7.77
38,2003-02-28,4.27,10.08,10.08
39,2003-03-31,4.27,-25.38,-25.38
40,2003-04-30,4.26,3.69,3.69
41,2003-05-31,4.01,21.8,21.8
42,2003-06-30,4.1,-0.39,-0.39
43,2003-07-31,3.75,-2.73,-2.73
44,2003-08-31,3.72,-0.4,-0.4
45,2003-09-30,3.77,-12.3,-12.3
46,2003-10-31,3.84,-1.15,-1.15
47,2003-11-30,3.78,-4.89,-4.89
48,2003-12-31,3.97,2.83,2.83
49,2004-01-31,3.78,4.0,4.0
50,2004-02-29,3.78,5.91,5.91
51,2004-03-31,3.74,-7.91,-7.91
52,2004-04-30,3.76,-2.79,-2.79
53,2004-05-31,3.77,-7.31,-7.31
54,2004-06-30,3.78,-12.5,-12.5
55,2004-07-31,3.77,-2.22,-2.22
56,2004-08-31,3.52,1.95,1.95
57,2004-09-30,3.55,0.32,0.32
58,2004-10-31,3.53,-4.49,-4.49
59,2004-11-30,3.26,7.38,7.38
60,2004-12-31,3.29,-4.38,-4.38
61,2005-01-31,3.26,13.07,13.07
62,2005-02-28,3.28,2.29,2.29
63,2005-03-31,3.26,-6.15,-6.15
64,2005-04-30,3.29,-4.52,-4.52
65,2005-05-31,3.29,-1.58,-1.58
66,2005-06-30,3.3,42.77,42.77
67,2005-07-31,3.27,293.28,293.28
68,2005-08-31,3.25,-25.64,-25.64
69,2005-09-30,3.28,2.05,2.05
70,2005-10-31,3.51,-22.65,-22.65
71,2005-11-30,3.5,40.38,40.38
72,2005-12-31,3.76,-13.0,-13.0
73,2006-01-31,3.76,-9.92,-9.92
74,2006-02-28,3.99,20.27,20.27
75,2006-03-31,3.97,-14.64,-14.64
76,2006-04-30,3.97,-2.42,-2.42
77,2006-05-31,3.96,-26.45,-26.45
78,2006-06-30,4.21,11.91,11.91
79,2006-07-31,4.22,4.22,4.22
80,2006-08-31,4.49,-3.47,-3.47
81,2006-09-30,4.48,-1.95,-1.95
82,2006-10-31,4.48,-4.38,-4.38
83,2006-11-30,4.49,-2.51,-2.51
84,2006-12-31,4.6,-41.29,-41.29
85,2007-01-31,4.61,-4.76,-4.76
86,2007-02-28,4.55,23.27,23.27
87,2007-03-31,4.63,-15.89,-15.89
88,2007-04-30,4.88,-2.12,-2.12
89,2007-05-31,4.56,-0.65,-0.65
90,2007-06-30,4.52,66.07,66.07
91,2007-07-31,4.76,-18.7,-18.7
92,2007-08-31,4.98,-13.64,-13.64
93,2007-09-30,4.98,-12.06,-12.06
94,2007-10-31,5.02,11.91,11.91
95,2007-11-30,5.02,-17.04,-17.04
96,2007-12-31,5.02,7.24,7.24
97,2008-01-31,4.96,-14.77,-14.77
98,2008-02-29,4.94,6.86,6.86
99,2008-03-31,4.98,11.47,11.47
100,2008-04-30,4.95,-5.76,-5.76
101,2008-05-31,5.04,-2.62,-2.62
102,2008-06-30,5.01,4.93,4.93
103,2008-07-31,5.03,-14.62,-14.62
104,2008-08-31,5.25,-21.35,-21.35
105,2008-09-30,5.22,-10.37,-10.37
106,2008-10-31,4.14,-46.0,-46.0
107,2008-11-30,3.99,29.42,29.42
108,2008-12-31,3.02,13.42,13.42
109,2009-01-31,2.41,98.08,98.08
110,2009-02-28,1.87,-2.24,-2.24
111,2009-03-31,1.73,6.3,6.3
112,2009-04-30,1.85,65.98,65.98
113,2009-05-31,1.96,48.76,48.76
114,2009-06-30,1.96,6.11,6.11
115,2009-07-31,1.95,-12.57,-12.57
116,2009-08-31,1.99,20.52,20.52
117,2009-09-30,2.0,-10.75,-10.75
118,2009-10-31,2.01,-17.15,-17.15
119,2009-11-30,2.01,-6.17,-6.17
120,2009-12-31,2.01,7.04,7.04
121,2010-01-31,2.0,-1.73,-1.73
122,2010-02-28,2.01,-4.94,-4.94
123,2010-03-31,2.0,-3.03,-3.03
124,2010-04-30,2.0,6.31,6.31
125,2010-05-31,2.0,-11.02,-11.02
126,2010-06-30,2.03,5.29,5.29
127,2010-07-31,2.28,-2.74,-2.74
128,2010-08-31,2.28,1.41,1.41
129,2010-09-30,2.27,-0.95,-0.95
130,2010-10-31,2.26,5.31,5.31
131,2010-11-30,2.51,-9.27,-9.27
132,2010-12-31,2.51,-6.57,-6.57
133,2011-01-31,2.75,-8.55,-8.55
134,2011-02-28,2.76,-11.5,-11.5
135,2011-03-31,2.99,19.69,19.69
136,2011-04-30,3.02,0.33,0.33
137,2011-05-31,3.03,1.53,1.53
138,2011-06-30,3.28,-6.24,-6.24
139,2011-07-31,3.27,2.4,2.4
140,2011-08-31,3.27,-13.3,-13.3
141,2011-09-30,3.28,-22.55,-22.55
142,2011-10-31,3.26,8.55,8.55
143,2011-11-30,3.27,-13.26,-13.26
144,2011-12-31,3.29,2.74,2.74
145,2012-01-31,3.27,14.33,14.33
146,2012-02-29,3.26,5.74,5.74
147,2012-03-31,3.24,-13.0,-13.0
148,2012-04-30,3.26,-8.05,-8.05
149,2012-05-31,3.27,-16.07,-16.07
150,2012-06-30,3.26,0.96,0.96
151,2012-07-31,3.02,-2.32,-2.32
152,2012-08-31,3.01,6.8,6.8
153,2012-09-30,3.01,5.55,5.55
154,2012-10-31,2.75,54.88,54.88
155,2012-11-30,2.77,-12.22,-12.22
156,2012-12-31,2.77,9.73,9.73
157,2013-01-31,2.76,9.99,9.99
158,2013-02-28,2.76,20.0,20.0
159,2013-03-31,2.75,-17.71,-17.71
160,2013-04-30,2.78,-2.08,-2.08
161,2013-05-31,2.5,15.84,15.84
162,2013-06-30,2.5,9.91,9.91
163,2013-07-31,2.53,22.32,22.32
164,2013-08-31,2.51,-27.56,-27.56
165,2013-09-30,2.5,7.8,7.8
166,2013-10-31,2.52,-4.52,-4.52
167,2013-11-30,2.5,-28.69,-28.69
168,2013-12-31,2.52,-31.98,-31.98
169,2014-01-31,2.51,4.09,4.09
170,2014-02-28,2.49,-11.5,-11.5
171,2014-03-31,2.49,-42.95,-42.95
172,2014-04-30,2.5,0.0,0.0
173,2014-05-31,2.49,0.0,0.0
174,2014-06-30,2.49,0.0,0.0
175,2014-07-31,2.49,0.0,0.0
176,2014-08-31,2.24,0.0,0.0
177,2014-09-30,2.24,0.0,0.0
178,2014-10-31,1.97,0.0,0.0
179,2014-11-30,1.99,0.0,0.0
180,2014-12-31,2.03,0.0,0.0
