,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
141,2011-09-30,139000.0,140000.0,132475.0,124000.0,156000.0,118381.0,88800.0,140000.0,136900.0,133500.0,0.6263888888888889,9.02,16.81,5.7,14.4,45756.0,0.0272,0.0279,0.0246,0.0266,3.28,9.88
142,2011-10-31,118000.0,138000.0,128500.0,118000.0,156000.0,119505.0,88800.0,128500.0,124000.0,118000.0,-2.2181425485961124,-20.54,-6.35,-6.72,9.26,61992.0,0.0242,0.0182,0.0247,0.025,3.26,-15.11
143,2011-11-30,110500.0,125500.0,117675.0,110000.0,156000.0,120989.0,88800.0,118000.0,113700.0,110000.0,-0.9087643678160919,-12.65,-22.46,-3.91,13.92,53065.0,0.0256,0.0346,0.0259,0.0272,3.27,-9.43
144,2011-12-31,133000.0,133000.0,124600.0,113000.0,156000.0,123082.0,88800.0,133000.0,131100.0,129500.0,-0.012982456140350877,-0.37,2.7,0.76,28.5,16685.0,0.027,0.0246,0.0264,0.0274,3.29,20.91
145,2012-01-31,137000.0,142500.0,132075.0,123000.0,156000.0,125791.0,88800.0,140000.0,136900.0,133500.0,0.5176848874598071,16.1,-7.74,-2.14,31.1,47408.0,0.0277,0.0291,0.0268,0.0298,3.27,3.01
146,2012-02-29,145000.0,154000.0,145575.0,136500.0,156000.0,129456.0,93700.0,152500.0,149000.0,145000.0,0.5725080964375675,31.82,17.89,-2.36,55.58,36754.0,0.0274,0.0278,0.0266,0.027,3.26,8.61
147,2012-03-31,134000.0,149500.0,139800.0,131000.0,156000.0,132349.0,109500.0,135500.0,133400.0,131000.0,0.05947660586835845,0.75,-3.6,0.37,12.61,28565.0,0.027,0.025,0.0268,0.0267,3.24,-7.59
148,2012-04-30,138000.0,150000.0,140675.0,136000.0,156000.0,134141.0,109500.0,141000.0,139000.0,137000.0,-0.15021008403361344,-1.43,13.11,-1.43,9.52,15101.0,0.0273,0.022,0.0258,0.0243,3.26,2.99
149,2012-05-31,120500.0,141000.0,129450.0,120500.0,156000.0,133710.0,109500.0,123000.0,121300.0,120500.0,0.9837019790454016,-16.9,9.05,-2.03,-17.18,24397.0,0.0242,0.0139,0.025,0.0207,3.27,-12.68
150,2012-06-30,111500.0,123000.0,113250.0,105000.0,156000.0,131972.0,105000.0,113500.0,111700.0,110000.0,1.207913669064748,-16.79,-16.17,-0.89,-13.9,10101.0,0.0246,0.0292,0.0256,0.0214,3.26,-7.85
151,2012-07-31,94800.0,113000.0,100160.0,90100.0,156000.0,128769.0,90100.0,95500.0,93000.0,90100.0,0.8655973451327434,-31.3,-30.8,-2.67,-36.16,91094.0,0.0243,0.027,0.026,0.0243,3.02,-14.98
152,2012-08-31,115000.0,118500.0,108115.0,99800.0,154000.0,125775.0,90100.0,118500.0,116100.0,114000.0,0.44881889763779526,-4.56,-20.69,2.22,-10.16,28132.0,0.0237,0.0236,0.0258,0.0266,3.01,21.31
153,2012-09-30,120000.0,124000.0,118000.0,112500.0,154000.0,124710.0,90100.0,124000.0,121600.0,120000.0,-0.6970858895705522,9.09,-8.4,3.9,-13.04,40982.0,0.0235,0.0221,0.0254,0.0253,3.01,2.13
154,2012-10-31,129500.0,137000.0,127125.0,118000.0,154000.0,124499.0,90100.0,130000.0,128000.0,126000.0,3.753846153846154,36.6,-6.16,-2.63,9.75,20417.0,0.0253,0.0288,0.0259,0.0247,2.75,7.92
155,2012-11-30,121500.0,137500.0,127575.0,121500.0,154000.0,125374.0,90100.0,123500.0,122300.0,121500.0,0.2542713567839196,2.53,0.41,-1.22,9.95,29124.0,0.0247,0.0203,0.0247,0.0238,2.77,-4.71
156,2012-12-31,121000.0,129500.0,122850.0,110000.0,154000.0,125359.0,90100.0,123000.0,119300.0,110000.0,-0.09201773835920177,0.83,10.0,10.0,-9.02,26776.0,0.0258,0.0293,0.025,0.0264,2.77,-1.22
157,2013-01-31,138000.0,139000.0,132225.0,123500.0,154000.0,125309.0,90100.0,138000.0,134200.0,131500.0,8.986301369863014,6.56,45.57,1.85,0.73,21611.0,0.0238,0.0168,0.0242,0.0229,2.76,14.05
158,2013-02-28,136000.0,141000.0,129800.0,122500.0,150000.0,123953.0,90100.0,136000.0,128300.0,122500.0,-1.3588162762022196,11.02,15.74,8.8,-8.11,56106.0,0.0244,0.028,0.0242,0.0249,2.76,3.42
159,2013-03-31,138500.0,146000.0,139450.0,135000.0,150000.0,123868.0,90100.0,138500.0,137700.0,136500.0,4.303571428571429,14.46,15.42,1.47,3.36,23089.0,0.0239,0.0181,0.0236,0.0212,2.75,1.84
160,2013-04-30,152000.0,152500.0,139575.0,131000.0,152500.0,123845.0,90100.0,152500.0,149700.0,147500.0,1.324457593688363,13.43,19.22,4.47,10.14,43695.0,0.0238,0.029,0.0243,0.0252,2.78,9.75
161,2013-05-31,160000.0,161500.0,153325.0,144500.0,161500.0,125804.0,90100.0,161500.0,159300.0,157000.0,0.538438071995119,17.65,31.69,1.91,32.78,18933.0,0.0244,0.023,0.0248,0.0238,2.5,5.26
162,2013-06-30,153500.0,160000.0,153175.0,145000.0,161500.0,128816.0,90100.0,153500.0,148400.0,145000.0,0.2738305941845765,10.83,26.86,3.37,39.55,14228.0,0.0232,0.0235,0.0243,0.0252,2.5,-4.95
163,2013-07-31,169500.0,169500.0,157225.0,150500.0,169500.0,133874.0,98000.0,169500.0,162100.0,158500.0,0.14606598984771574,11.51,22.83,3.35,78.8,27659.0,0.0226,0.0187,0.0235,0.0218,2.53,10.42
