,Date,riskfree,MA1M,actualreturn
138,2011-06-30,3.28,-4.83,-4.83
139,2011-07-31,3.27,6.52,6.52
140,2011-08-31,3.27,-25.17,-25.17
141,2011-09-30,3.28,2.58,2.58
142,2011-10-31,3.26,7.78,7.78
143,2011-11-30,3.27,-9.4,-9.4
144,2011-12-31,3.29,23.61,23.61
145,2012-01-31,3.27,6.55,6.55
146,2012-02-29,3.26,1.94,1.94
147,2012-03-31,3.24,-0.69,-0.69
148,2012-04-30,3.26,-5.74,-5.74
149,2012-05-31,3.27,-10.33,-10.33
150,2012-06-30,3.26,-4.2,-4.2
151,2012-07-31,3.02,2.3,2.3
152,2012-08-31,3.01,14.9,14.9
153,2012-09-30,3.01,13.11,13.11
154,2012-10-31,2.75,14.92,14.92
155,2012-11-30,2.77,6.94,6.94
156,2012-12-31,2.77,-1.38,-1.38
157,2013-01-31,2.76,13.56,13.56
158,2013-02-28,2.76,-11.39,-11.39
159,2013-03-31,2.75,2.29,2.29
160,2013-04-30,2.78,-0.75,-0.75
161,2013-05-31,2.5,20.3,20.3
162,2013-06-30,2.5,-0.83,-0.83
163,2013-07-31,2.53,3.66,3.66
164,2013-08-31,2.51,-0.4,-0.4
165,2013-09-30,2.5,1.41,1.41
166,2013-10-31,2.52,8.57,8.57
167,2013-11-30,2.5,9.68,9.68
168,2013-12-31,2.52,8.99,8.99
169,2014-01-31,2.51,11.54,11.54
170,2014-02-28,2.49,-2.65,-2.65
171,2014-03-31,2.49,6.67,6.67
172,2014-04-30,2.5,-4.25,-4.25
173,2014-05-31,2.49,-3.77,-3.77
174,2014-06-30,2.49,5.03,5.03
175,2014-07-31,2.49,5.73,5.73
176,2014-08-31,2.24,2.99,2.99
177,2014-09-30,2.24,8.21,8.21
178,2014-10-31,1.97,11.73,11.73
179,2014-11-30,1.99,-1.27,-1.27
180,2014-12-31,2.03,-3.33,-3.33
181,2015-01-31,2.0,8.11,8.11
182,2015-02-28,1.99,26.07,26.07
183,2015-03-31,1.74,16.53,16.53
184,2015-04-30,1.74,6.18,6.18
185,2015-05-31,1.74,5.58,5.58
186,2015-06-30,1.5,11.62,11.62
187,2015-07-31,1.5,0.63,0.63
188,2015-08-31,1.52,2.19,2.19
189,2015-09-30,1.49,-7.99,-7.99
190,2015-10-31,1.5,1.74,1.74
191,2015-11-30,1.5,-7.85,-7.85
192,2015-12-31,1.52,-3.7,-3.7
193,2016-01-31,1.5,-0.4,-0.4
194,2016-02-29,1.52,0.4,0.4
195,2016-03-31,1.53,-0.4,-0.4
196,2016-04-30,1.5,2.43,2.43
197,2016-05-31,1.48,-4.74,-4.74
198,2016-06-30,1.23,0.86,0.86
199,2016-07-31,1.24,8.3,8.3
200,2016-08-31,1.25,-5.24,-5.24
201,2016-09-30,1.26,-0.42,-0.42
202,2016-10-31,1.24,-4.66,-4.66
203,2016-11-30,1.23,0.88,0.88
204,2016-12-31,1.27,-1.33,-1.33
205,2017-01-31,1.25,-1.35,-1.35
206,2017-02-28,1.26,7.31,7.31
207,2017-03-31,1.27,3.4,3.4
208,2017-04-30,1.21,5.83,5.83
209,2017-05-31,1.26,12.2,12.2
210,2017-06-30,1.29,0.0,0.0
211,2017-07-31,1.24,6.67,6.67
212,2017-08-31,1.27,10.2,10.2
213,2017-09-30,1.27,4.78,4.78
214,2017-10-31,1.26,-0.91,-0.91
215,2017-11-30,1.53,-2.48,-2.48
216,2017-12-31,1.58,-5.35,-5.35
217,2018-01-31,1.54,9.63,9.63
218,2018-02-28,1.51,-1.88,-1.88
219,2018-03-31,1.54,-5.73,-5.73
220,2018-04-30,1.51,-5.74,-5.74
221,2018-05-31,1.55,2.15,2.15
222,2018-06-30,1.57,-3.25,-3.25
223,2018-07-31,1.52,-6.72,-6.72
224,2018-08-31,1.55,-1.6,-1.6
225,2018-09-30,1.65,-0.4,-0.4
226,2018-10-31,1.57,-17.53,-17.53
227,2018-11-30,1.76,11.17,11.17
