,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,48500,55000,51015,48000,71500,46311,21500,50000,49080,48000,-13.39,-30.22,-3.96,-3.0,99.59,13376,0.0376,0.0377,0.0416,0.0272,4.79,-13.39
1,2000-01-31,48000,50500,48333,44800,71500,48133,21500,49600,48380,47500,-1.03,-26.15,-11.11,1.91,97.53,21452,0.0326,0.028,0.0391,0.0288,4.78,-1.03
2,2000-02-29,33000,47600,37338,30000,71500,48983,23600,33500,32420,31400,-32.65,-41.07,-50.75,3.94,49.32,60522,0.0398,0.0645,0.0423,0.0458,5.07,-32.65
3,2000-03-31,33000,36100,33658,31000,71500,49652,30000,34800,34070,33000,0.0,-31.96,-42.81,-2.37,11.86,58618,0.0387,0.0431,0.0427,0.0476,5.05,0.0
4,2000-04-30,36500,37100,34430,32200,71500,49571,30000,36500,34920,33500,5.19,-25.51,-40.84,-1.35,-3.95,62130,0.0423,0.0491,0.0415,0.0528,5.06,5.19
5,2000-05-31,32500,39600,34423,30300,71500,49295,30000,33100,32630,32000,-10.96,-1.52,-38.68,0.0,-14.92,33828,0.0443,0.0376,0.0417,0.0428,5.12,-10.96
6,2000-06-30,36950,39900,32300,29700,71500,48156,29700,39900,34990,30400,12.82,7.1,-23.81,21.95,-26.1,139950,0.0463,0.0495,0.0418,0.0451,5.16,12.82
7,2000-07-31,41500,45500,39768,37400,71500,47115,29700,41500,40320,39600,12.31,13.7,-13.54,10.96,-23.15,34562,0.05,0.0547,0.0441,0.0474,5.13,12.31
8,2000-08-31,41200,45500,42728,39650,71500,45173,29700,43500,42290,40950,-0.72,26.77,24.85,0.49,-35.42,34788,0.0433,0.0246,0.0414,0.0446,5.12,-0.72
9,2000-09-30,33800,43350,35773,28300,65000,42762,28300,33800,31960,30400,-22.3,-15.29,1.35,19.43,-50.15,25294,0.0456,0.0537,0.0431,0.0463,5.09,-22.3
10,2000-10-31,26900,33500,28375,25300,64000,39984,25300,27200,26910,26700,-20.41,-35.18,-26.3,1.51,-58.62,21316,0.0441,0.0409,0.043,0.0408,5.37,-20.41
11,2000-11-30,28400,31000,29740,28400,55000,37215,25300,30900,29530,28400,6.37,-34.41,-13.28,-2.57,-46.42,17160,0.0446,0.028,0.0441,0.0445,5.32,6.37
12,2000-12-31,19850,29850,25743,19500,50500,35328,19500,23150,20900,19500,-33.39,-36.98,-34.7,-14.25,-60.06,74872,0.0428,0.0353,0.0443,0.0389,6.08,-33.39
13,2001-01-31,23200,23200,20620,17500,47600,32975,17500,23200,21800,21200,16.88,-13.75,-44.1,5.45,-51.67,70232,0.0441,0.0599,0.0471,0.0467,5.27,16.88
14,2001-02-28,26200,26200,23503,21500,45500,31822,17500,26200,25510,24250,23.0,-12.23,-38.35,2.75,-21.79,89694,0.0449,0.0318,0.0442,0.0459,5.06,23.0
15,2001-03-31,25000,27000,25938,24650,45500,31153,17500,26050,25640,25000,-4.58,25.94,-26.04,-2.72,-27.54,24536,0.04,0.0198,0.0428,0.0404,4.96,-4.58
16,2001-04-30,29200,29200,24555,21500,45500,30347,17500,29200,26810,25000,16.8,37.74,9.36,13.4,-20.0,49454,0.04,0.0417,0.0422,0.0321,5.01,16.8
17,2001-05-31,41500,41500,33528,30500,45500,30269,17500,41500,36870,33300,42.12,58.4,46.13,28.09,27.69,105102,0.0434,0.0542,0.0437,0.0409,5.01,42.12
18,2001-06-30,40100,41300,39588,36300,45500,30883,17500,41300,40610,40100,14.9,57.25,102.02,-0.99,0.5,15314,0.0402,0.0257,0.0423,0.0418,4.99,14.9
19,2001-07-31,33500,39600,35200,32500,45500,30524,17500,34150,33490,33000,-16.46,14.73,44.4,-2.9,-19.28,17030,0.0361,0.034,0.0404,0.0408,4.77,-16.46
20,2001-08-31,32800,38500,35915,32800,43350,29879,17500,36200,34960,32800,-2.09,-20.96,25.19,-8.38,-20.39,27982,0.0376,0.04,0.0413,0.0323,4.54,-2.09
21,2001-09-30,30650,34800,30710,27400,41500,29584,17500,30650,29760,29200,-15.33,-23.76,19.49,2.17,-5.98,36388,0.0409,0.0465,0.0404,0.0398,4.0,-15.33
22,2001-10-31,35500,36800,34188,32300,41500,30031,17500,36800,36030,35150,15.82,5.97,21.58,0.28,31.97,41412,0.0396,0.0291,0.0395,0.0388,4.02,15.82
23,2001-11-30,38000,40000,37343,35100,41500,30717,17500,38900,37100,35100,8.11,9.83,-4.76,-5.0,33.8,66316,0.034,0.0308,0.039,0.0357,4.04,8.11
24,2001-12-31,36000,38000,35960,33300,41500,31497,17500,36000,33970,33300,2.56,17.46,-10.45,8.11,81.36,76900,0.0339,0.0303,0.0379,0.0266,4.01,2.56
25,2002-01-31,44300,47200,44480,41950,47200,33418,21500,46600,45660,44300,23.06,24.79,32.24,-3.8,90.95,35926,0.0344,0.0428,0.0362,0.0352,3.98,23.06
26,2002-02-28,50600,51800,46965,43150,51800,35184,21500,51800,50090,47700,8.58,44.16,39.78,4.44,93.13,34811,0.0369,0.0413,0.037,0.0388,4.01,8.58
27,2002-03-31,61000,66000,56410,48150,66000,37657,21500,63000,61340,60200,20.55,69.44,99.02,-7.58,139.22,52014,0.0359,0.0421,0.0384,0.0428,4.0,20.55
28,2002-04-30,58000,61000,58325,55100,66000,40525,27400,59000,58260,57100,-4.92,30.93,65.01,-4.76,98.63,42854,0.0373,0.0302,0.0381,0.0401,4.04,-4.92
