,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,-8.514800232046684e-06,-9.97,-9.97
1,2000-01-31,4.78,-1.503577473743931e-06,-20.3,-20.3
2,2000-02-29,5.07,-5.152557990699174e-06,-29.67,-29.67
3,2000-03-31,5.05,4.2001079421728574e-06,10.63,10.63
4,2000-04-30,5.06,8.069501539425745e-06,10.3,10.3
5,2000-05-31,5.12,-1.4527575911806072e-06,-17.58,-17.58
6,2000-06-30,5.16,-3.5097895676204836e-06,8.47,8.47
7,2000-07-31,5.13,1.2958470836222975e-06,-5.47,-5.47
8,2000-08-31,5.12,1.0658844878752588e-06,-5.12,-5.12
9,2000-09-30,5.09,-1.3807864929820874e-06,-13.07,-13.07
10,2000-10-31,5.37,3.022775439757077e-06,-10.6,-10.6
11,2000-11-30,5.32,1.1313103722334451e-05,10.49,10.49
12,2000-12-31,6.08,-9.855792245475868e-06,22.05,22.05
13,2001-01-31,5.27,2.160721102115028e-06,-17.63,-17.63
14,2001-02-28,5.06,-5.889996436112686e-07,-5.46,-5.46
15,2001-03-31,4.96,-4.096867029785391e-06,-6.15,-6.15
16,2001-04-30,5.01,-4.377720171220028e-06,0.79,0.79
17,2001-05-31,5.01,2.491268438234619e-06,9.45,9.45
18,2001-06-30,4.99,-1.1036045428584491e-06,-1.72,-1.72
19,2001-07-31,4.77,2.593340260692159e-06,-8.74,-8.74
20,2001-08-31,4.54,6.165848341818675e-07,-1.15,-1.15
21,2001-09-30,4.0,5.645812541819463e-06,-7.5,-7.5
22,2001-10-31,4.02,8.185025196877686e-06,9.46,9.46
23,2001-11-30,4.04,-3.693761673559732e-06,6.71,6.71
24,2001-12-31,4.01,-4.353087109388419e-06,-2.36,-2.36
25,2002-01-31,3.98,-3.7070050774857907e-07,3.81,3.81
26,2002-02-28,4.01,1.3372493037607712e-06,8.66,8.66
27,2002-03-31,4.0,2.4627010465602834e-06,7.25,7.25
28,2002-04-30,4.04,1.9299792938624806e-06,0.68,0.68
29,2002-05-31,4.28,9.319896227610576e-06,-13.96,-13.96
30,2002-06-30,4.26,1.2948182742754747e-06,-12.19,-12.19
31,2002-07-31,4.27,-1.1662717305274583e-06,-10.09,-10.09
32,2002-08-31,4.28,-4.71677668813828e-06,3.81,3.81
33,2002-09-30,4.28,-1.1384150967940294e-05,-6.83,-6.83
34,2002-10-31,4.28,1.2833162365866058e-05,13.06,13.06
35,2002-11-30,4.28,-5.696772488306563e-06,10.39,10.39
36,2002-12-31,4.52,-2.084077903970553e-06,-17.65,-17.65
37,2003-01-31,4.34,-8.052874300224407e-07,-2.86,-2.86
38,2003-02-28,4.27,8.283983646633396e-06,4.81,4.81
39,2003-03-31,4.27,-4.247217398622691e-06,-4.76,-4.76
40,2003-04-30,4.26,2.0470191974439055e-06,15.1,15.1
41,2003-05-31,4.01,9.048571493164816e-06,23.2,23.2
