,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,13.412426287950536,7.88937,-0.19548570430952375,43.64,0.0492,43.64,11.18
1,2000-01-31,4.78,-8.41,4.773100067470692,3.53928,1.9037754409549066,-2.08,0.0371,-2.08,-8.41
2,2000-02-29,5.07,-13.36,11.7045601291364,4.51823,1.52386947599243,40.63,0.0525,40.63,-13.36
3,2000-03-31,5.05,4.71,12.076866524616534,4.84455,0.31611587412227077,7.22,0.0308,7.22,4.71
4,2000-04-30,5.06,-17.96,16.504518572848642,4.59353,-1.0584804736824174,-7.58,0.063,-7.58,-17.96
5,2000-05-31,5.12,1.68,23.000816256502464,2.74859,0.0911441449774841,-40.16,0.079,-40.16,1.68
6,2000-06-30,5.16,12.61,16.75399812742871,2.81134,0.4609111753188951,12.34,0.0459,12.34,12.61
7,2000-07-31,5.13,-14.44,12.127272791188188,2.86155,0.6560912150528785,1.79,0.0405,1.79,-14.44
8,2000-08-31,5.12,-3.14,9.099582825126603,3.63969,1.4002069849291836,27.19,0.0317,27.19,-3.14
9,2000-09-30,5.09,-17.36,9.890980074704139,3.08746,0.5882558349180279,-14.58,0.0462,-14.58,-17.36
10,2000-10-31,5.37,-16.2,7.098144565011372,2.71094,2.898145489386891,-12.2,0.0264,-12.2,-16.2
11,2000-11-30,5.32,-0.81,10.057668198965182,2.13361,-0.40461512830822594,-24.11,0.0335,-24.11,-0.81
12,2000-12-31,6.08,-4.36,24.29620158119874,1.71944,-0.968771757505964,-31.02,0.0545,-31.02,-4.36
13,2001-01-31,5.27,23.09,20.993761431636795,1.81723,0.33601030717564817,20.88,0.0501,20.88,23.09
14,2001-02-28,5.06,-7.49,14.973248746692661,1.77992,-0.7946423561490786,-5.48,0.0194,-5.48,-7.49
15,2001-03-31,4.96,-9.68,13.298183081419623,1.49241,-0.5663095264213971,-16.15,0.036,-16.15,-9.68
16,2001-04-30,5.01,11.19,10.332663078930201,1.46827,-0.5954274260295624,-1.62,0.0263,-1.62,11.19
17,2001-05-31,5.01,5.02,18.18897335213888,1.81064,0.10361730217940195,23.32,0.0256,23.32,5.02
18,2001-06-30,4.99,-7.17,11.25199592068538,1.68774,0.6881639430290835,-4.35,0.0218,-4.35,-7.17
19,2001-07-31,4.77,-8.5,4.999791677840007,1.42218,0.19231717864167958,-15.73,0.0309,-15.73,-8.5
20,2001-08-31,4.54,0.66,4.6416329213149385,1.42657,1.4336074653021185,0.31,0.0169,0.31,0.66
21,2001-09-30,4.0,-17.28,4.160470037783129,1.25099,1.1384876513597693,-17.39,0.0399,-17.39,-17.28
22,2001-10-31,4.02,12.78,10.087932058841895,1.40462,-0.2572232716214432,12.28,0.0326,12.28,12.78
23,2001-11-30,4.04,20.45,11.049805461848715,1.67896,-0.12609435045398343,19.16,0.024,19.16,20.45
24,2001-12-31,4.01,10.41,9.034837243473236,1.86551,1.7034726339506672,18.88,0.0285,18.88,10.41
25,2002-01-31,3.98,6.92,17.435998847584084,2.43086,-0.7019164157882525,43.53,0.0412,43.53,6.92
26,2002-02-28,4.01,10.36,15.238470138051756,2.49064,0.6587297292576721,14.68,0.0393,14.68,10.36
27,2002-03-31,4.0,8.98,20.63765073709073,3.1382,0.09425426068313839,26.0,0.0299,26.0,8.98
28,2002-04-30,4.04,-4.87,15.603428583600994,2.65004,-0.03085512808254683,-15.56,0.033,-15.56,-4.87
29,2002-05-31,4.28,-5.25,8.52672593900311,2.19176,0.3721241181724126,-17.29,0.04,-17.29,-5.25
30,2002-06-30,4.26,-12.73,11.397085244595685,1.95465,-0.355271259285744,-23.95,0.0626,-23.95,-12.73
31,2002-07-31,4.27,-3.77,11.31400300879157,1.77333,-0.5953721512390608,-9.28,0.0491,-9.28,-3.77
32,2002-08-31,4.28,1.76,19.828973545043848,1.65577,-1.4803200079055232,-10.16,0.0291,-10.16,1.76
33,2002-09-30,4.28,-12.08,16.106639790217763,1.43261,-1.2318611097211605,-13.48,0.0421,-13.48,-12.08
34,2002-10-31,4.28,2.13,27.811834274517064,1.60995,0.09416381001874731,12.38,0.0568,12.38,2.13
35,2002-11-30,4.28,8.38,24.006028888375315,1.94867,0.5871857746116472,15.33,0.0321,15.33,8.38
36,2002-12-31,4.52,-13.23,14.102360952277554,1.63386,0.39413265876702414,-16.16,0.0236,-16.16,-13.23
37,2003-01-31,4.34,-5.82,8.147271787125261,1.40815,1.0030799435774673,-0.61,0.0244,-0.61,-5.82
