,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,2230.0607588890607,3.62166,-4.025389181587038e-06,-55.0,-55.0,0.0915,-55.0,11.18
1,2000-01-31,4.78,-8.41,725.6552659867334,0.80928,4.1984892448093816e-05,0.26,0.26,0.0343,0.26,-8.41
2,2000-02-29,5.07,-13.36,1293.8837823275862,1.04453,1.0515737523893394e-05,29.24,29.24,0.0828,29.24,-13.36
3,2000-03-31,5.05,4.71,1799.893591266977,0.81245,-4.707648050485937e-05,-22.22,-22.22,0.0562,-22.22,4.71
4,2000-04-30,5.06,-17.96,4625.654224947887,0.80296,-3.111538639538596e-05,-16.37,-16.37,0.0693,-16.37,-17.96
5,2000-05-31,5.12,1.68,2960.349755123083,0.56233,-1.4952804233771706e-05,-29.96,-29.96,0.0731,-29.96,1.68
6,2000-06-30,5.16,12.61,5173.02788500201,0.49696,-4.816177518056548e-05,-9.77,-9.77,0.0551,-9.77,12.61
7,2000-07-31,5.13,-14.44,5796.7540811150975,0.56022,-6.940370883127641e-06,12.74,12.74,0.062,12.74,-14.44
8,2000-08-31,5.12,-3.14,9713.839938343634,0.89786,1.60306321308119e-06,60.26,60.26,0.049,60.26,-3.14
9,2000-09-30,5.09,-17.36,3443.9478054416413,0.8599,2.4667175917004416e-06,-9.44,-9.44,0.0308,-9.44,-17.36
10,2000-10-31,5.37,-16.2,1779.4674647866934,0.74918,1.8622061938858382e-05,-12.88,-12.88,0.0389,-12.88,-16.2
11,2000-11-30,5.32,-0.81,1112.976383674458,0.71744,1.1159797229266565e-05,-3.0,-3.0,0.0273,-3.0,-0.81
12,2000-12-31,6.08,-4.36,677.0219104265162,0.47482,2.200079917244133e-05,-33.33,-33.33,0.0362,-33.33,-4.36
13,2001-01-31,5.27,23.09,1425.827786162523,0.63567,-1.5573450056872962e-05,17.78,17.78,0.0444,17.78,23.09
14,2001-02-28,5.06,-7.49,1547.928871843329,0.7197,-7.11521081737069e-06,15.61,15.61,0.0307,15.61,-7.49
15,2001-03-31,4.96,-9.68,4108.607071011869,0.66576,-7.549322890534022e-06,-7.5,-7.5,0.0496,-7.5,-9.68
16,2001-04-30,5.01,11.19,1112.6432126476043,0.64407,4.034643554591139e-08,-3.24,-3.24,0.0277,-3.24,11.19
