,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,3060,7450,5925,3060,218000,41818,3060,4840,3846,3060,-74.5,-74.29,-44.36,109.57,6334,0.0806,0.0603,0.0736,0.0667,4.79,-59.52
1,2000-01-31,6060,7400,5255,2690,218000,40918,2690,6800,6126,5800,-23.29,-50.33,-0.66,273.54,976,0.0837,0.0987,0.0767,0.0815,4.78,98.04
2,2000-02-29,8160,8160,6196,5600,218000,40000,2690,8160,6742,5820,2.77,-19.21,45.2,436.26,2514,0.0769,0.0628,0.076,0.0823,5.07,40.69
3,2000-03-31,10300,15050,10922,9200,218000,39766,2690,10900,10140,9200,236.6,-14.17,8.42,597.41,12298,0.0803,0.0965,0.0807,0.0858,5.05,26.23
4,2000-04-30,14900,14950,11260,9110,218000,39613,2690,14950,13740,11950,156.9,67.42,13.74,759.18,43308,0.0825,0.0895,0.0836,0.0825,5.06,36.7
5,2000-05-31,12500,17200,12988,9350,218000,39083,2690,12500,11400,10450,53.19,67.79,33.69,191.72,25570,0.0879,0.0985,0.0864,0.0937,5.12,-16.11
6,2000-06-30,15300,15300,12840,10500,218000,33565,2690,15300,14150,12800,66.3,400.0,24.39,27.5,20278,0.0848,0.0618,0.0844,0.0848,5.16,31.33
7,2000-07-31,14300,17400,14908,12800,141000,19338,2690,14700,13750,12800,-4.03,135.97,-1.04,17.21,40493,0.0816,0.0771,0.0828,0.0791,5.13,-6.54
8,2000-08-31,13200,15550,13900,13200,141000,12187,2690,13750,13530,13200,5.6,61.76,-2.94,4.76,12729,0.0787,0.045,0.0778,0.0625,5.12,-7.69
9,2000-09-30,7450,13700,10109,6120,17400,10277,2690,7450,6816,6120,-50.66,-23.2,3.33,-37.92,23000,0.0758,0.066,0.0775,0.0645,5.09,-45.82
10,2000-10-31,6300,8750,7499,6300,17400,10072,2690,7350,6994,6300,-55.94,-57.72,-16.0,-20.25,5246,0.0687,0.0545,0.0765,0.0563,5.37,-15.44
11,2000-11-30,8480,8940,8216,6900,17400,9974,2690,8540,8296,7900,-38.1,-27.21,4.69,13.83,12914,0.0626,0.0566,0.0759,0.0632,5.32,24.89
12,2000-12-31,6090,10600,8857,6090,17400,10180,2690,8950,7306,6090,-0.49,-52.42,-31.96,61.97,15566,0.0628,0.0656,0.076,0.0615,6.08,-22.91
13,2001-01-31,7800,8190,7213,6090,17400,10419,5600,8190,7534,7180,23.81,-45.45,8.64,28.71,16938,0.0601,0.053,0.0714,0.0622,5.27,28.08
14,2001-02-28,8590,9440,8420,7200,17400,10604,6090,8840,8766,8590,2.02,-36.84,-9.0,17.83,11611,0.0588,0.0423,0.0701,0.0556,5.06,19.64
15,2001-03-31,7740,9500,8276,7740,17400,10384,6090,7900,7840,7740,27.09,3.89,-2.03,-15.87,4734,0.0536,0.0378,0.0655,0.0446,4.96,-9.9
16,2001-04-30,7600,8550,7582,6850,17400,10073,6090,7690,7616,7510,-7.2,11.93,-1.3,-48.99,4289,0.0518,0.0405,0.0611,0.0398,5.01,-1.81
17,2001-05-31,8060,8400,8030,7620,17400,9647,6090,8330,8170,8060,-6.17,-4.95,-2.89,-35.52,2941,0.0455,0.0225,0.0546,0.0341,5.01,6.05
18,2001-06-30,16400,16400,10788,8190,17400,9494,6090,16400,13690,11700,107.59,169.29,21.48,8.61,49887,0.0463,0.0662,0.0556,0.0486,4.99,101.23
19,2001-07-31,13500,18100,15170,13200,18100,9519,6090,14000,13740,13200,77.63,73.08,-3.57,-5.59,45373,0.0516,0.0744,0.0553,0.0611,4.77,-17.68
20,2001-08-31,14300,17150,14790,13400,18100,9587,6090,17150,15720,14300,77.42,66.47,-7.74,8.33,97677,0.0525,0.0549,0.0559,0.067,4.54,5.93
21,2001-09-30,11400,15450,12760,10300,18100,9825,6090,11550,11240,10950,-22.18,44.3,1.79,56.38,8140,0.0572,0.0643,0.0549,0.0622,4.0,-33.53
