,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
10,2000-10-31,18050,18700,18105,16600,32950,22549,16600,18700,18260,17900,-10.64,-15.26,-2.96,-44.8,194896,0.0255,0.027,0.0336,0.0271,5.37,-0.82
11,2000-11-30,17800,19300,18463,17800,30500,21516,16600,18900,18400,17800,-11.22,-13.17,-4.3,-33.33,157338,0.0249,0.0194,0.0333,0.0274,5.32,-0.56
12,2000-12-31,19000,19000,18470,17800,27700,20889,16600,19000,18200,18000,8.88,-7.99,5.56,-22.13,188254,0.0246,0.0269,0.0327,0.025,6.08,1.06
13,2001-01-31,16850,19000,17420,16600,27700,20479,16600,17250,16940,16700,-6.65,-16.58,-2.32,-32.46,224764,0.0255,0.0265,0.0294,0.0238,5.27,-11.32
14,2001-02-28,14650,16900,15605,14650,26750,19693,14650,15250,14920,14650,-20.81,-28.01,-2.33,-46.14,184872,0.0253,0.0191,0.0273,0.023,5.06,-13.31
15,2001-03-31,14900,15600,14753,13850,24150,18780,13850,15400,15130,14900,-21.58,-18.13,-2.61,-39.43,146452,0.0237,0.0247,0.0238,0.0222,4.96,1.71
16,2001-04-30,15250,16000,15203,14400,22700,18175,13850,15800,15370,15100,-8.68,-14.8,-0.97,-28.4,231078,0.0227,0.0211,0.024,0.0217,5.01,2.35
17,2001-05-31,18350,18500,16008,14700,21500,17741,13850,18500,18020,17300,25.26,3.09,9.55,-10.49,395710,0.0226,0.0189,0.0237,0.022,5.01,20.33
18,2001-06-30,17650,18100,17408,16400,20900,17485,13850,17750,17620,17450,14.61,-7.11,-0.28,-13.48,195986,0.0219,0.0237,0.0232,0.0213,4.99,-4.59
19,2001-07-31,16050,18000,17200,15750,20900,17251,13850,16300,16020,15750,5.25,-4.75,-2.73,-20.54,181972,0.0223,0.0253,0.0239,0.0234,4.77,-9.07
20,2001-08-31,16700,16900,16300,15600,20400,16902,13850,16900,16670,16550,-8.99,13.99,0.6,-14.36,172490,0.0215,0.0173,0.0236,0.022,4.54,4.05
21,2001-09-30,16700,17450,16445,15450,19300,16761,13850,16700,16390,16250,-5.38,8.44,3.41,-8.74,144828,0.0213,0.0223,0.0225,0.0207,4.0,0.3
22,2001-10-31,18400,18550,17903,17250,19300,16733,13850,18400,18170,17900,14.64,20.66,3.95,1.94,330492,0.0213,0.0178,0.0219,0.019,4.02,10.18
23,2001-11-30,19400,20300,19170,18500,20300,16784,13850,20300,19430,18600,14.79,5.15,-1.02,8.99,364500,0.0208,0.0224,0.0219,0.0205,4.04,6.3
24,2001-12-31,19400,20600,19720,19000,20600,16891,13850,20250,19660,19000,16.17,9.92,-0.77,2.11,311812,0.0211,0.0261,0.0217,0.0212,4.01,0.52
25,2002-01-31,16200,18700,17148,16200,20600,16894,13850,18150,17140,16200,-11.96,0.93,-7.16,-3.86,475736,0.0222,0.0276,0.0221,0.0248,3.98,-16.49
26,2002-02-28,16250,17550,16045,15300,20600,16933,13850,16600,16370,16100,-15.8,-2.4,0.31,10.92,374485,0.0273,0.0446,0.0246,0.0334,4.01,-8.19
27,2002-03-31,17050,17550,16685,15850,20600,17092,14400,17550,17090,16550,-12.11,2.1,3.33,10.71,655575,0.0272,0.0216,0.0244,0.0321,4.0,4.92
28,2002-04-30,18500,18500,17978,17150,20600,17325,14700,18500,18300,18000,11.11,1.37,2.49,21.31,272725,0.0281,0.0242,0.0246,0.0311,4.04,8.5
29,2002-05-31,16250,17950,17113,16250,20600,17443,15300,17000,16610,16250,0.0,-16.24,-4.41,-11.44,222143,0.0288,0.0275,0.0251,0.0242,4.28,-12.16
30,2002-06-30,15600,16450,15873,15150,20600,17327,15150,15850,15680,15600,-11.11,-19.59,0.65,-11.61,5854837,0.0279,0.017,0.0247,0.0233,4.26,-8.24
31,2002-07-31,16500,16800,16388,15900,20600,17252,15150,16800,16520,16200,-10.81,1.85,1.23,2.8,237769,0.0271,0.0224,0.0245,0.0225,4.27,5.77
32,2002-08-31,16750,16750,16385,16000,20600,17260,15150,16750,16570,16350,1.82,3.08,1.82,-0.89,142788,0.0217,0.0169,0.0245,0.0189,4.28,-0.3
33,2002-09-30,17400,18350,17425,16550,20600,17343,15150,17700,17460,17300,11.54,2.05,-1.42,4.19,212513,0.0201,0.0163,0.0242,0.0185,4.28,3.88
34,2002-10-31,17800,17800,16910,15850,20600,17263,15150,17800,17330,17200,7.88,-3.78,3.79,-3.26,1967834,0.0209,0.0248,0.0246,0.0195,4.28,2.3
35,2002-11-30,18600,18600,18033,17500,20600,17173,15150,18600,18220,17800,12.73,11.38,4.2,0.0,300879,0.0189,0.0152,0.0243,0.019,4.28,8.14
36,2002-12-31,16400,18700,18188,16400,19200,17042,15150,18500,17650,16400,-5.75,5.13,-10.63,-15.46,408845,0.0203,0.026,0.0243,0.0224,4.52,-11.83
37,2003-01-31,16500,16850,16533,15750,18700,16968,15150,16600,16490,16350,-4.07,-1.79,-2.08,-0.9,211902,0.02,0.0199,0.0237,0.021,4.34,0.61
38,2003-02-28,16750,16850,16503,16100,18700,17004,15150,16750,16580,16450,-8.97,1.21,4.04,3.08,456210,0.0196,0.0115,0.0205,0.0201,4.27,2.45
39,2003-03-31,18200,18200,17163,16500,18700,17043,15150,18200,17500,16950,10.98,4.6,6.74,6.74,472398,0.0195,0.0166,0.0201,0.0162,4.27,8.66
40,2003-04-30,18600,18750,18368,18000,18750,17082,15150,18600,18440,18300,12.73,8.14,-0.27,0.54,359971,0.0177,0.0126,0.0192,0.0138,4.26,3.91
41,2003-05-31,19950,20400,19515,18350,20400,17257,15150,20400,19960,19400,19.1,7.26,3.37,21.28,612648,0.0183,0.0181,0.0184,0.016,4.01,7.26
42,2003-06-30,19700,20100,19770,19400,20400,17569,15600,20000,19730,19400,10.06,20.12,1.03,26.28,433386,0.0153,0.0113,0.018,0.0144,4.1,-1.25
43,2003-07-31,20100,20500,19798,19200,20500,17872,15750,20100,19890,19650,8.06,21.82,-0.99,21.82,311548,0.0138,0.0118,0.0172,0.0139,3.75,2.03
44,2003-08-31,19500,20250,19920,19500,20500,18159,15750,20000,19770,19500,-3.7,16.42,-2.74,18.18,362853,0.0134,0.009,0.0167,0.0104,3.72,-1.52
45,2003-09-30,20600,21200,19915,18850,21200,18362,15750,21100,20940,20600,4.57,15.08,-2.83,18.39,440780,0.0137,0.0178,0.0168,0.0133,3.77,5.64
46,2003-10-31,22800,22800,22125,21200,22800,18813,15750,22800,22520,22250,13.43,22.58,3.64,28.09,674877,0.0139,0.0152,0.0159,0.0145,3.84,10.68
47,2003-11-30,22150,22850,22223,21800,22850,19157,15750,22150,21950,21800,13.59,8.58,1.14,20.38,444548,0.0135,0.015,0.0159,0.016,3.78,-0.45
48,2003-12-31,20700,22000,21613,20700,22850,19445,15750,22000,21520,20700,0.49,5.08,-5.05,26.22,494738,0.0137,0.0122,0.0145,0.0137,3.97,-6.55
49,2004-01-31,24700,25100,22790,20700,25100,19960,16100,25100,24520,24000,8.33,24.75,6.24,49.7,663316,0.0158,0.0244,0.0148,0.0172,3.78,19.32
50,2004-02-29,27650,27650,25840,24250,27650,20709,16500,27650,27020,26300,25.97,39.29,3.56,67.58,486915,0.0167,0.0163,0.0151,0.0175,3.78,10.16
51,2004-03-31,26350,28300,26563,25600,28300,21563,17700,27800,26940,26200,27.29,27.91,2.93,44.78,440666,0.0184,0.0257,0.0163,0.022,3.74,-4.7
52,2004-04-30,29800,29800,26758,26000,29800,22285,18350,29800,27920,26600,20.65,30.7,11.61,60.22,797524,0.019,0.0172,0.0166,0.0206,3.76,12.03
53,2004-05-31,26200,29800,27248,25900,29800,22875,18850,26850,26400,26000,-5.24,18.28,0.77,31.33,516372,0.0207,0.0268,0.0174,0.0233,3.77,-12.08
54,2004-06-30,26700,28200,27023,26400,29800,23498,18850,27600,27080,26700,0.38,28.99,0.19,35.53,556905,0.0214,0.0188,0.0179,0.0209,3.78,0.95
55,2004-07-31,28100,28950,27768,26650,29800,24187,18850,28700,28210,28050,-5.7,13.77,1.81,41.92,289897,0.0205,0.0173,0.0182,0.0198,3.77,5.24
56,2004-08-31,29400,29800,29318,28800,29800,24999,18850,29800,29510,29400,12.21,6.33,-0.34,50.77,599695,0.0187,0.0109,0.0183,0.0154,3.52,4.63
57,2004-09-30,30450,31350,30163,29350,31350,25789,20700,30500,30060,29350,14.04,14.47,0.0,47.82,624991,0.0181,0.0151,0.0181,0.0148,3.55,3.57
58,2004-10-31,31000,31150,30163,28700,31350,26472,20700,31000,29650,28700,10.32,8.77,4.2,37.78,425746,0.0173,0.0179,0.0182,0.0147,3.53,1.64
59,2004-11-30,33400,33400,31723,30450,33400,27303,20700,33400,32680,32000,13.61,26.28,5.53,50.79,651308,0.0156,0.0182,0.0185,0.0167,3.26,7.74
60,2004-12-31,30950,32000,31395,30600,33400,28152,20850,32000,31520,30950,1.64,15.92,-1.12,49.52,563637,0.016,0.0143,0.0186,0.0174,3.29,-7.34
61,2005-01-31,31500,31800,31430,31000,33400,28790,24250,31800,31640,31500,1.61,12.1,0.0,27.53,346851,0.0145,0.0084,0.0176,0.0148,3.26,1.78
62,2005-02-28,31650,32150,31720,31350,33400,29228,25600,31850,31700,31500,-1.09,7.47,-0.47,14.47,403515,0.0142,0.0081,0.0172,0.0113,3.28,-0.47
63,2005-03-31,33000,34150,32210,29950,34150,29714,25900,33500,33150,33000,6.62,8.37,0.15,25.24,250314,0.0178,0.0301,0.0176,0.0183,3.26,4.27
64,2005-04-30,36000,36000,34683,33700,36000,30349,25900,36000,35050,34300,13.21,16.13,4.35,26.32,450455,0.0171,0.0125,0.0175,0.0191,3.29,8.27
65,2005-05-31,36100,38000,36038,35000,38000,31073,26400,36750,36090,35500,14.06,8.08,3.0,37.79,321061,0.0168,0.0188,0.0166,0.0215,3.29,0.28
66,2005-06-30,40500,40650,38875,35600,40650,32072,26650,40650,40440,40250,22.73,30.86,0.0,51.69,348699,0.0173,0.0154,0.0164,0.0162,3.3,12.34
67,2005-07-31,41300,42850,41178,39050,42850,33208,28100,42850,42400,41300,14.72,29.87,-0.96,46.98,531540,0.0185,0.0182,0.0165,0.0166,3.27,2.35
68,2005-08-31,45900,45950,43243,40600,45950,34449,28700,45950,45020,44000,27.15,45.02,2.0,56.12,359426,0.0186,0.0175,0.017,0.0168,3.25,11.14
69,2005-09-30,45200,47800,45848,44300,48200,35734,28700,45350,45030,44300,11.6,36.97,-1.09,48.44,508746,0.0176,0.0173,0.0174,0.0187,3.28,0.78
70,2005-10-31,42700,45550,42580,41200,48200,36748,29950,43100,42380,41200,3.39,18.61,1.55,37.74,379347,0.0175,0.0192,0.0176,0.0192,3.51,-5.53
71,2005-11-30,45900,47800,45758,43900,48200,37975,29950,47650,46520,45000,2.34,27.32,-1.71,37.43,256715,0.0182,0.0191,0.0176,0.0178,3.5,11.41
72,2005-12-31,45050,49000,46320,45000,49000,39223,29950,49000,47440,45050,-0.66,11.65,-4.56,45.32,495313,0.0191,0.0199,0.018,0.0192,3.76,0.11
73,2006-01-31,46700,48000,45813,43150,49000,40472,29950,46700,45850,45000,9.37,13.08,1.3,48.25,872992,0.0196,0.0208,0.0188,0.02,3.76,3.66
74,2006-02-28,57500,59000,54550,48400,59000,42180,29950,57500,55220,51200,22.99,29.5,4.36,81.67,2404193,0.0261,0.0477,0.0229,0.0322,3.99,27.78
75,2006-03-31,54800,57200,55690,54000,59000,44258,33700,56900,55560,54800,21.64,21.24,-1.62,66.06,674762,0.0269,0.0232,0.0224,0.033,3.97,-4.7
76,2006-04-30,52800,57200,54890,52000,59000,45823,35000,53600,52840,52000,17.33,28.16,-2.22,48.73,769899,0.0268,0.0167,0.0226,0.0319,3.97,-4.52
77,2006-05-31,55600,56200,53185,50500,59000,47221,35000,56200,54540,51600,-3.3,21.13,6.92,54.23,1350472,0.0282,0.0304,0.0236,0.0239,3.96,5.3
78,2006-06-30,55400,55400,52455,50200,59000,48422,39050,55400,53500,52000,-0.89,22.97,6.74,36.79,746370,0.0288,0.0233,0.0241,0.0242,4.21,-0.36
79,2006-07-31,57600,59500,57340,55100,59500,49745,40600,58700,58000,57600,9.09,23.34,-0.35,39.47,384208,0.0281,0.0176,0.0241,0.0242,4.22,3.97
80,2006-08-31,56400,60900,58350,56100,60900,51083,41200,59000,57040,56100,1.44,-1.91,-4.41,22.88,1190315,0.0214,0.0195,0.0242,0.0201,4.49,-2.08
81,2006-09-30,57500,59000,57210,55800,60900,51996,41200,58000,57580,57000,5.12,1.05,-0.69,26.79,465666,0.0201,0.0084,0.0235,0.0157,4.48,0.35
82,2006-10-31,58200,58200,56415,54900,60900,53112,43150,58200,57600,57200,1.04,10.23,1.75,36.3,391926,0.0181,0.0088,0.0231,0.0131,4.48,1.22
83,2006-11-30,60900,60900,58625,56800,60900,54264,43150,60900,59620,58700,7.98,9.53,3.05,32.68,570608,0.0147,0.0104,0.0226,0.0091,4.49,5.55
84,2006-12-31,56500,63100,59830,56500,63100,55317,43150,59700,58420,56500,-0.88,6.0,-5.2,22.83,529159,0.0138,0.0156,0.0223,0.0117,4.6,-5.52
85,2007-01-31,57300,57600,56540,55300,63100,56267,48400,57600,57420,57200,-1.55,-0.52,0.88,22.7,465683,0.0124,0.0108,0.0217,0.0123,4.61,1.42
86,2007-02-28,56900,59000,57900,56900,63100,56534,50200,59000,58320,56900,-4.85,1.43,-1.9,-1.04,523516,0.0106,0.0089,0.0172,0.0118,4.55,-0.87
87,2007-03-31,61500,61500,58065,55800,63100,56703,50200,61500,60860,60500,8.85,6.96,0.99,10.02,482947,0.0108,0.0103,0.0162,0.01,4.63,8.08
88,2007-04-30,67100,68000,64030,60400,68000,57470,50200,68000,67120,66000,16.49,16.29,1.67,27.08,467648,0.0121,0.0152,0.016,0.0117,4.88,9.11
89,2007-05-31,68000,69900,67640,65000,69900,58673,50200,69900,68860,68000,19.51,11.66,-0.73,22.3,344075,0.0118,0.0139,0.0141,0.0129,4.56,1.34
90,2007-06-30,65000,70400,67350,63700,70400,59881,54900,66800,65640,65000,7.44,15.04,2.04,18.83,706386,0.0126,0.0163,0.0132,0.0152,4.52,-7.01
91,2007-07-31,69100,72400,70260,68100,72400,60971,54900,72200,70020,68900,2.98,20.59,-2.4,19.97,713026,0.0142,0.0175,0.0133,0.0164,4.76,6.31
92,2007-08-31,71400,71400,67205,62400,72400,61762,54900,71400,69300,67200,5.0,25.48,7.05,26.6,570866,0.0162,0.0204,0.0135,0.0187,4.98,3.33
93,2007-09-30,71500,72400,70515,67900,72400,62747,54900,72200,71220,69700,9.83,18.18,2.58,25.44,534493,0.0171,0.0185,0.0142,0.0189,4.98,5.46
94,2007-10-31,72400,76800,72190,67600,76800,64104,55300,72400,71540,70900,4.78,7.9,5.39,24.4,388754,0.018,0.0213,0.0151,0.0193,5.02,1.26
95,2007-11-30,76800,80900,77045,73500,80900,65729,55300,79400,78660,76800,7.71,12.61,0.13,26.11,405179,0.0191,0.0205,0.016,0.0196,5.02,7.56
