,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-10.0,-10.0
1,2000-01-31,4.78,-1.29,-1.29
2,2000-02-29,5.07,43.17,43.17
3,2000-03-31,5.05,-5.12,-5.12
4,2000-04-30,5.06,15.17,15.17
5,2000-05-31,5.12,-29.66,-29.66
6,2000-06-30,5.16,12.26,12.26
7,2000-07-31,5.13,-14.27,-14.27
8,2000-08-31,5.12,-0.14,-0.14
9,2000-09-30,5.09,-13.15,-13.15
10,2000-10-31,5.37,-15.3,-15.3
11,2000-11-30,5.32,15.16,15.16
12,2000-12-31,6.08,24.33,24.33
13,2001-01-31,5.27,1.43,1.43
14,2001-02-28,5.06,13.24,13.24
15,2001-03-31,4.96,-9.78,-9.78
16,2001-04-30,5.01,8.31,8.31
17,2001-05-31,5.01,6.63,6.63
18,2001-06-30,4.99,19.81,19.81
19,2001-07-31,4.77,-24.65,-24.65
20,2001-08-31,4.54,-11.96,-11.96
21,2001-09-30,4.0,0.56,0.56
22,2001-10-31,4.02,-13.06,-13.06
23,2001-11-30,4.04,9.37,9.37
24,2001-12-31,4.01,1.74,1.74
25,2002-01-31,3.98,2.28,2.28
26,2002-02-28,4.01,7.76,7.76
27,2002-03-31,4.0,5.34,5.34
28,2002-04-30,4.04,-15.8,-15.8
29,2002-05-31,4.28,3.64,3.64
30,2002-06-30,4.26,-7.24,-7.24
31,2002-07-31,4.27,-5.53,-5.53
32,2002-08-31,4.28,2.43,2.43
33,2002-09-30,4.28,-7.11,-7.11
34,2002-10-31,4.28,1.12,1.12
35,2002-11-30,4.28,6.77,6.77
36,2002-12-31,4.52,-16.22,-16.22
37,2003-01-31,4.34,-2.29,-2.29
38,2003-02-28,4.27,-1.98,-1.98
39,2003-03-31,4.27,-8.64,-8.64
40,2003-04-30,4.26,16.47,16.47
41,2003-05-31,4.01,-1.85,-1.85
42,2003-06-30,4.1,6.0,6.0
43,2003-07-31,3.75,-6.15,-6.15
44,2003-08-31,3.72,3.14,3.14
45,2003-09-30,3.77,-5.58,-5.58
46,2003-10-31,3.84,5.56,5.56
47,2003-11-30,3.78,2.99,2.99
48,2003-12-31,3.97,0.85,0.85
49,2004-01-31,3.78,-2.54,-2.54
50,2004-02-29,3.78,-1.72,-1.72
51,2004-03-31,3.74,-0.53,-0.53
52,2004-04-30,3.76,-1.22,-1.22
53,2004-05-31,3.77,-6.16,-6.16
54,2004-06-30,3.78,2.94,2.94
55,2004-07-31,3.77,3.39,3.39
56,2004-08-31,3.52,24.53,24.53
57,2004-09-30,3.55,21.51,21.51
58,2004-10-31,3.53,8.77,8.77
59,2004-11-30,3.26,48.62,48.62
60,2004-12-31,3.29,-1.86,-1.86
61,2005-01-31,3.26,-7.2,-7.2
62,2005-02-28,3.28,97.3,97.3
63,2005-03-31,3.26,-7.31,-7.31
64,2005-04-30,3.29,-10.53,-10.53
65,2005-05-31,3.29,7.43,7.43
66,2005-06-30,3.3,19.43,19.43
67,2005-07-31,3.27,2.05,2.05
68,2005-08-31,3.25,-9.05,-9.05
69,2005-09-30,3.28,4.35,4.35
70,2005-10-31,3.51,8.07,8.07
71,2005-11-30,3.5,-4.21,-4.21
72,2005-12-31,3.76,-10.22,-10.22
73,2006-01-31,3.76,-7.78,-7.78
74,2006-02-28,3.99,2.59,2.59
75,2006-03-31,3.97,5.05,5.05
76,2006-04-30,3.97,2.67,2.67
77,2006-05-31,3.96,28.03,28.03
78,2006-06-30,4.21,-17.16,-17.16
79,2006-07-31,4.22,0.0,0.0
80,2006-08-31,4.49,-1.91,-1.91
81,2006-09-30,4.48,15.25,15.25
82,2006-10-31,4.48,-8.82,-8.82
83,2006-11-30,4.49,15.51,15.51
84,2006-12-31,4.6,-8.8,-8.8
85,2007-01-31,4.61,-13.12,-13.12
86,2007-02-28,4.55,4.83,4.83
87,2007-03-31,4.63,4.07,4.07
88,2007-04-30,4.88,14.32,14.32
89,2007-05-31,4.56,-20.73,-20.73
90,2007-06-30,4.52,4.68,4.68
91,2007-07-31,4.76,1.12,1.12
92,2007-08-31,4.98,-5.52,-5.52
93,2007-09-30,4.98,0.91,0.91
94,2007-10-31,5.02,-24.7,-24.7
95,2007-11-30,5.02,-15.81,-15.81
96,2007-12-31,5.02,-3.6,-3.6
97,2008-01-31,4.96,-27.39,-27.39
98,2008-02-29,4.94,24.65,24.65
99,2008-03-31,4.98,5.62,5.62
100,2008-04-30,4.95,-5.88,-5.88
101,2008-05-31,5.04,-3.64,-3.64
102,2008-06-30,5.01,28.54,28.54
103,2008-07-31,5.03,-3.21,-3.21
104,2008-08-31,5.25,-21.13,-21.13
105,2008-09-30,5.22,1.19,1.19
