,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
53,2004-05-31,3.77,-7.35,5114.784309175295,0.63032,-6.809789730425079e-06,-39.15
54,2004-06-30,3.78,-2.2,7836.051453481253,0.53312,-8.17663189831843e-06,-18.61
55,2004-07-31,3.77,-6.46,2388.768352725046,0.57212,6.111940989254028e-06,7.32
56,2004-08-31,3.52,8.0,4802.368619826584,0.73857,1.2503911517639084e-05,29.11
57,2004-09-30,3.55,4.67,15285.700655883957,0.7855,-4.327296714786343e-06,12.05
58,2004-10-31,3.53,0.61,4876.972485012302,0.75212,2.5074179607072618e-06,-3.67
59,2004-11-30,3.26,5.01,1964.8909710391822,0.70582,1.932378424721211e-06,-6.14
60,2004-12-31,3.29,1.63,3604.499919575358,0.83973,1.4897396659649828e-05,18.96
61,2005-01-31,3.26,5.04,5834.178841479881,1.11233,1.4250140410187372e-05,32.45
62,2005-02-28,3.28,8.09,9272.846740869485,1.78478,1.1291620095049733e-05,57.3
63,2005-03-31,3.26,-4.64,13712.506517935259,1.43417,4.974150044105038e-06,-19.64
64,2005-04-30,3.29,-5.28,3335.2841976909604,0.80521,1.0136229441001643e-05,-16.52
65,2005-05-31,3.29,6.17,1430.4226390943522,0.90044,-4.045970764096074e-06,11.83
66,2005-06-30,3.3,3.68,6718.666033083325,1.13845,-5.0087445735649725e-06,25.86
67,2005-07-31,3.27,11.61,10481.398803406255,1.60418,-9.039198776070862e-07,42.2
68,2005-08-31,3.25,-2.25,5931.764766331499,1.58345,6.169462545534284e-06,-1.29
69,2005-09-30,3.28,12.46,9737.751296780456,1.91467,6.676699568967588e-06,21.71
70,2005-10-31,3.51,-5.53,11466.901966173362,2.05948,7.618691688076618e-06,7.57
71,2005-11-30,3.5,11.5,15448.873677228272,3.49812,1.5934006556177191e-06,76.04
72,2005-12-31,3.76,8.39,12914.697311988775,3.99487,2.9288394591195772e-06,18.77
73,2006-01-31,3.76,1.81,11526.978935502222,3.98973,4.5406358773546025e-06,-0.13
74,2006-02-28,3.99,-1.77,15861.781267854163,3.62234,2.107171882483879e-06,-5.66
75,2006-03-31,3.97,-0.7,6778.723027334852,3.60162,2.432258415433757e-05,-0.57
76,2006-04-30,3.97,6.56,6691.858812718946,2.98547,1.2074568164685553e-05,7.77
77,2006-05-31,3.96,-7.11,7692.762480548966,2.1365,-1.8833449413730054e-05,-28.44
78,2006-06-30,4.21,-2.08,10197.219060933348,2.03289,-1.5049830315898277e-06,-4.85
79,2006-07-31,4.22,0.63,4653.833913029007,1.9611,-2.6843035908061267e-06,-3.53
80,2006-08-31,4.49,4.11,4492.605587475684,2.32777,1.2187668206419018e-05,18.7
81,2006-09-30,4.48,1.87,3858.770229903129,2.16833,-6.6559855174399305e-06,-5.56
82,2006-10-31,4.48,-0.68,2831.108536844543,2.10457,2.3832455943574838e-05,-2.94
83,2006-11-30,4.49,4.59,3874.7001499250373,2.3717,9.364272968485867e-06,15.53
84,2006-12-31,4.6,1.63,5859.669495812661,2.18429,-1.85350405684443e-05,-6.48
85,2007-01-31,4.61,-5.07,2551.3366447851126,1.92917,1.2615815835255593e-05,-11.68
86,2007-02-28,4.55,4.1,8274.464911432464,2.3956,1.8182927995525736e-05,24.17
87,2007-03-31,4.63,2.4,7500.663931287393,2.94561,1.4356082524001878e-05,22.96
88,2007-04-30,4.88,5.84,12037.339656152451,2.09532,2.355211082841478e-06,39.38
89,2007-05-31,4.56,9.02,18232.127483020948,2.64054,-4.868042752622781e-07,26.02
90,2007-06-30,4.52,4.36,38914.60646822859,2.93573,-6.882759889289447e-06,21.07
91,2007-07-31,4.76,10.4,19802.22905495628,3.53959,1.1412205771152509e-06,20.57
92,2007-08-31,4.98,-2.47,7880.903298960797,3.24957,1.0643250456225773e-06,-8.19
93,2007-09-30,4.98,6.38,10701.207435528338,3.27348,8.978457426137071e-06,3.95
94,2007-10-31,5.02,5.35,15022.558929125054,4.07752,5.496047288350584e-06,24.56
95,2007-11-30,5.02,-7.11,20501.898822259005,3.36923,-3.91084362300002e-06,-16.19
96,2007-12-31,5.02,3.61,6680.217318206391,3.08687,-8.1365402375167e-06,-5.98
97,2008-01-31,4.96,-13.88,14633.020241349697,2.51731,4.605301179020626e-06,-18.45
98,2008-02-29,4.94,4.37,6378.935538992831,2.87151,1.6042256053817902e-05,15.38
99,2008-03-31,4.98,0.37,4767.072004784462,2.68485,-3.0112489211694044e-06,-6.5
100,2008-04-30,4.95,7.97,10044.029506754872,1.93621,-1.683602437718742e-05,-17.33
101,2008-05-31,5.04,1.05,3981.621460095376,1.73833,5.4635813163672465e-06,-10.22
102,2008-06-30,5.01,-10.08,4641.0614890199895,1.51425,-1.512910814815682e-06,-12.89
103,2008-07-31,5.03,-4.4,7037.6919714967835,1.51425,2.614929584337642e-06,0.0
104,2008-08-31,5.25,-5.47,5324.581787648115,1.11043,-1.8153855317912606e-05,-21.2
105,2008-09-30,5.22,-1.24,18744.495086882995,1.13465,-1.4121981725926043e-06,2.18
106,2008-10-31,4.14,-20.96,13046.225419008515,1.25381,4.192637121710402e-06,10.5
107,2008-11-30,3.99,6.22,17905.918667240196,1.58241,4.267497104402374e-06,44.66
108,2008-12-31,3.02,4.05,12415.44858679618,1.66455,9.593204152549827e-06,5.19
109,2009-01-31,2.41,3.4,6908.576612389566,1.94556,1.3036512076059565e-05,16.88
110,2009-02-28,1.87,-2.6,5008.383772461776,1.684,-3.524700589600316e-06,-6.93
111,2009-03-31,1.73,13.72,11727.694596494655,1.96286,-2.554672453403993e-06,16.56
112,2009-04-30,1.85,12.09,18702.31507256533,1.83362,-3.003901324514588e-06,22.39
113,2009-05-31,1.96,3.85,15320.817091450077,1.72397,5.847391474385635e-07,-4.77
114,2009-06-30,1.96,0.16,8242.069852796936,1.65755,-2.6103513964587114e-06,-3.85
115,2009-07-31,1.95,13.39,11564.477549089459,1.92327,1.2734430032785982e-05,16.03
116,2009-08-31,1.99,2.21,11832.020310863694,1.68824,-8.142854692279437e-06,-12.22
117,2009-09-30,2.0,5.93,8467.162251428643,1.48466,-6.5328984936981585e-06,-14.24
118,2009-10-31,2.01,-5.89,4348.944857887893,1.49626,1.8869654461346657e-05,0.78
119,2009-11-30,2.01,-1.0,4641.071889692722,1.41186,1.8520596338520918e-05,-5.64
120,2009-12-31,2.01,8.36,4559.863620072427,1.44993,6.8629216891767e-06,2.7
121,2010-01-31,2.0,-4.54,5531.137275684406,1.34292,-8.000580462019927e-07,-10.78
122,2010-02-28,2.01,-3.04,2605.4747977308657,1.46202,2.0812272294710637e-05,2.42
123,2010-03-31,2.0,6.34,4971.942593939347,1.58802,1.2335801548780364e-05,8.62
124,2010-04-30,2.0,2.87,5279.125671598821,1.3706,-2.776010507299275e-06,-6.0
125,2010-05-31,2.0,-5.97,1971.9115590216952,1.34357,1.4625857319327622e-05,-1.97
126,2010-06-30,2.03,3.04,1917.4273238329538,1.31495,6.169040651962443e-07,-1.31
127,2010-07-31,2.28,3.8,2709.7686005307432,1.38491,8.390461997520155e-06,5.32
128,2010-08-31,2.28,-1.06,2355.836520227799,1.37696,1.419220196252605e-05,-0.57
129,2010-09-30,2.27,7.12,2418.2842009744204,1.59957,2.9805162330439296e-05,13.29
130,2010-10-31,2.26,0.29,2156.230670177733,1.80945,2.1938144869305797e-05,9.63
131,2010-11-30,2.51,2.74,2734.953571641654,1.74903,5.819318758625695e-06,-3.34
132,2010-12-31,2.51,8.63,4000.3320485996974,1.84761,3.145491914694449e-05,5.64
133,2011-01-31,2.75,0.71,4604.192497226103,1.96209,6.0504589337920935e-06,6.2
134,2011-02-28,2.76,-6.14,3462.3475718912896,1.69815,1.0050329971768809e-06,-14.97
135,2011-03-31,2.99,8.78,1954.1070321734992,1.88895,1.2570467784319039e-05,11.24
136,2011-04-30,3.02,5.9,2388.9783502720834,1.75791,5.392566799220639e-06,11.11
137,2011-05-31,3.03,-2.63,2816.6798574869213,1.46676,-1.619556258607821e-06,-16.56
138,2011-06-30,3.28,-2.68,1731.3402890274992,1.54092,1.402608769614411e-05,10.43
139,2011-07-31,3.27,0.91,1300.201606354311,1.60959,9.992835406520684e-06,4.83
140,2011-08-31,3.27,-12.61,2345.802201795672,1.65903,6.706418500248714e-06,3.07
141,2011-09-30,3.28,-4.85,1678.599794501273,1.56564,2.659940292809378e-06,-3.39
