,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,6622.24776545463,0.65005,5.539329371033044e-06,-10.81,-10.81,0.0585,-10.81,11.18
1,2000-01-31,4.78,-8.41,10255.442449660315,0.57067,1.3131588239973748e-05,-11.82,-11.82,0.0634,-11.82,-8.41
2,2000-02-29,5.07,-13.36,5046.294185224461,0.50007,-1.519284202566674e-05,-11.15,-11.15,0.0556,-11.15,-13.36
3,2000-03-31,5.05,4.71,3171.6130244053134,0.50007,9.938491543002236e-06,0.0,0.0,0.0233,0.0,4.71
4,2000-04-30,5.06,-17.96,9483.412576524071,0.62755,-2.514354499916844e-06,24.51,24.51,0.0559,24.51,-17.96
5,2000-05-31,5.12,1.68,11500.349537499169,0.40301,-1.044146713419542e-06,-35.78,-35.78,0.0429,-35.78,1.68
6,2000-06-30,5.16,12.61,4563.283962217901,0.39026,-4.6017591816798315e-07,1.02,1.02,0.0399,1.02,12.61
7,2000-07-31,5.13,-14.44,2992.5925925925926,0.38829,3.3316000870920426e-05,-0.5,-0.5,0.0251,-0.5,-14.44
8,2000-08-31,5.12,-3.14,1760.8056076930072,0.42164,2.8943352787707265e-05,8.59,8.59,0.0272,8.59,-3.14
9,2000-09-30,5.09,-17.36,1205.6039301934968,0.46772,3.220543673475904e-05,10.16,10.16,0.0272,10.16,-17.36
10,2000-10-31,5.37,-16.2,1194.8868677717537,0.48046,3.0065131056842046e-05,2.73,2.73,0.0308,2.73,-16.2
11,2000-11-30,5.32,-0.81,495.51803043316625,0.55892,4.494374755441725e-05,14.46,14.46,0.0333,14.46,-0.81
12,2000-12-31,6.08,-4.36,5107.134389722198,0.46086,9.388229979422622e-05,-7.48,-7.48,0.0609,-7.48,-4.36
13,2001-01-31,5.27,23.09,219.12266381988152,0.41352,2.987602110089701e-05,-10.43,-10.43,0.0383,-10.43,23.09
14,2001-02-28,5.06,-7.49,184.14277251184834,0.40075,4.504026277776169e-08,-1.21,-1.21,0.0193,-1.21,-7.49
15,2001-03-31,4.96,-9.68,1496.2545171313614,0.38305,-8.424797765059502e-05,-4.41,-4.41,0.031,-4.41,-9.68
16,2001-04-30,5.01,11.19,1622.9848484848485,0.38208,5.1199726571049516e-05,-0.26,-0.26,0.0432,-0.26,11.19
17,2001-05-31,5.01,5.02,516.4461886213311,0.40172,3.35300890961874e-05,5.14,5.14,0.0109,5.14,5.02
18,2001-06-30,4.99,-7.17,348.04298304578384,0.46262,3.367419911919608e-05,12.41,12.41,0.0186,12.41,-7.17
19,2001-07-31,4.77,-8.5,192.68897306710525,0.43219,2.456007415472442e-05,-6.58,-6.58,0.02,-6.58,-8.5
20,2001-08-31,4.54,0.66,181.45598268514982,0.43021,1.8052918708399306e-05,-0.45,-0.45,0.0204,-0.45,0.66
21,2001-09-30,4.0,-17.28,165.24847721067002,0.37323,2.5306705577897877e-05,-13.64,-13.64,0.0426,-13.64,-17.28
22,2001-10-31,4.02,12.78,182.428098489551,0.40272,1.086114497972609e-05,7.89,7.89,0.0156,7.89,12.78
23,2001-11-30,4.04,20.45,339.8995448272315,0.36737,-3.1937814057750804e-05,-8.78,-8.78,0.0139,-8.78,20.45
24,2001-12-31,4.01,10.41,4412.119481102743,0.37816,-1.4645684347866581e-05,3.49,3.49,0.0176,3.49,10.41
25,2002-01-31,3.98,6.92,5716.509123173455,0.41038,-1.5450972648044957e-06,16.36,16.36,0.036,16.36,6.92
26,2002-02-28,4.01,10.36,6990.679536710743,0.39206,-3.319878036002756e-06,10.03,10.03,0.0402,10.03,10.36
27,2002-03-31,4.0,8.98,8706.188132595853,0.40672,-3.881463692001796e-06,3.74,3.74,0.0199,3.74,8.98
28,2002-04-30,4.04,-4.87,5817.104361631683,0.33071,-8.7553392768912e-06,-18.69,-18.69,0.0238,-18.69,-4.87
29,2002-05-31,4.28,-5.25,695.756127808579,0.32977,3.456717281465576e-05,-0.28,-0.28,0.0135,-0.28,-5.25
