,Date,riskfree,activity,MA1M,actualreturn
120,2009-12-31,2.01,4.3323816445542595e-06,4.8,4.8
121,2010-01-31,2.0,3.1674252682027625e-06,8.14,8.14
122,2010-02-28,2.01,2.0340496563076304e-05,15.97,15.97
123,2010-03-31,2.0,3.3390532317544618e-06,-2.2,-2.2
124,2010-04-30,2.0,-5.879453344207747e-06,-10.66,-10.66
125,2010-05-31,2.0,8.155341947671902e-06,0.0,0.0
126,2010-06-30,2.03,2.225963377863822e-06,8.31,8.31
127,2010-07-31,2.28,-3.6206146009875287e-06,-2.7,-2.7
128,2010-08-31,2.28,-1.2138918496868205e-05,-13.86,-13.86
129,2010-09-30,2.27,-8.036145747326133e-07,8.23,8.23
130,2010-10-31,2.26,1.3872290386380948e-06,4.09,4.09
131,2010-11-30,2.51,-4.549375252646923e-07,-11.79,-11.79
132,2010-12-31,2.51,3.2077684983517096e-05,2.23,2.23
133,2011-01-31,2.75,-5.680096863612533e-06,-10.17,-10.17
134,2011-02-28,2.76,1.057884618864138e-05,-0.53,-0.53
135,2011-03-31,2.99,-1.306112964458834e-05,-12.43,-12.43
136,2011-04-30,3.02,-1.5344582275335892e-05,-9.01,-9.01
137,2011-05-31,3.03,2.5095029761768506e-05,16.38,16.38
138,2011-06-30,3.28,1.652179289157727e-05,16.71,16.71
139,2011-07-31,3.27,1.705779745702669e-05,21.93,21.93
140,2011-08-31,3.27,3.6439188799959476e-06,-4.5,-4.5
141,2011-09-30,3.28,-5.149262696370831e-06,-7.54,-7.54
142,2011-10-31,3.26,-2.973877077307032e-06,-4.08,-4.08
143,2011-11-30,3.27,-1.3201294131991613e-05,-10.29,-10.29
144,2011-12-31,3.29,1.0974252702299839e-06,-1.36,-1.36
145,2012-01-31,3.27,2.1169877624954782e-05,9.34,9.34
146,2012-02-29,3.26,1.082014717700855e-05,-3.35,-3.35
147,2012-03-31,3.24,1.118064237845949e-05,16.53,16.53
148,2012-04-30,3.26,1.4139030645297499e-05,8.7,8.7
149,2012-05-31,3.27,3.830730807369059e-06,-4.0,-4.0
150,2012-06-30,3.26,-5.4613305188945825e-06,5.83,5.83
151,2012-07-31,3.02,4.6497141057901e-06,2.75,2.75
152,2012-08-31,3.01,1.5940254594550153e-06,18.97,18.97
153,2012-09-30,3.01,-2.862468606894282e-06,6.92,6.92
154,2012-10-31,2.75,-1.9720654127059707e-08,4.6,4.6
155,2012-11-30,2.77,2.9975121775288756e-06,0.98,0.98
156,2012-12-31,2.77,-1.849683621074212e-06,-4.82,-4.82
157,2013-01-31,2.76,7.67451050357546e-06,7.33,7.33
158,2013-02-28,2.76,-1.2836707925209968e-05,-6.57,-6.57
159,2013-03-31,2.75,1.9574929147541268e-05,16.4,16.4
160,2013-04-30,2.78,3.806242896270761e-06,5.88,5.88
161,2013-05-31,2.5,-1.3161107914875503e-06,8.19,8.19
162,2013-06-30,2.5,-1.6501642615560123e-06,-8.88,-8.88
163,2013-07-31,2.53,-6.3381061202761655e-06,-9.6,-9.6
164,2013-08-31,2.51,4.211271355245772e-06,-3.01,-3.01
165,2013-09-30,2.5,8.798470890463766e-06,7.45,7.45
166,2013-10-31,2.52,1.201216101908603e-05,11.85,11.85
167,2013-11-30,2.5,7.355117408781759e-07,5.09,5.09
168,2013-12-31,2.52,2.19936523781242e-06,0.37,0.37
169,2014-01-31,2.51,-1.4697785675631727e-06,5.6,5.6
170,2014-02-28,2.49,-3.203129744359157e-06,8.91,8.91
171,2014-03-31,2.49,-5.360509815541797e-06,-0.57,-0.57
172,2014-04-30,2.5,-8.245202903220889e-06,-4.65,-4.65
173,2014-05-31,2.49,-3.5232415173309135e-06,-4.41,-4.41
174,2014-06-30,2.49,2.472401886797468e-07,1.09,1.09
175,2014-07-31,2.49,-3.0668574757897416e-06,3.0,3.0
176,2014-08-31,2.24,-8.538910908934112e-07,13.28,13.28
177,2014-09-30,2.24,-8.99551753007274e-06,-7.19,-7.19
178,2014-10-31,1.97,-1.2052082630407223e-06,-8.82,-8.82
179,2014-11-30,1.99,4.507470313763532e-06,0.13,0.13
180,2014-12-31,2.03,-5.579875262434327e-06,-14.68,-14.68
181,2015-01-31,2.0,1.19517106685935e-05,24.34,24.34
182,2015-02-28,1.99,-3.089187368166025e-06,-14.3,-14.3
183,2015-03-31,1.74,2.2097760935911875e-06,8.92,8.92
184,2015-04-30,1.74,3.3995319952182617e-06,6.93,6.93
185,2015-05-31,1.74,5.335032181172293e-06,3.75,3.75
186,2015-06-30,1.5,-2.3831908823440233e-05,-25.06,-25.06
187,2015-07-31,1.5,-6.406692829588358e-06,-3.22,-3.22
188,2015-08-31,1.52,1.1182915704137473e-06,3.99,3.99
189,2015-09-30,1.49,1.0980429997387025e-05,9.2,9.2
190,2015-10-31,1.5,1.004898851956426e-06,-4.36,-4.36
191,2015-11-30,1.5,-1.4405829440679666e-05,-25.0,-25.0
192,2015-12-31,1.52,5.882521316400182e-06,1.47,1.47
193,2016-01-31,1.5,-1.991017455768088e-06,-5.97,-5.97
