,Date,riskfree,activity,MA1M,actualreturn
46,2003-10-31,3.84,-8.650154024819468e-06,-16.04,-16.04
47,2003-11-30,3.78,5.780465103083618e-06,2.69,2.69
48,2003-12-31,3.97,-6.938203132392804e-06,-11.61,-11.61
49,2004-01-31,3.78,-4.043988458060139e-06,8.9,8.9
50,2004-02-29,3.78,1.99904523536179e-06,-2.27,-2.27
51,2004-03-31,3.74,2.4842995054382374e-06,3.41,3.41
52,2004-04-30,3.76,1.8271203244197686e-06,-6.4,-6.4
53,2004-05-31,3.77,-4.691037107990457e-06,-20.23,-20.23
54,2004-06-30,3.78,-2.6711484242081986e-06,-18.18,-18.18
55,2004-07-31,3.77,-6.927274255105098e-06,-34.86,-34.86
56,2004-08-31,3.52,-1.834623158766531e-06,19.73,19.73
57,2004-09-30,3.55,-6.462694396753981e-06,-10.51,-10.51
58,2004-10-31,3.53,-1.06193815996442e-06,-9.29,-9.29
59,2004-11-30,3.26,2.991737861296274e-07,12.97,12.97
60,2004-12-31,3.29,-1.6386440163946492e-06,-1.21,-1.21
61,2005-01-31,3.26,-1.3903984029424806e-06,22.63,22.63
62,2005-02-28,3.28,1.5072923888858005e-06,14.14,14.14
63,2005-03-31,3.26,-1.5599408328502915e-07,-3.98,-3.98
64,2005-04-30,3.29,-4.3109950187473256e-06,-10.19,-10.19
65,2005-05-31,3.29,-1.6684786395779258e-06,6.86,6.86
66,2005-06-30,3.3,2.6971576879461804e-06,-5.49,-5.49
67,2005-07-31,3.27,-1.8517288881590526e-07,-2.62,-2.62
68,2005-08-31,3.25,3.456153060976489e-08,-10.51,-10.51
69,2005-09-30,3.28,1.2519494229176913e-06,6.27,6.27
70,2005-10-31,3.51,1.3013705747041465e-06,1.12,1.12
71,2005-11-30,3.5,-1.9395605188333495e-07,-6.42,-6.42
72,2005-12-31,3.76,-3.1647485065073096e-06,-2.69,-2.69
73,2006-01-31,3.76,-8.059000895174412e-07,-4.92,-4.92
74,2006-02-28,3.99,2.5798529676209753e-06,11.4,11.4
75,2006-03-31,3.97,-2.1186252916978733e-06,-11.7,-11.7
76,2006-04-30,3.97,2.1118600150829474e-06,2.67,2.67
77,2006-05-31,3.96,-3.105610780966954e-06,-23.7,-23.7
78,2006-06-30,4.21,-9.445642657815536e-07,-14.89,-14.89
79,2006-07-31,4.22,7.091406892913517e-07,-3.0,-3.0
80,2006-08-31,4.49,-3.2979476513441935e-06,31.44,31.44
81,2006-09-30,4.48,7.373609950987318e-07,32.82,32.82
82,2006-10-31,4.48,2.5218641508124454e-07,-24.43,-24.43
83,2006-11-30,4.49,3.706879879092063e-08,-34.71,-34.71
84,2006-12-31,4.6,-7.907109544733222e-07,-51.35,-51.35
85,2007-01-31,4.61,2.2078183505310188e-07,34.44,34.44
86,2007-02-28,4.55,-1.2488070706923908e-07,-25.86,-25.86
