,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,125000,162000,134100,115000,177500,114296,52100,125000,119700,115000,-0.2199360341151386,-20.63,-11.35,2.46,93.8,1276105,0.0359,0.0436,0.0356,0.035,4.79,-11.35
1,2000-01-31,133000,149500,139300,127500,177500,120436,52100,133000,130300,127500,-0.06091532450964758,-7.64,-10.14,2.7,125.42,224236,0.0379,0.0455,0.0369,0.0419,4.78,6.4
2,2000-02-29,111500,134000,116140,99800,177500,124486,54500,117000,112400,110000,-0.26068376068376065,-28.06,-30.75,8.25,107.64,456456,0.0413,0.0495,0.0389,0.0459,5.07,-15.53
3,2000-03-31,106500,119000,106825,100000,177500,128550,69600,108500,105400,102000,-0.26353276353276356,-14.8,-21.98,-1.39,56.16,325792,0.0408,0.0451,0.0404,0.0421,5.05,-4.48
4,2000-04-30,86800,110000,99525,85000,177500,129959,85000,93000,88300,85000,4.356234096692112,-34.24,-39.72,-10.05,-7.86,275378,0.0415,0.0276,0.0396,0.0413,5.06,-14.9
5,2000-05-31,85000,98100,90205,80000,177500,130281,80000,87200,84040,80000,2.1628753412192903,-23.77,-44.81,-3.41,-10.99,317227,0.0405,0.0295,0.0399,0.0347,5.12,-2.07
6,2000-06-30,94600,116000,98875,91000,177500,128077,80000,96700,95140,93000,0.4138933764135703,-12.81,-24.32,1.28,-30.95,327231,0.0416,0.0583,0.04,0.0407,5.16,13.29
7,2000-07-31,88000,93500,87205,81000,177500,122788,80000,88000,83600,81500,-0.0340404538727183,1.38,-33.83,8.64,-40.54,265535,0.0399,0.0174,0.0385,0.0386,5.13,-6.98
8,2000-08-31,82000,86100,83080,80800,177500,117196,80000,85000,84000,82000,0.07338877338877338,-3.53,-26.46,0.0,-48.1,194953,0.0353,0.0179,0.0381,0.0355,5.12,-6.82
9,2000-09-30,83000,86000,82410,75100,162000,110816,75100,86000,84100,80300,0.29548532731376975,-13.09,-21.7,5.06,-44.3,758064,0.0328,0.0312,0.0371,0.0228,5.09,-1.89
10,2000-10-31,66100,79400,67625,58000,162000,104389,58000,66100,63940,62600,0.4600739371534196,-24.89,-23.85,9.26,-54.1,433568,0.0348,0.0376,0.038,0.0305,5.37,-20.36
11,2000-11-30,72800,73900,71020,67800,162000,97727,58000,72800,71780,70000,0.24502180921676467,-12.92,-12.81,7.37,-52.73,265624,0.0341,0.0224,0.0375,0.0335,5.32,13.93
12,2000-12-31,76500,81500,77530,71600,149500,93586,58000,78500,77060,76200,0.28330614464382814,-10.42,-17.74,-2.55,-36.78,280175,0.0276,0.0244,0.0363,0.0319,6.08,9.29
13,2001-01-31,97000,99000,90510,76500,134000,89356,58000,99000,95600,87100,-1.727004063538973,46.75,10.23,-0.41,-27.07,318814,0.034,0.0497,0.037,0.0361,5.27,26.8
14,2001-02-28,101000,101000,96175,92000,119000,87693,58000,101000,98800,97000,-4.358811040339703,41.06,19.1,4.12,-9.42,353209,0.0336,0.0171,0.0345,0.0336,5.06,3.59
15,2001-03-31,90000,104000,94185,89500,116000,86604,58000,91500,90980,90000,-1.035190615835777,17.65,8.43,0.0,-17.05,174170,0.0324,0.0206,0.0326,0.0331,4.96,-10.89
16,2001-04-30,98000,98000,90900,85000,116000,85979,58000,98000,94740,91300,0.969767441860465,12.51,53.36,8.17,12.9,187993,0.0296,0.0239,0.0322,0.0209,5.01,8.89
17,2001-05-31,104500,118000,105435,96000,118000,87358,58000,108000,106900,104500,0.15126416739319964,3.47,43.54,-5.0,22.94,265589,0.0298,0.0312,0.0323,0.026,5.01,6.63
18,2001-06-30,104000,105000,100480,97400,118000,87524,58000,104000,100020,98000,1.5910112359550561,14.16,35.95,2.97,8.9,179699,0.0301,0.0256,0.0287,0.0267,4.99,-3.7
19,2001-07-31,88200,104000,95225,84900,118000,88223,58000,88200,86300,84900,-43.47826086956522,-10.0,-9.07,-0.34,0.23,235028,0.0233,0.0195,0.0289,0.0258,4.77,-15.19
20,2001-08-31,90500,95100,90820,86000,118000,88887,58000,95100,93680,90500,-1.2921890067502413,-13.4,-10.4,-2.69,10.37,146825,0.0233,0.0172,0.0289,0.0214,4.54,2.61
21,2001-09-30,80700,95000,84300,74000,118000,88967,58000,80700,76740,75200,2.971380471380471,-17.65,-11.61,9.05,-5.94,217050,0.0265,0.0374,0.0294,0.026,4.0,-15.14
22,2001-10-31,89000,89000,85435,81500,118000,90496,67800,89000,87840,86700,0.026270207852193996,0.91,-9.18,2.89,34.64,134288,0.0261,0.0204,0.0277,0.0264,4.02,10.29
23,2001-11-30,107000,114500,102545,90200,118000,93216,72100,114500,109200,105000,0.3048105576841209,14.32,-0.93,-6.14,46.98,370198,0.0261,0.0309,0.0279,0.03,4.04,22.29
24,2001-12-31,122000,127000,114775,107000,127000,95930,74000,122000,116000,112000,0.8604572965702758,51.18,24.49,6.55,59.48,219237,0.0286,0.0387,0.0291,0.0297,4.01,16.19
25,2002-01-31,128500,135000,126000,117500,135000,98904,74000,135000,130300,126500,1.3668001231906377,44.38,45.69,-4.1,32.47,211390,0.0298,0.0305,0.0266,0.0332,3.98,5.33
26,2002-02-28,146500,160000,137725,123000,160000,101919,74000,160000,153000,146500,0.8772475027746949,39.52,54.05,1.03,45.05,395105,0.0345,0.047,0.0294,0.0384,4.01,12.26
27,2002-03-31,139000,151000,142700,135500,160000,105814,74000,144000,140000,138000,0.26492963103841766,13.93,72.24,-4.14,52.58,331084,0.0324,0.0232,0.0294,0.0348,4.0,-5.12
28,2002-04-30,128500,147500,136375,121500,160000,109711,74000,129000,125300,121500,0.05077120822622108,1.58,46.86,-3.02,31.12,271325,0.0337,0.03,0.0299,0.0346,4.04,-7.55
29,2002-05-31,139500,141500,134325,122500,160000,112303,74000,141500,140100,139500,-0.1427291728874291,-4.78,30.37,-0.36,33.49,266746,0.0326,0.023,0.0293,0.0252,4.28,8.56
30,2002-06-30,133500,154000,144050,133500,160000,115596,74000,145000,138500,133500,-0.09000552181115405,-3.26,9.43,-7.61,36.22,321290,0.0302,0.0235,0.0294,0.0255,4.26,-4.64
31,2002-07-31,117000,139000,130125,113500,160000,118613,74000,121500,116900,113500,-0.27411944869831545,-8.95,-8.95,-7.14,32.65,481925,0.0299,0.0278,0.0297,0.0247,4.27,-12.36
32,2002-08-31,108000,117000,111075,105500,160000,120373,74000,113500,110600,108000,-1.5390117035110533,-23.67,-26.28,-4.85,15.38,274243,0.025,0.0231,0.0302,0.0248,4.28,-5.68
33,2002-09-30,106500,120000,112000,101000,160000,122776,81500,106500,104700,101000,-0.6324679386925243,-20.22,-23.38,-3.18,31.97,383347,0.0257,0.0307,0.0295,0.0272,4.28,-1.39
34,2002-10-31,114500,117000,111025,103500,160000,124751,89000,115500,114600,113500,-0.07469458987783596,-2.14,-10.89,-2.14,28.65,195999,0.0255,0.0255,0.0297,0.0255,4.28,7.51
