,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,18500,21100,19263,16700,24500,18049,10000,18500,17920,16700,-2.63,-9.83,-1.3,-3.14,108.82,339094,0.0436,0.0522,0.0501,0.0415,4.79,-2.63
1,2000-01-31,14600,17600,14718,12150,24500,18221,11200,14600,13480,12150,-19.78,-20.21,-35.05,11.88,36.02,289708,0.0403,0.0451,0.0475,0.0429,4.78,-19.78
2,2000-02-29,12000,15200,13130,11200,24500,18220,11200,12300,12080,12000,-15.49,-32.98,-44.46,7.14,6.34,169140,0.0414,0.0433,0.0469,0.0465,5.07,-15.49
3,2000-03-31,14200,14200,12928,11800,24500,18185,11200,14200,13310,12300,18.33,-21.98,-25.23,16.39,6.74,456104,0.0414,0.0361,0.0471,0.0426,5.05,18.33
4,2000-04-30,14000,14950,13828,12700,24500,17980,11200,14600,14150,14000,5.26,-1.41,-23.49,-6.35,-23.32,233422,0.0416,0.041,0.0462,0.0405,5.06,5.26
5,2000-05-31,8200,13650,10616,7500,24500,17383,7500,8400,7908,7500,-41.43,-31.67,-55.43,7.19,-38.78,438436,0.0475,0.0612,0.0471,0.0489,5.12,-41.43
6,2000-06-30,8450,9130,8128,7100,24500,16570,7100,8700,8326,7910,8.33,-38.77,-53.57,7.92,-52.28,408038,0.0458,0.0413,0.0442,0.049,5.16,8.33
7,2000-07-31,8050,9790,8577,7770,24400,15510,7100,8090,8062,8000,-4.73,-42.5,-44.86,3.6,-64.19,127404,0.0443,0.0346,0.0428,0.0479,5.13,-4.73
8,2000-08-31,10450,10450,9266,7900,23500,14365,7100,10450,10340,10200,29.81,27.44,-12.92,8.29,-50.04,308554,0.0428,0.0341,0.042,0.0359,5.12,29.81
9,2000-09-30,8850,11000,9284,7600,23000,13387,7100,8990,8634,8100,-14.08,1.72,-31.66,16.45,-55.13,257278,0.0463,0.0572,0.0441,0.0434,5.09,-14.08
10,2000-10-31,9290,9290,8404,7500,22000,12360,7100,9290,8860,8500,4.97,15.4,-33.64,7.4,-49.23,416382,0.0464,0.0375,0.044,0.0446,5.37,4.97
11,2000-11-30,8140,10100,9017,8050,21100,11352,7100,8800,8392,8140,-12.38,-22.11,4.36,1.12,-55.75,128616,0.0404,0.0327,0.0441,0.0445,5.32,-12.38
12,2000-12-31,7100,8450,8129,7100,18500,10526,7100,8200,7682,7100,-15.38,-16.47,-10.24,-12.45,-59.68,179678,0.039,0.0258,0.0431,0.0343,6.08,-15.38
13,2001-01-31,9450,9700,8636,7100,15200,9974,7100,9700,9544,9400,39.18,6.37,22.75,-2.58,-32.32,243040,0.0405,0.041,0.0425,0.0375,5.27,39.18
14,2001-02-28,11700,11950,10898,9250,14950,9788,7100,11800,11540,11200,23.16,45.64,18.78,-2.09,1.95,119270,0.0404,0.0338,0.0418,0.0359,5.06,23.16
15,2001-03-31,12300,12900,11893,11000,14950,9713,7100,12900,12580,12300,5.13,81.15,45.33,-2.77,-6.8,122418,0.0356,0.0329,0.0413,0.0359,4.96,5.13
16,2001-04-30,11600,11900,11050,10050,13650,9500,7100,11600,11210,10900,-5.69,23.4,30.57,-2.52,-13.36,192406,0.0356,0.0392,0.0413,0.0353,5.01,-5.69
17,2001-05-31,15850,16100,13680,11900,16100,9770,7100,16100,15240,14500,36.64,35.47,103.61,8.19,102.12,536058,0.0344,0.0292,0.0377,0.0342,5.01,36.64
18,2001-06-30,15000,15200,14298,12400,16100,10279,7100,15000,14450,14050,-1.64,20.0,120.91,7.14,80.29,205926,0.0349,0.0346,0.0372,0.0338,4.99,-1.64
19,2001-07-31,12500,14100,13463,12500,16100,10705,7100,13000,12770,12500,-16.67,7.76,32.28,-1.57,62.37,90680,0.0335,0.0277,0.037,0.0323,4.77,-16.67
20,2001-08-31,13250,14500,13615,12850,16100,11106,7100,14350,13740,13250,6.0,-16.4,13.25,-6.69,32.58,123412,0.0327,0.0262,0.0365,0.0305,4.54,6.0
21,2001-09-30,10400,13000,11400,10100,16100,11263,7100,11000,10430,10100,-25.98,-29.01,-16.13,-9.57,24.57,118656,0.0338,0.0422,0.0348,0.033,4.0,-25.98
22,2001-10-31,11450,11650,11228,10600,16100,11516,7100,11650,11410,11100,10.1,-8.4,-1.29,-1.72,28.88,100226,0.0328,0.03,0.0342,0.0336,4.02,10.1
23,2001-11-30,14900,14900,12828,11300,16100,11841,7100,14900,14420,14000,34.23,11.19,-7.45,9.56,91.4,427858,0.0334,0.0318,0.0339,0.0361,4.04,34.23
24,2001-12-31,13950,15300,13638,12700,16100,12233,7200,13950,13120,12700,3.22,38.94,-1.36,12.45,112.82,201580,0.0334,0.0386,0.0345,0.0323,4.01,3.22
25,2002-01-31,16400,17600,16120,14900,17600,12830,9250,17600,16920,16300,17.56,48.37,35.9,-4.65,79.77,480480,0.0356,0.0425,0.0343,0.0375,3.98,17.56
26,2002-02-28,18750,18750,17413,16000,18750,13313,10050,18750,18170,17750,9.33,38.73,38.24,2.46,66.0,248511,0.0353,0.0244,0.0337,0.035,4.01,9.33
27,2002-03-31,20900,20900,19008,18150,20900,13893,10050,20900,19460,18700,11.47,49.82,108.17,10.0,73.2,635210,0.0317,0.0232,0.033,0.0311,4.0,11.47
28,2002-04-30,17900,21000,19513,17700,21000,14615,10100,19700,18900,17900,-14.35,9.82,67.04,-10.95,59.84,198910,0.0331,0.0362,0.0328,0.0287,4.04,-14.35
29,2002-05-31,14450,18800,16975,14450,21000,14943,10100,15400,14960,14450,-19.27,-22.93,0.46,-8.54,-5.56,295487,0.0325,0.0175,0.0327,0.0299,4.28,-19.27
30,2002-06-30,14400,16700,15425,14200,21000,15038,10100,15450,14740,14200,-4.0,-27.64,3.23,-6.49,1.82,181522,0.0313,0.0308,0.0324,0.0314,4.26,-4.0
31,2002-07-31,12250,16100,14535,12000,21000,15124,10100,14100,12790,12000,-14.93,-31.56,-25.3,-14.63,1.51,423150,0.0311,0.0422,0.0335,0.0318,4.27,-14.93
32,2002-08-31,13100,13100,12358,10500,21000,15016,10100,13100,12790,12550,5.65,-12.37,-30.13,1.16,1.27,89628,0.0335,0.0382,0.0342,0.037,4.28,5.65
33,2002-09-30,12400,14500,13295,12250,21000,15179,10500,12700,12400,12250,-5.34,-13.89,-40.67,-4.62,23.51,166952,0.0339,0.0281,0.033,0.0362,4.28,-5.34
34,2002-10-31,12100,12900,11893,10350,21000,15211,10350,12900,12540,12100,-2.42,-1.22,-32.4,-2.42,9.47,178837,0.0324,0.0335,0.0331,0.0309,4.28,-2.42
35,2002-11-30,13700,13700,12145,11050,21000,15172,10350,13700,12990,12200,6.2,9.16,-8.67,12.3,-0.06,374748,0.033,0.0273,0.0327,0.0295,4.28,6.2
36,2002-12-31,12900,14800,13833,12900,21000,15194,10350,14500,13490,12900,-2.58,7.63,-7.32,-7.95,-4.33,231632,0.0318,0.0236,0.0316,0.0279,4.52,-2.58
37,2003-01-31,10900,12850,11860,10750,21000,14847,10350,11300,11020,10750,-15.5,-7.94,-9.05,-4.8,-30.81,142343,0.028,0.0241,0.0299,0.025,4.34,-15.5
38,2003-02-28,10700,11650,11040,10650,21000,14344,10350,11200,10910,10700,-5.31,-16.13,-12.83,-2.73,-40.96,98422,0.0262,0.0216,0.0298,0.0225,4.27,-5.31
39,2003-03-31,9640,11500,9958,8980,21000,13597,8980,11500,10408,9640,-9.91,-25.27,-19.57,-7.75,-52.28,186369,0.0319,0.053,0.0325,0.0354,4.27,-9.91
40,2003-04-30,11350,11950,10891,9240,19400,12840,8980,11350,10900,10600,12.94,4.13,-4.14,4.13,-34.4,284455,0.0333,0.0409,0.033,0.0404,4.26,12.94
41,2003-05-31,14350,15050,13080,10700,16700,12485,8980,15050,14600,14000,26.43,34.11,8.37,-1.03,-0.69,324459,0.0369,0.0466,0.0348,0.0468,4.01,26.43
42,2003-06-30,12900,14300,13600,12900,16100,12347,8980,13600,13210,12900,-10.1,28.36,0.0,-3.73,-7.32,241445,0.0374,0.026,0.0345,0.0388,4.1,-10.1
43,2003-07-31,12800,12800,12300,11400,15050,12165,8980,12800,12460,11850,-0.78,12.78,17.43,8.47,8.11,328909,0.0373,0.0252,0.033,0.034,3.75,-0.78
44,2003-08-31,13100,13500,12585,11550,15050,12187,8980,13100,12920,12700,3.97,-6.43,22.43,-0.76,8.0,219178,0.0373,0.0251,0.0321,0.0246,3.72,3.97
45,2003-09-30,10800,13700,12225,10800,15050,12093,8980,11400,10950,10800,-17.56,-16.28,7.46,-5.26,-9.89,201438,0.0326,0.0241,0.0319,0.0245,3.77,-17.56
46,2003-10-31,10900,11800,11228,10800,15050,12028,8980,11300,11080,10900,0.93,-14.84,-3.96,-1.36,-6.8,355054,0.0293,0.0204,0.0312,0.0238,3.84,0.93
47,2003-11-30,12150,12900,11883,11050,15050,12015,8980,12150,11930,11700,7.52,-5.08,-17.91,2.1,-4.77,246564,0.025,0.0309,0.0315,0.0263,3.78,7.52
48,2003-12-31,14200,14300,13415,12200,15050,11982,8980,14200,13830,13600,20.87,35.98,13.84,5.65,13.84,175115,0.0254,0.0241,0.0316,0.0255,3.97,20.87
49,2004-01-31,11900,14200,12955,11900,15050,12053,8980,12450,12210,11900,-16.2,12.91,-1.93,-7.03,12.91,340633,0.0251,0.0248,0.0315,0.0262,3.78,-16.2
50,2004-02-29,10800,12050,11265,10750,15050,12066,8980,11100,10920,10750,-12.2,-6.14,-14.74,-3.57,2.47,241623,0.0245,0.0206,0.0315,0.0229,3.78,-12.2
51,2004-03-31,9960,11600,10710,9940,15050,12129,9240,10150,10050,9940,-7.78,-29.86,-4.62,-4.23,6.86,307562,0.0235,0.0197,0.0283,0.0203,3.74,-7.78
52,2004-04-30,10050,11350,10500,10000,15050,12119,9940,11200,10630,10050,-0.99,-15.55,-4.64,-10.67,-8.42,287775,0.0251,0.0301,0.0272,0.024,3.76,-0.99
53,2004-05-31,8600,10300,8913,8000,14300,11781,8000,8680,8422,8080,-14.43,-20.37,-26.8,3.74,-38.02,137389,0.0266,0.0381,0.026,0.03,3.77,-14.43
54,2004-06-30,9130,9250,8755,8260,14300,11359,8000,9130,9008,8810,5.18,-10.05,-35.7,2.58,-26.8,99070,0.0273,0.0301,0.0262,0.0329,3.78,5.18
55,2004-07-31,9530,9840,9230,8850,14300,11085,8000,9780,9624,9500,4.38,-5.17,-19.92,-3.15,-21.47,128193,0.0274,0.0222,0.0261,0.0302,3.77,4.38
56,2004-08-31,9350,9450,9104,8650,14300,10780,8000,9450,9354,9270,-1.89,8.72,-13.43,-0.64,-26.18,82935,0.0271,0.0167,0.0257,0.024,3.52,-1.89
57,2004-09-30,11700,11700,10412,9350,14300,10648,8000,11700,11360,11000,26.21,28.15,15.27,2.63,12.04,547413,0.0275,0.0195,0.0256,0.0215,3.55,26.21
58,2004-10-31,13600,14000,12815,11800,14300,10779,8000,13600,13330,13100,16.24,40.79,33.33,-2.86,25.58,199366,0.0273,0.0362,0.0268,0.0255,3.53,16.24
59,2004-11-30,11300,12100,11208,10450,14300,10742,8000,11300,10910,10450,-16.91,21.9,30.18,2.73,-3.81,292983,0.0285,0.0348,0.0274,0.0323,3.26,-16.91
