,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,6200,10000,7559,6200,57500,19127,4350,7200,6650,6200,-6.77,13.76,-8.23,-8.69,95.77,1325934,0.0583,0.0796,0.048,0.0589,4.79,-6.77
1,2000-01-31,5450,6460,5626,5050,57500,15872,4350,5450,5348,5050,-12.1,-1.27,-37.26,5.83,76.88,413418,0.0557,0.0537,0.0491,0.0633,4.78,-12.1
2,2000-02-29,6500,6790,6079,5510,57500,13381,4350,6790,6212,5910,19.93,0.15,-3.42,13.04,126.17,1398752,0.0553,0.0569,0.0509,0.0636,5.07,19.93
3,2000-03-31,5010,7500,5847,5010,57500,10107,4350,5770,5286,5010,-22.92,-19.19,-1.96,-12.72,49.1,473526,0.0568,0.0446,0.0534,0.0557,5.05,-22.92
4,2000-04-30,3375,5050,4104,3310,12500,6977,3310,3780,3563,3310,-38.07,-37.73,-39.19,-14.99,-32.46,215946,0.0598,0.0526,0.0543,0.0564,5.06,-38.07
5,2000-05-31,2910,3910,3141,2510,12500,6623,2510,2910,2781,2580,-13.78,-55.23,-53.88,15.94,-45.73,421702,0.0629,0.0748,0.0565,0.0618,5.12,-13.78
6,2000-06-30,2870,3230,2813,2530,12500,6131,2510,3000,2845,2650,-1.03,-43.17,-53.71,12.55,-56.13,387750,0.0579,0.0509,0.0573,0.0602,5.16,-1.03
7,2000-07-31,2720,3560,3138,2720,12500,5519,2510,2950,2847,2720,-5.23,-19.41,-50.09,-10.82,-68.69,386150,0.0592,0.063,0.0571,0.0626,5.13,-5.23
8,2000-08-31,2800,3030,2850,2620,10000,4930,2510,2970,2890,2800,2.94,-3.78,-56.92,-1.75,-57.32,313578,0.0545,0.0313,0.0552,0.0481,5.12,2.94
9,2000-09-30,2430,2930,2601,2215,10000,4675,2215,2440,2400,2340,-18.18,-15.77,-52.82,9.71,-51.59,233140,0.0535,0.0394,0.0554,0.0462,5.09,-18.18
10,2000-10-31,2410,2720,2501,2295,10000,4452,2215,2640,2528,2380,-0.82,-11.4,-28.59,-10.91,-56.34,541656,0.0513,0.0409,0.0553,0.0367,5.37,-0.82
11,2000-11-30,2245,2510,2408,2245,10000,4050,2215,2420,2336,2245,-5.67,-23.38,-22.59,-4.26,-64.42,155174,0.0408,0.0174,0.0531,0.0336,5.32,-5.67
12,2000-12-31,2085,2450,2316,1960,7500,3658,1960,2430,2207,1960,-12.21,-11.65,-21.32,-14.2,-70.0,562014,0.0407,0.0428,0.0502,0.0349,6.08,-12.21
13,2001-01-31,2300,2300,2153,1980,7500,3354,1960,2300,2254,2200,16.16,0.5,-10.96,0.0,-55.56,556706,0.0344,0.0324,0.0485,0.034,5.27,16.16
14,2001-02-28,2400,2510,2267,2120,7500,3036,1960,2510,2440,2350,9.09,8.0,-12.85,-0.41,-62.78,883726,0.034,0.0281,0.0463,0.0343,5.06,9.09
15,2001-03-31,1965,2245,2077,1965,5010,2690,1960,2035,2011,1965,-18.13,-0.76,-14.85,-2.48,-59.03,175248,0.0315,0.0173,0.0439,0.028,4.96,-18.13
16,2001-04-30,1960,2035,1914,1805,3910,2518,1805,1960,1944,1930,-0.25,-12.11,-13.28,-1.01,-38.85,203854,0.0284,0.0226,0.0414,0.0249,5.01,-0.25
17,2001-05-31,2295,2320,2131,1970,3560,2431,1805,2320,2258,2210,17.09,-4.38,7.65,2.23,-16.95,395994,0.0287,0.0184,0.0359,0.02,5.01,17.09
18,2001-06-30,2310,2400,2263,2150,3560,2386,1805,2310,2257,2190,3.36,15.5,16.67,-1.28,-15.68,265662,0.0248,0.0227,0.0335,0.0203,4.99,3.36
19,2001-07-31,2165,2440,2221,2085,3030,2308,1805,2165,2122,2085,-6.28,10.46,-5.87,1.41,-16.18,112594,0.0235,0.026,0.0295,0.0232,4.77,-6.28
20,2001-08-31,1990,2320,2208,1990,2850,2250,1805,2320,2196,1990,-8.08,-13.29,-17.08,-11.56,-25.16,593440,0.0231,0.029,0.0291,0.0259,4.54,-8.08
21,2001-09-30,1785,2100,1865,1680,2720,2196,1680,1785,1746,1730,-22.73,-20.67,-11.63,5.62,-22.65,160742,0.029,0.0487,0.0301,0.0352,4.0,-22.73
22,2001-10-31,2120,2160,2010,1780,2510,2153,1680,2140,2092,2040,18.77,-2.08,8.16,5.21,-7.37,298750,0.0305,0.0289,0.0292,0.0366,4.02,18.77
23,2001-11-30,2170,2365,2208,2110,2510,2134,1680,2320,2212,2150,1.4,0.93,-6.47,-5.65,1.79,356234,0.0306,0.0223,0.0295,0.035,4.04,1.4
24,2001-12-31,2090,2300,2159,2000,2510,2123,1680,2090,2041,2000,-2.79,17.09,-7.11,4.5,5.56,204920,0.0305,0.0221,0.0276,0.0246,4.01,-2.79
25,2002-01-31,2735,2735,2172,2040,2735,2125,1680,2735,2437,2270,30.86,29.01,26.33,27.8,18.91,1215456,0.0339,0.0433,0.029,0.0311,3.98,30.86
26,2002-02-28,2675,2940,2644,2380,2940,2151,1680,2940,2785,2675,11.46,24.42,15.8,-3.78,11.46,794593,0.0359,0.0535,0.0304,0.037,4.01,11.46
27,2002-03-31,3320,3320,2827,2540,3320,2211,1680,3320,3216,3105,24.11,58.85,85.99,22.96,66.0,1989318,0.0343,0.0411,0.0317,0.0419,4.0,24.11
28,2002-04-30,2540,3400,3044,2520,3400,2307,1680,2750,2604,2520,-23.49,6.72,18.69,-12.41,29.59,395884,0.0384,0.0441,0.0342,0.0486,4.04,-23.49
29,2002-05-31,2165,2540,2364,2150,3400,2331,1680,2240,2196,2165,-14.76,-19.07,-0.23,-5.04,-5.66,146580,0.0426,0.0507,0.0367,0.0477,4.28,-14.76
30,2002-06-30,2000,2200,2070,1870,3400,2316,1680,2000,1955,1870,-10.71,-38.18,-4.31,-2.91,-11.11,117406,0.0432,0.0281,0.0371,0.0416,4.26,-10.71
31,2002-07-31,1980,2400,2114,1965,3400,2306,1680,2060,2001,1965,-1.0,-22.05,-27.61,-5.71,-8.55,311981,0.0455,0.0466,0.0386,0.0423,4.27,-1.0
32,2002-08-31,2020,2090,2004,1920,3400,2288,1680,2050,2037,2020,0.0,-7.55,-24.49,-1.46,-6.05,152002,0.0405,0.0149,0.0383,0.0322,4.28,0.0
33,2002-09-30,1735,2280,2039,1735,3400,2303,1735,1915,1839,1735,-14.11,-13.25,-47.74,-11.25,-2.8,177870,0.0373,0.0349,0.0369,0.0342,4.28,-14.11
34,2002-10-31,1690,1800,1725,1640,3400,2276,1640,1735,1698,1670,-2.59,-14.65,-33.46,-1.74,-20.28,187400,0.0352,0.0269,0.0366,0.0265,4.28,-2.59
35,2002-11-30,1745,1765,1684,1615,3400,2231,1615,1765,1738,1710,1.75,-13.83,-20.32,4.18,-19.59,571671,0.0295,0.0184,0.0364,0.0247,4.28,1.75
36,2002-12-31,1460,1815,1702,1460,3400,2196,1460,1665,1587,1460,-16.33,-15.85,-27.0,-12.31,-30.14,170871,0.0295,0.0256,0.0367,0.0239,4.52,-16.33
37,2003-01-31,1195,1570,1406,1180,3400,2133,1180,1305,1224,1180,-18.15,-28.44,-40.84,-14.34,-49.79,165215,0.0252,0.023,0.0366,0.0241,4.34,-18.15
38,2003-02-28,1250,1525,1285,1195,3400,2025,1180,1395,1317,1250,2.46,-29.18,-38.73,-9.75,-53.27,321173,0.0307,0.05,0.036,0.0358,4.27,2.46
39,2003-03-31,1125,1280,1126,1010,3400,1884,1010,1175,1146,1125,-10.0,-22.95,-35.16,-8.16,-66.11,91356,0.0342,0.0475,0.0363,0.0416,4.27,-10.0
40,2003-04-30,1195,1350,1261,1140,2605,1730,1010,1240,1190,1140,1.7,0.0,-28.44,-5.91,-52.95,120307,0.0353,0.0344,0.0348,0.0434,4.26,1.7
41,2003-05-31,1380,1395,1274,1195,2400,1638,1010,1395,1364,1330,15.48,10.4,-20.92,3.76,-36.84,612098,0.0358,0.0235,0.0326,0.036,4.01,15.48
