,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
0,1999-12-31,4.79,11.18,13740.557124351444,0.4693,-2.2804239223475526e-05,-30.77
1,2000-01-31,4.78,-8.41,10354.379859878694,0.59004,1.406684532381176e-05,25.79
2,2000-02-29,5.07,-13.36,13477.788809123771,0.45798,-8.128484260092608e-06,-20.9
3,2000-03-31,5.05,4.71,15436.032087746567,0.43345,-5.024191521694797e-06,-5.35
4,2000-04-30,5.06,-17.96,12016.811903695794,0.2697,-2.104349479022042e-05,-44.83
5,2000-05-31,5.12,1.68,12263.290568407232,0.28541,-3.526544700939653e-06,5.69
6,2000-06-30,5.16,12.61,12798.89201183432,0.32512,1.7645778584296388e-06,17.3
7,2000-07-31,5.13,-14.44,11478.308611407674,0.27537,3.44457154364657e-06,-15.32
8,2000-08-31,5.12,-3.14,3292.663842323435,0.27494,-7.831306189495943e-06,-0.27
9,2000-09-30,5.09,-17.36,16242.852930803414,0.33341,2.9991927523670177e-06,19.81
10,2000-10-31,5.37,-16.2,8494.333295296057,0.26184,4.120006629653895e-06,-21.37
11,2000-11-30,5.32,-0.81,5481.900367384987,0.24832,9.353281833203683e-06,-6.49
12,2000-12-31,6.08,-4.36,4828.295693181124,0.24308,-3.5654540082091714e-06,-7.56
13,2001-01-31,5.27,23.09,19632.512178338657,0.30679,3.0149069397042316e-07,26.39
14,2001-02-28,5.06,-7.49,8524.660531794096,0.33734,2.6720913256378548e-06,13.92
15,2001-03-31,4.96,-9.68,9876.247641560818,0.31858,1.8717564564814627e-05,-5.56
16,2001-04-30,5.01,11.19,2714.9862954503365,0.25427,1.1804439661671244e-05,-2.59
17,2001-05-31,5.01,5.02,9441.156338683193,0.40233,1.972619075384428e-05,58.21
18,2001-06-30,4.99,-7.17,17967.47630097433,0.46992,6.36220097801245e-06,23.89
19,2001-07-31,4.77,-8.5,9790.79350063847,0.43309,5.642514786125203e-06,-7.84
20,2001-08-31,4.54,0.66,5887.956983003295,0.42093,2.4829762874379383e-06,-2.84
21,2001-09-30,4.0,-17.28,5532.657612036209,0.46062,5.786835940849731e-06,-1.96
22,2001-10-31,4.02,12.78,10687.701572501268,0.58043,-9.711363631381619e-08,26.0
23,2001-11-30,4.04,20.45,15663.096525861216,0.77569,3.975463183986774e-06,44.29
24,2001-12-31,4.01,10.41,11022.277598900448,0.81718,-2.5216847650536884e-06,11.3
25,2002-01-31,3.98,6.92,13252.152082916115,0.91517,-3.1430971054220935e-06,12.03
26,2002-02-28,4.01,10.36,14775.172232427794,0.96738,-7.510150551399023e-06,1.29
27,2002-03-31,4.0,8.98,16703.129011256722,1.25706,-7.348857711492351e-07,29.94
28,2002-04-30,4.04,-4.87,13265.560074227842,1.0847,7.346528540383775e-06,0.89
29,2002-05-31,4.28,-5.25,5230.932849421609,1.05595,1.0064309853156032e-05,-2.65
30,2002-06-30,4.26,-12.73,6104.348693208016,0.8639,-7.348749944016665e-07,-21.25
31,2002-07-31,4.27,-3.77,6420.752682838303,0.80764,8.077764269774177e-06,-6.51
32,2002-08-31,4.28,1.76,4101.2325765042015,0.84739,-1.8029185983426035e-06,5.46
33,2002-09-30,4.28,-12.08,5788.84716194789,0.67186,3.865799369730343e-06,-20.71
34,2002-10-31,4.28,2.13,24257.74709234539,0.61161,1.1490987009218834e-06,-8.98
35,2002-11-30,4.28,8.38,11737.681262426677,0.69388,-9.214639421588672e-07,3.05
36,2002-12-31,4.52,-13.23,8998.984980506784,0.52935,-4.2578552697746107e-07,-23.72
37,2003-01-31,4.34,-5.82,5813.003566971564,0.50183,-6.957917185979658e-06,-5.18
38,2003-02-28,4.27,-3.15,4324.204983987856,0.54434,1.215886112782067e-05,12.15
39,2003-03-31,4.27,-6.59,8781.858895527303,0.54158,-1.4125914711457059e-06,-0.5
40,2003-04-30,4.26,12.34,11585.787330548752,0.60409,-4.211198933407222e-06,22.91
41,2003-05-31,4.01,5.34,8066.76121084855,0.70694,8.989149858212516e-06,17.03
42,2003-06-30,4.1,6.13,10266.32902641285,0.67427,6.795730952528762e-06,-4.62
43,2003-07-31,3.75,7.08,8271.308399663985,0.62704,2.773397844254688e-06,-7.0
44,2003-08-31,3.72,5.24,12871.091463771358,0.73339,5.950262190458743e-06,13.06
45,2003-09-30,3.77,-8.24,5994.45251835844,0.6076,-2.8869594869331095e-06,-17.16
46,2003-10-31,3.84,13.28,7115.227403378966,0.71422,1.2518795640880645e-05,17.53
47,2003-11-30,3.78,3.06,10025.756370196179,0.91748,4.700415850073536e-06,36.09
48,2003-12-31,3.97,1.54,5076.298455077023,0.95608,3.747583095746546e-06,4.22
49,2004-01-31,3.78,5.4,8340.914914590967,1.22978,1.6711609820203046e-05,28.61
50,2004-02-29,3.78,2.57,6288.030975826993,1.08942,-3.92326943594075e-06,-7.6
51,2004-03-31,3.74,0.05,6571.024520748326,1.13018,7.341927722031016e-06,3.75
52,2004-04-30,3.76,-3.09,5601.025322621471,0.93869,-2.6597594632786738e-06,-9.56
53,2004-05-31,3.77,-7.35,4293.76308627029,1.03093,2.4654142032923645e-05,9.83
54,2004-06-30,3.78,-2.2,3916.2925371655924,0.98029,6.159681934646985e-06,-1.96
55,2004-07-31,3.77,-6.46,2120.12080803779,0.91563,2.0126092562355185e-06,-6.59
56,2004-08-31,3.52,8.0,5083.685975446745,0.88329,-1.862408109239073e-05,-3.53
57,2004-09-30,3.55,4.67,3574.731013059042,0.91111,3.700461011833639e-06,4.5
58,2004-10-31,3.53,0.61,3606.6871099056593,0.86725,-1.1761292841764548e-05,-6.93
59,2004-11-30,3.26,5.01,4469.284880931336,0.96876,1.7172255411438944e-06,11.7
60,2004-12-31,3.29,1.63,4377.290087707451,1.08281,1.5182764152816608e-05,11.79
61,2005-01-31,3.26,5.04,4834.6611673575535,1.10487,-9.875070255181893e-06,2.02
62,2005-02-28,3.28,8.09,4860.122530822334,1.26854,-5.45651735357878e-06,17.27
63,2005-03-31,3.26,-4.64,4055.824164774674,1.27556,3.3898095016655152e-06,0.55
64,2005-04-30,3.29,-5.28,3244.26490741218,1.17851,2.3800030256176365e-06,-3.54
65,2005-05-31,3.29,6.17,2425.6404322779586,1.20013,7.988418974212424e-06,1.83
66,2005-06-30,3.3,3.68,4060.2929114098115,1.40551,6.249885971092888e-06,16.91
67,2005-07-31,3.27,11.61,5140.616814906075,1.41209,-7.966170421584456e-06,2.51
68,2005-08-31,3.25,-2.25,4568.200116658825,1.53547,4.581575499163303e-06,8.73
69,2005-09-30,3.28,12.46,8936.888506721698,2.07596,-1.288580875358035e-06,45.68
70,2005-10-31,3.51,-5.53,6275.182140559033,1.96786,-5.756730235292866e-06,-5.21
71,2005-11-30,3.5,11.5,8370.534938591818,2.24892,-1.9805362243114037e-06,22.35
72,2005-12-31,3.76,8.39,8337.942807405565,2.29216,-3.07717736420335e-06,0.47
73,2006-01-31,3.76,1.81,8772.451011446126,2.17325,-1.5846605906551355e-06,-5.19
74,2006-02-28,3.99,-1.77,4902.161259417128,2.31378,1.0624336198089896e-05,6.47
75,2006-03-31,3.97,-0.7,4716.4121962730305,2.31542,1.8125379502519563e-06,0.07
76,2006-04-30,3.97,6.56,7313.176424583332,2.30908,3.4179625111536062e-06,16.67
77,2006-05-31,3.96,-7.11,5867.147452817582,2.45194,8.02442207597326e-06,6.19
78,2006-06-30,4.21,-2.08,6109.830545327239,2.17627,-1.5182953682583527e-06,-11.25
79,2006-07-31,4.22,0.63,2791.9239880064843,2.2476,1.3352317076277259e-05,3.29
80,2006-08-31,4.49,4.11,2089.2244800566264,2.32942,3.0539452135695006e-06,3.64
81,2006-09-30,4.48,1.87,3263.052089618308,2.39068,7.941540207738755e-06,6.36
82,2006-10-31,4.48,-0.68,2709.6887563660766,2.17627,-8.276323225352814e-06,-8.97
83,2006-11-30,4.49,4.59,3702.6690773653772,2.21697,-9.43540619850773e-06,1.88
84,2006-12-31,4.6,1.63,3804.880303069143,2.59503,-7.4184478682555714e-06,20.38
85,2007-01-31,4.61,-5.07,2896.478381506877,2.51342,-8.720022508565307e-06,-3.15
86,2007-02-28,4.55,4.1,3618.968643672168,2.67686,7.660976719155334e-06,8.26
87,2007-03-31,4.63,2.4,3671.9248787508077,2.52349,-7.949315804876363e-06,-5.73
88,2007-04-30,4.88,5.84,4041.1188329662577,2.35193,-8.398913714843172e-06,-3.24
89,2007-05-31,4.56,9.02,6367.530695544903,2.38143,-2.0197111115507007e-05,1.26
90,2007-06-30,4.52,4.36,9212.486913159186,2.84398,9.29090047599686e-06,27.31
91,2007-07-31,4.76,10.4,5156.33124618825,2.73566,-1.0329122606378437e-05,-3.81
92,2007-08-31,4.98,-2.47,6166.998730199241,2.50934,-1.1731794114845354e-05,-8.27
93,2007-09-30,4.98,6.38,3231.4938535079286,2.54875,1.4572025677727912e-05,3.19
94,2007-10-31,5.02,5.35,10638.654149639977,3.1293,2.041179840358653e-06,22.78
95,2007-11-30,5.02,-7.11,5665.9168984997805,2.58794,-1.789926791873858e-06,-15.71
96,2007-12-31,5.02,3.61,5826.192541468269,2.57825,-6.72292379216441e-06,-7.09
97,2008-01-31,4.96,-13.88,7998.7503345692985,2.1353,-6.806240305381952e-06,-17.18
98,2008-02-29,4.94,4.37,6497.6998857713315,1.92879,-1.7223609210492966e-05,-7.11
99,2008-03-31,4.98,0.37,4848.960497173312,2.02404,6.482955783969067e-06,4.94
100,2008-04-30,4.95,7.97,6718.674598734848,1.65897,-4.606470347791037e-06,-1.47
101,2008-05-31,5.04,1.05,10841.028914181717,1.79941,1.1168803098258396e-05,8.46
102,2008-06-30,5.01,-10.08,5729.725779735864,1.98914,1.737489487896489e-05,10.55
103,2008-07-31,5.03,-4.4,4252.648341917965,1.98098,4.69469170413037e-06,-0.41
104,2008-08-31,5.25,-5.47,6929.716171985308,1.65897,-4.788920847265929e-06,-20.87
105,2008-09-30,5.22,-1.24,6250.163606926872,1.52705,2.0299882613862992e-07,-7.96
106,2008-10-31,4.14,-20.96,5916.746768594276,1.16373,1.9363832552800973e-07,-23.78
107,2008-11-30,3.99,6.22,6805.098777967221,1.47914,6.9479781439552425e-06,28.0
108,2008-12-31,3.02,4.05,5215.839610302206,1.78292,6.08887033573945e-06,20.54
109,2009-01-31,2.41,3.4,4715.945771523405,1.56159,-8.112573227606854e-06,-12.41
110,2009-02-28,1.87,-2.6,5628.115384438664,1.60291,7.3230814958496136e-06,-4.33
111,2009-03-31,1.73,13.72,7288.706869312526,1.74976,3.5170490741141024e-06,9.17
112,2009-04-30,1.85,12.09,5488.862959417287,1.76102,5.281052730354251e-08,15.61
113,2009-05-31,1.96,3.85,5920.186067891672,1.76102,4.435856949973896e-06,3.04
114,2009-06-30,1.96,0.16,6789.732571621672,1.75368,-1.0252720099640202e-06,-0.42
115,2009-07-31,1.95,13.39,5434.126036566266,1.74618,-6.584335982937507e-06,-0.42
116,2009-08-31,1.99,2.21,8617.251491006558,1.68679,-4.622839258058924e-06,-3.4
117,2009-09-30,2.0,5.93,6998.328146784378,1.76102,-6.374162721340985e-07,3.49
118,2009-10-31,2.01,-5.89,6859.223720632359,1.60506,-4.914360259173463e-06,-8.86
119,2009-11-30,2.01,-1.0,5357.462971600758,1.38066,-1.6002088406828665e-05,-13.98
120,2009-12-31,2.01,8.36,3625.714923970829,1.46536,1.4305282939201257e-06,6.14
121,2010-01-31,2.0,-4.54,6238.63920885828,1.50099,6.1253173717446835e-06,2.96
122,2010-02-28,2.01,-3.04,5477.474241047939,1.56037,1.8088690555375676e-05,4.48
123,2010-03-31,2.0,6.34,3169.993228667456,1.50771,-1.0532370176749795e-05,-3.38
124,2010-04-30,2.0,2.87,4443.867326314854,0.9071,-4.873374929153297e-06,-4.88
125,2010-05-31,2.0,-5.97,2381.1159011176824,0.82802,-1.5381044965145208e-05,-8.72
126,2010-06-30,2.03,3.04,3166.5451631593546,0.89687,8.613152461934117e-06,8.31
127,2010-07-31,2.28,3.8,3926.2649055126103,1.08859,1.9257791300590068e-05,21.37
128,2010-08-31,2.28,-1.06,2166.7693207429647,1.00016,1.147057272957526e-06,-8.12
129,2010-09-30,2.27,7.12,3364.2282850167126,1.056,8.770815890439593e-06,6.07
130,2010-10-31,2.26,0.29,4254.982981298284,1.17693,3.65651157677918e-06,12.44
131,2010-11-30,2.51,2.74,3215.210139738662,1.09322,-5.121912171146536e-06,-7.11
132,2010-12-31,2.51,8.63,3211.5284759740453,1.09785,-1.1767982266156472e-05,0.43
133,2011-01-31,2.75,0.71,4135.154746358826,1.13507,8.33282383085209e-06,3.39
134,2011-02-28,2.76,-6.14,3150.495497832048,1.06535,-1.0656367867390185e-05,-6.53
135,2011-03-31,2.99,8.78,3324.8941736651673,1.19091,6.8620461821303335e-06,11.79
136,2011-04-30,3.02,5.9,2636.0336867865726,1.1045,4.296199163205497e-06,-1.6
137,2011-05-31,3.03,-2.63,1820.0113145031296,1.1314,1.2040808594015058e-05,2.44
138,2011-06-30,3.28,-2.68,3517.8686430168596,1.25258,4.6520770362446214e-06,9.84
139,2011-07-31,3.27,0.91,2186.94586546294,1.18529,-1.1965576240707924e-06,-1.12
140,2011-08-31,3.27,-12.61,3860.474528768012,1.30647,8.681244526710224e-06,10.23
141,2011-09-30,3.28,-4.85,3325.317348886558,1.23015,2.870408213384774e-06,-5.19
142,2011-10-31,3.26,8.45,3210.3781434147836,1.35142,1.169090840773783e-06,9.85
