,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,33400,36300,32465,28850,59000,45703,28850,33400,30270,28850,-20.57,-36.38,5.03,-30.56,5194,0.0356,0.046,0.0333,0.047,4.79,-13.25
1,2000-01-31,26700,30600,26705,23500,59000,44054,23500,26700,24620,23500,-30.74,-46.71,11.25,-40.4,23558,0.0372,0.0332,0.0333,0.0485,4.78,-20.06
2,2000-02-29,25500,30400,26133,23950,59000,42713,23500,26700,25850,25400,-32.0,-49.1,4.08,-40.7,10378,0.04,0.0389,0.0336,0.0393,5.07,2.41
3,2000-03-31,30000,31000,28910,26150,59000,41528,23500,30450,30230,30000,-10.18,-24.05,1.01,-30.39,9794,0.0406,0.0269,0.0336,0.0319,5.05,17.65
4,2000-04-30,28900,30600,28683,24500,59000,40171,23500,30100,29220,28500,16.06,-26.46,-0.34,-42.77,10788,0.0451,0.054,0.0364,0.0415,5.06,-4.78
5,2000-05-31,20100,29300,24955,20000,58000,37959,20000,23400,21700,20100,-21.18,-45.68,-2.9,-58.81,5832,0.0439,0.0564,0.0385,0.0484,5.12,-30.45
6,2000-06-30,22000,27400,23355,21450,58000,35515,20000,23600,22750,22000,-26.67,-34.13,2.56,-59.18,21530,0.0465,0.0519,0.0412,0.0573,5.16,-5.98
7,2000-07-31,21000,24200,22543,20850,53600,32748,20000,21400,21060,20900,-27.34,-21.35,0.72,-58.08,11174,0.0461,0.0247,0.0414,0.0504,5.13,-4.55
8,2000-08-31,24000,24400,23153,21100,50100,30241,20000,24400,24040,23800,19.4,-5.88,1.27,-51.9,7388,0.0442,0.02,0.0419,0.0318,5.12,14.29
9,2000-09-30,23200,24350,23593,22800,46300,28474,20000,23400,23160,23000,5.45,-23.56,1.75,-43.41,2240,0.0433,0.015,0.0418,0.0221,5.09,-4.92
10,2000-10-31,22400,23400,22648,21050,46300,27029,20000,22550,22470,22400,6.67,-22.49,0.0,-41.89,2250,0.0388,0.0247,0.0418,0.0201,5.37,-3.45
11,2000-11-30,23250,25200,23113,22300,36300,25430,20000,25200,24020,23250,-3.93,-0.64,-5.49,-37.16,6966,0.0271,0.0249,0.0383,0.0217,5.32,3.79
12,2000-12-31,23950,24300,23583,22800,33400,24769,20000,23950,23230,22800,4.13,1.91,2.57,-16.98,6470,0.022,0.0206,0.0377,0.0221,6.08,0.0
13,2001-01-31,23150,23950,23370,22900,31000,24441,20000,23350,23170,22900,3.35,10.24,-0.86,-13.3,3992,0.0202,0.0142,0.0355,0.0182,5.27,-3.34
14,2001-02-28,27300,32000,25338,22900,32000,24374,20000,31600,28620,26200,13.75,14.71,-14.69,2.25,21496,0.0286,0.056,0.0374,0.0355,5.06,19.21
15,2001-03-31,24000,25300,24668,24000,32000,24036,20000,24600,24270,24000,0.21,3.45,-2.83,-20.0,3726,0.0293,0.0157,0.0369,0.0352,4.96,-12.09
16,2001-04-30,23950,23950,23255,22600,32000,23610,20000,23950,23530,23200,3.46,6.92,1.27,-17.13,6754,0.0282,0.0153,0.0338,0.0357,5.01,-0.21
17,2001-05-31,28600,28600,25458,23800,32000,23654,20850,28600,27440,26850,4.76,23.01,6.72,42.29,5912,0.0277,0.0189,0.0299,0.0163,5.01,19.42
18,2001-06-30,27850,28700,27793,26850,32000,24014,20850,28100,27850,27600,14.61,16.28,-0.36,26.59,5138,0.0273,0.013,0.0246,0.0162,4.99,2.39
19,2001-07-31,28300,28500,27690,27000,32000,24464,21050,28300,27520,27100,18.16,22.25,4.81,34.76,950,0.0275,0.0134,0.0239,0.0158,4.77,1.62
20,2001-08-31,27100,28400,27495,27000,32000,24870,21050,27300,27160,27050,-5.24,-0.73,-1.45,12.92,16138,0.0141,0.0099,0.023,0.0118,4.54,-4.24
21,2001-09-30,30000,30000,28198,27000,32000,25232,21050,30000,28670,27600,7.14,23.46,5.26,29.31,716,0.0165,0.026,0.0237,0.0178,4.0,9.89
22,2001-10-31,30500,32800,31410,30000,32800,25967,22300,31700,31040,30500,7.77,27.35,-2.24,36.16,1064,0.0173,0.0171,0.0232,0.0188,4.02,1.67
23,2001-11-30,33900,34000,32113,30650,34000,26773,22600,34000,33700,33200,24.86,22.6,1.19,45.81,3130,0.0155,0.0118,0.0224,0.0191,4.04,10.42
24,2001-12-31,33500,33900,33120,32500,34000,27481,22600,33500,32940,32500,11.67,19.64,3.08,39.87,2254,0.0158,0.0112,0.0221,0.0137,4.01,0.9
25,2002-01-31,35900,37000,36128,33000,37000,28544,22600,37000,35500,33000,17.7,26.86,-2.97,55.08,1714,0.0193,0.0307,0.0233,0.0199,3.98,7.16
26,2002-02-28,37300,37400,35925,33000,37400,29330,22600,37300,36900,36500,12.35,36.63,3.61,36.63,4830,0.0202,0.0328,0.0181,0.0215,4.01,1.91
27,2002-03-31,49500,51000,45858,39450,51000,31047,22600,49500,49220,49000,47.76,65.0,-2.37,103.7,2270,0.0212,0.0285,0.0191,0.0265,4.0,32.71
28,2002-04-30,4600,59400,49663,4600,59400,33294,4600,59400,37570,4600,31.43,49.84,-17.56,92.07,103738,0.0276,0.047,0.0228,0.0346,4.04,-7.07
29,2002-05-31,3900,4410,4196,3850,59400,31407,3850,3940,3896,3850,4.56,15.04,-3.7,36.36,38116,0.0287,0.0186,0.023,0.0339,4.28,-15.22
30,2002-06-30,3750,4140,3880,3380,59400,29665,3380,3900,3666,3380,-23.94,11.94,-3.85,33.93,9170,0.0319,0.0363,0.0249,0.0358,4.26,-3.1
31,2002-07-31,3450,3990,3661,3350,59400,27602,3350,3470,3430,3400,-25.0,-3.9,-0.58,21.91,11316,0.0318,0.0295,0.026,0.0291,4.27,-8.0
32,2002-08-31,3855,3855,3607,3325,59400,25536,3325,3855,3803,3740,-1.66,3.35,2.12,41.99,49136,0.0312,0.0157,0.0263,0.0286,4.28,12.39
33,2002-09-30,4025,4145,3977,3810,59400,23536,3325,4145,4074,4025,7.33,-18.69,0.63,34.17,67506,0.03,0.0207,0.026,0.0214,4.28,4.41
34,2002-10-31,3655,4300,3766,3570,59400,21121,3325,3690,3666,3650,5.94,-20.54,-1.08,19.84,18954,0.0255,0.0248,0.0265,0.0215,4.28,-9.19
35,2002-11-30,3960,3960,3774,3620,59400,18710,3325,3960,3898,3850,3.13,0.51,2.86,16.81,18748,0.0249,0.0148,0.0266,0.0212,4.28,7.32
36,2002-12-31,3895,4100,3997,3895,59400,16383,3325,4100,3999,3895,-3.23,3.87,-2.63,16.27,28126,0.0206,0.0169,0.0269,0.0192,4.52,-1.64
37,2003-01-31,3625,4000,3805,3625,59400,13617,3325,3745,3668,3625,-0.82,5.69,-3.46,3.57,3618,0.0201,0.0236,0.0264,0.0188,4.34,-6.93
38,2003-02-28,3600,3710,3621,3510,59400,11157,3325,3610,3589,3530,-7.22,-3.74,-1.91,-3.49,4904,0.0204,0.0187,0.0263,0.0197,4.27,-1.37
39,2003-03-31,3300,3530,3365,3230,59400,7685,3230,3445,3339,3300,-15.28,-18.01,-3.51,-33.33,67932,0.0217,0.0311,0.0261,0.024,4.27,-8.33
40,2003-04-30,3480,3650,3568,3450,4600,3769,3230,3530,3491,3470,-4.0,-4.79,-1.42,-24.35,4630,0.021,0.017,0.0232,0.0231,4.26,4.19
41,2003-05-31,3895,3895,3652,3470,4300,3720,3230,3895,3854,3740,8.19,-1.64,5.56,-0.64,35824,0.0211,0.0147,0.0229,0.0224,4.01,11.93
42,2003-06-30,4190,4190,3881,3730,4300,3721,3230,4190,4032,3820,25.45,7.57,8.55,11.73,242088,0.0213,0.0206,0.0213,0.0174,4.1,7.57
43,2003-07-31,3900,4200,3959,3740,4300,3749,3230,3900,3835,3740,12.07,7.59,0.65,13.04,19594,0.0215,0.0231,0.0206,0.0199,3.75,-6.92
44,2003-08-31,3840,3970,3858,3730,4300,3771,3230,3970,3899,3840,-1.41,6.67,-3.15,0.0,14492,0.0207,0.0127,0.0203,0.0192,3.72,-1.54
45,2003-09-30,3710,3875,3759,3595,4300,3753,3230,3780,3712,3630,-11.46,11.08,-1.46,-7.83,14759,0.0188,0.0226,0.0205,0.0197,3.77,-3.39
46,2003-10-31,3470,3750,3619,3470,4200,3737,3230,3590,3530,3470,-11.03,-0.29,-0.86,-5.06,38868,0.0187,0.0164,0.0197,0.0175,3.84,-6.47
47,2003-11-30,3700,3950,3699,3570,4200,3732,3230,3700,3646,3575,-3.65,-4.64,-0.13,-4.64,30436,0.0215,0.0311,0.0211,0.0239,3.78,3.93
48,2003-12-31,3625,3880,3743,3590,4200,3712,3230,3800,3706,3590,-2.29,-13.48,-4.61,-6.93,35756,0.0212,0.019,0.0213,0.023,3.97,-2.03
49,2004-01-31,3510,4090,3792,3510,4200,3711,3230,3660,3592,3510,-2.23,-8.47,-3.44,-3.17,117394,0.0216,0.026,0.0214,0.0256,3.78,-3.17
50,2004-02-29,3825,3825,3560,3440,4200,3706,3230,3825,3700,3640,3.66,-2.3,6.25,5.96,73772,0.0227,0.0206,0.0215,0.0215,3.78,4.51
