,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,18352.298463041512,1.41937,-1.8798291528178152e-06,-25.26,0.0417,-25.26,11.18
1,2000-01-31,4.78,-8.41,11178.288473807881,1.2419,6.970324803562941e-08,-4.7,0.051,-4.7,-8.41
2,2000-02-29,5.07,-13.36,14167.33188534805,1.05572,-1.5402672735915968e-05,-13.73,0.0601,-13.73,-13.36
3,2000-03-31,5.05,4.71,9882.823365326327,1.08978,-4.291020538574866e-06,3.23,0.0294,3.23,4.71
4,2000-04-30,5.06,-17.96,13119.024667773521,0.94675,3.2791346131514564e-06,-6.29,0.0315,-6.29,-17.96
5,2000-05-31,5.12,1.68,10091.691613093193,0.76511,-4.360119510752855e-06,-19.18,0.0654,-19.18,1.68
6,2000-06-30,5.16,12.61,16505.600853222983,1.11247,2.8671629683587424e-06,50.77,0.0476,50.77,12.61
7,2000-07-31,5.13,-14.44,15709.121134756182,1.12839,6.978321775599004e-06,1.43,0.0379,1.43,-14.44
8,2000-08-31,5.12,-3.14,13796.750896958978,1.25325,1.4086944712961922e-05,11.07,0.028,11.07,-3.14
9,2000-09-30,5.09,-17.36,12539.904938380541,1.37359,1.5540607126512462e-05,5.95,0.0358,5.95,-17.36
10,2000-10-31,5.37,-16.2,9723.267698460297,1.18969,1.1992602472829609e-06,-13.39,0.0347,-13.39,-16.2
11,2000-11-30,5.32,-0.81,8116.188608262947,1.1806,-2.1573517019680857e-06,4.0,0.0288,4.0,-0.81
12,2000-12-31,6.08,-4.36,6689.811341528037,1.02394,1.2571032399963462e-05,-11.22,0.0214,-11.22,-4.36
13,2001-01-31,5.27,23.09,8566.926777549696,1.21727,1.5099250423918837e-05,46.62,0.0307,46.62,23.09
14,2001-02-28,5.06,-7.49,6964.013850636161,1.35467,1.403385339104654e-05,21.74,0.0352,21.74,-7.49
15,2001-03-31,4.96,-9.68,2955.731659702451,1.32177,9.345590891133689e-06,-2.43,0.0182,-2.43,-9.68
16,2001-04-30,5.01,11.19,4055.114469449612,1.5385,1.4202952997856533e-05,16.4,0.0329,16.4,11.19
17,2001-05-31,5.01,5.02,7237.342272801725,1.70108,1.0029812118671623e-05,10.57,0.0371,10.57,5.02
18,2001-06-30,4.99,-7.17,6475.730148136707,1.81911,7.790201749738562e-06,6.94,0.0288,6.94,-7.17
19,2001-07-31,4.77,-8.5,4533.515882569015,1.85976,1.0886767004662547e-05,2.23,0.0182,2.23,-8.5
20,2001-08-31,4.54,0.66,5603.503614781238,1.7417,-7.3754759530336055e-06,-6.35,0.0285,-6.35,0.66
21,2001-09-30,4.0,-17.28,4083.370981009343,1.7804,6.161612654189456e-06,3.37,0.035,3.37,-17.28
22,2001-10-31,4.02,12.78,2534.085796459824,1.77849,-6.685327322876192e-06,-0.11,0.0184,-0.11,12.78
23,2001-11-30,4.04,20.45,6601.323668840767,2.1965,2.8601417940865987e-06,26.11,0.0514,26.11,20.45
24,2001-12-31,4.01,10.41,6770.694167122873,2.68997,8.270480036467462e-06,29.3,0.0307,29.3,10.41
25,2002-01-31,3.98,6.92,6165.981422101018,2.6051,-3.3199050850324175e-06,17.27,0.0306,17.27,6.92
26,2002-02-28,4.01,10.36,5597.88078781003,2.92475,6.465766973499347e-06,8.61,0.0421,8.61,10.36
27,2002-03-31,4.0,8.98,5881.265668923653,3.40423,-1.4815764271169902e-07,16.39,0.0382,16.39,8.98
28,2002-04-30,4.04,-4.87,5691.930305357871,3.42819,-8.512391089580814e-07,0.7,0.0466,0.7,-4.87
29,2002-05-31,4.28,-5.25,5829.75681341292,2.86082,-5.702796569023107e-06,-16.55,0.0328,-16.55,-5.25
30,2002-06-30,4.26,-12.73,5493.157055802879,3.26038,6.2358831080967295e-06,1.49,0.0367,1.49,-12.73
31,2002-07-31,4.27,-3.77,4240.266300204276,3.08458,-1.3024476039099347e-06,-5.39,0.0381,-5.39,-3.77
32,2002-08-31,4.28,1.76,5039.820692065711,3.27637,2.03578651468706e-06,5.4,0.0273,5.4,1.76
33,2002-09-30,4.28,-12.08,5388.621931429006,2.95672,-3.445094497722021e-06,-9.76,0.0351,-9.76,-12.08
34,2002-10-31,4.28,2.13,5947.028714715507,2.62908,-7.802452370725164e-06,-11.08,0.0396,-11.08,2.13
35,2002-11-30,4.28,8.38,5378.955637383211,3.08458,1.4711831180161779e-05,14.54,0.0218,14.54,8.38
36,2002-12-31,4.52,-13.23,4936.496289093972,2.38935,-6.76080052820168e-06,-22.54,0.0216,-22.54,-13.23
37,2003-01-31,4.34,-5.82,5490.497475822998,2.18934,8.374235134289802e-06,10.37,0.0299,10.37,-5.82
38,2003-02-28,4.27,-3.15,4638.938169996218,2.04339,-3.8362369362881665e-06,-1.91,0.025,-1.91,-3.15
39,2003-03-31,4.27,-6.59,7772.579879462216,1.69176,-7.664418103392277e-06,-17.21,0.0494,-17.21,-6.59
40,2003-04-30,4.26,12.34,9207.37580067103,1.92397,-2.0444288637804054e-06,13.28,0.0398,13.28,12.34
41,2003-05-31,4.01,5.34,7041.277396793587,2.30877,7.176780025618068e-07,20.0,0.0287,20.0,5.34
42,2003-06-30,4.1,6.13,5627.527130573942,2.47463,1.0502295461900187e-05,7.18,0.0265,7.18,6.13
43,2003-07-31,3.75,7.08,4584.262072188945,2.85942,4.8527561924859486e-06,15.55,0.0208,15.55,7.08
44,2003-08-31,3.72,5.24,3345.3756701501875,2.77318,-7.3645366473536685e-06,1.21,0.0224,1.21,5.24
45,2003-09-30,3.77,-8.24,4404.218007532356,2.70019,5.091378618338205e-06,-2.63,0.0209,-2.63,-8.24
46,2003-10-31,3.84,13.28,6218.186898822945,3.15132,-4.204146650897125e-06,16.71,0.0223,16.71,13.28
47,2003-11-30,3.78,3.06,4808.138410445554,3.18451,-6.908517113938094e-07,6.67,0.0318,6.67,3.06
48,2003-12-31,3.97,1.54,4441.695142085519,3.84795,9.025550800373851e-06,20.83,0.0286,20.83,1.54
49,2004-01-31,3.78,5.4,6584.804162426132,3.13941,-2.2926029357122128e-05,-13.28,0.0245,-13.28,5.4
