,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
1,2000-01-31,4.79,11.18,14.059025266224634,0.48383,0.3212366987650287,3.1,0.0717,43.81,-8.41
2,2000-02-29,4.78,-8.41,6.2132858804321085,0.96731,-0.5595167569302226,43.81,0.0911,95.45,-13.36
3,2000-03-31,5.07,-13.36,10.974647382148728,1.38365,-0.4538711321779322,95.45,0.0626,43.02,4.71
4,2000-04-30,5.05,4.71,5.14799922006063,0.70879,-1.34045568696349,43.02,0.0837,-47.5,-17.96
5,2000-05-31,5.06,-17.96,7.347791637347571,0.97873,0.05461050132346425,-47.5,0.0666,38.1,1.68
6,2000-06-30,5.12,1.68,8.867294648700947,0.88875,-0.05892292762250725,38.1,0.0804,-7.06,12.61
7,2000-07-31,5.16,12.61,23.299510890736475,0.45355,-0.1368401692707066,-7.06,0.0674,-46.01,-14.44
8,2000-08-31,5.13,-14.44,16.253188913982328,0.50526,-0.025751510957532003,-46.01,0.0712,11.37,-3.14
9,2000-09-30,5.12,-3.14,13.7612444706131,0.45192,0.03156567214929906,11.37,0.0524,-13.27,-17.36
10,2000-10-31,5.09,-17.36,9.282727755034605,0.2968,0.005537339153717157,-13.27,0.0594,-34.35,-16.2
11,2000-11-30,5.37,-16.2,14.608802479122032,0.2595,0.04388080581416664,-34.35,0.0407,-15.86,-0.81
12,2000-12-31,5.32,-0.81,12.945848863850777,0.21696,-0.0017024452061274115,-15.86,0.052,-26.75,-4.36
13,2001-01-31,6.08,-4.36,32.441216385120725,0.33875,0.1090367793341066,-26.75,0.0665,77.94,23.09
14,2001-02-28,5.27,23.09,25.24769890144818,0.33789,-0.07489708938100545,77.94,0.0821,16.77,-7.49
15,2001-03-31,5.06,-7.49,18.956117981251776,0.21933,-0.04204222404625877,16.77,0.0371,-35.08,-9.68
16,2001-04-30,4.96,-9.68,9.679611820917586,0.25091,-0.00504522904664902,-35.08,0.0397,14.47,11.19
17,2001-05-31,5.01,11.19,48.12690116920859,0.29253,0.004097984786512339,14.47,0.0438,16.54,5.02
18,2001-06-30,5.01,5.02,53.889758462979636,0.33129,0.6033565767291579,16.54,0.0501,4.41,-7.17
19,2001-07-31,4.99,-7.17,14.84590889956629,0.26928,-0.2484224163884573,4.41,0.0499,-18.73,-8.5
20,2001-08-31,4.77,-8.5,8.997770960473195,0.2222,-0.47482050088855426,-18.73,0.0463,-17.5,0.66
21,2001-09-30,4.54,0.66,11.458968957551257,0.20813,-0.16478334058822713,-17.5,0.0297,-20.36,-17.28
22,2001-10-31,4.0,-17.28,16.76974985441262,0.24631,-0.7047995903446103,-20.36,0.0565,18.39,12.78
23,2001-11-30,4.02,12.78,17.26670276777489,0.28708,0.14704042981859325,18.39,0.0291,18.27,20.45
24,2001-12-31,4.04,20.45,12.533952718676122,0.29942,0.06360433979600795,18.27,0.0458,5.25,10.41
25,2002-01-31,4.01,10.41,21.21292429260257,0.28478,0.06958497547977135,5.25,0.0267,26.48,6.92
26,2002-02-28,3.98,6.92,37.70042850627138,0.38747,-0.26617856466851975,26.48,0.0426,27.0,10.36
27,2002-03-31,4.01,10.36,20.320587563170363,0.40365,0.49222375364787113,27.0,0.0505,4.19,8.98
28,2002-04-30,4.0,8.98,35.26201542194558,0.42458,0.3638118906940237,4.19,0.0304,5.17,-4.87
29,2002-05-31,4.04,-4.87,12.803110501957992,0.43731,0.03034786095873568,5.17,0.0542,3.01,-5.25
30,2002-06-30,4.28,-5.25,28.50760913231818,0.43148,0.03426354919328401,3.01,0.0257,-1.59,-12.73
32,2002-08-31,4.27,-3.77,41.72693924864324,0.40991,0.2934622214556811,0.0,0.0,-5.0,1.76
33,2002-09-30,4.28,1.76,38.95843971387416,0.42285,0.30560925445585946,-5.0,0.0582,3.16,-12.08
34,2002-10-31,4.28,-12.08,23.64239906163051,0.41854,0.10091749682064782,3.16,0.0457,-1.02,2.13
35,2002-11-30,4.28,2.13,27.103810874742795,0.47463,1.510804306706953,-1.02,0.0435,22.22,8.38
36,2002-12-31,4.28,8.38,15.297761564787372,0.39265,0.2801946414569453,22.22,0.0272,-17.27,-13.23
37,2003-01-31,4.52,-13.23,7.13890763248361,0.40829,0.43920615005193736,-17.27,0.0308,-6.32,-5.82
38,2003-02-28,4.34,-5.82,5.057988023614349,0.39512,0.3830695325025633,-6.32,0.0232,-1.79,-3.15
39,2003-03-31,4.27,-3.15,10.958824869262056,0.32328,-1.5740732520011118,-1.79,0.0256,-18.18,-6.59
40,2003-04-30,4.27,-6.59,6.174461041002381,0.33286,-0.43870351548075504,-18.18,0.0407,-1.77,12.34
41,2003-05-31,4.26,12.34,8.675542460688774,0.32687,-1.4494941545632511,-1.77,0.0348,-1.8,5.34
42,2003-06-30,4.01,5.34,16.07552386302258,0.34962,-0.2725468284950342,-1.8,0.0221,6.96,6.13
43,2003-07-31,4.1,6.13,8.759751539095449,0.32328,-0.684918736878344,6.96,0.0303,-7.53,7.08
44,2003-08-31,3.75,7.08,20.233409016274692,0.36399,-0.2895650601404039,-7.53,0.0217,14.72,5.24
45,2003-09-30,3.72,5.24,15.81102274083253,0.29526,-1.1878169945068688,14.72,0.0405,-18.91,-8.24
46,2003-10-31,3.77,-8.24,6.9549189880920315,0.28736,0.14063206731382163,-18.91,0.0333,-2.64,13.28
47,2003-11-30,3.84,13.28,7.387917740015153,0.28616,1.1742573344741984,-2.64,0.0209,0.42,3.06
48,2003-12-31,3.78,3.06,9.62210861930564,0.34076,2.0593188891661973,0.42,0.0404,19.04,1.54
49,2004-01-31,3.97,1.54,4.580237700400802,0.29528,2.343266035394769,19.04,0.0314,-11.78,5.4
50,2004-02-29,3.78,5.4,3.3010277981976097,0.27646,-0.7761244009470202,-11.78,0.0325,-4.28,2.57
51,2004-03-31,3.78,2.57,2.6430759095052623,0.2694,1.6637974636254933,-4.28,0.0125,-2.55,0.05
52,2004-04-30,3.74,0.05,2.956602099707085,0.25881,-0.5316999448250342,-2.55,0.0133,-5.17,-3.09
53,2004-05-31,3.76,-3.09,4.687279428147048,0.17129,-2.0157273179589317,-5.17,0.0225,-33.86,-7.35
54,2004-06-30,3.77,-7.35,20.599701890889353,0.15999,-0.7387385354709617,-33.86,0.0443,-15.0,-2.2
55,2004-07-31,3.78,-2.2,7.385355626605168,0.13129,-0.16642395082400968,-15.0,0.0505,-18.01,-6.46
