,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,-8.717021233689486e-06,54.31,54.31
1,2000-01-31,4.78,-1.1042897920944806e-05,-29.61,-29.61
2,2000-02-29,5.07,-3.3821593163400297e-06,-21.72,-21.72
3,2000-03-31,5.05,-4.33943373231521e-06,2.62,2.62
4,2000-04-30,5.06,-3.6200027997778263e-06,-22.49,-22.49
5,2000-05-31,5.12,7.8638674152868e-06,10.82,10.82
6,2000-06-30,5.16,8.086663836142074e-06,25.42,25.42
7,2000-07-31,5.13,6.370485081186337e-07,-18.74,-18.74
8,2000-08-31,5.12,-1.8481135395489307e-06,-4.89,-4.89
9,2000-09-30,5.09,3.80732675195777e-08,-15.87,-15.87
10,2000-10-31,5.37,9.369259577987758e-06,0.3,0.3
11,2000-11-30,5.32,-1.4106730351779464e-06,-7.69,-7.69
12,2000-12-31,6.08,3.756725806920532e-06,2.6,2.6
13,2001-01-31,5.27,7.545436191559651e-06,12.54,12.54
14,2001-02-28,5.06,-6.444997342270474e-06,-12.93,-12.93
15,2001-03-31,4.96,-8.99117569183658e-06,-14.09,-14.09
16,2001-04-30,5.01,4.676119424123866e-06,12.3,12.3
17,2001-05-31,5.01,-7.174158624267718e-06,-9.52,-9.52
18,2001-06-30,4.99,-1.3968468221266217e-05,-13.33,-13.33
19,2001-07-31,4.77,3.8220037645596115e-06,2.69,2.69
20,2001-08-31,4.54,-1.7389404928946708e-06,-4.49,-4.49
21,2001-09-30,4.0,3.0503390806540726e-06,-15.59,-15.59
22,2001-10-31,4.02,4.84387375759389e-06,8.11,8.11
23,2001-11-30,4.04,3.8185539317058936e-06,11.91,11.91
24,2001-12-31,4.01,-1.4003990319076696e-05,-6.29,-6.29
25,2002-01-31,3.98,-5.4319315294768685e-06,-6.01,-6.01
26,2002-02-28,4.01,6.091071839219162e-06,18.98,18.98
27,2002-03-31,4.0,-3.0573260533587415e-08,6.86,6.86
28,2002-04-30,4.04,1.1192629739482945e-06,-6.58,-6.58
29,2002-05-31,4.28,-1.1051438420013383e-06,-6.87,-6.87
30,2002-06-30,4.26,-3.5277745336710925e-07,-13.13,-13.13
