,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,4900,5750,5219,4800,12950,8657,4800,5000,4900,4800,-7.72,-40.96,-51.0,-3.92,-42.01,68404,0.0403,0.0356,0.0433,0.0354,4.79,-7.72
1,2000-01-31,4900,5400,4942,4360,12950,8314,4360,5110,4754,4400,0.0,-26.87,-53.77,8.89,-43.94,82528,0.0397,0.0573,0.0437,0.0442,4.78,0.0
2,2000-02-29,4320,5480,4570,3960,12950,8054,3960,4635,4313,4030,-12.02,-21.45,-54.53,7.73,-37.39,73322,0.0427,0.0538,0.0451,0.049,5.07,-12.02
3,2000-03-31,5260,6090,5234,4665,12950,7869,3960,5850,5516,5250,21.76,7.35,-32.56,-13.63,-30.79,280896,0.0485,0.0686,0.0484,0.0591,5.05,21.76
4,2000-04-30,4500,5260,4839,4350,12950,7575,3960,4880,4596,4350,-22.28,-8.35,-30.88,-8.16,-59.82,25100,0.0497,0.0386,0.0468,0.055,5.06,-22.28
5,2000-05-31,4260,4990,4485,3995,12950,7018,3960,4450,4215,4005,-5.33,-1.39,-20.82,-0.7,-61.62,37282,0.0508,0.047,0.0461,0.0529,5.12,-5.33
6,2000-06-30,3850,4440,3954,3700,12950,6457,3700,3960,3910,3850,-7.45,-26.67,-21.43,3.77,-59.47,35766,0.0501,0.0323,0.0462,0.0392,5.16,-7.45
7,2000-07-31,3970,4170,3935,3710,11600,5824,3700,3970,3851,3800,3.12,-11.78,-18.98,7.01,-62.55,23100,0.046,0.0227,0.0439,0.0351,5.13,3.12
8,2000-08-31,4300,4950,4481,4040,9100,5314,3700,4800,4543,4300,8.31,0.94,-0.46,-2.27,-51.14,79664,0.0419,0.0439,0.0431,0.0319,5.12,8.31
9,2000-09-30,3840,4500,3986,3610,7800,4963,3610,3910,3840,3710,-15.88,-1.54,-29.28,6.37,-52.24,36970,0.0363,0.0312,0.0433,0.0332,5.09,-15.88
10,2000-10-31,3530,3990,3739,3530,7400,4674,3530,3740,3634,3530,-8.07,-11.08,-21.56,-7.59,-47.31,20650,0.0347,0.0284,0.0426,0.0348,5.37,-8.07
11,2000-11-30,3800,3880,3711,3545,6090,4404,3530,3800,3635,3545,7.65,-15.56,-8.65,4.97,-29.37,58026,0.0295,0.021,0.0416,0.0271,5.32,7.65
12,2000-12-31,3980,4080,3817,3500,6090,4301,3500,3980,3660,3500,9.94,2.71,2.05,6.13,-18.78,42226,0.0318,0.0426,0.0419,0.0306,6.08,9.94
13,2001-01-31,3910,4000,3846,3615,6090,4207,3500,3910,3832,3750,-1.76,10.76,-1.51,1.69,-20.2,31928,0.0333,0.0448,0.04,0.0323,5.27,-1.76
14,2001-02-28,4190,4190,3984,3830,6090,4158,3500,4190,4042,3880,11.73,16.71,-12.71,5.01,-9.6,74884,0.0304,0.0252,0.0377,0.0337,5.06,11.73
15,2001-03-31,3685,4390,4063,3685,5260,4063,3500,4000,3834,3685,-12.05,-7.41,-4.04,-9.24,-29.81,63692,0.0299,0.0292,0.0332,0.0293,4.96,-12.05
16,2001-04-30,3650,3715,3627,3520,4990,3967,3500,3655,3618,3580,-0.95,-5.68,3.4,0.69,-18.89,29718,0.0281,0.0146,0.0315,0.0242,5.01,-0.95
17,2001-05-31,3850,4010,3822,3675,4950,3910,3500,4010,3953,3850,5.48,-8.11,1.32,-3.75,-9.62,48432,0.0279,0.0111,0.0288,0.0198,5.01,5.48
18,2001-06-30,4380,4380,4163,3845,4950,3927,3500,4380,4321,4250,10.05,17.43,10.05,3.06,12.31,90748,0.0221,0.0159,0.0276,0.0145,4.99,10.05
19,2001-07-31,3855,4320,3911,3660,4950,3927,3500,3950,3821,3660,-11.99,5.62,-1.41,4.19,-2.9,16066,0.0206,0.0245,0.0278,0.0185,4.77,-11.99
20,2001-08-31,3520,3900,3760,3520,4420,3866,3500,3775,3663,3520,-8.69,-8.57,-15.99,-6.75,-18.14,16636,0.0186,0.0122,0.0251,0.0185,4.54,-8.69
21,2001-09-30,3310,3600,3325,2970,4390,3817,2970,3310,3302,3300,-11.73,-24.43,-13.69,3.44,-14.36,12426,0.0258,0.052,0.0276,0.0333,4.0,-11.73
22,2001-10-31,3340,3520,3425,3340,4390,3791,2970,3440,3394,3340,0.91,-13.36,-8.49,-4.3,-5.38,9680,0.0255,0.0121,0.0267,0.0312,4.02,0.91
23,2001-11-30,3685,3740,3584,3440,4390,3779,2970,3740,3659,3570,9.67,1.52,-6.11,2.08,-3.03,24776,0.0257,0.0171,0.0264,0.032,4.04,9.67
24,2001-12-31,3995,4015,3851,3650,4390,3780,2970,4015,3971,3945,11.9,20.69,-8.79,1.27,0.38,26536,0.0267,0.0221,0.0247,0.0172,4.01,11.9
25,2002-01-31,4170,4170,3903,3730,4390,3787,2970,4170,4048,3930,4.38,24.85,8.17,8.31,6.65,35188,0.0256,0.0148,0.0232,0.0179,3.98,4.38
26,2002-02-28,4325,4340,4110,3880,4390,3793,2970,4340,4296,4230,7.72,21.15,15.33,1.53,3.22,71042,0.0264,0.0229,0.023,0.0195,4.01,7.72
27,2002-03-31,6200,6490,5519,4630,6490,3911,2970,6490,6308,6000,43.35,55.19,87.31,3.33,66.22,57692,0.0241,0.0423,0.0249,0.0293,4.0,43.35
28,2002-04-30,4700,6100,5151,4520,6490,4044,2970,4800,4664,4520,-24.19,16.48,39.88,-1.67,28.77,110986,0.0275,0.0304,0.0264,0.035,4.04,-24.19
29,2002-05-31,4390,4850,4616,4390,6490,4116,2970,4750,4492,4390,-6.6,1.5,19.13,-3.62,14.03,40120,0.0307,0.0375,0.0282,0.0371,4.28,-6.6
30,2002-06-30,4040,4750,4265,3670,6490,4122,2970,4125,3929,3670,-8.18,-32.67,1.13,-5.28,-7.76,8626,0.0319,0.0383,0.0291,0.0328,4.26,-8.18
31,2002-07-31,4070,4390,4135,3900,6490,4138,2970,4070,4010,3930,0.74,-13.4,-2.4,4.36,5.58,3638,0.0336,0.0292,0.0295,0.0323,4.27,0.74
32,2002-08-31,4050,4200,4034,3845,6490,4160,2970,4080,4052,4020,0.0,-14.74,-6.36,0.62,11.57,10142,0.0327,0.0246,0.0301,0.0279,4.28,0.0
33,2002-09-30,4210,4565,4101,3930,6490,4226,3340,4565,4351,4200,3.95,4.21,-32.1,6.05,27.19,296645,0.0321,0.0395,0.0286,0.0312,4.28,3.95
34,2002-10-31,3685,4735,3891,3610,6490,4265,3425,3760,3732,3685,-12.47,-9.46,-21.6,-2.38,10.33,19532,0.0346,0.0432,0.0311,0.037,4.28,-12.47
35,2002-11-30,3790,3830,3745,3655,6490,4281,3610,3830,3805,3760,0.8,-7.11,-14.83,0.53,5.28,21114,0.0316,0.011,0.0308,0.035,4.28,0.8
36,2002-12-31,3580,3950,3856,3580,6490,4283,3580,3920,3764,3580,-5.54,-14.96,-11.39,-6.53,-10.39,18966,0.0302,0.0213,0.0308,0.0283,4.52,-5.54
37,2003-01-31,3535,3600,3542,3340,6490,4253,3340,3535,3472,3340,-1.26,-4.85,-12.72,-0.42,-12.39,3782,0.0285,0.0182,0.031,0.0172,4.34,-1.26
38,2003-02-28,3315,3575,3447,3270,6490,4197,3270,3460,3379,3315,-5.56,-13.22,-18.55,-3.21,-23.35,2007,0.0289,0.0251,0.0311,0.0214,4.27,-5.56
