,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn
0,1999-12-31,4.79,11.18,65958.49659226887,0.44865,-5.112486202718729e-06,-13.04
1,2000-01-31,4.78,-8.41,13674.58521560575,0.36636,0.0,-9.0
2,2000-02-29,5.07,-13.36,19295.004038153587,0.43452,2.408580891472078e-07,19.21
3,2000-03-31,5.05,4.71,35036.45894520313,0.43452,2.659044615721907e-07,0.0
4,2000-04-30,5.06,-17.96,11935.180997624702,0.37488,-6.317981380940461e-09,-20.34
5,2000-05-31,5.12,1.68,28031.342719449225,0.37232,1.3742914933904727e-06,-0.75
6,2000-06-30,5.16,12.61,29613.768899450468,0.35613,-1.6741579363221132e-07,-1.67
7,2000-07-31,5.13,-14.44,29868.54564839678,0.30672,-4.768697355686586e-07,-13.9
8,2000-08-31,5.12,-3.14,23030.122508469234,0.40981,-4.9447451167376577e-08,33.6
9,2000-09-30,5.09,-17.36,169165.0621608527,0.60747,-5.6644419077821885e-09,68.9
10,2000-10-31,5.37,-16.2,91518.81212452211,0.48819,1.7801854567856448e-06,-19.6
11,2000-11-30,5.32,-0.81,71923.22918936587,0.42174,-3.1164850051221556e-06,-12.67
12,2000-12-31,6.08,-4.36,141095.2931710457,0.3851,2.6103917024732918e-09,-4.77
13,2001-01-31,5.27,23.09,92946.44651189921,0.43085,1.78359074516826e-09,31.73
14,2001-02-28,5.06,-7.49,228061.8312265526,1.33448,6.811076395901522e-07,230.24
15,2001-03-31,4.96,-9.68,63317.0900347491,1.3887,-5.092879341806128e-07,4.09
16,2001-04-30,5.01,11.19,107063.97485806975,0.89423,-5.915769290027616e-07,-35.63
17,2001-05-31,5.01,5.02,158196.25086785466,0.79519,1.5753034288369574e-06,-11.07
18,2001-06-30,4.99,-7.17,61305.39180765806,0.60507,-2.1050753951474117e-07,-17.1
19,2001-07-31,4.77,-8.5,30026.0730747611,0.5935,-1.1461743606666478e-09,-1.92
20,2001-08-31,4.54,0.66,180755.9323474418,0.68242,-1.7187958821445742e-06,14.94
21,2001-09-30,4.0,-17.28,154577.11745729158,0.54435,-4.752695471433726e-08,-34.59
22,2001-10-31,4.02,12.78,104036.25594458613,0.69616,-9.755131056086596e-08,27.82
23,2001-11-30,4.04,20.45,114090.22365702479,0.78797,1.0140856786584623e-07,14.36
24,2001-12-31,4.01,10.41,37418.78259113086,0.70266,6.013668809564711e-07,-11.59
25,2002-01-31,3.98,6.92,51186.45357278122,0.71991,-3.4622204330922456e-07,3.88
26,2002-02-28,4.01,10.36,22148.41547012506,0.68997,2.711587734699627e-07,-4.65
27,2002-03-31,4.0,8.98,98141.36737396712,0.89811,2.559300349946699e-07,30.24
28,2002-04-30,4.04,-4.87,34670.33505733538,0.65291,1.0383510115637475e-07,-27.34
29,2002-05-31,4.28,-5.25,11991.679992873685,0.53744,-1.16679810894752e-06,-17.63
30,2002-06-30,4.26,-12.73,7885.690033993865,0.49325,1.0192950300310456e-07,-16.23
31,2002-07-31,4.27,-3.77,56336.51832924228,0.58448,7.176094023628763e-07,18.55
32,2002-08-31,4.28,1.76,18693.10338440815,0.53601,1.1473865592983073e-07,-5.34
33,2002-09-30,4.28,-12.08,36726.95082870586,0.47258,-1.1773660903702607e-06,-11.92
34,2002-10-31,4.28,2.13,7412.812404942966,0.47258,5.0710491878365e-08,0.0
35,2002-11-30,4.28,8.38,6731.5814980087325,0.47899,-4.8877337122485537e-08,1.42
36,2002-12-31,4.52,-13.23,17402.414444707552,0.40344,9.596671065489441e-08,-15.73
37,2003-01-31,4.34,-5.82,3861.758416742493,0.34075,-2.5701111417740135e-06,-13.17
38,2003-02-28,4.27,-3.15,7197.778554778555,0.32759,-6.478354227611234e-06,-6.18
39,2003-03-31,4.27,-6.59,3708.863900471666,0.32067,-8.7765769450663e-09,-2.2
40,2003-04-30,4.26,12.34,20890.182123695537,0.36292,7.56895025355297e-09,11.0
41,2003-05-31,4.01,5.34,6809.580840918942,0.35183,-7.657735593226828e-09,-3.06
42,2003-06-30,4.1,6.13,7687.388908959538,0.35253,-2.349768445397387e-09,0.19
43,2003-07-31,3.75,7.08,8959.749356065253,0.35391,-6.222487272524533e-09,0.37
44,2003-08-31,3.72,5.24,5311.93352601156,0.35668,-1.2155216910569294e-08,0.92
45,2003-09-30,3.77,-8.24,4086.814248556747,0.32759,-4.085005333505514e-09,-8.24
46,2003-10-31,3.84,13.28,3014.6812678989845,0.33383,-1.472051078837776e-08,2.0
47,2003-11-30,3.78,3.06,2861.4833365942736,0.32898,-1.1395979318439981e-09,-0.2
48,2003-12-31,3.97,1.54,6078.541578644133,0.33729,1.2687995153085552e-07,2.58
49,2004-01-31,3.78,5.4,4790.760116371331,0.31808,-1.2268073978326301e-08,-3.39
50,2004-02-29,3.78,2.57,58185.662048116894,0.31875,-3.4853315201123406e-08,1.42
51,2004-03-31,3.74,0.05,8156.277498982775,0.3093,-8.04990396237815e-08,-3.0
52,2004-04-30,3.76,-3.09,6323.691866420815,0.312,-8.09954273221551e-09,1.35
53,2004-05-31,3.77,-7.35,3806.507288412911,0.27148,-1.9538005353721962e-08,-12.97
54,2004-06-30,3.78,-2.2,2234.457616660239,0.27148,-6.276140714463934e-09,-2.18
55,2004-07-31,3.77,-6.46,3672.726160404168,0.26675,-2.4932244768600535e-06,-1.88
56,2004-08-31,3.52,8.0,3097.519017814155,0.2681,-4.710159122010325e-09,0.72
57,2004-09-30,3.55,4.67,5826.423536530026,0.28701,-1.9676129944632805e-07,6.51
58,2004-10-31,3.53,0.61,3804.4970392024584,0.28026,-5.62919533373482e-09,-3.72
59,2004-11-30,3.26,5.01,7686.0096604631335,0.33834,-5.965183066406304e-07,20.68
60,2004-12-31,3.29,1.63,7996.0072545757075,0.31335,-6.8102360268901414e-09,-7.53
61,2005-01-31,3.26,5.04,10801.43545756963,0.34139,-2.8756018052268972e-09,9.57
62,2005-02-28,3.28,8.09,32922.36177768213,0.41061,1.6534939469162764e-08,21.16
63,2005-03-31,3.26,-4.64,12171.31841481563,0.41867,3.16397262936222e-06,2.01
64,2005-04-30,3.29,-5.28,17866.13663692785,0.41867,6.95848139437296e-06,8.2
65,2005-05-31,3.29,6.17,21483.72197309417,0.41061,6.01774369650423e-07,-1.97
66,2005-06-30,3.3,3.68,43516.81904514115,0.56921,6.180493573172831e-07,35.5
67,2005-07-31,3.27,11.61,25171.780152118798,0.51948,-1.5446849186342281e-06,-5.86
68,2005-08-31,3.25,-2.25,10815.182233779306,0.49394,1.3379021593314273e-07,-4.88
69,2005-09-30,3.28,12.46,15781.598731005497,0.55644,2.827877228350336e-07,12.87
70,2005-10-31,3.51,-5.53,31390.8034735544,0.58197,-7.064906404967867e-07,4.56
71,2005-11-30,3.5,11.5,69202.0795824063,0.98317,4.464188092913335e-06,71.08
72,2005-12-31,3.76,8.39,42924.09321967827,0.65993,-5.7800157089191455e-06,-35.0
73,2006-01-31,3.76,1.81,38001.876785111024,0.70473,-1.347702602622154e-06,6.25
74,2006-02-28,3.99,-1.77,20048.7630828937,0.74663,-1.7417057917638953e-06,8.33
75,2006-03-31,3.97,-0.7,71837.1660626776,1.12906,1.9463337774491617e-07,51.28
76,2006-04-30,3.97,6.56,48915.090046490965,1.16082,-9.264378142954882e-08,3.7
77,2006-05-31,3.96,-7.11,30713.502980230158,0.94595,-4.92083330332669e-07,-18.52
78,2006-06-30,4.21,-2.08,12810.381418254898,0.77365,5.762882263894215e-08,-18.21
79,2006-07-31,4.22,0.63,39645.874428300966,0.84122,-1.0665269252584277e-06,8.73
80,2006-08-31,4.49,4.11,50621.19436233108,1.03379,8.416245257439399e-08,22.89
81,2006-09-30,4.48,1.87,49450.54527484616,0.97974,2.7464756079351357e-07,3.57
82,2006-10-31,4.48,-0.68,27617.509133579697,1.21622,3.481899093064316e-07,24.14
83,2006-11-30,4.49,4.59,33650.009196386396,1.30068,5.905976130209548e-07,11.59
84,2006-12-31,4.6,1.63,26669.253053534303,1.42231,1.242279870082189e-06,13.78
85,2007-01-31,4.61,-5.07,8619.024272357508,1.40494,2.403355651952e-06,-1.43
86,2007-02-28,4.55,4.1,7354.153564875319,1.37786,3.0483090666070268e-06,-1.45
87,2007-03-31,4.63,2.4,8832.774157061294,1.46249,3.973764270218598e-06,6.14
88,2007-04-30,4.88,5.84,12267.482130694596,1.40833,1.3284628800980361e-06,-3.7
89,2007-05-31,4.56,9.02,7704.781176349376,1.46926,4.8217365465905075e-06,4.33
90,2007-06-30,4.52,4.36,43065.02539007661,2.05832,1.7828133981185905e-07,38.81
91,2007-07-31,4.76,10.4,46375.62773631619,3.5005,-1.449183273953486e-06,70.07
92,2007-08-31,4.98,-2.47,15374.37986972173,3.29738,5.22668018473152e-06,-5.8
93,2007-09-30,4.98,6.38,24487.826967595414,4.31977,3.5594520042781588e-06,41.78
94,2007-10-31,5.02,5.35,10718.03289160378,4.09633,-3.4514545448498173e-06,-5.17
95,2007-11-30,5.02,-7.11,6805.870129490515,3.65623,3.845507832814232e-06,-2.53
96,2007-12-31,5.02,3.61,4692.600600634002,2.92499,5.941344160269042e-06,-15.29
97,2008-01-31,4.96,-13.88,6508.122744948295,1.84567,-3.234616592238654e-06,-36.92
98,2008-02-29,4.94,4.37,6957.07022316027,1.94388,-7.395438829774714e-06,18.35
99,2008-03-31,4.98,0.37,8360.53401679187,2.2148,-3.5547878921605847e-06,13.94
100,2008-04-30,4.95,7.97,13402.353288709228,2.66521,-2.3780915040911562e-06,22.97
101,2008-05-31,5.04,1.05,8924.24170501332,2.37058,-1.8952750108378832e-06,-11.05
102,2008-06-30,5.01,-10.08,5491.488925081433,1.92017,-1.4269334231081886e-05,-19.0
103,2008-07-31,5.03,-4.4,5234.492156314121,2.03193,-8.562527473798627e-07,5.82
104,2008-08-31,5.25,-5.47,2568.840556476875,1.82874,3.321115811418494e-06,-10.15
105,2008-09-30,5.22,-1.24,7228.412020086376,1.68989,-3.686185790952087e-06,-7.59
106,2008-10-31,4.14,-20.96,8207.619426225641,1.52395,1.1236631177226113e-07,-9.82
107,2008-11-30,3.99,6.22,13849.559753181004,1.73391,3.2234067724644935e-07,14.54
108,2008-12-31,3.02,4.05,3445.8732265236426,1.54765,-1.190159425489663e-06,-10.74
109,2009-01-31,2.41,3.4,8708.69190208771,1.5945,-5.59808006126941e-07,5.69
110,2009-02-28,1.87,-2.6,18057.457987026657,1.78267,3.763522882590981e-07,14.41
111,2009-03-31,1.73,13.72,16067.90318024898,2.23824,1.2395503468254015e-06,25.56
112,2009-04-30,1.85,12.09,52697.432306626855,3.58515,-3.7278633503724413e-07,66.56
113,2009-05-31,1.96,3.85,25891.35875808566,2.77305,-1.049807131700526e-06,-21.5
114,2009-06-30,1.96,0.16,21118.38381418125,2.95131,-5.142823802005679e-07,6.43
115,2009-07-31,1.95,13.39,57620.60850685523,3.63137,-1.1115849576164679e-07,23.04
116,2009-08-31,1.99,2.21,42426.14129947158,3.94829,-4.654687434074468e-08,8.73
117,2009-09-30,2.0,5.93,20163.007217097675,3.30125,-2.0848022309403237e-07,-18.43
118,2009-10-31,2.01,-5.89,10416.17976973228,3.11638,2.419691802962163e-06,-5.6
119,2009-11-30,2.01,-1.0,6679.56089300399,3.06356,3.4212494080398335e-06,-1.69
120,2009-12-31,2.01,8.36,9775.577199169178,2.9183,5.068412334775192e-06,-4.74
121,2010-01-31,2.0,-4.54,21849.137823717134,2.94063,5.688186106366957e-07,3.02
122,2010-02-28,2.01,-3.04,14649.593212554506,3.28865,4.48922368620407e-06,12.45
123,2010-03-31,2.0,6.34,13112.471789163048,3.28865,2.878770127658405e-06,0.0
124,2010-04-30,2.0,2.87,7978.753245004124,3.02365,-5.541670364357193e-07,-5.86
125,2010-05-31,2.0,-5.97,8468.282033490896,2.78418,1.0103740773487467e-06,-7.92
126,2010-06-30,2.03,3.04,7374.579412244518,3.17052,-2.738010950305316e-06,16.55
127,2010-07-31,2.28,3.8,7743.00913478111,2.92786,-1.46295159992304e-06,-7.65
128,2010-08-31,2.28,-1.06,4979.367925130401,3.01407,-1.8851097840678085e-06,2.94
129,2010-09-30,2.27,7.12,3656.8220621723244,2.91509,9.651712423589236e-06,-2.56
130,2010-10-31,2.26,0.29,19005.151304859737,3.79951,3.6204705806214104e-06,30.2
131,2010-11-30,2.51,2.74,16847.669882439353,4.15073,3.7005425482783847e-06,9.24
132,2010-12-31,2.51,8.63,8879.146337847555,4.6999,6.22170664932169e-07,13.23
133,2011-01-31,2.75,0.71,10046.870708445824,5.78605,3.7334148979506275e-06,9.1
134,2011-02-28,2.76,-6.14,20612.37836209404,6.77321,-6.408035564010049e-07,28.59
135,2011-03-31,2.99,8.78,11603.405164826087,6.99658,-3.256500393750301e-06,3.3
136,2011-04-30,3.02,5.9,8664.466434962244,6.4922,-2.6794232614897033e-06,-7.59
137,2011-05-31,3.03,-2.63,6289.997646434846,5.54106,1.0417108093697232e-06,-14.65
138,2011-06-30,3.28,-2.68,4146.24932090972,5.56268,-7.634276763277673e-07,4.47
139,2011-07-31,3.27,0.91,12618.56828938274,7.85404,4.200566573697986e-06,41.37
140,2011-08-31,3.27,-12.61,32304.652920372704,6.91732,-2.4216366310592426e-06,-11.93
141,2011-09-30,3.28,-4.85,12989.234537905952,6.08869,2.2171051103384253e-06,-10.11
142,2011-10-31,3.26,8.45,11882.886397369657,6.83806,-6.587962873389238e-08,12.31
143,2011-11-30,3.27,-3.48,17979.607987479874,5.77885,1.1716833483160459e-06,-14.13
144,2011-12-31,3.29,-1.82,22998.62918283664,6.57866,-2.588259680041646e-06,15.28
145,2012-01-31,3.27,7.9,17998.015789716093,5.37246,1.2538074126318516e-06,13.91
146,2012-02-29,3.26,3.98,11892.363560693908,4.71123,-9.060066582326671e-06,-9.7
147,2012-03-31,3.24,-0.21,6324.792652804994,4.62858,5.028767541892012e-07,-1.75
148,2012-04-30,3.26,-0.84,4257.168069202631,4.49427,1.64727359162796e-05,-2.9
149,2012-05-31,3.27,-7.68,7751.551989491396,3.4456,-1.959351571404806e-07,-23.33
150,2012-06-30,3.26,-0.15,6797.938016177097,3.60058,3.1149673670177534e-07,3.87
151,2012-07-31,3.02,2.12,9516.458990953624,3.86404,4.097260204043548e-06,7.32
152,2012-08-31,3.01,0.19,6635.702968708991,3.65224,4.209908557671357e-06,-5.48
153,2012-09-30,3.01,3.93,9119.705590375304,3.52826,4.015879145882099e-06,-8.2
154,2012-10-31,2.75,-4.69,18520.07971678698,4.54592,7.1165784636871115e-06,28.84
155,2012-11-30,2.77,1.63,17776.810094754193,4.51493,3.585209624238603e-06,5.94
156,2012-12-31,2.77,4.85,5361.0929599536885,4.46844,7.508190991509004e-06,1.76
157,2013-01-31,2.76,-2.22,6799.681777575604,5.7083,1.4542020525331162e-06,0.23
158,2013-02-28,2.76,3.85,5924.986032419753,6.22185,7.995892101007265e-06,11.7
159,2013-03-31,2.75,-1.72,10463.230432577087,5.87949,5.043108817986063e-06,-5.5
160,2013-04-30,2.78,-2.91,7586.701221804781,5.06307,-8.415523726345442e-06,-13.89
161,2013-05-31,2.5,2.25,4927.33248677659,4.70096,-2.2555978723957703e-05,-7.15
162,2013-06-30,2.5,-6.31,5680.789427169966,3.71994,-1.7041351717433825e-05,-22.92
163,2013-07-31,2.53,2.36,7600.853407927006,4.45077,-7.108789196546238e-06,19.65
164,2013-08-31,2.51,1.19,4305.127523042819,4.21374,-2.0764392715425326e-06,-3.03
165,2013-09-30,2.5,3.64,4928.801578672697,4.37834,-3.844215282310737e-06,3.91
166,2013-10-31,2.52,2.3,4000.0979543293906,4.09523,-1.415860996254371e-05,-6.47
167,2013-11-30,2.5,-0.26,3031.36328462524,3.7397,-2.0436932031941328e-06,-6.89
168,2013-12-31,2.52,-1.98,10065.517870067992,2.74552,-4.622627850412016e-06,-26.58
169,2014-01-31,2.51,-3.96,10020.158589297112,3.29031,-9.02967378513796e-06,-4.08
170,2014-02-28,2.49,2.18,7229.156353838161,3.51241,-8.483939663203913e-06,6.88
171,2014-03-31,2.49,-0.12,4299.236953703127,3.37257,-4.858445748412759e-06,-3.98
172,2014-04-30,2.5,-1.08,4122.53369026286,3.51241,2.6942551958138555e-06,3.64
173,2014-05-31,2.49,1.81,5869.06263324384,3.36846,-6.332716369771171e-06,-4.1
174,2014-06-30,2.49,0.24,4940.705473894164,3.27386,-1.8125312386412853e-05,-2.81
175,2014-07-31,2.49,3.5,3139.7876833410764,3.22039,-9.912149083855419e-07,-1.63
176,2014-08-31,2.24,-0.97,2423.415149991415,3.26975,-1.5225043212916429e-05,-1.0
177,2014-09-30,2.24,-3.26,4352.695729089173,3.66459,9.263946431227991e-07,12.08
178,2014-10-31,1.97,-2.46,4367.655008597826,3.25741,-2.630098160611252e-06,-11.11
179,2014-11-30,1.99,4.27,3002.3902182780016,3.1916,-3.6379521973462068e-06,-3.96
180,2014-12-31,2.03,-3.8,1892.1115390929872,3.1587,1.5345084372541204e-06,-1.03
181,2015-01-31,2.0,2.39,2436.2568270240226,2.08121,2.7738332198278688e-06,5.21
