,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-24.62,-24.62
1,2000-01-31,4.78,-9.69,-9.69
2,2000-02-29,5.07,-20.28,-20.28
3,2000-03-31,5.05,1.05,1.05
4,2000-04-30,5.06,3.33,3.33
5,2000-05-31,5.12,-22.26,-22.26
6,2000-06-30,5.16,-7.5,-7.5
7,2000-07-31,5.13,-2.25,-2.25
8,2000-08-31,5.12,38.25,38.25
9,2000-09-30,5.09,-23.42,-23.42
10,2000-10-31,5.37,-7.44,-7.44
11,2000-11-30,5.32,-2.56,-2.56
12,2000-12-31,6.08,-4.6,-4.6
13,2001-01-31,5.27,11.84,11.84
14,2001-02-28,5.06,38.08,38.08
15,2001-03-31,4.96,5.57,5.57
16,2001-04-30,5.01,-11.35,-11.35
17,2001-05-31,5.01,-4.17,-4.17
18,2001-06-30,4.99,-9.1,-9.1
19,2001-07-31,4.77,-16.91,-16.91
20,2001-08-31,4.54,4.55,4.55
21,2001-09-30,4.0,-23.18,-23.18
22,2001-10-31,4.02,-2.14,-2.14
23,2001-11-30,4.04,17.16,17.16
24,2001-12-31,4.01,2.75,2.75
25,2002-01-31,3.98,21.4,21.4
26,2002-02-28,4.01,12.17,12.17
27,2002-03-31,4.0,29.27,29.27
28,2002-04-30,4.04,-11.49,-11.49
29,2002-05-31,4.28,-1.3,-1.3
30,2002-06-30,4.26,-1.9,-1.9
31,2002-07-31,4.27,-3.88,-3.88
32,2002-08-31,4.28,-3.87,-3.87
33,2002-09-30,4.28,-7.6,-7.6
34,2002-10-31,4.28,-7.42,-7.42
35,2002-11-30,4.28,1.2,1.2
36,2002-12-31,4.52,-7.26,-7.26
37,2003-01-31,4.34,-0.18,-0.18
38,2003-02-28,4.27,-1.82,-1.82
39,2003-03-31,4.27,-1.3,-1.3
40,2003-04-30,4.26,35.15,35.15
41,2003-05-31,4.01,39.08,39.08
42,2003-06-30,4.1,3.0,3.0
43,2003-07-31,3.75,1.94,1.94
44,2003-08-31,3.72,21.5,21.5
45,2003-09-30,3.77,-9.85,-9.85
46,2003-10-31,3.84,0.02,0.02
47,2003-11-30,3.78,30.48,30.48
48,2003-12-31,3.97,31.39,31.39
49,2004-01-31,3.78,-20.0,-20.0
50,2004-02-29,3.78,-0.4,-0.4
51,2004-03-31,3.74,-2.7,-2.7
52,2004-04-30,3.76,-2.09,-2.09
53,2004-05-31,3.77,-14.49,-14.49
54,2004-06-30,3.78,-2.5,-2.5
55,2004-07-31,3.77,-1.37,-1.37
56,2004-08-31,3.52,7.61,7.61
57,2004-09-30,3.55,15.25,15.25
58,2004-10-31,3.53,-5.07,-5.07
59,2004-11-30,3.26,-1.19,-1.19
60,2004-12-31,3.29,-5.56,-5.56
61,2005-01-31,3.26,-2.23,-2.23
62,2005-02-28,3.28,64.76,64.76
63,2005-03-31,3.26,-23.96,-23.96
64,2005-04-30,3.29,-16.99,-16.99
65,2005-05-31,3.29,0.46,0.46
66,2005-06-30,3.3,-2.19,-2.19
67,2005-07-31,3.27,11.57,11.57
68,2005-08-31,3.25,-4.83,-4.83
69,2005-09-30,3.28,6.6,6.6
70,2005-10-31,3.51,-1.97,-1.97
71,2005-11-30,3.5,-3.92,-3.92
72,2005-12-31,3.76,-7.91,-7.91
73,2006-01-31,3.76,0.17,0.17
74,2006-02-28,3.99,-2.05,-2.05
75,2006-03-31,3.97,-0.7,-0.7
76,2006-04-30,3.97,14.31,14.31
77,2006-05-31,3.96,-9.67,-9.67
78,2006-06-30,4.21,3.33,3.33
79,2006-07-31,4.22,-3.23,-3.23
80,2006-08-31,4.49,14.91,14.91
81,2006-09-30,4.48,-4.14,-4.14
82,2006-10-31,4.48,0.0,0.0
83,2006-11-30,4.49,15.03,15.03
84,2006-12-31,4.6,-0.28,-0.28
85,2007-01-31,4.61,13.19,13.19
86,2007-02-28,4.55,16.46,16.46
87,2007-03-31,4.63,8.7,8.7
88,2007-04-30,4.88,17.5,17.5
89,2007-05-31,4.56,83.4,83.4
90,2007-06-30,4.52,-30.94,-30.94
91,2007-07-31,4.76,14.29,14.29
92,2007-08-31,4.98,-9.09,-9.09
93,2007-09-30,4.98,38.75,38.75
94,2007-10-31,5.02,-27.03,-27.03
95,2007-11-30,5.02,-18.54,-18.54
96,2007-12-31,5.02,2.48,2.48
97,2008-01-31,4.96,-10.48,-10.48
98,2008-02-29,4.94,29.25,29.25
99,2008-03-31,4.98,-14.6,-14.6
100,2008-04-30,4.95,0.43,0.43
101,2008-05-31,5.04,-1.69,-1.69
102,2008-06-30,5.01,-13.36,-13.36
103,2008-07-31,5.03,-9.45,-9.45
104,2008-08-31,5.25,-16.71,-16.71
105,2008-09-30,5.22,-9.82,-9.82
106,2008-10-31,4.14,-36.66,-36.66
107,2008-11-30,3.99,18.87,18.87
108,2008-12-31,3.02,6.45,6.45
109,2009-01-31,2.41,9.21,9.21
110,2009-02-28,1.87,-0.35,-0.35
111,2009-03-31,1.73,19.05,19.05
112,2009-04-30,1.85,64.91,64.91
