,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2850,4300,3774,2850,71000,20486,2850,3430,3168,2850,-32.94,-39.62,-38.84,-21.27,100.4,998216,0.0554,0.052,0.0553,0.0535,4.79,-32.94
1,2000-01-31,3940,4040,3648,3275,71000,19116,2850,3940,3638,3350,38.25,-14.35,-23.64,12.89,115.95,864378,0.0517,0.0657,0.0549,0.0564,4.78,38.25
2,2000-02-29,3320,4200,3643,3320,71000,17975,2850,3750,3466,3320,-12.17,-23.68,-39.08,-3.21,102.76,618004,0.0537,0.0563,0.0561,0.0596,5.07,-12.17
3,2000-03-31,2600,3410,3092,2600,71000,16218,2600,3100,2831,2600,-21.69,-8.77,-42.48,-12.46,11.6,522596,0.0506,0.0323,0.0559,0.0493,5.05,-21.69
4,2000-04-30,1960,2600,2173,1850,71000,13885,1850,2085,1965,1850,-34.67,-48.15,-57.11,-9.26,-45.73,298092,0.0558,0.0746,0.0576,0.0554,5.06,-34.67
5,2000-05-31,1990,1990,1698,1345,71000,10412,1345,1990,1812,1540,1.53,-40.06,-55.48,23.6,-51.82,1624976,0.0626,0.0837,0.059,0.0661,5.12,1.53
6,2000-06-30,2075,2190,1976,1800,71000,6810,1345,2120,2067,1975,6.41,-20.19,-27.19,8.64,-58.5,961636,0.0618,0.0536,0.0602,0.0717,5.16,6.41
7,2000-07-31,2195,3075,2534,2185,5970,3557,1345,2230,2204,2185,5.78,11.99,-44.29,-1.13,-57.46,485666,0.0628,0.0652,0.0579,0.0687,5.13,5.78
8,2000-08-31,2005,2265,2155,2005,5960,3267,1345,2130,2082,2005,-8.66,0.75,-39.61,-3.14,-62.38,178980,0.0592,0.0244,0.0559,0.049,5.12,-8.66
9,2000-09-30,2200,2430,2177,1965,5960,3055,1345,2285,2244,2200,3.29,7.58,-22.94,6.8,-53.39,250118,0.0603,0.0435,0.0571,0.0467,5.09,3.29
10,2000-10-31,1530,2270,1872,1530,5960,2836,1345,1610,1577,1530,-30.45,-30.3,-21.94,-8.38,-66.74,148228,0.0542,0.0292,0.0549,0.0335,5.37,-30.45
11,2000-11-30,1215,1715,1482,1215,4300,2515,1215,1360,1297,1215,-23.34,-40.88,-37.69,-6.9,-72.82,296596,0.0439,0.0294,0.0543,0.038,5.32,-23.34
12,2000-12-31,1070,1310,1153,995,4200,2319,995,1105,1038,995,-21.32,-53.17,-45.82,-3.17,-66.56,293856,0.0423,0.0423,0.0538,0.0367,6.08,-21.32
