,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,36047.437419028036,5.62538,3.6854646889916523e-06,-1.89,0.0368,-1.89,11.18
1,2000-01-31,4.78,-8.41,23235.75149935605,2.6735,-5.190051479471561e-06,-14.61,0.0429,-14.61,-8.41
2,2000-02-29,5.07,-13.36,41725.51895235197,2.88979,1.1578202345198751e-05,4.49,0.0645,4.49,-13.36
3,2000-03-31,5.05,4.71,25804.94582142787,2.19837,-1.7981289041568183e-05,-23.93,0.0438,-23.93,4.71
4,2000-04-30,5.06,-17.96,20295.349292076688,2.03526,-7.592953267187997e-06,-18.58,0.0618,-18.58,-17.96
5,2000-05-31,5.12,1.68,22970.51018448292,1.57077,-1.321333922768123e-05,-22.82,0.0809,-22.82,1.68
6,2000-06-30,5.16,12.61,29572.393000755405,1.61154,-1.4090960358591463e-06,15.06,0.0506,15.06,12.61
7,2000-07-31,5.13,-14.44,19274.831961860105,1.29065,-5.54269659292036e-06,-19.91,0.0328,-19.91,-14.44
8,2000-08-31,5.12,-3.14,20854.19364966504,1.31016,-3.175859356949941e-06,1.51,0.0428,1.51,-3.14
9,2000-09-30,5.09,-17.36,11901.885085205065,0.99281,-1.0863976431297975e-05,-26.7,0.0449,-26.7,-17.36
10,2000-10-31,5.37,-16.2,14122.818695048258,0.64887,-1.3392947239307077e-05,-34.64,0.0465,-34.64,-16.2
11,2000-11-30,5.32,-0.81,23065.640020639836,0.63114,-8.353005466921322e-06,-5.32,0.0419,-5.32,-0.81
12,2000-12-31,6.08,-4.36,20467.492936469247,0.46449,-7.049188012085563e-06,-27.02,0.0435,-27.02,-4.36
13,2001-01-31,5.27,23.09,52542.047050063666,1.07043,-1.942746420435811e-06,66.41,0.0701,66.41,23.09
14,2001-02-28,5.06,-7.49,22445.326613787114,0.88385,-1.0447132250667737e-06,-17.05,0.0329,-17.05,-7.49
15,2001-03-31,4.96,-9.68,14944.76734036794,0.84456,-3.0918100948718563e-06,-4.44,0.0446,-4.44,-9.68
16,2001-04-30,5.01,11.19,14897.530435443423,0.85929,1.9497315512089806e-07,1.74,0.031,1.74,11.19
17,2001-05-31,5.01,5.02,17471.370008978258,0.86666,-3.311314351716373e-07,0.86,0.0192,0.86,5.02
18,2001-06-30,4.99,-7.17,10746.481632615209,0.81019,-2.901439867824326e-06,-10.81,0.0203,-10.81,-7.17
19,2001-07-31,4.77,-8.5,10625.346520185214,0.59905,-1.4012046257319224e-05,-26.06,0.0478,-26.06,-8.5
20,2001-08-31,4.54,0.66,16485.96350706999,0.56959,1.549101505823677e-05,-4.92,0.0301,-4.92,0.66
21,2001-09-30,4.0,-17.28,11377.454002250093,0.43701,-5.161885402741721e-06,-27.94,0.0656,-27.94,-17.28
22,2001-10-31,4.02,12.78,17087.593817072124,0.55977,7.198377919529313e-08,28.09,0.0428,28.09,12.78
23,2001-11-30,4.04,20.45,45022.75771830131,0.70953,1.0881347394017523e-06,31.36,0.0559,31.36,20.45
24,2001-12-31,4.01,10.41,197245.3229891879,1.12445,-1.5370042368494332e-06,59.58,0.0838,59.58,10.41
25,2002-01-31,3.98,6.92,254781.84143407465,1.95559,1.97604954073447e-08,18.12,0.0618,18.12,6.92
26,2002-02-28,4.01,10.36,96352.17149160175,1.82907,3.7138959967937047e-07,-9.96,0.0461,-9.96,10.36
27,2002-03-31,4.0,8.98,71832.23928810314,1.52905,-4.963809748509126e-07,-16.4,0.0364,-16.4,8.98
28,2002-04-30,4.04,-4.87,54220.13621887274,1.33747,1.3084476241851286e-06,-12.53,0.0523,-12.53,-4.87
29,2002-05-31,4.28,-5.25,34882.42919756319,1.15673,2.6646831561085473e-08,-13.51,0.0333,-13.51,-5.25
30,2002-06-30,4.26,-12.73,16132.61857988501,0.96876,-4.5069110104648844e-07,-23.43,0.0545,-23.43,-12.73
31,2002-07-31,4.27,-3.77,179006.4544607799,1.38807,-8.076451789889213e-08,43.28,0.0813,43.28,-3.77
32,2002-08-31,4.28,1.76,87966.99087192009,1.41699,3.9507481919128006e-07,-2.97,0.0257,-2.97,1.76
33,2002-09-30,4.28,-12.08,62004.401576660974,1.09166,-2.7012064211196175e-06,-22.96,0.0432,-22.96,-12.08
34,2002-10-31,4.28,2.13,92100.83514358212,1.20011,-3.640083178505525e-08,9.93,0.0547,9.93,2.13
35,2002-11-30,4.28,8.38,51172.07131469187,1.19288,3.0904685858350333e-07,-1.79,0.0323,-1.79,8.38
36,2002-12-31,4.52,-13.23,25242.501712744575,0.93261,-2.6961820878366934e-07,-21.82,0.027,-21.82,-13.23
37,2003-01-31,4.34,-5.82,21319.876884271216,0.98249,-5.761546654523099e-07,-6.2,0.0335,-6.2,-5.82
38,2003-02-28,4.27,-3.15,21454.62854256324,0.97843,-9.254299074773922e-07,-3.21,0.0383,-3.21,-3.15
39,2003-03-31,4.27,-6.59,20632.717966171618,0.91347,4.4122823606437667e-07,-6.64,0.0467,-6.64,-6.59
40,2003-04-30,4.26,12.34,36491.64198004842,1.0312,3.4417920083789686e-07,7.17,0.0497,7.17,12.34
41,2003-05-31,4.01,5.34,38902.5961791107,1.13676,6.058001080991686e-07,10.24,0.0308,10.24,5.34
42,2003-06-30,4.1,6.13,106482.33276892673,1.3966,1.8312977266609908e-07,22.86,0.0541,22.86,6.13
43,2003-07-31,3.75,7.08,43012.26359094779,1.31134,-3.5603371176125774e-07,-6.1,0.0296,-6.1,7.08
44,2003-08-31,3.72,5.24,47224.56942982581,1.38441,2.4530868143419284e-07,3.65,0.0405,3.65,5.24
45,2003-09-30,3.77,-8.24,19047.699196285677,1.18687,-2.60928313009839e-06,-14.27,0.0255,-14.27,-8.24
46,2003-10-31,3.84,13.28,18069.826204211135,1.17847,-4.0803683423481344e-06,-0.71,0.0253,-0.71,13.28
47,2003-11-30,3.78,3.06,58016.31986654163,1.32706,7.681510018230008e-07,11.16,0.0476,11.16,3.06
48,2003-12-31,3.97,1.54,61651.34614204241,1.37318,3.5193668888551997e-07,3.47,0.0399,3.47,1.54
