,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
96,2007-12-31,30100.0,33400.0,30915.0,28900.0,39900.0,27753.0,20000.0,30950.0,30520.0,30000.0,-0.82,-6.38,0.33,43.33,125330.0,0.0322,0.0275,0.0279,0.0376,5.02,-8.23
97,2008-01-31,27900.0,29700.0,26600.0,24400.0,39900.0,28308.0,20400.0,27900.0,26500.0,25400.0,-20.74,-11.71,10.93,29.17,142707.0,0.0333,0.0288,0.0287,0.0321,4.96,-7.31
98,2008-02-29,25400.0,28450.0,27238.0,24800.0,39900.0,28784.0,20400.0,27200.0,25630.0,24800.0,-23.95,-6.27,-8.96,19.25,166331.0,0.0318,0.0231,0.0288,0.0257,4.94,-3.97
99,2008-03-31,25350.0,25350.0,24185.0,23000.0,39900.0,29011.0,21000.0,25350.0,24840.0,24450.0,-15.78,-16.47,2.01,10.94,120046.0,0.031,0.0174,0.029,0.0227,4.98,-0.2
100,2008-04-30,29150.0,29150.0,27038.0,24700.0,39900.0,29361.0,23000.0,29150.0,28510.0,27350.0,8.36,-15.51,5.23,12.98,265293.0,0.0266,0.018,0.0282,0.0195,4.95,15.67
101,2008-05-31,29700.0,30900.0,29425.0,27900.0,39900.0,29655.0,23000.0,30900.0,29740.0,28850.0,16.93,-7.04,-0.83,5.69,274876.0,0.0234,0.0251,0.0283,0.0204,5.04,1.89
102,2008-06-30,28500.0,31300.0,29423.0,28000.0,39900.0,29541.0,23000.0,29100.0,28710.0,28100.0,13.1,-5.32,1.79,-14.54,66885.0,0.0225,0.0232,0.0278,0.0223,5.01,-4.04
103,2008-07-31,29500.0,29500.0,27040.0,25650.0,39900.0,29048.0,23000.0,29500.0,28450.0,27450.0,1.2,5.73,6.5,-6.65,83501.0,0.022,0.0237,0.028,0.0241,5.03,3.51
104,2008-08-31,28650.0,29400.0,28630.0,26800.0,39900.0,28966.0,23000.0,29400.0,28740.0,28500.0,-7.28,12.8,-1.38,5.72,90939.0,0.0222,0.0238,0.0272,0.0237,5.25,4.37
105,2008-09-30,27500.0,29150.0,27890.0,26650.0,39900.0,28957.0,23000.0,28250.0,27680.0,27100.0,-3.51,9.13,-1.08,-9.39,91804.0,0.024,0.0279,0.0274,0.025,5.22,-4.01
106,2008-10-31,20800.0,27800.0,23610.0,17000.0,39900.0,28166.0,17000.0,20800.0,19110.0,17000.0,-29.49,-28.64,4.0,-40.91,406888.0,0.0344,0.0649,0.0312,0.042,4.14,-24.36
107,2008-11-30,20450.0,22500.0,19603.0,16450.0,33400.0,26808.0,16450.0,20450.0,19470.0,18250.0,-28.62,-31.38,8.2,-37.65,259854.0,0.0392,0.0523,0.032,0.0504,3.99,7.63
108,2008-12-31,21500.0,21500.0,19543.0,17800.0,31300.0,25864.0,16450.0,21500.0,20310.0,19550.0,-21.82,-24.56,9.97,-28.57,207115.0,0.0404,0.0329,0.0324,0.0514,3.02,5.13
109,2009-01-31,18200.0,21500.0,18245.0,16800.0,31300.0,25183.0,16450.0,18550.0,17780.0,17000.0,-12.08,-36.36,2.82,-32.34,627549.0,0.0416,0.0418,0.0333,0.0415,2.41,-15.35
110,2009-02-28,15800.0,18600.0,17580.0,15800.0,31300.0,24413.0,15800.0,16500.0,16080.0,15800.0,-21.98,-46.26,-5.95,-36.29,318162.0,0.042,0.0226,0.0332,0.0318,1.87,-10.73
111,2009-03-31,18200.0,19000.0,17863.0,16450.0,31300.0,23824.0,15150.0,18250.0,18040.0,17800.0,-15.35,-33.82,-0.27,-28.21,281724.0,0.0419,0.0221,0.0337,0.0285,1.73,15.19
112,2009-04-30,21700.0,21700.0,20048.0,18800.0,31300.0,23214.0,15150.0,21700.0,20730.0,19600.0,19.23,4.83,14.21,-25.56,330176.0,0.0345,0.0344,0.0346,0.0277,1.85,21.91
113,2009-05-31,22700.0,23950.0,22340.0,20750.0,31300.0,22703.0,15150.0,23850.0,23520.0,22700.0,43.67,11.0,-5.22,-26.54,219909.0,0.0316,0.0331,0.0352,0.0298,1.96,7.08
114,2009-06-30,24200.0,24900.0,23448.0,21200.0,29500.0,22200.0,15150.0,24900.0,24300.0,23850.0,35.96,12.56,1.04,-15.09,172168.0,0.0292,0.027,0.0353,0.03,1.96,6.61
115,2009-07-31,24100.0,25300.0,23638.0,22700.0,29400.0,21901.0,15150.0,24100.0,23260.0,22800.0,11.06,32.42,2.12,-18.31,283482.0,0.0277,0.022,0.0352,0.0277,1.95,-0.41
116,2009-08-31,21850.0,24700.0,22938.0,20750.0,29150.0,21458.0,15150.0,22500.0,21780.0,20750.0,-3.74,38.29,3.07,-23.73,321989.0,0.0277,0.0268,0.0353,0.0251,1.99,-9.34
117,2009-09-30,26650.0,27850.0,24525.0,22200.0,28450.0,21177.0,15150.0,27850.0,26950.0,26650.0,10.12,49.72,1.52,-3.09,159169.0,0.0279,0.0288,0.0355,0.0268,2.0,18.44
118,2009-10-31,27100.0,28350.0,27035.0,25850.0,28350.0,21417.0,15150.0,27700.0,27250.0,26900.0,18.86,24.88,-1.09,30.92,113284.0,0.0267,0.0201,0.0308,0.0258,2.01,1.69
119,2009-11-30,29300.0,30000.0,28820.0,27150.0,30000.0,22172.0,15150.0,30000.0,29390.0,28700.0,30.22,29.07,0.69,43.28,124750.0,0.0237,0.0214,0.0279,0.0236,2.01,8.12
120,2009-12-31,31550.0,32000.0,30405.0,29350.0,32000.0,23067.0,15150.0,31550.0,30750.0,30250.0,18.39,30.37,4.3,46.74,91975.0,0.023,0.0197,0.027,0.0201,2.01,7.68
121,2010-01-31,26200.0,31900.0,29173.0,26200.0,32000.0,23899.0,15150.0,28150.0,27480.0,26200.0,-2.96,14.91,-2.96,54.12,111762.0,0.0241,0.0241,0.026,0.0222,2.0,-15.35
122,2010-02-28,28900.0,28900.0,27565.0,26200.0,32000.0,24667.0,15150.0,28900.0,28710.0,28350.0,-3.02,32.87,1.76,81.76,61918.0,0.0218,0.016,0.025,0.0198,2.01,2.66
123,2010-03-31,27800.0,29500.0,28205.0,27150.0,32000.0,25622.0,18000.0,28200.0,27890.0,27700.0,-11.89,4.32,-2.11,52.75,159930.0,0.0194,0.0163,0.0245,0.0187,2.0,-3.81
124,2010-04-30,26350.0,27650.0,26895.0,26150.0,32000.0,26239.0,20750.0,27500.0,26760.0,26150.0,0.57,-2.77,-3.48,21.43,159483.0,0.0188,0.0173,0.0229,0.0151,2.0,-6.56
125,2010-05-31,26350.0,27650.0,26088.0,24500.0,32000.0,26517.0,20750.0,26400.0,25980.0,25700.0,-8.82,-10.07,0.19,16.08,170262.0,0.02,0.0265,0.0223,0.0199,2.0,0.0
126,2010-06-30,28600.0,29100.0,27155.0,24600.0,32000.0,26836.0,20750.0,29100.0,28760.0,28400.0,1.42,-9.35,2.51,18.18,237591.0,0.0202,0.0201,0.0219,0.0222,2.03,11.28
127,2010-07-31,28600.0,30450.0,29338.0,28050.0,32000.0,27324.0,20750.0,29000.0,28540.0,28050.0,8.54,9.16,-2.56,25.44,161160.0,0.0187,0.0145,0.0216,0.0218,2.28,0.0
128,2010-08-31,29800.0,30400.0,29163.0,27800.0,32000.0,27850.0,22200.0,29800.0,29430.0,29050.0,13.09,3.11,2.05,36.38,98654.0,0.0198,0.0212,0.0208,0.0185,2.28,4.2
129,2010-09-30,34000.0,34850.0,32820.0,29800.0,34850.0,28547.0,24500.0,34850.0,34250.0,33800.0,18.88,20.57,-2.02,27.58,132353.0,0.0209,0.0226,0.02,0.0199,2.27,15.06
130,2010-10-31,32100.0,34900.0,33018.0,32000.0,34900.0,29044.0,24500.0,32500.0,32240.0,32000.0,12.63,22.75,-1.23,18.89,131395.0,0.0214,0.0231,0.0203,0.0225,2.26,-7.36
131,2010-11-30,31400.0,33800.0,32398.0,30800.0,34900.0,29374.0,24500.0,31650.0,31350.0,30800.0,6.26,22.18,-3.09,7.17,135845.0,0.0202,0.0208,0.0202,0.0209,2.51,-2.18
132,2010-12-31,31350.0,32800.0,31693.0,30450.0,34900.0,29502.0,24500.0,31350.0,30950.0,30550.0,-7.79,9.62,2.62,-0.63,177221.0,0.0203,0.0162,0.0201,0.02,2.51,-0.16
133,2011-01-31,31950.0,33500.0,32113.0,30550.0,34900.0,29739.0,24500.0,33500.0,32510.0,31950.0,-0.47,11.71,-2.29,21.95,161716.0,0.0205,0.02,0.0196,0.0192,2.75,1.91
134,2011-02-28,28100.0,33500.0,29713.0,27900.0,34900.0,29862.0,24500.0,28150.0,28010.0,27900.0,-8.77,-3.27,-1.75,-2.77,89606.0,0.0194,0.0167,0.0199,0.018,2.76,-13.67
135,2011-03-31,29600.0,30400.0,28990.0,27750.0,34900.0,29925.0,24500.0,29600.0,29070.0,28400.0,-5.58,-12.94,2.07,6.47,139817.0,0.0197,0.0218,0.0203,0.0196,2.99,5.34
136,2011-04-30,33200.0,33250.0,31875.0,29600.0,34900.0,30326.0,24500.0,33200.0,32710.0,32000.0,2.0,3.43,0.0,26.96,264586.0,0.0196,0.0218,0.0207,0.0203,3.02,13.7
137,2011-05-31,38550.0,38700.0,36118.0,32800.0,38700.0,31128.0,24600.0,38650.0,38110.0,37400.0,37.19,22.77,3.77,46.3,171152.0,0.0218,0.0318,0.0213,0.0252,3.03,16.11
138,2011-06-30,41950.0,41950.0,39540.0,36200.0,41950.0,32172.0,27750.0,41950.0,41470.0,40500.0,42.2,33.81,3.2,46.68,158612.0,0.024,0.0296,0.022,0.0276,3.28,8.54
139,2011-07-31,47050.0,48200.0,43195.0,38900.0,48200.0,33321.0,27750.0,48200.0,46940.0,44550.0,41.72,44.55,3.41,65.09,214062.0,0.0249,0.0258,0.0228,0.0286,3.27,14.34
140,2011-08-31,48850.0,53100.0,47845.0,43500.0,53100.0,34989.0,27750.0,48850.0,46280.0,43500.0,26.72,73.84,1.77,63.93,351271.0,0.03,0.0468,0.0256,0.035,3.27,3.83
141,2011-09-30,40450.0,50100.0,45988.0,39800.0,53100.0,36021.0,27750.0,44750.0,42110.0,39800.0,-3.58,37.12,-9.1,18.97,217945.0,0.0318,0.0299,0.0262,0.0354,3.28,-15.46
142,2011-10-31,45100.0,47550.0,43738.0,35600.0,53100.0,36894.0,27750.0,47100.0,46130.0,45100.0,-4.14,35.84,-1.53,40.5,110686.0,0.0342,0.0395,0.0277,0.0393,3.26,11.5
143,2011-11-30,46650.0,50500.0,46768.0,42700.0,53100.0,38144.0,27750.0,47600.0,46630.0,46000.0,-2.51,20.7,-1.48,48.57,90492.0,0.0346,0.0354,0.0288,0.0349,3.27,0.32
144,2011-12-31,40400.0,47000.0,44148.0,40400.0,53100.0,39203.0,27750.0,44200.0,42400.0,40400.0,1.51,-1.82,-10.02,29.7,217065.0,0.0342,0.0209,0.0292,0.0296,3.29,-15.13
145,2012-01-31,45550.0,45550.0,42815.0,40250.0,53100.0,40137.0,27750.0,45550.0,45220.0,44800.0,1.0,-3.19,0.66,42.57,136863.0,0.0339,0.023,0.0294,0.0277,3.27,12.75
146,2012-02-29,42000.0,46450.0,44150.0,42000.0,53100.0,41222.0,27750.0,46150.0,44150.0,42000.0,-11.76,-4.55,-5.94,49.47,166469.0,0.0287,0.018,0.0294,0.0212,3.26,-6.46
147,2012-03-31,39950.0,42150.0,41165.0,39950.0,53100.0,42254.0,29600.0,40950.0,40520.0,39950.0,-1.11,-1.24,-1.36,35.42,121886.0,0.0247,0.0174,0.0291,0.0199,3.24,-4.88
148,2012-04-30,37600.0,42450.0,40810.0,37600.0,53100.0,43071.0,32800.0,41150.0,39000.0,37600.0,-17.45,-19.14,-10.37,13.25,202738.0,0.0243,0.0249,0.0294,0.0202,3.26,-5.88
149,2012-05-31,31700.0,37550.0,35133.0,31700.0,53100.0,42967.0,31700.0,33950.0,32990.0,31700.0,-24.52,-32.05,-5.37,-17.77,200508.0,0.0207,0.0195,0.0286,0.0205,3.27,-15.69
150,2012-06-30,28600.0,32000.0,30425.0,27950.0,53100.0,42251.0,27950.0,30000.0,28920.0,27950.0,-29.38,-29.21,-6.38,-30.5,235957.0,0.0209,0.0207,0.028,0.0215,3.26,-15.76
151,2012-07-31,26950.0,31650.0,28775.0,25850.0,53100.0,41004.0,25850.0,27100.0,26590.0,25850.0,-28.32,-40.83,-0.37,-42.72,193136.0,0.0219,0.0285,0.0281,0.0235,3.02,-5.77
152,2012-08-31,33150.0,33150.0,30100.0,26550.0,50500.0,39427.0,25850.0,33150.0,32370.0,32000.0,4.57,-21.07,5.24,-32.14,348670.0,0.0233,0.0265,0.0262,0.0265,3.01,23.01
153,2012-09-30,31050.0,32400.0,31080.0,30000.0,50500.0,38249.0,25850.0,31050.0,30570.0,30000.0,11.09,-23.71,1.8,-25.72,192721.0,0.024,0.0199,0.0254,0.0247,3.01,-4.17
154,2012-10-31,30400.0,33000.0,31113.0,29500.0,50500.0,37197.0,25850.0,32250.0,31340.0,30400.0,12.8,-19.15,-6.03,-32.59,268930.0,0.024,0.0241,0.0237,0.024,2.75,-2.09
155,2012-11-30,30100.0,33900.0,31048.0,28200.0,48450.0,35808.0,25850.0,33350.0,31390.0,30100.0,-6.52,-8.23,-9.06,-35.48,273977.0,0.0264,0.0275,0.0237,0.026,2.77,-4.44
156,2012-12-31,31300.0,32450.0,31018.0,29700.0,46450.0,34763.0,25850.0,32150.0,31770.0,31300.0,0.81,11.99,-1.26,-22.91,163634.0,0.0254,0.0195,0.0234,0.0265,2.77,0.97
157,2013-01-31,28400.0,33700.0,30438.0,28200.0,46450.0,33721.0,25850.0,29000.0,28600.0,28200.0,-6.58,5.38,-4.05,-37.65,323562.0,0.0249,0.0259,0.0236,0.0243,2.76,-9.27
158,2013-02-28,29700.0,29700.0,29090.0,28400.0,42700.0,32477.0,25850.0,29700.0,29420.0,29200.0,-4.19,-8.33,2.59,-30.44,106256.0,0.0231,0.0088,0.0232,0.0195,2.76,4.39
