,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,1244.4304857552643,1.04752,-6.255584506397006e-06,-8.64,2434724.0
1,2000-01-31,4.78,-8.41,1823.3772441584615,0.9632,-2.3530822569664425e-05,-13.65,2274572.0
2,2000-02-29,5.07,-13.36,1510.328578192684,0.71147,-5.509354976858958e-06,-24.36,1875444.0
3,2000-03-31,5.05,4.71,1953.7562160693597,0.60445,-6.352945161318586e-06,-15.04,1461253.0
4,2000-04-30,5.06,-17.96,2073.6929092104806,0.615,2.2785627050121655e-07,-2.63,1444550.0
5,2000-05-31,5.12,1.68,3638.114352996842,0.78533,-4.6820634066035195e-06,27.7,1284986.0
6,2000-06-30,5.16,12.61,18337.80059242587,1.0853,-3.191620394672399e-06,35.85,2072158.0
7,2000-07-31,5.13,-14.44,27082.881552664698,1.0039,-1.2277109817030564e-06,-7.5,2438569.0
8,2000-08-31,5.12,-3.14,9807.96588777061,0.99335,-7.807940792229904e-07,-1.05,2182619.0
9,2000-09-30,5.09,-17.36,19699.908555332502,1.06419,-1.6240087100924618e-06,10.31,2211720.0
10,2000-10-31,5.37,-16.2,20193.604634067346,0.85768,-1.0801617740235285e-06,-19.41,2164319.0
11,2000-11-30,5.32,-0.81,15790.227245877404,0.80794,-4.3180193792368755e-07,-9.92,1912994.0
12,2000-12-31,6.08,-4.36,14792.075544722584,0.50346,-2.9413962332022127e-06,-41.2,1508153.0
13,2001-01-31,5.27,23.09,25401.300016682253,0.69495,1.807339796627938e-07,60.78,1720391.0
14,2001-02-28,5.06,-7.49,9790.278286903631,0.65872,1.3595122283301798e-06,0.59,1682077.0
15,2001-03-31,4.96,-9.68,4722.042314799833,0.49177,-2.6690597029088754e-06,-25.34,1439969.0
16,2001-04-30,5.01,11.19,12182.050356348193,0.57719,5.990691137640984e-07,17.37,1390073.0
17,2001-05-31,5.01,5.02,24798.458590924616,0.69495,2.117442419560994e-07,20.4,1689207.0
18,2001-06-30,4.99,-7.17,15160.54778318776,0.7286,-4.3221713350159674e-08,-1.4,1909228.0
19,2001-07-31,4.77,-8.5,4776.095489214107,0.5966,-6.415731866372599e-06,-18.12,1695270.0
20,2001-08-31,4.54,0.66,10917.391589064975,0.5746,-1.5268390005569917e-06,-3.69,1779493.0
21,2001-09-30,4.0,-17.28,9564.992276339137,0.48789,-5.482977623097603e-06,-24.6,1375643.0
