,Date,riskfree,activity,MA1M,actualreturn
61,2005-01-31,3.26,1.853511749995259e-06,1.09,1.09
62,2005-02-28,3.28,-3.940408506420522e-07,6.5,6.5
63,2005-03-31,3.26,-7.561941099926553e-06,-14.53,-14.53
64,2005-04-30,3.29,-1.1499666930197994e-05,-7.74,-7.74
65,2005-05-31,3.29,1.5779171321538298e-05,0.18,0.18
66,2005-06-30,3.3,-1.3838521741280134e-05,-5.7,-5.7
67,2005-07-31,3.27,-3.936946758372177e-06,-3.01,-3.01
68,2005-08-31,3.25,-1.0401855703638788e-05,-4.65,-4.65
69,2005-09-30,3.28,-1.6593596726183224e-06,12.13,12.13
70,2005-10-31,3.51,-7.1850716263891035e-06,-14.89,-14.89
71,2005-11-30,3.5,2.0334853251037657e-05,17.15,17.15
72,2005-12-31,3.76,1.5988631593234906e-05,6.25,6.25
73,2006-01-31,3.76,3.3605481112917783e-06,-10.25,-10.25
74,2006-02-28,3.99,9.911720974517875e-06,-3.17,-3.17
75,2006-03-31,3.97,-6.814207011581885e-06,-5.58,-5.58
76,2006-04-30,3.97,1.8952691365723925e-05,13.79,13.79
77,2006-05-31,3.96,-1.2062965664206685e-05,-11.35,-11.35
78,2006-06-30,4.21,1.0957976798692455e-05,-4.77,-4.77
79,2006-07-31,4.22,1.7805510891045143e-05,14.35,14.35
80,2006-08-31,4.49,2.109625263790168e-05,2.19,2.19
81,2006-09-30,4.48,2.9871081698973473e-05,6.37,6.37
82,2006-10-31,4.48,4.187936280079793e-06,-11.99,-11.99
83,2006-11-30,4.49,-1.3084593008948806e-05,-1.94,-1.94
84,2006-12-31,4.6,-1.596075934509559e-05,-6.55,-6.55
85,2007-01-31,4.61,-5.276839717605655e-06,-7.48,-7.48
86,2007-02-28,4.55,-1.546457670858387e-05,-12.69,-12.69
87,2007-03-31,4.63,-1.9202722998613114e-06,-0.58,-0.58
88,2007-04-30,4.88,-1.4575761251720057e-05,-4.39,-4.39
89,2007-05-31,4.56,-1.8415362276797387e-05,-1.22,-1.22
90,2007-06-30,4.52,6.331775731000503e-07,2.74,2.74
91,2007-07-31,4.76,-5.168174065822818e-06,9.47,9.47
92,2007-08-31,4.98,-5.283380277872676e-06,-14.05,-14.05
93,2007-09-30,4.98,-3.0837195781325576e-06,3.72,3.72
94,2007-10-31,5.02,1.01515178721479e-06,-7.46,-7.46
95,2007-11-30,5.02,-9.339488861391641e-06,-15.11,-15.11
96,2007-12-31,5.02,-1.097429622480563e-05,-0.77,-0.77
97,2008-01-31,4.96,8.707441482067917e-06,13.95,13.95
98,2008-02-29,4.94,2.142810533481711e-05,5.56,5.56
99,2008-03-31,4.98,1.991513594389315e-05,0.66,0.66
100,2008-04-30,4.95,-1.2415709732829313e-05,-8.97,-8.97
101,2008-05-31,5.04,1.849924508447884e-05,7.04,7.04
102,2008-06-30,5.01,2.5573979777931995e-05,7.24,7.24
103,2008-07-31,5.03,2.0838233976930485e-05,10.12,10.12
104,2008-08-31,5.25,2.6860621957289863e-05,-1.16,-1.16
105,2008-09-30,5.22,1.3389661997271554e-05,-3.51,-3.51
106,2008-10-31,4.14,1.9433766246166796e-05,-3.64,-3.64
107,2008-11-30,3.99,1.678104495980207e-06,1.49,1.49
108,2008-12-31,3.02,6.621611048205467e-06,11.36,11.36
109,2009-01-31,2.41,1.631742975754693e-06,-6.91,-6.91
110,2009-02-28,1.87,1.4685201754953292e-05,19.13,19.13
111,2009-03-31,1.73,-8.812013153994852e-07,2.73,2.73
112,2009-04-30,1.85,-7.983411181179155e-06,0.6,0.6
113,2009-05-31,1.96,-3.8937173916858245e-06,9.51,9.51
114,2009-06-30,1.96,1.0718374679022223e-05,21.01,21.01
115,2009-07-31,1.95,2.503427407887041e-06,-5.32,-5.32
116,2009-08-31,1.99,-1.7978840763047754e-06,-0.49,-0.49
117,2009-09-30,2.0,-3.829960636394503e-06,0.0,0.0
118,2009-10-31,2.01,1.0042607647163242e-05,-2.25,-2.25
119,2009-11-30,2.01,-9.828915227404102e-06,-2.05,-2.05
120,2009-12-31,2.01,7.767943941528222e-06,14.88,14.88
121,2010-01-31,2.0,5.124882956197938e-07,0.0,0.0
122,2010-02-28,2.01,2.9361314746143647e-05,-0.43,-0.43
123,2010-03-31,2.0,7.986506949117128e-06,3.93,3.93
124,2010-04-30,2.0,-4.230849315412197e-07,-2.1,-2.1
125,2010-05-31,2.0,1.7244703264318056e-06,3.65,3.65
126,2010-06-30,2.03,-1.1990897050090726e-05,-0.42,-0.42
127,2010-07-31,2.28,-1.1350927809661219e-05,-2.12,-2.12
128,2010-08-31,2.28,2.485312940866009e-06,6.71,6.71
129,2010-09-30,2.27,3.0046631116554946e-06,9.58,9.58
130,2010-10-31,2.26,9.429440672055745e-06,13.12,13.12
131,2010-11-30,2.51,1.0845269809429971e-05,4.2,4.2
132,2010-12-31,2.51,-1.1074336467962791e-05,-9.68,-9.68
133,2011-01-31,2.75,-8.921520480383859e-06,-8.04,-8.04
134,2011-02-28,2.76,8.155911812218124e-06,-4.67,-4.67
