,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,4.029633797443695e-06,-7.7,-7.7
1,2000-01-31,4.78,-3.2871353731927463e-06,-12.95,-12.95
2,2000-02-29,5.07,-4.434640108398755e-06,15.38,15.38
3,2000-03-31,5.05,-5.924964340165456e-08,-5.0,-5.0
4,2000-04-30,5.06,-6.028944148425445e-06,-8.28,-8.28
5,2000-05-31,5.12,-3.6055222562004604e-06,-27.63,-27.63
6,2000-06-30,5.16,7.998358469308504e-07,13.59,13.59
7,2000-07-31,5.13,9.311711365532761e-06,13.64,13.64
8,2000-08-31,5.12,-5.433371621306833e-06,-11.16,-11.16
9,2000-09-30,5.09,1.4793674202317488e-05,-7.13,-7.13
10,2000-10-31,5.37,5.070130139421882e-06,-6.44,-6.44
11,2000-11-30,5.32,7.337556439113147e-06,4.71,4.71
12,2000-12-31,6.08,1.3774353244682109e-05,0.56,0.56
13,2001-01-31,5.27,1.1630955075182938e-06,-4.44,-4.44
14,2001-02-28,5.06,7.784085048913244e-09,12.43,12.43
15,2001-03-31,4.96,6.7902717421690265e-06,-6.84,-6.84
16,2001-04-30,5.01,5.984864861506814e-06,-0.28,-0.28
17,2001-05-31,5.01,-2.575265608147993e-06,32.58,32.58
18,2001-06-30,4.99,7.036410773450042e-06,2.72,2.72
19,2001-07-31,4.77,-1.2013791363085122e-05,-25.87,-25.87
20,2001-08-31,4.54,-5.479875141308435e-06,-1.92,-1.92
21,2001-09-30,4.0,6.8522592062218465e-06,-19.67,-19.67
22,2001-10-31,4.02,3.0846868881597387e-06,1.72,1.72
23,2001-11-30,4.04,-2.0777588925899557e-06,32.66,32.66
24,2001-12-31,4.01,9.805365220577653e-06,3.42,3.42
25,2002-01-31,3.98,-5.297631035695236e-06,13.99,13.99
26,2002-02-28,4.01,-1.43289846961594e-06,13.57,13.57
27,2002-03-31,4.0,-4.398642089417887e-06,11.11,11.11
28,2002-04-30,4.04,5.7604688798241694e-06,-20.38,-20.38
29,2002-05-31,4.28,-4.447549901305357e-06,-12.09,-12.09
30,2002-06-30,4.26,1.2469173492144323e-06,-10.14,-10.14
31,2002-07-31,4.27,-5.617005766499526e-06,-5.96,-5.96
32,2002-08-31,4.28,-1.1275739147800083e-05,-8.25,-8.25
33,2002-09-30,4.28,-1.4984299356195053e-05,-25.9,-25.9
34,2002-10-31,4.28,1.712216348753957e-07,-0.97,-0.97
35,2002-11-30,4.28,5.4024424138476e-06,11.06,11.06
36,2002-12-31,4.52,2.8292376957190288e-05,-23.81,-23.81
37,2003-01-31,4.34,1.656019241144059e-05,-9.66,-9.66
38,2003-02-28,4.27,-1.3882779155415502e-06,-2.2,-2.2
39,2003-03-31,4.27,1.4088861360863969e-05,-9.89,-9.89
40,2003-04-30,4.26,-3.0391394874382413e-06,14.03,14.03
41,2003-05-31,4.01,5.516005718122079e-06,8.56,8.56
42,2003-06-30,4.1,8.52179540174386e-06,5.56,5.56
43,2003-07-31,3.75,-5.553307999130024e-06,0.0,0.0
44,2003-08-31,3.72,2.067866429037536e-05,4.38,4.38
45,2003-09-30,3.77,1.3694445052736041e-05,-18.4,-18.4
46,2003-10-31,3.84,3.646680874545253e-05,21.81,21.81
47,2003-11-30,3.78,3.223856188879513e-05,2.53,2.53
48,2003-12-31,3.97,1.7499469583257258e-05,21.18,21.18
49,2004-01-31,3.78,8.42999643632376e-06,-14.23,-14.23
50,2004-02-29,3.78,7.403764276272129e-06,4.29,4.29
51,2004-03-31,3.74,4.6495904217735376e-05,-5.48,-5.48
52,2004-04-30,3.76,1.4812975888871703e-05,14.69,14.69
53,2004-05-31,3.77,2.106362065470857e-05,-15.7,-15.7
54,2004-06-30,3.78,-2.9135987107972446e-05,-17.33,-17.33
55,2004-07-31,3.77,-2.6042561388325492e-06,-10.02,-10.02
56,2004-08-31,3.52,-1.3141796743313127e-05,11.14,11.14
57,2004-09-30,3.55,3.189642384211279e-06,18.6,18.6
58,2004-10-31,3.53,6.068718983260851e-07,1.98,1.98
59,2004-11-30,3.26,2.6097389123490783e-06,25.73,25.73
60,2004-12-31,3.29,8.735015753574122e-06,-8.11,-8.11
61,2005-01-31,3.26,1.5137409613154445e-08,-6.72,-6.72
62,2005-02-28,3.28,-9.079502168530785e-06,14.86,14.86
63,2005-03-31,3.26,-9.858602502392944e-06,-3.53,-3.53
64,2005-04-30,3.29,2.073430087302507e-06,-16.73,-16.73
65,2005-05-31,3.29,5.238895988732483e-07,2.39,2.39
66,2005-06-30,3.3,-3.0873744011962453e-06,12.5,12.5
67,2005-07-31,3.27,4.838193025414525e-06,35.02,35.02
68,2005-08-31,3.25,6.239556793645058e-06,5.94,5.94
69,2005-09-30,3.28,5.1937452162815026e-06,13.29,13.29
70,2005-10-31,3.51,-1.009049196174633e-05,-6.12,-6.12
71,2005-11-30,3.5,4.864535061843699e-06,64.82,64.82
72,2005-12-31,3.76,6.946219369370882e-06,19.3,19.3
73,2006-01-31,3.76,-3.3544769747407557e-06,-11.32,-11.32
74,2006-02-28,3.99,1.2084337055973995e-05,23.52,23.52
75,2006-03-31,3.97,8.861331529224455e-06,0.0,0.0
76,2006-04-30,3.97,-3.6874776801451783e-06,4.56,4.56
77,2006-05-31,3.96,-8.966828029205418e-06,-15.89,-15.89
78,2006-06-30,4.21,6.542827031984836e-06,1.67,1.67
79,2006-07-31,4.22,1.5767407552937118e-05,11.51,11.51
80,2006-08-31,4.49,1.299624349116016e-05,6.49,6.49
81,2006-09-30,4.48,2.663022051981084e-05,18.57,18.57
82,2006-10-31,4.48,1.0304771730294034e-05,-0.24,-0.24
83,2006-11-30,4.49,8.53395062591833e-06,29.5,29.5
