,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
158,2013-02-28,10700.0,11150.0,10633.0,10300.0,13600.0,10450.0,7700.0,10750.0,10650.0,10550.0,-6.96,-7.76,7.0,-1.38,-7.36,181151.0,0.0275,0.0158,0.0276,0.0259,2.76,-6.96
159,2013-03-31,12400.0,12400.0,11655.0,10800.0,13600.0,10511.0,7700.0,12400.0,12260.0,12050.0,15.89,19.81,0.81,5.98,26.79,400001.0,0.0269,0.0201,0.0269,0.0231,2.75,15.89
160,2013-04-30,11950.0,12100.0,11768.0,11250.0,13600.0,10745.0,8100.0,11950.0,11850.0,11650.0,-3.63,9.63,-1.65,0.42,43.98,228373.0,0.0243,0.0177,0.0258,0.0176,2.78,-3.63
161,2013-05-31,10800.0,11700.0,11083.0,10600.0,13600.0,10955.0,8390.0,11600.0,11210.0,10800.0,-9.62,0.93,-11.11,-0.92,19.73,263953.0,0.023,0.0223,0.025,0.0198,2.5,-9.62
162,2013-06-30,10100.0,10900.0,10470.0,9990.0,13600.0,11084.0,9000.0,10250.0,10118.0,9990.0,-12.93,-18.22,-2.42,-2.88,6.65,153886.0,0.0212,0.0175,0.0246,0.0191,2.5,-12.93
163,2013-07-31,11500.0,11500.0,10793.0,10000.0,13600.0,11207.0,9250.0,11500.0,11260.0,11050.0,13.86,-3.77,3.14,2.68,24.19,148101.0,0.0182,0.0157,0.0238,0.0189,2.53,13.86
164,2013-08-31,10750.0,11900.0,11160.0,10700.0,13600.0,11311.0,9950.0,10900.0,10810.0,10700.0,-5.7,-2.71,0.47,-1.38,3.37,74020.0,0.0182,0.0162,0.0233,0.0171,2.51,-5.7
165,2013-09-30,11300.0,11500.0,11145.0,10750.0,13600.0,11317.0,9950.0,11350.0,11300.0,11250.0,5.12,11.88,-8.87,0.0,-8.13,123281.0,0.0174,0.0119,0.0224,0.0154,2.5,5.12
166,2013-10-31,10250.0,11050.0,10608.0,10250.0,13250.0,11134.0,9950.0,10450.0,10330.0,10250.0,-9.29,-10.87,-14.23,-0.97,-18.97,123099.0,0.0165,0.0121,0.0206,0.0138,2.52,-9.29
167,2013-11-30,10250.0,10350.0,10001.0,9480.0,12400.0,10963.0,9480.0,10250.0,10124.0,9970.0,-1.44,-5.09,-11.64,4.59,-12.39,98427.0,0.0157,0.018,0.0197,0.0143,2.5,-1.44
