,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,156953.47808079876,0.35732,4.760368085743133e-06,2.27,2.27,0.0815,2.27,11.18
1,2000-01-31,4.78,-8.41,91430.61528522221,0.41419,-1.7778911126253103e-06,-4.89,-4.89,0.0464,-4.89,-8.41
2,2000-02-29,5.07,-13.36,71721.31666835911,0.40257,2.7459776252704857e-06,-4.15,-4.15,0.0433,-4.15,-13.36
3,2000-03-31,5.05,4.71,42206.267110773304,0.37702,-2.909916210902579e-06,-6.35,-6.35,0.0429,-6.35,4.71
4,2000-04-30,5.06,-17.96,33183.21232665138,0.23693,-7.631128689454042e-06,-36.44,-36.44,0.0585,-36.44,-17.96
5,2000-05-31,5.12,1.68,46795.54780062263,0.20265,-7.6047224448787475e-06,-14.47,-14.47,0.0967,-14.47,1.68
6,2000-06-30,5.16,12.61,68203.18426070904,0.23136,-3.167044003507263e-06,29.03,29.03,0.0591,29.03,12.61
7,2000-07-31,5.13,-14.44,81554.67420830726,0.21293,1.0867881882118218e-07,-7.96,-7.96,0.0605,-7.96,-14.44
8,2000-08-31,5.12,-3.14,36531.80881965173,0.22793,3.006466655950094e-06,7.04,7.04,0.0362,7.04,-3.14
9,2000-09-30,5.09,-17.36,21930.38329197684,0.18423,-1.7887936861806045e-06,-23.49,-23.49,0.0415,-23.49,-17.36
10,2000-10-31,5.37,-16.2,38525.95294414218,0.1521,-1.6283778466106358e-06,-17.44,-17.44,0.0512,-17.44,-16.2
11,2000-11-30,5.32,-0.81,29053.15817963395,0.06941,-1.0323224248108405e-05,-54.37,-54.37,0.0854,-54.37,-0.81
12,2000-12-31,6.08,-4.36,51052.33722241559,0.07712,-9.097124648079875e-07,11.11,11.11,0.0924,11.11,-4.36
13,2001-01-31,5.27,23.09,32570.777547840178,0.11678,1.0872947461478307e-06,31.11,31.11,0.0815,31.11,23.09
