,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,9501.087548883563,0.35372,4.269766757727177e-06,-24.53,198175
1,2000-01-31,4.78,-8.41,6271.857473450994,0.30766,5.335892544569536e-06,3.5,172417
2,2000-02-29,5.07,-13.36,6994.389735614308,0.26599,-4.639176931095587e-06,-14.76,160750
3,2000-03-31,5.05,4.71,4716.50533669707,0.27929,-6.569678078877633e-06,5.03,164896
4,2000-04-30,5.06,-17.96,3874.157169996993,0.24958,-9.062136402037662e-06,-16.0,146332
5,2000-05-31,5.12,1.68,11329.623724100926,0.30456,7.989937144557669e-06,22.02,164002
6,2000-06-30,5.16,12.61,4643.278339604208,0.30899,6.941275496050445e-06,1.22,171959
7,2000-07-31,5.13,-14.44,5061.111953238023,0.34179,-6.293283565757549e-07,10.58,188016
8,2000-08-31,5.12,-3.14,7010.59807828793,0.40718,1.4189819700354546e-06,19.13,219804
9,2000-09-30,5.09,-17.36,3598.4043285516177,0.39078,1.0250626321867491e-05,-7.72,219935
10,2000-10-31,5.37,-16.2,6743.514292892862,0.4903,1.2296729381612856e-05,25.48,246766
11,2000-11-30,5.32,-0.81,5295.557475222326,0.47545,2.6138407816926026e-06,1.59,267176
12,2000-12-31,6.08,-4.36,4881.408564805301,0.39809,2.4386537616863304e-06,-10.67,243298
13,2001-01-31,5.27,23.09,5287.573154855292,0.36149,3.953685821863012e-06,11.19,239656
14,2001-02-28,5.06,-7.49,3531.2261687124574,0.40998,1.418469202367882e-05,20.71,268030
15,2001-03-31,4.96,-9.68,6633.7779133377935,0.5701,4.3350997675994485e-06,39.05,330317
16,2001-04-30,5.01,11.19,4782.997220171133,0.54567,2.77624042499378e-06,-4.26,345345
17,2001-05-31,5.01,5.02,6071.106372746232,0.68408,6.65394760371573e-06,25.33,432498
18,2001-06-30,4.99,-7.17,7784.863762425121,0.77979,-1.226066333029817e-05,19.96,518506
19,2001-07-31,4.77,-8.5,4950.33146929658,0.87315,1.1659097202939136e-05,11.98,592263
20,2001-08-31,4.54,0.66,5339.283473131579,0.99455,-5.271894742655805e-06,13.89,710667
21,2001-09-30,4.0,-17.28,3990.1380982401547,1.16426,8.974552362019428e-06,10.98,745520
22,2001-10-31,4.02,12.78,5192.025477134395,1.09153,-8.58998478056424e-06,-6.25,789767
23,2001-11-30,4.04,20.45,3571.729463901359,1.13875,1.4521663625086126e-05,7.93,780528
24,2001-12-31,4.01,10.41,5322.285460824872,1.60084,8.415755828597216e-06,43.48,907438
25,2002-01-31,3.98,6.92,6130.721297229719,1.28925,-9.352201205040903e-08,-1.52,1107036
26,2002-02-28,4.01,10.36,4175.649483240749,1.3289,3.053791724099492e-06,-4.96,1090353
27,2002-03-31,4.0,8.98,5438.263511443238,1.5273,1.3541147393536071e-06,14.93,1325062
28,2002-04-30,4.04,-4.87,3766.937531711381,1.48262,5.190580500093265e-06,-2.92,1277144
29,2002-05-31,4.28,-5.25,2804.6000748273755,1.28925,-1.8208253289377504e-06,-13.04,1178713
30,2002-06-30,4.26,-12.73,4496.705851255648,1.38853,3.877268327846522e-06,2.56,1059294
31,2002-07-31,4.27,-3.77,3874.197274959754,1.27934,-8.043704972797094e-07,-7.86,1196386
32,2002-08-31,4.28,1.76,3285.9290189645694,1.26942,7.286807271642671e-07,-0.78,1118665
33,2002-09-30,4.28,-12.08,2481.8617184097893,1.1703,-1.9375937876745744e-06,-7.81,1097666
34,2002-10-31,4.28,2.13,2676.8241898758315,1.21986,3.621311865329448e-07,4.24,980683
35,2002-11-30,4.28,8.38,4140.74962608892,1.1157,-1.7443754825890366e-05,-3.02,982854
36,2002-12-31,4.52,-13.23,4242.933452408637,1.02146,-8.339304170540198e-06,-8.44,928824
37,2003-01-31,4.34,-5.82,3446.9324759424285,0.79468,1.2071404132325556e-05,-3.3,828949
38,2003-02-28,4.27,-3.15,2770.723532227387,0.72611,-2.575728302157093e-06,0.0,793890
39,2003-03-31,4.27,-6.59,4335.928684287525,0.66231,-3.1632394895365734e-07,-8.79,717710
40,2003-04-30,4.26,12.34,4658.630455429907,0.85777,1.3071832239747217e-05,27.07,843357
41,2003-05-31,4.01,5.34,4512.331213115574,0.9974,8.139623951825479e-06,16.28,1038887
42,2003-06-30,4.1,6.13,3535.3942004586556,1.02132,4.5993234299887555e-06,2.4,1043048
