,Date,riskfree,activity,MA1M,actualreturn
254,2021-02-28,0.59,-1.961371106542807e-05,-12.25,-12.25
255,2021-03-31,0.59,5.276665514262871e-06,8.56,8.56
256,2021-04-30,0.49,1.1395215208853681e-05,9.92,9.92
257,2021-05-31,0.51,1.6530517169338444e-06,1.13,1.13
258,2021-06-30,0.63,4.586113255671844e-06,5.97,5.97
259,2021-07-31,0.58,5.622541668221401e-06,3.17,3.17
260,2021-08-31,0.9,-8.387767664316876e-06,-3.75,-3.75
261,2021-09-30,0.92,5.4559163902223445e-06,-3.6,-3.6
262,2021-10-31,0.76,5.612611726825459e-06,1.5,1.5
263,2021-11-30,1.067,-1.681087770436782e-05,-18.15,-18.15
264,2021-12-31,1.437,3.5472411251245283e-06,7.69,7.69
265,2022-01-31,1.277,-1.98259888826019e-06,-4.9,-4.9
266,2022-02-28,1.39,3.6172944969015387e-06,10.3,10.3
267,2022-03-31,1.454,-1.2096235490597316e-05,3.11,3.11
268,2022-04-30,1.53,-1.697340231506358e-05,-8.08,-8.08
269,2022-05-31,1.863,-1.3167265578369063e-05,-13.27,-13.27
270,2022-06-30,2.337,-5.404822313077335e-06,-19.83,-19.83
271,2022-07-31,2.341,-2.671953582824466e-06,-1.1,-1.1
