,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
36,2002-12-31,4.52,-13.23,6427.15617063321,1.00794,5.765266435839524e-07,-1.99,150803.0
37,2003-01-31,4.34,-5.82,2462.6000084708076,0.98408,5.946864593550021e-06,-2.36,141663.0
38,2003-02-28,4.27,-3.15,1765.3177368567613,0.96029,-1.1510364434405716e-05,0.0,140053.0
39,2003-03-31,4.27,-6.59,1756.4389316928173,0.9262,-4.352671559668486e-06,-3.55,135242.0
40,2003-04-30,4.26,12.34,4907.031662106281,1.10153,-2.528385449484133e-06,17.95,145821.0
41,2003-05-31,4.01,5.34,5395.357007109575,1.26233,2.9269842402780162e-06,14.6,174694.0
42,2003-06-30,4.1,6.13,6837.538888614852,1.36148,-3.1307591752538456e-06,7.86,182457.0
43,2003-07-31,3.75,7.08,5146.860419553686,1.43674,-1.6889980705424346e-06,5.53,188343.0
44,2003-08-31,3.72,5.24,6184.746093805943,1.38888,-5.541277242599003e-07,2.27,209475.0
45,2003-09-30,3.77,-8.24,5276.128973302276,1.3923,-6.20530239131549e-06,0.25,195335.0
46,2003-10-31,3.84,13.28,7498.117218685942,1.21781,-2.7609235138745253e-05,-12.53,185380.0
47,2003-11-30,3.78,3.06,5229.839087937198,1.25205,-1.3588752472506178e-09,0.0,182926.0
48,2003-12-31,3.97,1.54,4753.751822608036,1.41962,2.426203784096525e-05,13.39,194913.0
49,2004-01-31,3.78,5.4,6961.735547580048,1.29307,-1.4063408906418929e-06,-8.92,191698.0
50,2004-02-29,3.78,2.57,9999.608107977965,1.43674,1.3838373124926217e-05,10.53,207672.0
51,2004-03-31,3.74,0.05,2384.8110854727843,1.42989,6.066559118980177e-06,-0.48,205855.0
52,2004-04-30,3.76,-3.09,6953.049501734137,1.33604,4.058802159084323e-06,5.38,209326.0
53,2004-05-31,3.77,-7.35,2899.8022388635836,1.1593,-8.950553593117605e-06,-13.23,194295.0
54,2004-06-30,3.78,-2.2,5322.256235350183,1.16861,-1.3632430990059643e-05,0.27,180463.0
55,2004-07-31,3.77,-6.46,1648.644382084586,1.19654,2.2209162847380157e-08,2.39,189937.0
56,2004-08-31,3.52,8.0,1920.4905923382453,1.10972,-2.334592031742992e-05,-7.25,185806.0
57,2004-09-30,3.55,4.67,3353.579751985509,1.13455,-2.9861960855482725e-05,0.55,179425.0
58,2004-10-31,3.53,0.61,3058.1819435905118,1.17792,3.2773027522646454e-05,5.56,193549.0
59,2004-11-30,3.26,5.01,3809.8338452422104,1.44761,4.975418380820135e-06,22.89,202510.0
60,2004-12-31,3.29,1.63,5103.589301280839,1.39183,-8.13792218747401e-06,-3.85,216811.0
61,2005-01-31,3.26,5.04,3333.7311668238162,1.5096,1.7998382070541414e-06,8.46,232263.0
62,2005-02-28,3.28,8.09,8507.672920966981,1.6491,-1.103359444672391e-05,8.13,258702.0
63,2005-03-31,3.26,-4.64,3953.303304979513,1.54064,-1.1490748979742592e-06,-6.58,247233.0
64,2005-04-30,3.29,-5.28,2220.865135389667,1.16064,5.59076951868777e-06,-12.25,239974.0
65,2005-05-31,3.29,6.17,750.1989601980404,1.21815,-7.152565320216042e-06,4.95,221773.0
66,2005-06-30,3.3,3.68,4993.8811331574725,1.62335,1.4912523501831949e-05,33.84,261570.0
67,2005-07-31,3.27,11.61,4123.955787140751,1.54229,-1.0023856533695042e-05,-1.67,292381.0
68,2005-08-31,3.25,-2.25,2023.196124464192,1.56584,-1.4220189729810577e-05,1.53,293482.0
69,2005-09-30,3.28,12.46,8371.831327584257,1.68348,-1.1030276091174558e-05,9.52,300802.0
