,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,22838.396591053097,1.76408,5.468396246554035e-06,-8.59,-8.59,0.069,-8.59,11.18
1,2000-01-31,4.78,-8.41,17815.435268498823,1.31902,-4.9710136317221645e-06,-33.61,-33.61,0.0444,-33.61,-8.41
2,2000-02-29,5.07,-13.36,31775.36600824358,1.09731,-6.601369102449551e-06,-18.52,-18.52,0.0509,-18.52,-13.36
3,2000-03-31,5.05,4.71,40226.42474811083,1.17212,-6.1422300428942124e-06,6.82,6.82,0.0579,6.82,4.71
4,2000-04-30,5.06,-17.96,36156.48326772831,0.79248,-7.216130705266897e-06,-33.8,-33.8,0.0522,-33.8,-17.96
5,2000-05-31,5.12,1.68,25322.63421323876,0.61237,-3.0760412725166114e-06,-22.73,-22.73,0.0765,-22.73,1.68
6,2000-06-30,5.16,12.61,43666.85624530762,0.62346,-8.356344098756563e-06,14.21,14.21,0.0613,14.21,12.61
7,2000-07-31,5.13,-14.44,94370.83143507973,0.58748,1.5211642047517916e-07,-5.78,-5.78,0.0719,-5.78,-14.44
8,2000-08-31,5.12,-3.14,35341.369518625615,0.60405,-4.4990332000975585e-06,2.83,2.83,0.0508,2.83,-3.14
9,2000-09-30,5.09,-17.36,26786.130133771414,0.48772,-1.6306125984788096e-06,-20.36,-20.36,0.0552,-20.36,-17.36
10,2000-10-31,5.37,-16.2,18889.945912310934,0.37298,-5.342303335138736e-07,-23.52,-23.52,0.0445,-23.52,-16.2
11,2000-11-30,5.32,-0.81,19157.30872775825,0.33139,8.036366218721467e-08,-12.32,-12.32,0.0297,-12.32,-0.81
12,2000-12-31,6.08,-4.36,22288.7352734571,0.26878,-5.441109283577331e-06,-23.26,-23.26,0.0398,-23.26,-4.36
13,2001-01-31,5.27,23.09,38651.933115329884,0.36518,-2.692273860488389e-07,35.46,35.46,0.0563,35.46,23.09
14,2001-02-28,5.06,-7.49,41672.308109009085,0.3585,2.1248893995067556e-07,0.78,0.78,0.0305,0.78,-7.49
15,2001-03-31,4.96,-9.68,13692.7102195717,0.27235,-1.0656033352861184e-05,-24.03,-24.03,0.0266,-24.03,-9.68
16,2001-04-30,5.01,11.19,15972.8557492895,0.28014,-6.567304650893454e-06,2.86,2.86,0.0214,2.86,11.19
17,2001-05-31,5.01,5.02,29594.292482649624,0.31907,4.077007742277808e-07,13.89,13.89,0.0348,13.89,5.02
18,2001-06-30,4.99,-7.17,40245.98513126789,0.32402,5.806413531357296e-07,-3.64,-3.64,0.0336,-3.64,-7.17
19,2001-07-31,4.77,-8.5,11392.05586677922,0.26123,-6.93371746383634e-06,-19.38,-19.38,0.0331,-19.38,-8.5
20,2001-08-31,4.54,0.66,9812.661262189804,0.24232,1.4323090074470428e-07,-7.23,-7.23,0.0244,-7.23,0.66
21,2001-09-30,4.0,-17.28,6779.408958178668,0.199,-2.4492991874258307e-07,-25.42,-25.42,0.0494,-25.42,-17.28
22,2001-10-31,4.02,12.78,8032.876400775451,0.23008,-9.924226090999355e-07,15.64,15.64,0.0256,15.64,12.78
