,Date,professionalism,pbr,activity,indireturn,indistd
71,2005-11-30,48803.669093913144,1.36667,4.8845423323915006e-06,-26.87,0.0368
72,2005-12-31,23246.94446749187,0.99944,2.8162119563816425e-06,21.09,0.0461
73,2006-01-31,16328.31752201158,1.07254,7.973343043418707e-06,-7.46,0.0237
74,2006-02-28,3563.457362082362,0.97542,4.346704086944378e-06,24.64,0.0325
75,2006-03-31,11482.004810197246,1.21569,1.4899324101479853e-05,15.08,0.0233
76,2006-04-30,9966.85166466612,1.34054,1.4055055644525622e-05,-10.69,0.0278
77,2006-05-31,4476.745759587021,1.19721,-9.481073389929777e-06,-23.32,0.0235
78,2006-06-30,3475.034253990009,0.91797,-1.6423846935266543e-05,15.31,0.0198
79,2006-07-31,4729.1235805367,1.05859,1.4325653314695864e-05,2.18,0.0193
80,2006-08-31,1258.393484612388,1.08178,2.1319816043459708e-05,4.35,0.0158
81,2006-09-30,1218.4734216246757,1.10951,2.098783266319171e-05,3.75,0.0233
82,2006-10-31,1803.6912728686764,1.151,2.1873868221837956e-05,11.39,0.0131
83,2006-11-30,1741.0160979490806,1.2204,-4.99519671319149e-06,-3.01,0.0165
84,2006-12-31,2278.8730967515035,1.19268,-5.514084302232284e-06,-4.65,0.0189
85,2007-01-31,1584.7820216474042,0.99612,-6.0862857150975295e-06,-5.22,0.0132
86,2007-02-28,1784.1987664987682,0.95564,-2.7799769321293833e-05,0.85,0.0122
87,2007-03-31,1730.9017142094424,0.96374,8.421622050360187e-06,8.4,0.0199
88,2007-04-30,1602.5262467439316,1.04469,1.8418322780272395e-05,11.24,0.0128
89,2007-05-31,2118.5754711476748,1.16214,3.793402662066504e-05,6.62,0.023
90,2007-06-30,2456.748015626938,1.23896,2.3698638557615993e-05,14.05,0.0191
91,2007-07-31,1804.3794492532072,1.41307,2.9123834093696623e-05,-11.17,0.0237
92,2007-08-31,1045.6073099415205,1.25515,-9.97045060406716e-07,-8.39,0.0191
93,2007-09-30,1032.4300859774194,1.14992,1.3473417653001249e-05,-11.27,0.0266
94,2007-10-31,824.2806651731863,1.0204,-1.3159893441781333e-05,0.83,0.0236
95,2007-11-30,1243.934091763821,0.98802,2.292227187130271e-06,21.55,0.0416
96,2007-12-31,2763.4115083942074,1.14182,-1.5713902192529834e-05,-14.18,0.0184
97,2008-01-31,935.7058930425753,0.86155,-1.698415857183585e-05,-7.81,0.0277
98,2008-02-29,1747.7544260872994,0.8402,-3.62541586952075e-05,2.54,0.0163
99,2008-03-31,1283.0990361901163,0.86155,1.7873839010536478e-05,9.66,0.0146
100,2008-04-30,613.1308260331147,0.92909,1.9078123201118e-05,1.53,0.0128
101,2008-05-31,461.72491247530246,0.94332,4.1582746242268984e-05,-4.53,0.0222
102,2008-06-30,2305.952660837837,0.90062,6.283192281516347e-06,5.14,0.0277
103,2008-07-31,883.4713709677419,0.94695,1.230504959385083e-05,3.69,0.0106
104,2008-08-31,490.72693523748626,0.90062,7.769498219944334e-05,-5.33,0.0461
105,2008-09-30,5306.048018994968,0.85262,-1.1059165010182524e-05,-11.62,0.0348
106,2008-10-31,551.4189321318053,0.75354,6.618188127045282e-06,-7.42,0.0277
107,2008-11-30,1687.0422226534408,0.69633,-1.372865490346375e-05,5.41,0.0274
108,2008-12-31,657.0151252397413,0.734,-1.414297484619775e-05,0.76,0.0507
109,2009-01-31,1890.407278462527,0.65938,-4.009167627589783e-05,9.49,0.026
110,2009-02-28,849.232699773248,0.62455,-3.785643236004744e-06,10.96,0.0266
111,2009-03-31,2363.927122488313,0.69297,-4.737516224292096e-05,27.7,0.038
112,2009-04-30,4081.3879827129513,0.88332,-2.632860637131469e-05,17.73,0.0307
113,2009-05-31,7156.760557997325,1.03262,-8.48102117862229e-06,-8.55,0.0327
114,2009-06-30,2778.4855566299825,0.94429,-3.3918695490788156e-06,2.77,0.019
115,2009-07-31,2965.870347964591,0.97041,1.115944091080921e-05,-5.13,0.0152
116,2009-08-31,1603.5082620830196,0.92065,2.757869140558621e-05,1.33,0.0144
117,2009-09-30,1017.4586631996842,0.94553,1.0548843369558761e-05,0.0,0.009
118,2009-10-31,979.6352986512524,0.94553,4.6750762618303e-06,0.79,0.0065
119,2009-11-30,747.1214966849941,0.95299,-2.8737047461870712e-06,3.13,0.0114
120,2009-12-31,786.0244395715112,0.98285,6.951512502406763e-06,2.63,0.017
121,2010-01-31,1176.2130376246796,0.75253,-5.320047929539501e-07,2.04,0.0108
122,2010-02-28,1318.2542867050224,0.73326,-8.009961827064777e-07,1.38,0.0107
123,2010-03-31,1297.9286682369996,0.74336,3.0259930257635215e-05,4.94,0.014
124,2010-04-30,1766.1701305932017,0.78006,1.366518608347679e-05,-3.29,0.0162
125,2010-05-31,667.4758439458258,0.75437,2.7528250808994475e-05,-3.12,0.0126
126,2010-06-30,958.038022760202,0.74152,-1.528255765808527e-05,-0.99,0.0113
127,2010-07-31,1116.4906907951975,0.73418,-4.2663631926826874e-05,0.25,0.0134
128,2010-08-31,1025.5023060071487,0.73601,1.9122243506814587e-05,0.25,0.0114
129,2010-09-30,1586.883048657754,0.74611,-2.1710855517480847e-06,1.24,0.0264
130,2010-10-31,5561.07732579004,0.74703,-4.0527034574300095e-07,-7.86,0.0143
131,2010-11-30,1087.768349223177,0.68829,3.7758428686312763e-06,-1.33,0.0081
132,2010-12-31,715.6038022577844,0.67911,-5.259871832424016e-05,-2.97,0.0109
133,2011-01-31,339.3045528533129,0.64591,-1.4270811423623292e-05,-5.05,0.011
134,2011-02-28,266.0024741377879,0.60902,1.0208168047303035e-05,17.87,0.014
135,2011-03-31,923.7522624349992,0.71788,4.696080754967669e-06,-6.77,0.0198
136,2011-04-30,510.2196700897914,0.6693,2.77732202796876e-05,5.24,0.0113
137,2011-05-31,558.0688792644232,0.70438,1.1933644702341575e-05,-1.03,0.0066
138,2011-06-30,190.94578739683112,0.69449,3.042381901072896e-06,-3.8,0.0096
139,2011-07-31,198.33993921446384,0.6603,-2.537089972769316e-06,-5.18,0.01
140,2011-08-31,256.24564543834583,0.62612,1.2925748424042576e-05,9.69,0.0253
141,2011-09-30,700.500878936733,0.69269,-1.0047189955582169e-05,0.13,0.019
142,2011-10-31,2073.7378811496496,0.69359,-1.7452838142740458e-05,9.21,0.0413
143,2011-11-30,13959.724928086003,0.75746,-5.919785954782311e-06,-7.46,0.0285
144,2011-12-31,4936.409050545235,0.70348,8.282972451254258e-06,-5.37,0.0187
145,2012-01-31,2580.0921861075935,0.66634,1.108038033196437e-05,9.21,0.0248
146,2012-02-29,3382.4630774319207,0.72577,-1.8625401303672548e-07,-11.17,0.0172
147,2012-03-31,2258.7774310081563,0.64473,6.452276026942619e-07,-8.94,0.0158
148,2012-04-30,1297.7069214458388,0.5871,1.3990758184080141e-05,-12.73,0.022
149,2012-05-31,1721.6968618473013,0.51236,1.8373917381206286e-06,-2.65,0.022
150,2012-06-30,832.4756278157851,0.49526,-2.2029598635495305e-06,8.91,0.025
151,2012-07-31,1360.4013481225354,0.53938,3.948513935549264e-06,3.84,0.0092
152,2012-08-31,823.3201003966049,0.56009,7.2405206062307555e-06,14.47,0.0161
153,2012-09-30,1132.9035976429236,0.62672,6.832167811029744e-06,1.29,0.0112
154,2012-10-31,1643.5565165303158,0.63483,1.9622218037660036e-05,-12.22,0.0153
155,2012-11-30,1503.094085029313,0.55649,4.6775268231568656e-07,-7.76,0.0226
156,2012-12-31,358.6717073501098,0.53488,7.509421469134764e-06,2.69,0.0177
157,2013-01-31,733.9157385963146,0.53648,2.468328481180403e-05,8.38,0.0282
158,2013-02-28,907.2982815447047,0.54615,2.349530331268415e-05,9.98,0.0135
159,2013-03-31,573.4016148515481,0.60068,2.754412818173527e-05,16.69,0.0191
160,2013-04-30,2433.0517422100816,0.70094,4.0228433044238484e-05,-5.27,0.0158
161,2013-05-31,1900.5740735103873,0.664,1.9465405488326494e-05,-9.42,0.0181
162,2013-06-30,1655.0372258389207,0.6086,2.575503279433218e-05,7.37,0.0163
163,2013-07-31,1191.8680641283213,0.65345,-2.296282100385517e-05,12.67,0.0191
164,2013-08-31,3998.74757814918,0.73524,2.6933146643633734e-05,15.07,0.02
165,2013-09-30,6435.508125008298,0.84606,2.3700762990764428e-05,9.67,0.0335
166,2013-10-31,7656.639082631944,0.92785,8.293178171302427e-06,-4.02,0.0283
167,2013-11-30,6871.595222791028,0.94544,1.4814656326347294e-06,14.42,0.0228
