,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2920.0,7360.0,5532.0,2920.0,23000.0,7367.0,2600.0,4745.0,3962.0,2920.0,-59.16,-49.64,-66.8,-43.3,-82.34,418768.0,0.081,0.097,0.074,0.0908,4.79,-59.16
1,2000-01-31,3915.0,4795.0,3962.0,3355.0,23000.0,6359.0,2600.0,3940.0,3833.0,3660.0,34.08,-45.63,-60.13,-13.58,-84.05,222324.0,0.0789,0.0794,0.0743,0.0878,4.78,34.08
2,2000-02-29,5550.0,5670.0,4618.0,4000.0,15400.0,5557.0,2600.0,5550.0,4836.0,4500.0,48.0,-17.66,-26.47,27.0,-73.48,197704.0,0.0826,0.0815,0.0755,0.0888,5.07,48.0
3,2000-03-31,5240.0,6720.0,5323.0,4570.0,10900.0,4858.0,2600.0,5300.0,5008.0,4570.0,-5.59,79.45,-4.02,-1.32,-58.61,311052.0,0.0876,0.0878,0.0774,0.0805,5.05,-5.59
4,2000-04-30,3790.0,5240.0,4275.0,3600.0,10900.0,4760.0,2600.0,4075.0,3877.0,3600.0,-25.98,1.07,-47.36,-6.42,-54.03,137038.0,0.084,0.0726,0.0779,0.0805,5.06,-25.98
5,2000-05-31,2540.0,3910.0,3129.0,2305.0,10900.0,4642.0,2305.0,2845.0,2508.0,2305.0,-32.98,-54.23,-61.69,-7.47,-68.35,165368.0,0.0816,0.0633,0.0783,0.0741,5.12,-32.98
6,2000-06-30,2500.0,3010.0,2479.0,2310.0,10900.0,4399.0,2305.0,2500.0,2375.0,2310.0,3.73,-45.3,-14.38,6.61,-69.61,196456.0,0.0728,0.0555,0.0766,0.0638,5.16,3.73
7,2000-07-31,1990.0,2995.0,2371.0,1980.0,10900.0,4106.0,1980.0,2060.0,2007.0,1980.0,-20.4,-47.49,-49.17,-6.13,-79.73,170000.0,0.07,0.0544,0.0738,0.0578,5.13,-20.4
8,2000-08-31,2500.0,3195.0,2755.0,2345.0,10900.0,3948.0,1980.0,2720.0,2610.0,2500.0,25.63,-1.57,-54.95,-6.89,-65.01,421434.0,0.0669,0.0752,0.075,0.0612,5.12,25.63
9,2000-09-30,3740.0,4470.0,3340.0,2435.0,10900.0,3951.0,1980.0,4150.0,3832.0,3545.0,43.3,57.14,-22.25,-16.33,-32.18,2599030.0,0.0728,0.1064,0.0794,0.0804,5.09,43.3
10,2000-10-31,2120.0,3910.0,3209.0,2120.0,10900.0,3945.0,1980.0,3160.0,2676.0,2120.0,-43.32,6.53,-44.06,-32.38,-70.56,640014.0,0.0761,0.0865,0.0793,0.0907,5.37,-43.32
11,2000-11-30,2140.0,2505.0,2263.0,2080.0,7360.0,3587.0,1980.0,2505.0,2223.0,2100.0,-9.7,-21.32,-11.2,-2.73,-67.72,1113560.0,0.0754,0.0554,0.0782,0.0881,5.32,-9.7
12,2000-12-31,1640.0,2415.0,2072.0,1640.0,6720.0,3316.0,1640.0,2100.0,1872.0,1640.0,-24.77,-55.07,-29.46,-21.9,-59.36,692480.0,0.0754,0.0562,0.0754,0.0692,6.08,-24.77
13,2001-01-31,2560.0,2700.0,2143.0,1640.0,6720.0,3173.0,1640.0,2700.0,2440.0,2260.0,56.1,20.75,28.64,9.87,-34.61,810336.0,0.0777,0.0687,0.0739,0.0672,5.27,56.1
14,2001-02-28,2700.0,3290.0,2812.0,2580.0,6720.0,3022.0,1640.0,3000.0,2777.0,2580.0,19.47,23.29,3.85,-17.93,-44.1,741572.0,0.0771,0.0688,0.0727,0.0689,5.06,19.47
15,2001-03-31,1470.0,2655.0,2117.0,1425.0,5240.0,2745.0,1425.0,1800.0,1625.0,1425.0,-45.56,-10.37,-60.7,-22.63,-67.83,685734.0,0.0675,0.05,0.0701,0.0659,4.96,-45.56
16,2001-04-30,1600.0,1630.0,1360.0,950.0,4470.0,2511.0,950.0,1630.0,1610.0,1590.0,8.84,-40.74,-32.49,-0.62,-57.78,174482.0,0.0681,0.0891,0.0716,0.069,5.01,8.84
17,2001-05-31,2150.0,2545.0,1932.0,1560.0,4470.0,2404.0,950.0,2170.0,2105.0,1965.0,34.38,-20.37,0.47,7.23,-15.35,431828.0,0.0699,0.0778,0.0724,0.0758,5.01,34.38
