,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-18.1,-18.1
1,2000-01-31,4.78,9.47,9.47
2,2000-02-29,5.07,-4.06,-4.06
3,2000-03-31,5.05,-17.99,-17.99
4,2000-04-30,5.06,-49.4,-49.4
5,2000-05-31,5.12,-13.74,-13.74
6,2000-06-30,5.16,9.38,9.38
7,2000-07-31,5.13,-5.71,-5.71
8,2000-08-31,5.12,21.21,21.21
9,2000-09-30,5.09,8.33,8.33
10,2000-10-31,5.37,-17.69,-17.69
11,2000-11-30,5.32,10.05,10.05
12,2000-12-31,6.08,9.52,9.52
13,2001-01-31,5.27,6.96,6.96
14,2001-02-28,5.06,19.15,19.15
15,2001-03-31,4.96,-15.71,-15.71
16,2001-04-30,5.01,-6.78,-6.78
17,2001-05-31,5.01,9.09,9.09
18,2001-06-30,4.99,6.67,6.67
19,2001-07-31,4.77,-12.5,-12.5
20,2001-08-31,4.54,1.79,1.79
21,2001-09-30,4.0,-13.22,-13.22
22,2001-10-31,4.02,15.24,15.24
23,2001-11-30,4.04,16.67,16.67
24,2001-12-31,4.01,5.8,5.8
25,2002-01-31,3.98,2.05,2.05
26,2002-02-28,4.01,13.84,13.84
27,2002-03-31,4.0,0.28,0.28
28,2002-04-30,4.04,-18.18,-18.18
29,2002-05-31,4.28,-3.03,-3.03
30,2002-06-30,4.26,-6.04,-6.04
31,2002-07-31,4.27,-1.79,-1.79
32,2002-08-31,4.28,3.16,3.16
33,2002-09-30,4.28,-1.36,-1.36
34,2002-10-31,4.28,-2.07,-2.07
35,2002-11-30,4.28,9.09,9.09
36,2002-12-31,4.52,-8.01,-8.01
37,2003-01-31,4.34,-5.92,-5.92
38,2003-02-28,4.27,1.85,1.85
39,2003-03-31,4.27,-27.56,-27.56
40,2003-04-30,4.26,0.94,0.94
41,2003-05-31,4.01,19.07,19.07
42,2003-06-30,4.1,5.47,5.47
43,2003-07-31,3.75,-2.59,-2.59
44,2003-08-31,3.72,4.48,4.48
45,2003-09-30,3.77,-19.64,-19.64
46,2003-10-31,3.84,-0.44,-0.44
47,2003-11-30,3.78,9.25,9.25
48,2003-12-31,3.97,4.03,4.03
49,2004-01-31,3.78,2.33,2.33
50,2004-02-29,3.78,4.58,4.58
51,2004-03-31,3.74,-13.5,-13.5
52,2004-04-30,3.76,3.31,3.31
53,2004-05-31,3.77,-5.6,-5.6
54,2004-06-30,3.78,7.3,7.3
