,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,57500,57500,49875,45000,98000,61486,32500,57500,52600,50000,10.58,-8.73,-41.21,15.0,27.78,468,0.0498,0.0681,0.0508,0.0454,4.79,10.58
1,2000-01-31,47100,58000,49660,46000,98000,62241,32500,49500,47840,46000,-18.09,-18.79,-31.74,-2.89,16.3,80,0.052,0.0436,0.0476,0.0481,4.78,-18.09
2,2000-02-29,48100,54000,46900,41900,98000,62773,34950,54000,49980,46200,4.57,-1.23,-35.09,11.86,28.27,546,0.0492,0.0605,0.049,0.0578,5.07,4.57
3,2000-03-31,51200,62300,50608,46000,98000,63787,41900,62300,54740,50200,6.44,-10.96,-21.11,-5.54,13.78,824,0.0526,0.0727,0.0507,0.0574,5.05,6.44
4,2000-04-30,51500,73600,53565,42000,98000,62518,41900,60000,55080,51500,-11.21,11.96,-10.9,-9.65,-37.95,734,0.0603,0.0812,0.0531,0.0707,5.06,-11.21
5,2000-05-31,50100,56200,51515,48000,98000,60121,41900,50100,49540,48000,-2.72,4.16,0.2,4.38,-37.3,350,0.0621,0.0435,0.0542,0.0666,5.12,-2.72
6,2000-06-30,52900,63500,55595,50500,90000,57510,41900,58600,55060,52500,5.8,5.38,-8.0,-6.87,-43.12,926,0.0595,0.0519,0.0539,0.0598,5.16,5.8
7,2000-07-31,50500,54900,51925,48000,83300,55134,41900,53700,50640,48000,-4.54,-1.94,7.22,-2.88,-26.81,114,0.0593,0.043,0.055,0.0453,5.13,-4.54
8,2000-08-31,54000,54000,50363,47500,73600,53563,41900,54000,51420,48700,6.93,7.78,12.27,8.22,-26.03,220,0.0552,0.0287,0.052,0.0419,5.12,6.93
9,2000-09-30,51700,54000,50498,47000,73600,52178,41900,51900,51440,50900,3.4,-2.45,-0.58,0.19,-14.4,30,0.0487,0.0342,0.051,0.0346,5.09,3.4
