,Date,riskfree,MA1M,actualreturn
217,2018-01-31,1.54,4.76,4.76
218,2018-02-28,1.51,-20.91,-20.91
219,2018-03-31,1.54,-2.87,-2.87
220,2018-04-30,1.51,13.02,13.02
221,2018-05-31,1.55,-4.45,-4.45
222,2018-06-30,1.57,6.27,6.27
223,2018-07-31,1.52,-13.33,-13.33
224,2018-08-31,1.55,1.48,1.48
225,2018-09-30,1.65,14.17,14.17
226,2018-10-31,1.57,-18.0,-18.0
227,2018-11-30,1.76,10.51,10.51
228,2018-12-31,1.89,3.82,3.82
229,2019-01-31,1.81,-9.8,-9.8
230,2019-02-28,1.8,14.21,14.21
231,2019-03-31,1.81,2.58,2.58
232,2019-04-30,1.79,0.0,0.0
233,2019-05-31,1.79,-14.65,-14.65
234,2019-06-30,1.83,5.24,5.24
235,2019-07-31,1.56,-3.08,-3.08
236,2019-08-31,1.54,-1.45,-1.45
237,2019-09-30,1.58,-3.19,-3.19
238,2019-10-31,1.29,-9.64,-9.64
239,2019-11-30,1.28,-9.19,-9.19
240,2019-12-31,1.39,0.89,0.89
241,2020-01-31,1.25,-2.65,-2.65
242,2020-02-29,1.26,-11.92,-11.92
243,2020-03-31,0.8,-12.87,-12.87
244,2020-04-30,0.76,33.33,33.33
245,2020-05-31,0.49,5.7,5.7
246,2020-06-30,0.57,-16.77,-16.77
247,2020-07-31,0.51,-10.43,-10.43
248,2020-08-31,0.55,2.41,2.41
249,2020-09-30,0.55,1.65,1.65
250,2020-10-31,0.52,-4.45,-4.45
251,2020-11-30,0.6,6.36,6.36
252,2020-12-31,0.61,7.97,7.97
253,2021-01-31,0.52,27.34,27.34
254,2021-02-28,0.59,-0.93,-0.93
255,2021-03-31,0.59,-0.63,-0.63
256,2021-04-30,0.49,-3.77,-3.77
257,2021-05-31,0.51,18.63,18.63
258,2021-06-30,0.63,0.28,0.28
259,2021-07-31,0.58,-10.03,-10.03
260,2021-08-31,0.9,10.53,10.53
261,2021-09-30,0.92,-5.8,-5.8
262,2021-10-31,0.76,-6.65,-6.65
263,2021-11-30,1.067,-9.6,-9.6
264,2021-12-31,1.437,-0.34,-0.34
265,2022-01-31,1.277,8.0,8.0
266,2022-02-28,1.39,4.63,4.63
267,2022-03-31,1.454,2.95,2.95
268,2022-04-30,1.53,4.62,4.62
269,2022-05-31,1.863,1.38,1.38
270,2022-06-30,2.337,1.89,1.89
271,2022-07-31,2.341,-2.69,-2.69
