,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-4.1,-4.1
1,2000-01-31,4.78,-22.45,-22.45
2,2000-02-29,5.07,-17.02,-17.02
3,2000-03-31,5.05,35.48,35.48
4,2000-04-30,5.06,0.99,0.99
5,2000-05-31,5.12,-30.29,-30.29
6,2000-06-30,5.16,31.21,31.21
7,2000-07-31,5.13,-4.11,-4.11
8,2000-08-31,5.12,-11.05,-11.05
9,2000-09-30,5.09,-18.07,-18.07
10,2000-10-31,5.37,-12.65,-12.65
11,2000-11-30,5.32,1.75,1.75
12,2000-12-31,6.08,17.75,17.75
13,2001-01-31,5.27,27.73,27.73
14,2001-02-28,5.06,0.65,0.65
15,2001-03-31,4.96,-24.52,-24.52
16,2001-04-30,5.01,11.11,11.11
17,2001-05-31,5.01,16.92,16.92
18,2001-06-30,4.99,-11.15,-11.15
19,2001-07-31,4.77,-5.11,-5.11
20,2001-08-31,4.54,-0.77,-0.77
21,2001-09-30,4.0,-31.56,-31.56
22,2001-10-31,4.02,-0.95,-0.95
23,2001-11-30,4.04,60.58,60.58
24,2001-12-31,4.01,21.01,21.01
25,2002-01-31,3.98,49.01,49.01
26,2002-02-28,4.01,31.62,31.62
27,2002-03-31,4.0,4.5,4.5
28,2002-04-30,4.04,15.52,15.52
29,2002-05-31,4.28,-8.96,-8.96
30,2002-06-30,4.26,-19.49,-19.49
31,2002-07-31,4.27,14.15,14.15
32,2002-08-31,4.28,-10.8,-10.8
33,2002-09-30,4.28,-33.12,-33.12
34,2002-10-31,4.28,35.24,35.24
35,2002-11-30,4.28,7.22,7.22
36,2002-12-31,4.52,-26.92,-26.92
37,2003-01-31,4.34,2.63,2.63
38,2003-02-28,4.27,14.89,14.89
39,2003-03-31,4.27,-29.63,-29.63
40,2003-04-30,4.26,12.68,12.68
41,2003-05-31,4.01,9.09,9.09
42,2003-06-30,4.1,8.73,8.73
43,2003-07-31,3.75,-3.28,-3.28
44,2003-08-31,3.72,8.0,8.0
