,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-31.64,-31.64
1,2000-01-31,4.78,6.38,6.38
2,2000-02-29,5.07,-13.79,-13.79
3,2000-03-31,5.05,-6.86,-6.86
4,2000-04-30,5.06,-30.77,-30.77
5,2000-05-31,5.12,29.63,29.63
6,2000-06-30,5.16,6.71,6.71
7,2000-07-31,5.13,-2.29,-2.29
8,2000-08-31,5.12,9.36,9.36
9,2000-09-30,5.09,3.48,3.48
10,2000-10-31,5.37,-0.26,-0.26
11,2000-11-30,5.32,2.03,2.03
12,2000-12-31,6.08,-16.14,-16.14
13,2001-01-31,5.27,48.93,48.93
14,2001-02-28,5.06,9.8,9.8
15,2001-03-31,4.96,-7.86,-7.86
16,2001-04-30,5.01,3.49,3.49
17,2001-05-31,5.01,1.5,1.5
18,2001-06-30,4.99,-5.21,-5.21
19,2001-07-31,4.77,-15.91,-15.91
20,2001-08-31,4.54,-2.03,-2.03
21,2001-09-30,4.0,-14.16,-14.16
22,2001-10-31,4.02,18.25,18.25
23,2001-11-30,4.04,-2.49,-2.49
24,2001-12-31,4.01,-6.38,-6.38
25,2002-01-31,3.98,0.45,0.45
26,2002-02-28,4.01,0.0,0.0
27,2002-03-31,4.0,7.66,7.66
28,2002-04-30,4.04,-0.84,-0.84
29,2002-05-31,4.28,97.47,97.47
30,2002-06-30,4.26,-46.68,-46.68
31,2002-07-31,4.27,41.57,41.57
32,2002-08-31,4.28,2.6,2.6
33,2002-09-30,4.28,18.59,18.59
34,2002-10-31,4.28,-10.93,-10.93
35,2002-11-30,4.28,1.6,1.6
36,2002-12-31,4.52,-26.05,-26.05
37,2003-01-31,4.34,5.52,5.52
38,2003-02-28,4.27,3.15,3.15
39,2003-03-31,4.27,-8.47,-8.47
40,2003-04-30,4.26,6.3,6.3
41,2003-05-31,4.01,4.53,4.53
42,2003-06-30,4.1,15.83,15.83
43,2003-07-31,3.75,2.01,2.01
44,2003-08-31,3.72,11.68,11.68
45,2003-09-30,3.77,-3.35,-3.35
46,2003-10-31,3.84,-0.14,-0.14
