,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,13750,21350,18135,13750,26000,18055,12550,15850,15020,13750,-40.22,-3.17,-19.12,-30.9,162174,0.0615,0.0527,0.0543,0.0631,4.79,-40.22
1,2000-01-31,13000,15800,13838,11850,26000,17550,11850,13200,12640,11850,-26.14,-8.13,-0.76,-31.22,115096,0.0588,0.0442,0.054,0.0618,4.78,-5.45
2,2000-02-29,13900,15100,13418,10500,26000,17244,10500,15100,14520,13900,-34.12,-36.38,2.96,-7.33,314906,0.0589,0.0647,0.0549,0.0548,5.07,5.3
3,2000-03-31,18600,18600,16040,13100,26000,17160,10500,18600,17030,15800,35.27,-7.46,8.14,8.77,411778,0.0615,0.0641,0.0576,0.0593,5.05,33.81
4,2000-04-30,13000,18600,14643,12600,26000,16891,10500,14300,13450,12700,-1.52,-24.42,-7.14,-32.11,103790,0.0632,0.0682,0.0596,0.0649,5.06,-17.72
5,2000-05-31,12050,16150,13350,10600,26000,16512,10500,12150,11510,10800,-13.31,-45.48,13.68,-15.14,155916,0.0613,0.0727,0.0592,0.0675,5.12,-7.31
6,2000-06-30,12500,15050,12795,11500,26000,16411,10500,12550,12390,12100,-31.13,-9.09,2.46,-9.09,115864,0.0603,0.0531,0.0602,0.0612,5.16,8.23
7,2000-07-31,11200,13200,11785,10650,26000,16123,10500,11200,10890,10650,-13.85,-13.85,1.82,-20.85,77128,0.0594,0.0293,0.0589,0.0539,5.13,-10.4
8,2000-08-31,11600,12150,11068,10400,26000,15532,10400,12150,11470,11000,-3.73,-16.55,5.94,-42.0,195542,0.0521,0.0306,0.0569,0.0318,5.12,3.57
9,2000-09-30,10350,12450,10749,9100,26000,14607,9100,10350,10024,9370,-14.46,-34.49,13.74,-51.18,101588,0.0498,0.0488,0.0563,0.0356,5.09,-10.0
10,2000-10-31,9360,13550,11098,9360,26000,13946,9100,11250,10122,9360,-16.43,-28.0,-20.68,-46.82,146384,0.0486,0.0621,0.0568,0.0473,5.37,-9.57
11,2000-11-30,6790,10000,8755,6790,21350,12881,6790,8800,7924,6790,-44.12,-41.21,-19.55,-69.28,123754,0.0415,0.0389,0.0531,0.0488,5.32,-28.53
12,2000-12-31,5700,8100,6853,5700,18600,12032,5700,7030,6204,5700,-44.12,-54.4,-18.92,-61.49,111352,0.0434,0.0545,0.0527,0.0501,6.08,-35.23
13,2001-01-31,8390,8390,7071,5700,18600,11476,5700,8390,7654,6990,-10.36,-25.09,16.53,-35.46,265564,0.0471,0.0488,0.0534,0.0474,5.27,47.19
