,Date,riskfree,kospi200,professionalism,pbr,activity,indireturn,indistd,actualreturn
1,2000-01-31,4.79,11.18,7.549263727377197,0.97211,0.10144739044010709,-6.91,0.0507,-5.71
2,2000-02-29,4.78,-8.41,8.821942371697215,0.88382,0.2240989999025642,-5.71,0.0584,-5.66
3,2000-03-31,5.07,-13.36,9.922523675862413,0.56745,-0.3279299687586998,-5.66,0.049,-35.83
4,2000-04-30,5.05,4.71,8.519084322480971,0.39513,-0.2356902404477246,-35.83,0.0537,-45.02
5,2000-05-31,5.06,-17.96,16.40787745372967,0.51561,0.1967199108778873,-45.02,0.0672,30.6
6,2000-06-30,5.12,1.68,22.928424629766536,0.4996,0.15713244737706103,30.6,0.0883,7.56
7,2000-07-31,5.16,12.61,34.0453882766483,0.58048,0.3386193195213289,7.56,0.0667,16.22
8,2000-08-31,5.13,-14.44,10.797809611453431,0.48865,0.4275602731907905,16.22,0.0646,-15.81
9,2000-09-30,5.12,-3.14,4.861995206828043,0.3985,-0.8369702982333784,-15.81,0.0386,-22.85
10,2000-10-31,5.09,-17.36,3.7915461650431084,0.30499,-0.3115418675165888,-22.85,0.0513,-23.52
11,2000-11-30,5.37,-16.2,5.471190361587227,0.28898,-0.012757500715488042,-23.52,0.0386,-6.96
12,2000-12-31,5.32,-0.81,6.189131647799063,0.30077,0.02065762437283322,-6.96,0.0311,-2.19
13,2001-01-31,6.08,-4.36,36.48805441957817,0.567,0.2571576585063144,-2.19,0.028,88.34
14,2001-02-28,5.27,23.09,22.793306256599603,0.61503,0.10640701387678018,88.34,0.0772,20.82
15,2001-03-31,5.06,-7.49,9.383763429482642,0.45664,0.23636140264616434,20.82,0.0467,-25.8
16,2001-04-30,4.96,-9.68,10.293443820905862,0.44273,-0.47483393700440385,-25.8,0.0441,6.8
17,2001-05-31,5.01,11.19,14.62361669409125,0.48869,-0.9173033451648055,6.8,0.0343,10.25
18,2001-06-30,5.01,5.02,8.437554092119221,0.53081,2.3483931041303023,10.25,0.0303,4.22
19,2001-07-31,4.99,-7.17,3.3072792220543805,0.46647,2.6808048970029192,4.22,0.0219,-12.14
20,2001-08-31,4.77,-8.5,5.292779498143027,0.45269,-0.12100228820904012,-12.14,0.027,-2.89
21,2001-09-30,4.54,0.66,3.3539390184103777,0.39294,0.38319266543374086,-2.89,0.0275,-20.0
22,2001-10-31,4.0,-17.28,2.9554962714932125,0.38835,-0.8966345278853299,-20.0,0.0661,-1.09
23,2001-11-30,4.02,12.78,15.11972346515434,0.50937,-0.7691745351311616,-1.09,0.0197,33.87
24,2001-12-31,4.04,20.45,15.457212702125142,0.50324,-0.5498612103153346,33.87,0.0508,7.33
25,2002-01-31,4.01,10.41,15.548846219466927,0.58137,0.21977154078432612,7.33,0.0382,15.61
26,2002-02-28,3.98,6.92,14.354285009861933,0.6618,0.37550762878482496,15.61,0.0316,8.89
27,2002-03-31,4.01,10.36,27.648778806471277,0.66256,0.7099172966945534,8.89,0.0287,0.19
28,2002-04-30,4.0,8.98,6.90400343186734,0.54862,0.02704819407238298,0.19,0.0455,-22.22
29,2002-05-31,4.04,-4.87,2.7626346224371883,0.4777,-0.2616703612064809,-22.22,0.0253,-12.86
30,2002-06-30,4.28,-5.25,2.1440140404873715,0.4508,-1.2272733696036175,-12.86,0.0198,-13.75
31,2002-07-31,4.26,-12.73,3.611902492476776,0.43776,-1.4863502843044492,-13.75,0.0316,-2.9
32,2002-08-31,4.27,-3.77,4.283046166308883,0.51194,0.937708275667179,-2.9,0.0316,16.67
33,2002-09-30,4.28,1.76,1.6438651808759064,0.40515,-0.2766597107887458,16.67,0.0269,-20.92
34,2002-10-31,4.28,-12.08,5.674570695586263,0.38884,-2.550969297771066,-20.92,0.0283,-4.03
35,2002-11-30,4.28,2.13,2.273535532266524,0.39455,-2.0333056404941474,-4.03,0.0324,-0.98
36,2002-12-31,4.28,8.38,2.3701272238251256,0.37254,0.396560678471775,-0.98,0.0138,-5.63
37,2003-01-31,4.52,-13.23,2.8530733470396537,0.3008,-3.3872235645070887,-5.63,0.0216,-19.3
38,2003-02-28,4.34,-5.82,3.017672648416846,0.31385,-1.6276165232039603,-19.3,0.0135,3.45
39,2003-03-31,4.27,-3.15,3.6495388685280203,0.27064,-1.7958838070480292,3.45,0.0222,-13.75
40,2003-04-30,4.27,-6.59,4.2328983996330685,0.28985,0.6269534063677921,-13.75,0.0464,6.05
41,2003-05-31,4.26,12.34,3.51459397761806,0.31685,0.3030461932096946,6.05,0.0376,9.21
42,2003-06-30,4.01,5.34,6.513641506451421,0.35021,-0.5728064309661307,9.21,0.0231,10.44
43,2003-07-31,4.1,6.13,3.2000183177919075,0.33909,-0.19068154916267593,10.44,0.0333,-3.09
