,Date,riskfree,MA1M,actualreturn
72,2005-12-31,3.76,-26.87,-26.87
73,2006-01-31,3.76,21.09,21.09
74,2006-02-28,3.99,-7.46,-7.46
75,2006-03-31,3.97,24.64,24.64
76,2006-04-30,3.97,15.08,15.08
77,2006-05-31,3.96,-10.69,-10.69
78,2006-06-30,4.21,-23.32,-23.32
79,2006-07-31,4.22,15.31,15.31
80,2006-08-31,4.49,2.18,2.18
81,2006-09-30,4.48,4.35,4.35
82,2006-10-31,4.48,3.75,3.75
83,2006-11-30,4.49,11.39,11.39
84,2006-12-31,4.6,-3.01,-3.01
85,2007-01-31,4.61,-4.65,-4.65
86,2007-02-28,4.55,-5.22,-5.22
87,2007-03-31,4.63,0.85,0.85
88,2007-04-30,4.88,8.4,8.4
89,2007-05-31,4.56,11.24,11.24
90,2007-06-30,4.52,6.62,6.62
91,2007-07-31,4.76,14.05,14.05
92,2007-08-31,4.98,-11.17,-11.17
93,2007-09-30,4.98,-8.39,-8.39
94,2007-10-31,5.02,-11.27,-11.27
95,2007-11-30,5.02,0.83,0.83
96,2007-12-31,5.02,21.55,21.55
97,2008-01-31,4.96,-14.18,-14.18
98,2008-02-29,4.94,-7.81,-7.81
99,2008-03-31,4.98,2.54,2.54
100,2008-04-30,4.95,9.66,9.66
101,2008-05-31,5.04,1.53,1.53
102,2008-06-30,5.01,-4.53,-4.53
103,2008-07-31,5.03,5.14,5.14
104,2008-08-31,5.25,3.69,3.69
105,2008-09-30,5.22,-5.33,-5.33
106,2008-10-31,4.14,-11.62,-11.62
107,2008-11-30,3.99,-7.42,-7.42
108,2008-12-31,3.02,5.41,5.41
109,2009-01-31,2.41,0.76,0.76
110,2009-02-28,1.87,9.49,9.49
111,2009-03-31,1.73,10.96,10.96
112,2009-04-30,1.85,27.7,27.7
113,2009-05-31,1.96,17.73,17.73
114,2009-06-30,1.96,-8.55,-8.55
115,2009-07-31,1.95,2.77,2.77
116,2009-08-31,1.99,-5.13,-5.13
117,2009-09-30,2.0,1.33,1.33
118,2009-10-31,2.01,0.0,0.0
119,2009-11-30,2.01,0.79,0.79
120,2009-12-31,2.01,3.13,3.13
121,2010-01-31,2.0,2.63,2.63
122,2010-02-28,2.01,2.04,2.04
123,2010-03-31,2.0,1.38,1.38
124,2010-04-30,2.0,4.94,4.94
125,2010-05-31,2.0,-3.29,-3.29
126,2010-06-30,2.03,-3.12,-3.12
127,2010-07-31,2.28,-0.99,-0.99
128,2010-08-31,2.28,0.25,0.25
129,2010-09-30,2.27,0.25,0.25
130,2010-10-31,2.26,1.24,1.24
131,2010-11-30,2.51,-7.86,-7.86
132,2010-12-31,2.51,-1.33,-1.33
133,2011-01-31,2.75,-2.97,-2.97
134,2011-02-28,2.76,-5.05,-5.05
135,2011-03-31,2.99,17.87,17.87
136,2011-04-30,3.02,-6.77,-6.77
137,2011-05-31,3.03,5.24,5.24
138,2011-06-30,3.28,-1.03,-1.03
139,2011-07-31,3.27,-3.8,-3.8
140,2011-08-31,3.27,-5.18,-5.18
141,2011-09-30,3.28,9.69,9.69
142,2011-10-31,3.26,0.13,0.13
143,2011-11-30,3.27,9.21,9.21
144,2011-12-31,3.29,-7.46,-7.46
145,2012-01-31,3.27,-5.37,-5.37
146,2012-02-29,3.26,9.21,9.21
147,2012-03-31,3.24,-11.17,-11.17
148,2012-04-30,3.26,-8.94,-8.94
149,2012-05-31,3.27,-12.73,-12.73
150,2012-06-30,3.26,-2.65,-2.65
151,2012-07-31,3.02,8.91,8.91
152,2012-08-31,3.01,3.84,3.84
153,2012-09-30,3.01,14.47,14.47
154,2012-10-31,2.75,1.29,1.29
155,2012-11-30,2.77,-12.22,-12.22
156,2012-12-31,2.77,-7.76,-7.76
157,2013-01-31,2.76,2.69,2.69
158,2013-02-28,2.76,8.38,8.38
159,2013-03-31,2.75,9.98,9.98
160,2013-04-30,2.78,16.69,16.69
161,2013-05-31,2.5,-5.27,-5.27
162,2013-06-30,2.5,-9.42,-9.42
163,2013-07-31,2.53,7.37,7.37
164,2013-08-31,2.51,12.67,12.67
165,2013-09-30,2.5,15.07,15.07
166,2013-10-31,2.52,9.67,9.67
167,2013-11-30,2.5,-4.02,-4.02
168,2013-12-31,2.52,14.42,14.42
169,2014-01-31,2.51,14.16,14.16
170,2014-02-28,2.49,10.42,10.42
171,2014-03-31,2.49,0.7,0.7
172,2014-04-30,2.5,23.78,23.78
173,2014-05-31,2.49,50.28,50.28
174,2014-06-30,2.49,-1.88,-1.88
175,2014-07-31,2.49,24.14,24.14
176,2014-08-31,2.24,32.86,32.86
177,2014-09-30,2.24,5.73,5.73
178,2014-10-31,1.97,2.26,2.26
179,2014-11-30,1.99,-28.9,-28.9
180,2014-12-31,2.03,15.37,15.37
181,2015-01-31,2.0,-9.5,-9.5
182,2015-02-28,1.99,20.26,20.26
183,2015-03-31,1.74,-3.85,-3.85
184,2015-04-30,1.74,-6.68,-6.68
185,2015-05-31,1.74,14.16,14.16
186,2015-06-30,1.5,24.46,24.46
187,2015-07-31,1.5,16.09,16.09
188,2015-08-31,1.52,-9.13,-9.13
189,2015-09-30,1.49,-14.21,-14.21
190,2015-10-31,1.5,-0.79,-0.79
191,2015-11-30,1.5,-18.59,-18.59
192,2015-12-31,1.52,-14.53,-14.53
193,2016-01-31,1.5,8.12,8.12
194,2016-02-29,1.52,-6.87,-6.87
195,2016-03-31,1.53,-3.62,-3.62
196,2016-04-30,1.5,-7.53,-7.53
197,2016-05-31,1.48,-19.61,-19.61
198,2016-06-30,1.23,0.39,0.39
199,2016-07-31,1.24,4.41,4.41
200,2016-08-31,1.25,-10.36,-10.36
201,2016-09-30,1.26,0.83,0.83
202,2016-10-31,1.24,1.85,1.85
203,2016-11-30,1.23,2.17,2.17
204,2016-12-31,1.27,-6.88,-6.88
205,2017-01-31,1.25,-1.05,-1.05
206,2017-02-28,1.26,22.03,22.03
207,2017-03-31,1.27,-6.6,-6.6
208,2017-04-30,1.21,5.96,5.96
209,2017-05-31,1.26,-1.93,-1.93
210,2017-06-30,1.29,-16.2,-16.2
211,2017-07-31,1.24,6.3,6.3
212,2017-08-31,1.27,-6.92,-6.92
213,2017-09-30,1.27,-5.82,-5.82
214,2017-10-31,1.26,5.52,5.52
215,2017-11-30,1.53,24.85,24.85
216,2017-12-31,1.58,11.69,11.69
217,2018-01-31,1.54,-9.06,-9.06
218,2018-02-28,1.51,-14.75,-14.75
219,2018-03-31,1.54,1.39,1.39
220,2018-04-30,1.51,-4.9,-4.9
221,2018-05-31,1.55,-6.39,-6.39
222,2018-06-30,1.57,1.79,1.79
223,2018-07-31,1.52,-1.97,-1.97
224,2018-08-31,1.55,4.25,4.25
225,2018-09-30,1.65,0.0,0.0
226,2018-10-31,1.57,-11.07,-11.07
227,2018-11-30,1.76,-10.51,-10.51
228,2018-12-31,1.89,8.97,8.97
229,2019-01-31,1.81,-2.0,-2.0
230,2019-02-28,1.8,5.54,5.54
231,2019-03-31,1.81,-1.91,-1.91
232,2019-04-30,1.79,1.7,1.7
233,2019-05-31,1.79,-12.92,-12.92
234,2019-06-30,1.83,-6.47,-6.47
235,2019-07-31,1.56,-10.37,-10.37
236,2019-08-31,1.54,-10.76,-10.76
237,2019-09-30,1.58,-2.84,-2.84
238,2019-10-31,1.29,3.28,3.28
239,2019-11-30,1.28,-5.19,-5.19
240,2019-12-31,1.39,-2.55,-2.55
241,2020-01-31,1.25,-16.48,-16.48
242,2020-02-29,1.26,-22.74,-22.74
243,2020-03-31,0.8,-23.74,-23.74
244,2020-04-30,0.76,73.36,73.36
245,2020-05-31,0.49,20.17,20.17
246,2020-06-30,0.57,21.07,21.07
247,2020-07-31,0.51,12.68,12.68
248,2020-08-31,0.55,-13.87,-13.87
249,2020-09-30,0.55,-3.34,-3.34
250,2020-10-31,0.52,-3.46,-3.46
251,2020-11-30,0.6,-4.23,-4.23
252,2020-12-31,0.61,8.5,8.5
253,2021-01-31,0.52,1.88,1.88
254,2021-02-28,0.59,-8.73,-8.73
255,2021-03-31,0.59,11.73,11.73
256,2021-04-30,0.49,3.16,3.16
257,2021-05-31,0.51,4.46,4.46
258,2021-06-30,0.63,5.65,5.65
259,2021-07-31,0.58,-1.02,-1.02
260,2021-08-31,0.9,-7.46,-7.46
261,2021-09-30,0.92,-4.44,-4.44
262,2021-10-31,0.76,-5.65,-5.65
263,2021-11-30,1.067,-15.14,-15.14
264,2021-12-31,1.437,12.64,12.64
265,2022-01-31,1.277,-12.08,-12.08
266,2022-02-28,1.39,6.11,6.11
267,2022-03-31,1.454,14.75,14.75
268,2022-04-30,1.53,-7.21,-7.21
269,2022-05-31,1.863,-9.12,-9.12
270,2022-06-30,2.337,-17.05,-17.05
271,2022-07-31,2.341,5.43,5.43
