,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,37521.07561680064,0.54996,1.2084194552963309e-05,15.02,15.02,0.0507,15.02,11.18
1,2000-01-31,4.78,-8.41,16021.899287105498,0.43222,5.4643289911164596e-06,-33.06,-33.06,0.0351,-33.06,-8.41
2,2000-02-29,5.07,-13.36,37872.79114245915,0.56847,-1.3127741292044919e-05,26.8,26.8,0.0559,26.8,-13.36
3,2000-03-31,5.05,4.71,21924.647921626074,0.56403,3.40803259653911e-06,-0.79,-0.79,0.0457,-0.79,4.71
4,2000-04-30,5.06,-17.96,12005.577572901446,0.44835,-3.5029156435128345e-06,-18.03,-18.03,0.0463,-18.03,-17.96
5,2000-05-31,5.12,1.68,11883.442755590022,0.33534,-5.015325036312353e-06,-25.2,-25.2,0.0694,-25.2,1.68
6,2000-06-30,5.16,12.61,28036.12646587632,0.34615,-8.72841490968106e-06,6.93,6.93,0.0716,6.93,12.61
7,2000-07-31,5.13,-14.44,17167.801342957864,0.28694,-5.5540023199204584e-08,-17.1,-17.1,0.0327,-17.1,-14.44
8,2000-08-31,5.12,-3.14,400203.0299325705,0.59452,-1.085878546692732e-06,107.19,107.19,0.1089,107.19,-3.14
9,2000-09-30,5.09,-17.36,395190.0688994961,0.75143,-6.293051673673758e-07,27.74,27.74,0.0947,27.74,-17.36
10,2000-10-31,5.37,-16.2,206172.3502846004,0.40891,-6.174900969878921e-07,-45.58,-45.58,0.0715,-45.58,-16.2
11,2000-11-30,5.32,-0.81,153009.22231340528,0.32098,-5.58889179853246e-09,-24.31,-24.31,0.0597,-24.31,-0.81
12,2000-12-31,6.08,-4.36,134680.2983238231,0.37124,-1.1303064326538377e-06,0.24,0.24,0.0744,0.24,-4.36
13,2001-01-31,5.27,23.09,190281.8492449504,0.55745,-1.7016801497362684e-06,16.91,16.91,0.074,16.91,23.09
14,2001-02-28,5.06,-7.49,185926.49175553647,0.51249,-6.556168501655273e-08,2.53,2.53,0.0431,2.53,-7.49
15,2001-03-31,4.96,-9.68,64681.71891374446,0.39394,-4.0912678549392505e-08,-23.15,-23.15,0.0296,-23.15,-9.68
16,2001-04-30,5.01,11.19,76073.37366326447,0.52171,1.1519891892807663e-07,32.46,32.46,0.0526,32.46,11.19
17,2001-05-31,5.01,5.02,300620.18629367487,0.48606,2.6010715505636353e-08,-6.84,-6.84,0.0645,-6.84,5.02
18,2001-06-30,4.99,-7.17,105451.76063236065,0.43539,-6.753827600291023e-08,-14.29,-14.29,0.0292,-14.29,-7.17
19,2001-07-31,4.77,-8.5,34511.867142893716,0.39271,-7.45411043831268e-09,-9.79,-9.79,0.0292,-9.79,-8.5
20,2001-08-31,4.54,0.66,190484.80051760364,0.36162,-1.194106210069435e-06,-7.92,-7.92,0.052,-7.92,0.66
21,2001-09-30,4.0,-17.28,57346.650607531265,0.24374,-2.0662961706003303e-08,-39.37,-39.37,0.0697,-39.37,-17.28
22,2001-10-31,4.02,12.78,72345.2076449812,0.27445,-1.2067425371094493e-07,12.63,12.63,0.0506,12.63,12.78
23,2001-11-30,4.04,20.45,119603.53960702624,0.27958,2.5772006085604028e-08,1.4,1.4,0.0487,1.4,20.45
24,2001-12-31,4.01,10.41,88000.74321833877,0.23861,-1.0361272613611147e-06,-14.68,-14.68,0.0279,-14.68,10.41
25,2002-01-31,3.98,6.92,133282.4416622968,2.68224,-9.070312027402793e-08,32.26,32.26,0.0576,32.26,6.92
26,2002-02-28,4.01,10.36,195838.4564701799,2.46404,-1.0361787767482698e-07,15.31,15.31,0.064,15.31,10.36
27,2002-03-31,4.0,8.98,114928.3932215526,2.22402,-9.45843540184045e-07,-9.73,-9.73,0.0248,-9.73,8.98
28,2002-04-30,4.04,-4.87,62593.42932504192,1.85389,-9.467069189722218e-08,-16.67,-16.67,0.0485,-16.67,-4.87
29,2002-05-31,4.28,-5.25,143492.77786882193,1.77711,1.112578988601243e-08,-4.12,-4.12,0.046,-4.12,-5.25
30,2002-06-30,4.26,-12.73,65753.18641817466,1.12332,-3.215778435099417e-08,-41.48,-41.48,0.0448,-41.48,-12.73
31,2002-07-31,4.27,-3.77,204292.78337780412,1.38516,6.449827730606704e-10,23.3,23.3,0.0665,23.3,-3.77
32,2002-08-31,4.28,1.76,101606.03526728893,1.27606,-1.1989993002710671e-07,-4.1,-4.1,0.0357,-4.1,1.76
33,2002-09-30,4.28,-12.08,64827.86391843972,0.87199,-1.943811868396886e-08,-31.62,-31.62,0.0456,-31.62,-12.08
34,2002-10-31,4.28,2.13,116976.02550492865,1.07968,-1.848212646250657e-09,23.75,23.75,0.0621,23.75,2.13
35,2002-11-30,4.28,8.38,114948.33777455313,0.93745,1.502840365695349e-08,-9.47,-9.47,0.02,-9.47,8.38
36,2002-12-31,4.52,-13.23,151605.1118152373,0.73056,2.0460135411541528e-08,-22.09,-22.09,0.0307,-22.09,-13.23
37,2003-01-31,4.34,-5.82,26399.89817166074,2.23179,-1.1344106643616664e-07,-13.43,-13.43,0.0268,-13.43,-5.82
38,2003-02-28,4.27,-3.15,88758.99250725859,2.57667,1.7094382133120628e-08,9.84,9.84,0.0518,9.84,-3.15
39,2003-03-31,4.27,-6.59,124542.8754007739,1.88405,9.933930287778473e-09,-26.87,-26.87,0.0672,-26.87,-6.59
40,2003-04-30,4.26,12.34,224784.44238584748,2.00091,1.4381698327359177e-08,-1.89,-1.89,0.1067,-1.89,12.34
41,2003-05-31,4.01,5.34,142500.72504615385,1.73013,-2.739271522958775e-07,-13.46,-13.46,0.0541,-13.46,5.34
42,2003-06-30,4.1,6.13,73132.32991042167,1.57622,-8.992411522004966e-08,-8.89,-8.89,0.018,-8.89,6.13
44,2003-08-31,3.72,5.24,78225.66347927054,1.26268,-1.0591966705206097e-06,-20.0,-20.0,0.0525,-20.0,5.24
45,2003-09-30,3.77,-8.24,66963.65161708681,1.11732,-3.901511470198763e-07,-11.46,-11.46,0.0461,-11.46,-8.24
46,2003-10-31,3.84,13.28,27663.395773205473,0.89214,-1.2238187405122973e-09,-20.0,-20.0,0.0176,-20.0,13.28
47,2003-11-30,3.78,3.06,166941.0589543022,0.96055,-3.9704085490298285e-09,8.96,8.96,0.0722,8.96,3.06
48,2003-12-31,3.97,1.54,76365.95573816416,0.89214,4.0759611444493484e-08,-6.85,-6.85,0.0366,-6.85,1.54
49,2004-01-31,3.78,5.4,25420.321985058697,1.00087,9.259709546002506e-08,-8.82,-8.82,0.0182,-8.82,5.4
50,2004-02-29,3.78,2.57,38017.20303808301,0.98338,-6.851727782115822e-08,-1.61,-1.61,0.0424,-1.61,2.57
51,2004-03-31,3.74,0.05,18268.724985640438,0.88889,7.4314515831797245e-09,-9.84,-9.84,0.0176,-9.84,0.05
52,2004-04-30,3.76,-3.09,75639.06116580025,0.96938,1.9148859123951336e-07,9.09,9.09,0.0438,9.09,-3.09
53,2004-05-31,3.77,-7.35,39113.17517306113,1.08136,-1.5156609815302106e-08,11.67,11.67,0.0512,11.67,-7.35
54,2004-06-30,3.78,-2.2,70750.96384297521,0.93438,-1.6459676002796707e-07,-15.94,-15.94,0.0337,-15.94,-2.2
55,2004-07-31,3.77,-6.46,51476.08731833099,0.88889,-4.895331251070549e-07,-5.17,-5.17,0.0455,-5.17,-6.46
56,2004-08-31,3.52,8.0,26050.088584585556,0.92038,-4.123286450960228e-08,3.64,3.64,0.028,3.64,8.0
57,2004-09-30,3.55,4.67,53587.42124002455,0.87139,2.8940344301202095e-09,-1.82,-1.82,0.021,-1.82,4.67
58,2004-10-31,3.53,0.61,34021.991362387125,0.8049,0.0,-7.41,-7.41,0.0366,-7.41,0.61
59,2004-11-30,3.26,5.01,13312.176198886022,0.8049,-1.3915944900335696e-09,0.0,0.0,0.0157,0.0,5.01
60,2004-12-31,3.29,1.63,14328.26172553561,0.75941,0.0,-6.0,-6.0,0.0246,-6.0,1.63
61,2005-01-31,3.26,5.04,40968.36535207601,0.49451,7.261769724325884e-08,14.89,14.89,0.0406,14.89,5.04
62,2005-02-28,3.28,8.09,96034.48730906167,0.59579,-4.748528894668531e-08,20.37,20.37,0.0442,20.37,8.09
63,2005-03-31,3.26,-4.64,331396.72201572114,1.41997,-2.2647239701695543e-07,138.46,138.46,0.0906,138.46,-4.64
64,2005-04-30,3.29,-5.28,248766.0962373372,0.96121,1.0741458957555522e-08,-17.32,-17.32,0.0438,-17.32,-5.28
65,2005-05-31,3.29,6.17,93371.84472389283,0.99696,5.4838026570706196e-09,3.81,3.81,0.0206,3.81,6.17
66,2005-06-30,3.3,3.68,92550.41222382325,1.14392,1.1738571029688166e-07,14.68,14.68,0.0334,14.68,3.68
67,2005-07-31,3.27,11.61,188320.0162202243,1.73972,-6.3912847531748e-08,59.66,59.66,0.0463,59.66,11.61
68,2005-08-31,3.25,-2.25,165098.07379730986,1.35444,1.990629002097054e-09,-22.11,-22.11,0.0649,-22.11,-2.25
69,2005-09-30,3.28,12.46,80617.43784683685,1.48353,8.424226800718299e-08,9.46,9.46,0.0314,9.46,12.46
70,2005-10-31,3.51,-5.53,174927.90285629276,1.53715,-1.1581895707221372e-07,3.7,3.7,0.0496,3.7,-5.53
71,2005-11-30,3.5,11.5,133128.3595917299,1.9403,-5.356327712902453e-08,28.48,28.48,0.0341,28.48,11.5
72,2005-12-31,3.76,8.39,109347.88949275362,1.61063,1.1645626167000199e-07,-18.52,-18.52,0.0248,-18.52,8.39
73,2006-01-31,3.76,1.81,66653.56309810939,1.51178,1.2370305520991445e-07,-6.25,-6.25,0.0481,-6.25,1.81
74,2006-02-28,3.99,-1.77,90653.38248074689,1.49191,-3.3300007713271793e-07,0.62,0.62,0.0325,0.62,-1.77
75,2006-03-31,3.97,-0.7,52674.06056011792,1.46609,1.3482867178397637e-08,-1.84,-1.84,0.0239,-1.84,-0.7
76,2006-04-30,3.97,6.56,93155.90222537878,1.51973,-1.2486535116478656e-07,5.73,5.73,0.0205,5.73,6.56
77,2006-05-31,3.96,-7.11,87444.93738635833,1.18996,1.836206086241402e-07,-21.69,-21.69,0.0437,-21.69,-7.11
78,2006-06-30,4.21,-2.08,21350.95085301096,1.19989,1.0114595328679476e-06,0.77,0.77,0.0379,0.77,-2.08
79,2006-07-31,4.22,0.63,6321.998864803503,1.09857,1.6682249164277888e-06,-8.4,-8.4,0.0227,-8.4,0.63
80,2006-08-31,4.49,4.11,16689.090696313633,1.08069,-6.049629615490689e-07,-1.67,-1.67,0.0185,-1.67,4.11
81,2006-09-30,4.48,1.87,20836.400699147915,1.11645,-2.9959071040609483e-09,4.27,4.27,0.0172,4.27,1.87
82,2006-10-31,4.48,-0.68,9334.279749355821,1.06282,9.286265333560535e-06,-4.92,-4.92,0.0388,-4.92,-0.68
83,2006-11-30,4.49,4.59,22492.976462312647,1.16214,-7.599582399120041e-08,8.55,8.55,0.0331,8.55,4.59
84,2006-12-31,4.6,1.63,20775.46882563098,1.00719,3.6206177512838897e-06,-17.29,-17.29,0.0172,-17.29,1.63
85,2007-01-31,4.61,-5.07,11625.247770810562,1.05045,3.149041667894418e-08,12.73,12.73,0.0242,12.73,-5.07
86,2007-02-28,4.55,4.1,20974.885059216518,1.17716,-3.241040801833494e-07,15.83,15.83,0.0332,15.83,4.1
87,2007-03-31,4.63,2.4,22862.93000642143,1.42141,1.3828372061017992e-06,20.86,20.86,0.0338,20.86,2.4
88,2007-04-30,4.88,5.84,31767.758167382533,1.19369,-2.6007191374067957e-07,-16.07,-16.07,0.0279,-16.07,5.84
89,2007-05-31,4.56,9.02,33204.307936649966,1.44712,4.2102327915345027e-07,21.28,21.28,0.0401,21.28,9.02
90,2007-06-30,4.52,4.36,89717.74717535402,1.3204,5.978543343765281e-07,-9.83,-9.83,0.0592,-9.83,4.36
91,2007-07-31,4.76,10.4,48781.89144764288,1.40488,-1.1517250094599583e-06,6.41,6.41,0.0425,6.41,10.4
92,2007-08-31,4.98,-2.47,31312.257629914766,1.16798,2.864457687280103e-07,-16.87,-16.87,0.0399,-16.87,-2.47
93,2007-09-30,4.98,6.38,26399.71410447761,1.12023,1.371915381789052e-06,-4.11,-4.11,0.0262,-4.11,6.38
94,2007-10-31,5.02,5.35,15563.578892326463,1.01923,-1.011745335050336e-06,-9.02,-9.02,0.0299,-9.02,5.35
95,2007-11-30,5.02,-7.11,10587.598806758664,1.01005,-6.321389417696131e-07,0.92,0.92,0.0188,0.92,-7.11
96,2007-12-31,5.02,3.61,22115.031703910616,0.97332,7.05568164079569e-07,-1.85,-1.85,0.0382,-1.85,3.61
97,2008-01-31,4.96,-13.88,13441.935483870968,0.42487,-5.73888119521637e-07,-4.72,-4.72,0.0229,-4.72,-13.88
98,2008-02-29,4.94,4.37,8728.232204624068,0.48376,4.307092172456156e-06,12.75,12.75,0.0249,12.75,4.37
99,2008-03-31,4.98,0.37,11301.246181818182,0.45432,-2.599797569732828e-06,-6.09,-6.09,0.0168,-6.09,0.37
100,2008-04-30,4.95,7.97,6292.132456641891,0.45432,-5.825666763444997e-06,-1.82,-1.82,0.0096,-1.82,7.97
101,2008-05-31,5.04,1.05,5548.550538887271,0.42908,-1.6891613094894245e-06,-5.56,-5.56,0.0108,-5.56,1.05
102,2008-06-30,5.01,-10.08,9638.232607410328,0.4459,-5.98361388997635e-07,3.92,3.92,0.0161,3.92,-10.08
103,2008-07-31,5.03,-4.4,5795.09578334246,0.42487,8.964120971350355e-09,-4.72,-4.72,0.0211,-4.72,-4.4
104,2008-08-31,5.25,-5.47,12800.498479656355,0.42487,-1.0855404047970367e-06,-0.98,-0.98,0.0336,-0.98,-5.47
105,2008-09-30,5.22,-1.24,3045.1512058387984,0.39122,-1.2157480559816417e-07,-7.92,-7.92,0.022,-7.92,-1.24
106,2008-10-31,4.14,-20.96,2730.176388888889,0.3155,-4.8349197580950906e-08,-19.35,-19.35,0.0682,-19.35,-20.96
107,2008-11-30,3.99,6.22,4375.963360448424,0.29446,8.982133957577584e-08,7.69,7.69,0.0462,7.69,6.22
108,2008-12-31,3.02,4.05,7641.801412180053,0.3197,1.6702782979793067e-06,8.57,8.57,0.0526,8.57,4.05
109,2009-01-31,2.41,3.4,3305.678066116811,0.34248,-5.8773039298312474e-06,2.63,2.63,0.0252,2.63,3.4
110,2009-02-28,1.87,-2.6,6395.92373434238,0.33809,5.610142897632788e-09,6.94,6.94,0.03,6.94,-2.6
