,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,5600,6370,5848,5150,12100,7059,4860,5600,5346,5150,-30.0,-15.15,0.18,-36.15,560432,0.0507,0.0436,0.0461,0.0448,4.79,-9.97
1,2000-01-31,4280,5120,4394,3760,12100,6817,3760,4410,4224,4000,-30.59,-45.57,7.0,-25.74,2756044,0.048,0.0434,0.0456,0.0419,4.78,-20.3
2,2000-02-29,3010,4380,3545,2980,12100,6655,2980,3250,3071,3000,-50.18,-71.07,1.01,-37.22,1177852,0.0441,0.0411,0.0461,0.0421,5.07,-29.67
3,2000-03-31,3330,3620,3448,3165,12100,6459,2980,3360,3331,3300,-37.99,-55.48,1.22,-38.86,566924,0.041,0.04,0.0464,0.0411,5.05,10.63
4,2000-04-30,3640,4350,3572,3200,12100,6260,2980,4350,3839,3600,-14.95,-41.6,-6.67,-46.54,709628,0.0456,0.0621,0.0481,0.0493,5.06,10.3
5,2000-05-31,3000,3700,3120,2510,12100,5977,2510,3120,2934,2750,-0.33,-53.99,3.45,-47.51,620626,0.0493,0.0619,0.0505,0.0552,5.12,-17.58
6,2000-06-30,3200,3450,3123,2900,12100,5733,2510,3215,3172,3045,-4.48,-40.41,6.14,-48.66,743732,0.0496,0.0457,0.0509,0.0566,5.16,8.47
7,2000-07-31,3025,3895,3360,3010,12100,5339,2510,3160,3097,3010,-16.9,-29.32,-0.33,-61.53,304120,0.0495,0.0425,0.0487,0.0503,5.13,-5.47
8,2000-08-31,2870,3115,2984,2865,10500,4677,2510,2985,2941,2870,-4.33,-4.65,-2.38,-73.04,179124,0.0465,0.018,0.0453,0.0346,5.12,-5.12
9,2000-09-30,2595,2960,2719,2470,7800,4169,2470,2650,2595,2540,-19.16,-21.72,5.06,-66.17,191608,0.0449,0.0227,0.0451,0.0291,5.09,-13.07
10,2000-10-31,2320,2590,2392,2280,7090,3774,2280,2405,2359,2320,-23.31,-36.26,-3.73,-62.37,145384,0.0384,0.0232,0.0419,0.021,5.37,-10.6
11,2000-11-30,2580,3005,2568,2335,6370,3408,2280,2840,2741,2580,-12.84,-12.54,-14.14,-60.43,861858,0.0341,0.0473,0.0426,0.034,5.32,10.49
12,2000-12-31,3460,3480,2861,2485,5600,3188,2280,3480,3263,3020,33.33,13.63,14.57,-32.56,1434494,0.0338,0.0392,0.0423,0.0376,6.08,22.05
13,2001-01-31,2850,3460,2960,2820,4380,3048,2280,3025,2889,2840,22.84,-5.79,-5.79,-33.41,821108,0.0346,0.0457,0.0427,0.0441,5.27,-17.63
14,2001-02-28,2685,3010,2844,2685,4350,2990,2280,2835,2773,2685,-5.46,-8.83,-6.12,-10.95,558346,0.0349,0.0205,0.0412,0.0371,5.06,-5.46
15,2001-03-31,2520,2575,2464,2325,4350,2907,2280,2520,2487,2450,-27.17,-2.89,1.41,-24.78,497506,0.0354,0.0255,0.0403,0.0325,4.96,-6.15
16,2001-04-30,2540,2540,2417,2300,3895,2813,2280,2540,2498,2470,-10.88,8.78,1.6,-30.22,289896,0.0347,0.017,0.0365,0.0217,5.01,0.79
17,2001-05-31,2780,2960,2683,2520,3895,2775,2280,2960,2887,2780,3.54,7.75,-2.46,-7.33,1199298,0.0306,0.027,0.0328,0.0231,5.01,9.45
18,2001-06-30,2860,3010,2846,2730,3895,2753,2280,3010,2917,2860,16.73,-17.34,-0.52,-10.9,681952,0.024,0.0193,0.0306,0.0203,4.99,-1.72
