,Date,riskfree,MA1M,actualreturn
33,2002-09-30,4.28,-29.89,-29.89
34,2002-10-31,4.28,19.63,19.63
35,2002-11-30,4.28,7.77,7.77
36,2002-12-31,4.52,-7.45,-7.45
37,2003-01-31,4.34,-10.91,-10.91
38,2003-02-28,4.27,-7.3,-7.3
39,2003-03-31,4.27,16.97,16.97
40,2003-04-30,4.26,1.34,1.34
41,2003-05-31,4.01,8.71,8.71
42,2003-06-30,4.1,7.77,7.77
43,2003-07-31,3.75,-2.25,-2.25
44,2003-08-31,3.72,-7.03,-7.03
45,2003-09-30,3.77,-6.1,-6.1
46,2003-10-31,3.84,-5.19,-5.19
47,2003-11-30,3.78,2.45,2.45
48,2003-12-31,3.97,-0.8,-0.8
49,2004-01-31,3.78,-9.09,-9.09
50,2004-02-29,3.78,-8.93,-8.93
51,2004-03-31,3.74,6.96,6.96
52,2004-04-30,3.76,-4.24,-4.24
53,2004-05-31,3.77,-6.33,-6.33
54,2004-06-30,3.78,1.01,1.01
55,2004-07-31,3.77,10.3,10.3
56,2004-08-31,3.52,14.76,14.76
57,2004-09-30,3.55,8.27,8.27
58,2004-10-31,3.53,-2.48,-2.48
59,2004-11-30,3.26,23.86,23.86
60,2004-12-31,3.29,-10.45,-10.45
61,2005-01-31,3.26,5.26,5.26
62,2005-02-28,3.28,8.7,8.7
63,2005-03-31,3.26,10.0,10.0
64,2005-04-30,3.29,1.79,1.79
65,2005-05-31,3.29,-1.58,-1.58
66,2005-06-30,3.3,1.43,1.43
67,2005-07-31,3.27,-6.22,-6.22
68,2005-08-31,3.25,-1.1,-1.1
69,2005-09-30,3.28,10.74,10.74
70,2005-10-31,3.51,2.84,2.84
71,2005-11-30,3.5,-3.45,-3.45
72,2005-12-31,3.76,-18.86,-18.86
73,2006-01-31,3.76,-17.22,-17.22
74,2006-02-28,3.99,-3.02,-3.02
75,2006-03-31,3.97,-1.82,-1.82
76,2006-04-30,3.97,5.77,5.77
77,2006-05-31,3.96,-17.14,-17.14
78,2006-06-30,4.21,1.57,1.57
79,2006-07-31,4.22,-2.16,-2.16
80,2006-08-31,4.49,3.47,3.47
81,2006-09-30,4.48,1.25,1.25
82,2006-10-31,4.48,-1.85,-1.85
83,2006-11-30,4.49,14.65,14.65
84,2006-12-31,4.6,-3.68,-3.68
85,2007-01-31,4.61,-5.88,-5.88
86,2007-02-28,4.55,1.86,1.86
87,2007-03-31,4.63,8.23,8.23
88,2007-04-30,4.88,8.73,8.73
89,2007-05-31,4.56,41.19,41.19
90,2007-06-30,4.52,-10.78,-10.78
91,2007-07-31,4.76,6.67,6.67
92,2007-08-31,4.98,-3.13,-3.13
93,2007-09-30,4.98,11.79,11.79
94,2007-10-31,5.02,-12.73,-12.73
95,2007-11-30,5.02,1.91,1.91
96,2007-12-31,5.02,7.02,7.02
97,2008-01-31,4.96,-5.74,-5.74
98,2008-02-29,4.94,-1.09,-1.09
99,2008-03-31,4.98,-2.2,-2.2
100,2008-04-30,4.95,15.28,15.28
101,2008-05-31,5.04,24.17,24.17
102,2008-06-30,5.01,28.73,28.73
103,2008-07-31,5.03,-25.73,-25.73
104,2008-08-31,5.25,-29.76,-29.76
105,2008-09-30,5.22,2.91,2.91
106,2008-10-31,4.14,-27.02,-27.02
107,2008-11-30,3.99,9.92,9.92
108,2008-12-31,3.02,15.28,15.28
109,2009-01-31,2.41,-0.6,-0.6
110,2009-02-28,1.87,-10.34,-10.34
111,2009-03-31,1.73,20.28,20.28
112,2009-04-30,1.85,60.0,60.0
113,2009-05-31,1.96,-6.79,-6.79
114,2009-06-30,1.96,-2.02,-2.02
115,2009-07-31,1.95,3.51,3.51
116,2009-08-31,1.99,12.97,12.97
117,2009-09-30,2.0,-7.29,-7.29
118,2009-10-31,2.01,-0.75,-0.75
119,2009-11-30,2.01,-12.83,-12.83
120,2009-12-31,2.01,5.19,5.19
121,2010-01-31,2.0,-1.22,-1.22
122,2010-02-28,2.01,-2.45,-2.45
123,2010-03-31,2.0,5.66,5.66
124,2010-04-30,2.0,5.49,5.49
125,2010-05-31,2.0,-8.55,-8.55
126,2010-06-30,2.03,4.05,4.05
127,2010-07-31,2.28,14.01,14.01
128,2010-08-31,2.28,0.34,0.34
129,2010-09-30,2.27,7.14,7.14
130,2010-10-31,2.26,2.52,2.52
131,2010-11-30,2.51,-9.37,-9.37
132,2010-12-31,2.51,-1.36,-1.36
133,2011-01-31,2.75,-9.28,-9.28
134,2011-02-28,2.76,-5.37,-5.37
135,2011-03-31,2.99,9.59,9.59
136,2011-04-30,3.02,2.28,2.28
137,2011-05-31,3.03,-5.82,-5.82
138,2011-06-30,3.28,-8.53,-8.53
139,2011-07-31,3.27,8.27,8.27
140,2011-08-31,3.27,-16.39,-16.39
141,2011-09-30,3.28,-17.59,-17.59
142,2011-10-31,3.26,2.7,2.7
143,2011-11-30,3.27,-10.18,-10.18
144,2011-12-31,3.29,-3.32,-3.32
145,2012-01-31,3.27,8.31,8.31
146,2012-02-29,3.26,13.3,13.3
147,2012-03-31,3.24,-10.8,-10.8
