,Date,riskfree,MA1M,actualreturn
251,2020-11-30,0.6,26.41,26.41
252,2020-12-31,0.61,-10.86,-10.86
253,2021-01-31,0.52,29.02,29.02
254,2021-02-28,0.59,-1.9,-1.9
255,2021-03-31,0.59,17.68,17.68
256,2021-04-30,0.49,1.22,1.22
257,2021-05-31,0.51,9.05,9.05
258,2021-06-30,0.63,12.07,12.07
259,2021-07-31,0.58,-1.03,-1.03
260,2021-08-31,0.9,0.0,0.0
261,2021-09-30,0.92,4.37,4.37
262,2021-10-31,0.76,16.72,16.72
263,2021-11-30,1.067,8.81,8.81
264,2021-12-31,1.437,-4.25,-4.25
265,2022-01-31,1.277,-33.8,-33.8
266,2022-02-28,1.39,21.73,21.73
267,2022-03-31,1.454,7.28,7.28
268,2022-04-30,1.53,-15.89,-15.89
269,2022-05-31,1.863,-8.15,-8.15
270,2022-06-30,2.337,-36.18,-36.18
271,2022-07-31,2.341,18.18,18.18
