,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2990,3700,3106,2485,8380,3727,2485,2990,2816,2485,1.4392131570461142,-44.63,-34.57,14.12,-31.01,15224,0.0677,0.0717,0.0674,0.0531,4.79,-14.57
1,2000-01-31,2875,2985,2631,2305,8380,3632,2305,2875,2554,2305,0.6809453471196456,-32.27,-40.75,12.75,-47.39,10074,0.0672,0.0802,0.065,0.0671,4.78,-3.85
2,2000-02-29,2965,3200,2759,2500,8380,3587,2305,2965,2647,2530,0.4382344511321295,-15.29,-38.29,16.27,-34.89,25118,0.0671,0.0531,0.0648,0.0682,5.07,18.6
3,2000-03-31,2945,4250,3287,2710,8380,3546,2305,3140,2952,2710,0.023619583919912403,-1.51,-39.28,-7.97,-63.93,19076,0.0647,0.0903,0.0657,0.0736,5.05,-0.67
4,2000-04-30,2075,2945,2472,2075,8380,3417,2075,2380,2258,2075,0.2644268159900451,-17.0,-48.64,-21.4,-64.29,12590,0.0681,0.0663,0.0664,0.0697,5.06,-31.06
5,2000-05-31,1605,2230,1786,1310,8380,3243,1310,1605,1475,1310,0.6405529953917051,-45.87,-53.75,9.18,-71.61,14886,0.0713,0.0719,0.0665,0.0748,5.12,-22.65
6,2000-06-30,1675,1795,1598,1360,8380,3101,1310,1795,1719,1660,0.6169628432956381,-38.19,-43.98,15.92,-61.9,32160,0.0699,0.064,0.0683,0.0663,5.16,11.67
7,2000-07-31,2730,2730,1771,1485,8380,2968,1310,2730,2136,1700,-0.7217649748513946,31.57,-5.04,65.45,-43.74,53832,0.0683,0.0634,0.0677,0.0673,5.13,62.99
8,2000-08-31,2610,2800,2283,1800,8380,2904,1310,2800,2618,2450,-1.3708406304728546,62.62,-11.97,1.36,-45.68,86306,0.0723,0.081,0.0695,0.0718,5.12,-4.4
9,2000-09-30,2590,3005,2751,2450,5570,2772,1310,2940,2691,2575,-1.05850622406639,51.02,-12.35,-6.83,-48.2,38110,0.0712,0.0773,0.0684,0.0756,5.09,-4.07
10,2000-10-31,3000,3315,2418,1900,4360,2568,1310,3315,2779,2185,-0.33719740879645416,9.89,44.58,57.89,-29.33,166740,0.0758,0.0908,0.0715,0.0832,5.37,15.83
11,2000-11-30,2700,3800,3261,2700,4250,2513,1310,3010,2925,2700,0.16088328075709776,-3.57,80.0,-14.29,-22.19,100336,0.0791,0.0786,0.0749,0.0864,5.32,-18.55
12,2000-12-31,2220,3515,2916,2220,4250,2496,1310,3515,2868,2220,1.8076923076923077,-19.27,33.73,-27.45,-10.66,253888,0.0828,0.0879,0.0769,0.0898,6.08,-25.63
13,2001-01-31,2705,2860,2673,2220,4250,2497,1310,2780,2709,2615,1.6632825719120135,-9.83,-0.92,3.44,-5.91,61376,0.0813,0.0537,0.0744,0.0802,5.27,21.85
14,2001-02-28,3930,3930,3242,2700,4250,2537,1310,3930,3486,3230,0.5839862411618575,30.56,60.41,17.31,52.33,195208,0.079,0.0727,0.0759,0.0706,5.06,45.83
15,2001-03-31,2300,3730,3276,2300,3965,2541,1310,3175,2615,2300,-0.23793787177792464,3.6,-11.2,-38.34,-15.13,347852,0.0779,0.0675,0.0745,0.0646,4.96,-41.48
16,2001-04-30,1815,2300,1642,1420,3965,2472,1310,1815,1627,1560,2.713487629688747,-34.0,-45.25,11.35,-12.53,36780,0.0761,0.0804,0.0755,0.075,5.01,-21.09
17,2001-05-31,2230,2645,2340,2130,3965,2513,1360,2350,2275,2230,-1.110939907550077,-43.26,-17.41,-3.88,38.94,15974,0.0707,0.0617,0.0744,0.07,5.01,22.87
