,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,38900,39200,35380,29450,44900,31826,12200,38900,34910,33850,25.48,0.26,-0.51,11.14,229.7,39340,0.0433,0.0799,0.0503,0.0522,4.79,25.48
1,2000-01-31,33000,38000,33810,29800,44900,33092,16300,33500,31620,29800,-15.17,-21.43,-15.38,3.13,64.05,68588,0.0447,0.0458,0.0465,0.0556,4.78,-15.17
2,2000-02-29,28000,33600,29675,24500,44900,33844,19700,28200,27690,26900,-16.42,-10.54,-26.32,11.11,61.75,99640,0.0466,0.0434,0.0462,0.0584,5.07,-16.42
3,2000-03-31,24700,29500,26588,24100,44900,34278,21800,25650,25010,24100,-11.79,-36.5,-38.71,-2.76,17.16,127226,0.0464,0.0365,0.0453,0.04,5.05,-11.79
4,2000-04-30,31500,32100,28995,24700,44900,34503,22800,31500,30240,29100,25.75,-5.97,-24.64,-1.87,18.44,65204,0.049,0.0468,0.0456,0.0418,5.06,25.75
5,2000-05-31,36500,42550,34425,29600,44900,35124,24100,36500,34660,33550,15.87,30.36,10.61,23.31,25.86,179108,0.055,0.0693,0.0461,0.0517,5.12,15.87
6,2000-06-30,49000,49000,40853,36300,49000,35398,24100,49000,45760,42800,40.0,91.03,25.96,19.51,21.89,130512,0.0471,0.0402,0.0451,0.0524,5.16,40.0
7,2000-07-31,47900,53100,48180,44000,53100,35965,24100,47900,45440,44000,-2.24,52.06,45.15,3.46,22.82,46866,0.0454,0.0287,0.0449,0.0485,5.13,-2.24
8,2000-08-31,47500,50700,46025,42000,53100,36788,24100,49800,48400,47500,-0.84,30.14,69.64,1.5,28.73,33546,0.0456,0.0469,0.0458,0.0392,5.12,-0.84
9,2000-09-30,44950,48500,45388,40800,53100,37374,24100,45000,44690,43500,-7.32,-0.55,86.51,10.17,12.38,39346,0.0452,0.0312,0.0457,0.036,5.09,-7.32
10,2000-10-31,50900,51100,47275,43800,53100,37870,24100,50900,49530,48000,13.24,6.26,61.59,4.09,21.19,41264,0.0431,0.0315,0.0459,0.0371,5.37,13.24
11,2000-11-30,38000,50200,44260,37000,53100,38557,24100,39800,38850,37950,-24.75,-21.65,8.57,2.7,15.15,79918,0.0354,0.032,0.0462,0.0326,5.32,-24.75
12,2000-12-31,36000,42000,37783,34800,53100,38733,24100,36500,35700,34800,-5.14,-20.0,-15.89,3.45,5.88,45168,0.0341,0.031,0.0423,0.0324,6.08,-5.14
13,2001-01-31,38100,42600,38438,35600,53100,39149,24100,39000,38530,38100,5.83,-25.15,-20.46,-1.68,15.45,54318,0.0354,0.0352,0.0406,0.0332,5.27,5.83
14,2001-02-28,44500,46200,41515,38500,53100,40135,24100,46200,45100,44500,14.99,11.81,-10.64,12.8,62.71,137032,0.0335,0.0376,0.0401,0.0348,5.06,14.99
15,2001-03-31,44000,45000,43730,41000,53100,41620,24700,44800,43680,41000,-1.12,22.22,-2.11,-2.0,71.54,44866,0.0334,0.0307,0.0397,0.0342,4.96,-1.12
16,2001-04-30,44700,44700,42055,40550,53100,42638,29600,44700,43220,41900,1.59,17.32,-11.49,5.42,41.9,76418,0.0315,0.0182,0.0378,0.0297,5.01,1.59
17,2001-05-31,50000,50300,48075,44500,53100,43769,34800,50000,49350,48200,11.86,12.36,31.58,4.17,36.99,48626,0.0293,0.0192,0.0327,0.0231,5.01,11.86
18,2001-06-30,43900,50000,47390,43900,53100,44359,34800,46700,45120,43900,-11.4,7.07,21.94,-8.54,-2.88,85720,0.0275,0.0216,0.0315,0.0195,4.99,-11.4
19,2001-07-31,42500,44600,42615,39200,52000,43880,34800,42500,40220,39200,-3.19,-4.92,11.55,3.66,-11.27,84682,0.0251,0.0229,0.0307,0.0213,4.77,-3.19
20,2001-08-31,45850,49100,44673,40400,52000,43725,34800,49100,47160,45850,7.88,-8.3,3.03,-4.48,-3.47,52116,0.0224,0.023,0.0286,0.0222,4.54,7.88
21,2001-09-30,46500,46900,45450,43000,52000,43770,34800,46600,45880,45000,-3.23,5.8,5.68,3.33,3.33,25476,0.0211,0.022,0.0278,0.0229,4.0,-3.23
22,2001-10-31,47000,51500,48168,45500,52000,43838,34800,49200,47820,47000,1.08,10.59,5.15,-1.67,-7.66,29270,0.023,0.0285,0.0275,0.0243,4.02,1.08
23,2001-11-30,51500,55100,50543,46750,55100,44315,34800,55100,52960,50400,8.88,10.75,3.0,-4.63,35.53,54140,0.0246,0.0313,0.027,0.027,4.04,8.88
24,2001-12-31,53800,55600,52945,50500,55600,45453,35600,55600,54000,53000,0.94,15.7,22.41,0.56,49.44,39548,0.0265,0.031,0.027,0.0296,4.01,0.94
25,2002-01-31,64900,68800,60460,55000,68800,47299,38500,66000,64440,61900,20.63,38.09,52.71,-5.67,70.34,82405,0.0323,0.0482,0.0289,0.0386,3.98,20.63
26,2002-02-28,79000,79000,71135,60600,79000,49504,39200,79000,75640,73600,22.67,48.22,64.41,4.91,77.53,70007,0.0358,0.0469,0.0299,0.0435,4.01,22.67
27,2002-03-31,81500,86000,83050,78500,86000,52697,39200,81500,80300,78500,3.16,51.49,75.27,-3.66,98.78,87950,0.0361,0.025,0.0298,0.0415,4.0,3.16
28,2002-04-30,72500,90400,80600,72500,90400,55973,39200,76600,74580,72500,-11.04,17.12,53.28,-2.42,62.19,103235,0.0374,0.0363,0.0308,0.0373,4.04,-11.04
29,2002-05-31,80100,84800,80625,74000,90400,58875,39200,84200,83260,80100,10.48,1.39,55.53,-4.87,60.2,71660,0.0377,0.0311,0.0317,0.0307,4.28,10.48
30,2002-06-30,74200,84200,78825,73900,90400,61190,39200,80200,76760,73900,-11.67,-8.96,37.92,-3.89,68.83,113586,0.037,0.0259,0.0318,0.0313,4.26,-11.67
31,2002-07-31,70500,74900,72580,70000,90400,63821,40400,73000,71180,70200,-4.99,-2.76,8.63,-2.76,65.88,38048,0.033,0.0258,0.0323,0.029,4.27,-4.99
32,2002-08-31,67500,70100,66045,59500,90400,65695,43000,68700,67300,66600,-5.73,-19.83,-14.56,-3.71,45.16,35142,0.0304,0.037,0.0332,0.0302,4.28,-5.73
33,2002-09-30,59000,70700,65470,59000,90400,67425,45500,63500,61260,59000,-12.59,-20.49,-27.61,-7.38,26.88,25081,0.03,0.0229,0.0334,0.0288,4.28,-12.59
34,2002-10-31,53000,63100,54805,49400,90400,67904,46750,53600,52700,51900,-10.17,-24.82,-26.9,-2.39,12.77,81438,0.0335,0.051,0.0354,0.0384,4.28,-10.17
35,2002-11-30,59500,62000,56105,53200,90400,68400,49400,62000,58580,56900,11.01,-11.19,-29.17,7.79,18.06,68134,0.0333,0.03,0.0354,0.0363,4.28,11.01
36,2002-12-31,49100,60000,55940,49100,90400,68682,49100,55900,52900,49100,-17.48,-16.78,-33.83,-12.16,-8.74,36234,0.0324,0.0242,0.0351,0.0367,4.52,-17.48
37,2003-01-31,56500,58000,56250,52500,90400,68323,49100,58000,57200,56500,15.07,8.86,-21.09,-2.59,-8.72,53844,0.0304,0.0208,0.0326,0.0262,4.34,15.07
