,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,45000,56900,50065,44000,109500,66436,44000,46000,44920,44000,-35.71,-40.79,-6.25,-6.25,8228,0.037,0.0359,0.0386,0.0351,4.79,-18.18
1,2000-01-31,48400,50900,46665,44100,109500,65817,44000,50000,47380,44500,-21.68,-46.22,6.37,-8.51,2848,0.0336,0.0382,0.0378,0.036,4.78,7.56
2,2000-02-29,39300,48400,42530,36500,109500,64848,36500,39400,39280,38900,-21.56,-51.48,4.52,-29.32,3388,0.0346,0.0287,0.0382,0.0345,5.07,-20.61
3,2000-03-31,45000,47750,42895,39550,109500,63564,36500,45000,41770,39550,0.0,-33.92,10.84,-17.43,10158,0.0386,0.0547,0.0409,0.0425,5.05,14.5
4,2000-04-30,34700,45000,37808,34300,109500,61816,34300,36400,35170,34300,-29.9,-43.85,-6.72,-55.8,4174,0.0388,0.0403,0.0398,0.0416,5.06,-12.26
5,2000-05-31,40200,41450,35600,32900,109500,58615,32900,41450,37510,34400,2.29,-24.15,22.19,-44.17,10922,0.0409,0.0464,0.0398,0.0466,5.12,15.85
6,2000-06-30,40200,55700,47220,40200,109500,56563,32900,55700,49480,40200,26.57,16.72,-0.9,-31.87,23454,0.0458,0.0614,0.0429,0.0503,5.16,26.72
7,2000-07-31,32750,40750,35660,32700,87800,51699,32700,33000,32880,32700,23.32,-11.59,-0.76,-52.45,2998,0.0449,0.0286,0.0392,0.0477,5.13,-18.53
8,2000-08-31,38100,38300,36003,33500,79000,47657,32700,38300,37220,36050,23.83,26.67,5.54,-36.18,5218,0.0444,0.0287,0.0397,0.0428,5.12,16.34
9,2000-09-30,35900,38300,36250,34600,68100,44739,32700,35900,35380,34600,-11.58,11.68,3.76,-32.99,1952,0.04,0.016,0.0393,0.0261,5.09,-4.27
10,2000-10-31,40000,43700,39350,35850,67500,42667,32700,40800,39860,38900,22.14,50.62,-8.47,-15.43,5686,0.0391,0.0361,0.0389,0.0285,5.37,11.42
11,2000-11-30,35550,40600,38388,35550,56900,40606,32700,38200,37140,35550,-7.18,12.06,-7.66,-12.36,4554,0.0354,0.0227,0.0381,0.0264,5.32,-8.61
12,2000-12-31,33700,38050,35315,33700,55700,39481,32700,35600,34660,33700,-4.53,-20.95,-5.34,0.07,1830,0.0261,0.0174,0.0371,0.0263,6.08,-9.77
13,2001-01-31,35300,38000,35210,33700,55700,38500,32700,35300,35170,35050,-11.75,7.79,0.71,-4.7,4126,0.0251,0.0249,0.0363,0.0216,5.27,4.75
14,2001-02-28,34400,36200,34775,33800,55700,37854,32700,36200,34800,34200,-9.59,-4.58,0.58,14.08,5036,0.0233,0.0177,0.0356,0.0202,5.06,-2.41
